Id	Trigger	TriggerParams	Type	TypeParams	PerformanceOrder	Desc	ShowDesc	Cv
73020002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
73030001	2	[0, 0, 0]	43	[75, 1, 5]	300	怪物行为：召唤地面监视器·微型2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
73040001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
73050001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
73050002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
74010001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
74020001	2	[0, 0, 0]	12	[5, 1]	400	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
75010001	2	[0, 0, 0]	2	[2]	500	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
75020001	2	[0, 0, 0]	12	[5, 1]	500	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
76010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><修女> </color>行动开始	
76020001	2	[0, 0, 0]	2	[9]	100	怪物行为：对指挥官攻击9	<color=#FFFFFF><修女> </color>行动开始	
76030001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><修女> </color>行动开始	
76030002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
76040001	2	[0, 0, 0]	2	[9]	100	怪物行为：对指挥官攻击9	<color=#FFFFFF><修女> </color>行动开始	
76050001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><修女> </color>行动开始	
76050002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
76050003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
76060001	2	[0, 0, 0]	2	[9]	100	怪物行为：对指挥官攻击9	<color=#FFFFFF><修女> </color>行动开始	
76070001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><修女> </color>行动开始	
76070002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
76070003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
76070004	2	[0, 0, 0]	2	[2]	103	怪物行为：对指挥官攻击2		
76080001	2	[0, 0, 0]	2	[9]	100	怪物行为：对指挥官攻击9	<color=#FFFFFF><修女> </color>行动开始	
76090001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><修女> </color>行动开始	
76090002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
76090003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
76090004	2	[0, 0, 0]	2	[2]	103	怪物行为：对指挥官攻击2		
76090005	2	[0, 0, 0]	2	[2]	104	怪物行为：对指挥官攻击2		
76100001	2	[0, 0, 0]	2	[9]	100	怪物行为：对指挥官攻击9	<color=#FFFFFF><修女> </color>行动开始	
77010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><苦刑之女> </color>行动开始	
77010002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
77010003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
77020001	2	[0, 0, 0]	26	[10, 0]	100	怪物行为：自身增加10护甲	<color=#FFFFFF><苦刑之女> </color>行动开始	
77020002	2	[0, 0, 0]	12	[5, 1]	101	怪物行为：对指挥官增加1层【脆弱】		
77020003	2	[0, 0, 0]	12	[7, 1]	102	怪物行为：对指挥官增加1层【虚弱】		
77030001	2	[0, 0, 0]	2	[10]	100	怪物行为：对指挥官攻击10	<color=#FFFFFF><苦刑之女> </color>行动开始	
77030002	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 115, 0, 0, 0]	101	怪物行为：将1张苦刑115加入玩家抽牌堆		
78010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体·大型> </color>行动开始	
78020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体·大型> </color>行动开始	
78020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
79010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体> </color>行动开始	
79020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体> </color>行动开始	
79020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
80010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体> </color>行动开始	
80020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体> </color>行动开始	
80020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
81010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者·大型> </color>行动开始	
81020001	2	[0, 0, 0]	11	[6, 1]	100	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者·大型> </color>行动开始	
82010001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
82020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
82020002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
82030001	2	[0, 0, 0]	43	[84, 1, 5]	200	怪物行为：召唤地面监视器·微型1	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
82040001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
82050001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
82050002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
83010001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
83020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
83020002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
83030001	2	[0, 0, 0]	43	[85, 1, 5]	300	怪物行为：召唤地面监视器·微型2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
83040001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
83050001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
83050002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
84010001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
84020001	2	[0, 0, 0]	12	[5, 1]	400	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
85010001	2	[0, 0, 0]	2	[2]	500	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
85020001	2	[0, 0, 0]	12	[5, 1]	500	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
86010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
86020001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
86030001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
86030002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
86040001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
86050001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
86050002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
86050003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
86060001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
86070001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
86070002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
86070003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
86070004	2	[0, 0, 0]	2	[3]	103	怪物行为：对指挥官攻击3		
86080001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
86090001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
86090002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
86090003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
86090004	2	[0, 0, 0]	2	[3]	103	怪物行为：对指挥官攻击3		
86090005	2	[0, 0, 0]	2	[3]	104	怪物行为：对指挥官攻击3		
86100001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
87010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><苦刑之女> </color>行动开始	
87010002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
87010003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
87020001	2	[0, 0, 0]	26	[15, 0]	100	怪物行为：自身增加15护甲	<color=#FFFFFF><苦刑之女> </color>行动开始	
87020002	2	[0, 0, 0]	12	[5, 1]	101	怪物行为：对指挥官增加1层【脆弱】		
87020003	2	[0, 0, 0]	12	[7, 1]	102	怪物行为：对指挥官增加1层【虚弱】		
87030001	2	[0, 0, 0]	2	[10]	100	怪物行为：对指挥官攻击10	<color=#FFFFFF><苦刑之女> </color>行动开始	
87030002	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 115, 0, 0, 0]	101	怪物行为：将1张苦刑115加入玩家抽牌堆		
88010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体·大型> </color>行动开始	
88020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体·大型> </color>行动开始	
88020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
89010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体> </color>行动开始	
89020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体> </color>行动开始	
89020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
90010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><构造体> </color>行动开始	
90020001	2	[0, 0, 0]	2	[1]	100	怪物行为：对指挥官攻击1	<color=#FFFFFF><构造体> </color>行动开始	
90020002	2	[0, 0, 0]	2	[1]	101	怪物行为：对指挥官攻击1		
91010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者·大型> </color>行动开始	
91020001	2	[0, 0, 0]	11	[6, 1]	100	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者·大型> </color>行动开始	
92010001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
92020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
92020002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
92030001	2	[0, 0, 0]	43	[94, 1, 5]	200	怪物行为：召唤地面监视器·微型1	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
92040001	2	[0, 0, 0]	2	[4]	200	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
92050001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
92050002	2	[0, 0, 0]	12	[5, 1]	201	怪物行为：对指挥官增加1层【脆弱】		
93010001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
93020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
93020002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
93030001	2	[0, 0, 0]	43	[95, 1, 5]	300	怪物行为：召唤地面监视器·微型2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
93040001	2	[0, 0, 0]	2	[4]	300	怪物行为：对指挥官攻击4	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
93050001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·中型> </color>行动开始	
93050002	2	[0, 0, 0]	12	[5, 1]	301	怪物行为：对指挥官增加1层【脆弱】		
94010001	2	[0, 0, 0]	2	[2]	400	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
94020001	2	[0, 0, 0]	12	[5, 1]	400	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
95010001	2	[0, 0, 0]	2	[2]	500	怪物行为：对指挥官攻击2	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
95020001	2	[0, 0, 0]	12	[5, 1]	500	怪物行为：对指挥官增加1层【脆弱】	<color=#FFFFFF><地面监视器·微型> </color>行动开始	
96010001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
96020001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
96030001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
96030002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
96040001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
96050001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
96050002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
96050003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
96060001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
96070001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
96070002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
96070003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
96070004	2	[0, 0, 0]	2	[3]	103	怪物行为：对指挥官攻击3		
96080001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
96090001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><修女> </color>行动开始	
96090002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
96090003	2	[0, 0, 0]	2	[3]	102	怪物行为：对指挥官攻击3		
96090004	2	[0, 0, 0]	2	[3]	103	怪物行为：对指挥官攻击3		
96090005	2	[0, 0, 0]	2	[3]	104	怪物行为：对指挥官攻击3		
96100001	2	[0, 0, 0]	2	[12]	100	怪物行为：对指挥官攻击12	<color=#FFFFFF><修女> </color>行动开始	
97010001	2	[0, 0, 0]	2	[2]	100	怪物行为：对指挥官攻击2	<color=#FFFFFF><苦刑之女> </color>行动开始	
97010002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2		
97010003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
97020001	2	[0, 0, 0]	26	[15, 0]	100	怪物行为：自身增加15护甲	<color=#FFFFFF><苦刑之女> </color>行动开始	
97020002	2	[0, 0, 0]	12	[5, 1]	101	怪物行为：对指挥官增加1层【脆弱】		
97020003	2	[0, 0, 0]	12	[7, 1]	102	怪物行为：对指挥官增加1层【虚弱】		
97030001	2	[0, 0, 0]	2	[10]	100	怪物行为：对指挥官攻击10	<color=#FFFFFF><苦刑之女> </color>行动开始	
97030002	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 115, 0, 0, 0]	101	怪物行为：将1张苦刑115加入玩家抽牌堆		
98010001	2	[0, 0, 0]	30	[4, 1, 2, 0, 1, 0, 0, 0, 1]	500	怪物行为：将玩家抽牌堆中随机2张红球置入弃牌堆	<color=#FFFFFF><自律警卫> </color>行动开始	
98020001	2	[0, 0, 0]	30	[4, 1, 2, 0, 1, 0, 0, 0, 1]	500	怪物行为：将玩家抽牌堆中随机2张红球置入弃牌堆	<color=#FFFFFF><自律警卫> </color>行动开始	
98030001	2	[0, 0, 0]	2	[3]	500	怪物行为：对指挥官攻击3	<color=#FFFFFF><自律警卫> </color>行动开始	
98040001	2	[0, 0, 0]	28	[10, 7, 0]	500	怪物行为：对随机怪物增加护甲10（优先其他小怪）	<color=#FFFFFF><自律警卫> </color>行动开始	
99010001	2	[0, 0, 0]	33	[0, 0, 2, 0, 0, 116, 0, 0, 0]	100	怪物行为：将2张冗余116加入玩家抽牌堆	<color=#FFFFFF><布道者·大型> </color>行动开始	
99020001	2	[0, 0, 0]	2	[4]	100	怪物行为：对指挥官攻击4	<color=#FFFFFF><布道者·大型> </color>行动开始	
99020002	2	[0, 0, 0]	2	[4]	101	怪物行为：对指挥官攻击4		
99030001	2	[0, 0, 0]	2	[6]	100	怪物行为：对指挥官攻击6	<color=#FFFFFF><布道者·大型> </color>行动开始	
99030002	2	[0, 0, 0]	12	[7, 3]	101	怪物行为：对指挥官增加3层【虚弱】		
100010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><空中监视器> </color>行动开始	
100010002	2	[0, 0, 0]	2	[2]	201	怪物行为：对指挥官攻击2		
100010003	2	[0, 0, 0]	2	[2]	202	怪物行为：对指挥官攻击2		
100020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><空中监视器> </color>行动开始	
100030001	2	[0, 0, 0]	15	[6, 1, 1]	200	怪物行为：对全体怪物增加1层【暴走】	<color=#FFFFFF><空中监视器> </color>行动开始	
101010001	2	[0, 0, 0]	33	[0, 0, 2, 0, 0, 116, 0, 0, 0]	100	怪物行为：将2张冗余116加入玩家抽牌堆	<color=#FFFFFF><布道者·大型> </color>行动开始	
101020001	2	[0, 0, 0]	2	[4]	100	怪物行为：对指挥官攻击4	<color=#FFFFFF><布道者·大型> </color>行动开始	
101020002	2	[0, 0, 0]	2	[4]	101	怪物行为：对指挥官攻击4		
101030001	2	[0, 0, 0]	2	[6]	100	怪物行为：对指挥官攻击6	<color=#FFFFFF><布道者·大型> </color>行动开始	
101030002	2	[0, 0, 0]	12	[7, 3]	101	怪物行为：对指挥官增加3层【虚弱】		
102010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者> </color>行动开始	
102020001	2	[0, 0, 0]	11	[6, 1]	200	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者> </color>行动开始	
103010001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者> </color>行动开始	
103020001	2	[0, 0, 0]	11	[6, 1]	300	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者> </color>行动开始	
104010001	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 116, 0, 0, 0]	100	怪物行为：将1张冗余116加入玩家抽牌堆	<color=#FFFFFF><巡境者·大型> </color>行动开始	
104010002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2	<color=#FFFFFF><巡境者·大型> </color>行动开始	
104010003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
104010004	2	[0, 0, 0]	2	[2]	103	怪物行为：对指挥官攻击2		
105010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><巡境者> </color>行动开始	
105010002	2	[0, 0, 0]	2	[2]	201	怪物行为：对指挥官攻击2		
105010003	2	[0, 0, 0]	2	[2]	202	怪物行为：对指挥官攻击2		
105020001	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 116, 0, 0, 0]	200	怪物行为：将1张冗余116加入玩家抽牌堆	<color=#FFFFFF><巡境者> </color>行动开始	
106010001	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 116, 0, 0, 0]	300	怪物行为：将1张冗余116加入玩家抽牌堆	<color=#FFFFFF><巡境者> </color>行动开始	
106020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><巡境者> </color>行动开始	
106020002	2	[0, 0, 0]	2	[2]	301	怪物行为：对指挥官攻击2		
106020003	2	[0, 0, 0]	2	[2]	302	怪物行为：对指挥官攻击2		
107010001	2	[0, 0, 0]	43	[98, 2, 5]	100	怪物行为：召唤2个自律警卫	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107020001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107020002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
107030001	2	[0, 0, 0]	11	[6, 1]	100	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107030002	2	[0, 0, 0]	26	[20, 0]	101	怪物行为：自身增加20护甲		
107040001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107040002	2	[0, 0, 0]	2	[3]	101	怪物行为：对指挥官攻击3		
107050001	2	[0, 0, 0]	11	[6, 1]	100	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107050002	2	[0, 0, 0]	26	[20, 0]	101	怪物行为：自身增加20护甲		
107060001	2	[0, 0, 0]	2	[18]	100	怪物行为：对指挥官攻击18	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107070001	2	[0, 0, 0]	11	[6, 1]	100	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
107070002	2	[0, 0, 0]	26	[20, 0]	101	怪物行为：自身增加20护甲		
108010001	2	[0, 0, 0]	33	[0, 0, 2, 0, 0, 116, 0, 0, 0]	100	怪物行为：将2张冗余116加入玩家抽牌堆	<color=#FFFFFF><布道者·大型> </color>行动开始	
108020001	2	[0, 0, 0]	2	[4]	100	怪物行为：对指挥官攻击4	<color=#FFFFFF><布道者·大型> </color>行动开始	
108020002	2	[0, 0, 0]	2	[4]	101	怪物行为：对指挥官攻击4		
108030001	2	[0, 0, 0]	2	[6]	100	怪物行为：对指挥官攻击6	<color=#FFFFFF><布道者·大型> </color>行动开始	
108030002	2	[0, 0, 0]	12	[7, 3]	101	怪物行为：对指挥官增加3层【虚弱】		
109010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><空中监视器> </color>行动开始	
109010002	2	[0, 0, 0]	2	[2]	201	怪物行为：对指挥官攻击2		
109010003	2	[0, 0, 0]	2	[2]	202	怪物行为：对指挥官攻击2		
109020001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><空中监视器> </color>行动开始	
109030001	2	[0, 0, 0]	15	[6, 1, 1]	200	怪物行为：对全体怪物增加1层【暴走】	<color=#FFFFFF><空中监视器> </color>行动开始	
110010001	2	[0, 0, 0]	33	[0, 0, 2, 0, 0, 116, 0, 0, 0]	100	怪物行为：将2张冗余116加入玩家抽牌堆	<color=#FFFFFF><布道者·大型> </color>行动开始	
110020001	2	[0, 0, 0]	2	[4]	100	怪物行为：对指挥官攻击4	<color=#FFFFFF><布道者·大型> </color>行动开始	
110020002	2	[0, 0, 0]	2	[4]	101	怪物行为：对指挥官攻击4		
110030001	2	[0, 0, 0]	2	[6]	100	怪物行为：对指挥官攻击6	<color=#FFFFFF><布道者·大型> </color>行动开始	
110030002	2	[0, 0, 0]	12	[7, 3]	101	怪物行为：对指挥官增加3层【虚弱】		
111010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者> </color>行动开始	
111020001	2	[0, 0, 0]	11	[6, 1]	200	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者> </color>行动开始	
112010001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><执行者> </color>行动开始	
112020001	2	[0, 0, 0]	11	[6, 1]	300	怪物行为：对自身增加1层【暴走】	<color=#FFFFFF><执行者> </color>行动开始	
113010001	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 116, 0, 0, 0]	100	怪物行为：将1张冗余116加入玩家抽牌堆	<color=#FFFFFF><巡境者·大型> </color>行动开始	
113010002	2	[0, 0, 0]	2	[2]	101	怪物行为：对指挥官攻击2	<color=#FFFFFF><巡境者·大型> </color>行动开始	
113010003	2	[0, 0, 0]	2	[2]	102	怪物行为：对指挥官攻击2		
113010004	2	[0, 0, 0]	2	[2]	103	怪物行为：对指挥官攻击2		
114010001	2	[0, 0, 0]	2	[2]	200	怪物行为：对指挥官攻击2	<color=#FFFFFF><巡境者> </color>行动开始	
114010002	2	[0, 0, 0]	2	[2]	201	怪物行为：对指挥官攻击2		
114010003	2	[0, 0, 0]	2	[2]	202	怪物行为：对指挥官攻击2		
114020001	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 116, 0, 0, 0]	200	怪物行为：将1张冗余116加入玩家抽牌堆	<color=#FFFFFF><巡境者> </color>行动开始	
115010001	2	[0, 0, 0]	33	[0, 0, 1, 0, 0, 116, 0, 0, 0]	300	怪物行为：将1张冗余116加入玩家抽牌堆	<color=#FFFFFF><巡境者> </color>行动开始	
115020001	2	[0, 0, 0]	2	[2]	300	怪物行为：对指挥官攻击2	<color=#FFFFFF><巡境者> </color>行动开始	
115020002	2	[0, 0, 0]	2	[2]	301	怪物行为：对指挥官攻击2		
115020003	2	[0, 0, 0]	2	[2]	302	怪物行为：对指挥官攻击2		
116010001	2	[0, 0, 0]	43	[98, 2, 5]	100	怪物行为：召唤2个自律警卫	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
116020001	2	[0, 0, 0]	2	[3]	100	怪物行为：对指挥官攻击3	<color=#FFFFFF><蔷薇之剑> </color>行动开始	
