Id	AttribId	AttribDes1	AttribDes2	ItemId	ItemCount	ItemCrystalId	ItemCrystalCount	AwarenessAttrDesc	AwarenessAttrValue
3056055	{1: 40560554, 2: 40560555}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066055	{1: 40660554, 2: 40660555}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016056	{1: 40160564, 2: 40160565}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026056	{1: 40260564, 2: 40260565}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036056	{1: 40360564, 2: 40360565}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046056	{1: 40460564, 2: 40460565}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056056	{1: 40560564, 2: 40560565}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066056	{1: 40660564, 2: 40660565}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016057	{1: 40160574, 2: 40160575}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026057	{1: 40260574, 2: 40260575}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036057	{1: 40360574, 2: 40360575}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046057	{1: 40460574, 2: 40460575}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056057	{1: 40560574, 2: 40560575}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066057	{1: 40660574, 2: 40660575}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016058	{1: 40160584, 2: 40160585}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026058	{1: 40260584, 2: 40260585}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036058	{1: 40360584, 2: 40360585}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046058	{1: 40460584, 2: 40460585}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056058	{1: 40560584, 2: 40560585}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066058	{1: 40660584, 2: 40660585}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3016059	{1: 40160594, 2: 40160595}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3026059	{1: 40260594, 2: 40260595}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3036059	{1: 40360594, 2: 40360595}	['意识生命增加17.5%', '意识会心增加12.5%']	['意识生命增加17.5%', '意识会心增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3046059	{1: 40460594, 2: 40460595}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3056059	{1: 40560594, 2: 40560595}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
3066059	{1: 40660594, 2: 40660595}	['意识攻击增加17.5%', '意识防御增加12.5%']	['意识攻击增加17.5%', '意识防御增加12.5%']			[1, 70001, 70002]	[50000, 480, 80]	加成伤害：+	1
