Id	Type	Level	Name	CharacterId	Quality	FightEventId	Icon	Description	Priority
232034	23203	4	明觉·超频二Ⅳ	1211002	5	225212	Assets/Product/Texture/Image/RolePlayer/RoleHeadWanshi4.png	释放必杀后10秒内提升全伤100%	1444
233011	23301	1	岚音·核心Ⅰ	1531003	2	225301	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间的断奏球伤害提升50%	1445
233012	23301	2	岚音·核心Ⅱ	1531003	3	225302	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间的断奏球伤害提升100%	1446
233013	23301	3	岚音·核心Ⅲ	1531003	4	225303	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间的断奏球伤害提升150%	1447
233014	23301	4	岚音·核心Ⅳ	1531003	5	225304	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间的断奏球伤害提升200%	1448
233021	23302	1	岚音·超频一Ⅰ	1531003	2	225305	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀结束后，回复1组三消	1449
233022	23302	2	岚音·超频一Ⅱ	1531003	3	225306	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀结束后，回复2组三消	1450
233023	23302	3	岚音·超频一Ⅲ	1531003	4	225307	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀结束后，回复3组三消	1451
233024	23302	4	岚音·超频一Ⅳ	1531003	5	225308	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀结束后，回复4组三消	1452
233031	23303	1	岚音·超频二Ⅰ	1531003	2	225309	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间，释放断奏球时，有30%概率回复1个断奏球	1453
233032	23303	2	岚音·超频二Ⅱ	1531003	3	225310	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间，释放断奏球时，有40%概率回复1个断奏球	1454
233033	23303	3	岚音·超频二Ⅲ	1531003	4	225311	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间，释放断奏球时，有50%概率回复1个断奏球	1455
233034	23303	4	岚音·超频二Ⅳ	1531003	5	225312	Assets/Product/Texture/Image/RolePlayer/RoleHeadSailinna4.png	必杀期间，释放断奏球时，有60%概率回复1个断奏球	1456
234011	23401	1	荣光·核心Ⅰ	1121003	2	225401	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，每40连击获得50%伤害加成，上限200%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1457
234012	23401	2	荣光·核心Ⅱ	1121003	3	225402	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，每30连击获得50%伤害加成，上限200%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1458
234013	23401	3	荣光·核心Ⅲ	1121003	4	225403	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，每20连击获得50%伤害加成，上限200%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1459
234014	23401	4	荣光·核心Ⅳ	1121003	5	225404	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，每10连击获得50%伤害加成，上限200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1460
234021	23402	1	荣光·超频一Ⅰ	1121003	2	225405	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	退出寒魄状态时，恢复当前连击数*0.25%荣光之盾	1461
234022	23402	2	荣光·超频一Ⅱ	1121003	3	225406	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	退出寒魄状态时，恢复当前连击数*0.5%荣光之盾	1462
234023	23402	3	荣光·超频一Ⅲ	1121003	4	225407	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	退出寒魄状态时，恢复当前连击数*0.75%荣光之盾	1463
234024	23402	4	荣光·超频一Ⅳ	1121003	5	225408	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	退出寒魄状态时，恢复当前连击数*1%荣光之盾	1464
234031	23403	1	荣光·超频二Ⅰ	1121003	2	225409	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，普攻造成伤害时附加1次20%的冰属性伤害并记入连击	1465
234032	23403	2	荣光·超频二Ⅱ	1121003	3	225410	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，普攻造成伤害时附加1次30%的冰属性伤害并记入连击	1466
234033	23403	3	荣光·超频二Ⅲ	1121003	4	225411	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，普攻造成伤害时附加1次40%的冰属性伤害并记入连击	1467
234034	23403	4	荣光·超频二Ⅳ	1121003	5	225412	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Kuluomu4.png	寒魄状态下，普攻造成伤害时附加2次50%的冰属性伤害并记入连击	1468
235011	23501	1	21号·核心Ⅰ	1221002	2	225501	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	共鸣脉冲伤害提升50%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1469
235012	23501	2	21号·核心Ⅱ	1221002	3	225502	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	共鸣脉冲伤害提升100%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1470
235013	23501	3	21号·核心Ⅲ	1221002	4	225503	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	共鸣脉冲伤害提升150%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1471
235014	23501	4	21号·核心Ⅳ	1221002	5	225504	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	共鸣脉冲伤害提升200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1472
235021	23502	1	21号·超频一Ⅰ	1221002	2	225505	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	强制闪避时，恢复15点能量	1473
235022	23502	2	21号·超频一Ⅱ	1221002	3	225506	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	强制闪避时，恢复30点能量	1474
235023	23502	3	21号·超频一Ⅲ	1221002	4	225507	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	强制闪避时，恢复45点能量	1475
235024	23502	4	21号·超频一Ⅳ	1221002	5	225508	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	强制闪避时，恢复60点能量	1476
235031	23503	1	21号·超频二Ⅰ	1221002	2	225509	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	必杀结束后，获得1组随机色三消球	1477
235032	23503	2	21号·超频二Ⅱ	1221002	3	225510	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	必杀结束后，获得2组随机色三消球	1478
235033	23503	3	21号·超频二Ⅲ	1221002	4	225511	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	必杀结束后，获得3组随机色三消球	1479
235034	23503	4	21号·超频二Ⅳ	1221002	5	225512	Assets/Product/Texture/Image/RolePlayer/RoleHeadTwentyone4.png	必杀结束后，获得4组随机色三消球	1480
236011	23601	1	绯耀·核心Ⅰ	1131003	2	225601	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	降雷坠伤害提升50%。[装甲型]：命中时使目标总抗性减少5%，持续5秒	1481
236012	23601	2	绯耀·核心Ⅱ	1131003	3	225602	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	降雷坠伤害提升100%。[装甲型]：命中时使目标总抗性减少10%，持续5秒	1482
236013	23601	3	绯耀·核心Ⅲ	1131003	4	225603	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	降雷坠伤害提升150%。[装甲型]：命中时使目标总抗性减少15%，持续5秒	1483
236014	23601	4	绯耀·核心Ⅳ	1131003	5	225604	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	降雷坠伤害提升200%。[装甲型]：命中时使目标总抗性减少20%，持续5秒	1484
236021	23602	1	绯耀·超频一Ⅰ	1131003	2	225605	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放降雷坠时，恢复5点能量	1485
236022	23602	2	绯耀·超频一Ⅱ	1131003	3	225606	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放降雷坠时，恢复10点能量	1486
236023	23602	3	绯耀·超频一Ⅲ	1131003	4	225607	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放降雷坠时，恢复15点能量	1487
236024	23602	4	绯耀·超频一Ⅳ	1131003	5	225608	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放降雷坠时，恢复20点能量	1488
236031	23603	1	绯耀·超频二Ⅰ	1131003	2	225609	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放必杀时，恢复1组随机三消球	1489
236032	23603	2	绯耀·超频二Ⅱ	1131003	3	225610	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放必杀时，恢复2组随机三消球	1490
236033	23603	3	绯耀·超频二Ⅲ	1131003	4	225611	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放必杀时，恢复3组随机三消球	1491
236034	23603	4	绯耀·超频二Ⅳ	1131003	5	225612	Assets/Product/Texture/Image/RolePlayer/RoleHeadR3Weila4.png	释放必杀时，恢复4组随机三消球	1492
