Id	Disposeable	SingleDisposeable	RecordGroupId	Type	Param	Order	Name	Icon	IconR	MiniIcon	ConvertCardId	FightDes	QuickFightDes	ShowTag	MovieId
4031851		1		5	['4031851', '0', '0']	Trap-01	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4031021	陷阱牌5			
4031852		1		5	['4031852', '0', '0']	Trap-02	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4031021	陷阱牌6			
4031061	1		1	6	['400653']	Reward-01	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4031062	1		1	6	['400502']	Reward-02	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4031063	1		1	6	['400502']	Reward-03	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4031064	1		1	6	['400516']	Reward-03	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4031065	1		1	6	['400640']	Reward-04	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4031066	1		1	6	['400645']	Reward-05	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4031071		1		7	['4031021', '200', '4031062', '50', '4031091', '50']	???-01	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4031021				
4031072		1		7	['4031021', '200', '4031062', '50', '4031091', '50']	???-02	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4031021				
4031073		1		7	['4031021', '200', '4031062', '50', '4031091', '50']	???-03	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4031021				
4031074		1		7	['4031021', '200', '4031062', '50', '4031091', '50']	???-04	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4031021				
4031081				8	['4032', '1', '1']	Go-01	第2区域	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7023Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7023.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png					
4031082				8	['4031', '17', '2']	Go-01	跳转	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7023Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7023.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze07.png					
4031091		1		9	['17', '30200057', '400530', '4031031']	Fight-01	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031092		1		9	['17', '30200058', '400530', '4031031']	Fight-02	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031093		1		9	['17', '30200057', '400530', '4031031']	Fight-03	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031094		1		9	['17', '30200058', '400530', '4031031']	Fight-04	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031095		1		9	['17', '30200057', '400530', '4031031']	Fight-05	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031096		1		9	['17', '30200058', '400530', '4031031']	Fight-06	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031097		1		9	['17', '30200057', '400530', '4031031']	Fight-07	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031098		1		9	['17', '30200058', '400530', '4031031']	Fight-08	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031099		1		9	['17', '30200057', '400530', '4031031']	Fight-09	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031891		1		9	['17', '30200058', '400530', '4031031']	Fight-10	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031892		1		9	['17', '30200057', '400530', '4031031']	Fight-11	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031893		1		9	['17', '30200058', '400530', '4031031']	Fight-12	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031894		1		9	['17', '30200057', '400530', '4031031']	Fight-13	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031895		1		9	['17', '30200058', '400530', '4031031']	Fight-14	聚噬巢穴	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg9000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg9000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze01.png	4031021	聚噬体自身作为巨大的母巢，里面同样生活着无数异合生物，当聚噬体遭遇危险的时候，它们也会源源不断出现并攻击入侵者。	目前的实力可以迅速解决这场战斗。		
4031101				10		Out	出去外面	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7023Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7023.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze09.png					
4032011				1		Cliff path	断崖平台	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1022.png						
4032012				1		Cliff path	断崖平台	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1024Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1024.png						
4032021				2		Xeno-cliff	异聚石壁	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2024Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2024.png						
4032022				2		Xeno-cliff	异聚石壁	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2025Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2025.png						
4032041	1		4	4	['FZ01609BB']	Story	条件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	4031021			1	
4032061	1		1	6	['400647']	Reward-01	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4031021				
4032081				8	['4032', '2', '1']	Go-01	至西南	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7022.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
4032082				8	['4032', '2', '5']	Go-01	至东南	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7022.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
4032083				8	['4032', '8', '1']	Go-01	至西北	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7022.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
4032084				8	['4032', '8', '5']	Go-01	至东北	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7022.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
4032085				8	['4032', '4', '3']	Go-01	至池鱼	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7022.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze08.png					
4032101				10		Out	离开	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg7023Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg7023.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze09.png					
4041011				1		Cliff path	断崖平台	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1022Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1022.png						
4041012				1		Cliff path	断崖平台	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg1024Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg1024.png						
4041021				2		Xeno-cliff	异聚石壁	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2026Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2026.png						
4041022				2		Xeno-cliff	异聚石壁	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg2027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg2027.png						
4041031	1		3	3	['10130130']	Story	苏醒与毁灭	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3036Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3036.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02.png	4041021	终焉将……在此降临！		1	ZX01658EA
4041041	1		4	4	['FZ01611BA']	Story	“佳音”	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg3037Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg3037.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze02_2.png	4041021	信仰赞歌1		1	
4041051	1		2	5	['4041051', '1', '0']	Test-01	剧烈震动	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5028Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5028.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	检定1			
4041052	1		2	5	['4041052', '1', '0']	Test-02	天降阴影	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	检定2			
4041053	1		2	5	['4041053', '1', '0']	Test-03	残军	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	检定3			
4041054	1		2	5	['4041054', '1', '0']	Test-04	应急保护	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	检定4			
4041055	1		2	5	['4041055', '1', '0']	Test-05	检定5废弃	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	检定5			
4041056	1		2	5	['4041056', '1', '0']	Test-01	继续前进	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁1-1			
4041057	1		2	5	['4041057', '1', '0']	Test-02	继续前进	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁1-2			
4041058	1		2	5	['4041058', '1', '0']	Test-03	继续前进	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁1-3			
4041059	1		2	5	['4041059', '1', '0']	Test-04	继续前进	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁1-4			
4041851	1		2	5	['4041851', '1', '0']	Test-05	继续前进	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁1-5			
4041852	1		2	5	['4041852', '1', '0']	Test-06	继续前进	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5027Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5027.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁1-6			
4041853	1		2	5	['4041853', '1', '0']	Test-07	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁2-1			
4041854	1		2	5	['4041854', '1', '0']	Test-08	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁2-2			
4041855	1		2	5	['4041855', '1', '0']	Test-09	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁2-3			
4041856	1		2	5	['4041856', '1', '0']	Test-10	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁3-1			
4041857	1		2	5	['4041857', '1', '0']	Test-11	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁3-2			
4041858	1		2	5	['4041858', '1', '0']	Test-12	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁4-1			
4041859	1		2	5	['4041859', '1', '0']	Test-13	聚噬体核心	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁4-2			
4041751	1		2	5	['4041751', '1', '0']	Test-14	断片录音N1	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁5			
4041752	1		2	5	['4041752', '1', '0']	Test-15	封锁6	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5029Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5029.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	封锁6			
4041753	1		2	5	['4041753', '1', '0']	Test-16	废弃	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg5000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg5000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze06.png	4041021	废弃			
4041754		1		5	['4041753', '0', '0']	Trap-01	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4041021	陷阱牌1			
4041755		1		5	['4041754', '0', '0']	Trap-02	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4041021	陷阱牌2			
4041756		1		5	['4041755', '0', '0']	Trap-03	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4041021	陷阱牌3			
4041757		1		5	['4041756', '0', '0']	Trap-04	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4041021	陷阱牌4			
4041758		1		5	['4041757', '0', '0']	Trap-05	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4041021	陷阱牌5			
4041759		1		5	['4041758', '0', '0']	Trap-06	垂死挣扎	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg8000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg8000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze05.png	4041021	陷阱牌6			
4041061	1		1	6	['400653']	Reward-01	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041062	1		1	6	['400502']	Reward-02	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041063	1		1	6	['400502']	Reward-03	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6000Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6000.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041064	1		1	6	['400641']	Reward-03	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041065	1		1	6	['400642']	Reward-04	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041066	1		1	6	['400502']	Reward-05	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041067	1		1	6	['400510']	Reward-06	残存物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041068	1		1	6	['400646']	Reward-07	贵重物资	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg6001Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg6001.png	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGIconMaze04.png	4041021				
4041071		1		7	['4041021', '200', '4041062', '50', '4041091', '50']	???-01	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4041021				
4041072		1		7	['4041021', '200', '4041062', '50', '4041091', '50']	???-02	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4041021				
4041073		1		7	['4041021', '200', '4041062', '50', '4041091', '50']	???-03	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4041021				
4041074		1		7	['4041021', '200', '4041062', '50', '4041091', '50']	???-04	随机事件	Assets/Product/Texture/Atlas/UiTRPG/UiTRPGStageBg00Sp.png	Assets/Product/Texture/Image/UiTRPG/UiTRPGStageBg00.png		4041021				
