Id	CvId	Cvs	Timing	Text
131022401	131022	4		我“想要”留在你身边。
131022402	131022	4	3213	是的，我的数据库中充满了这个想法。
131022403	131022	4	7163	但我无法探明，为什么我会如此希望把这句话对您说出来。
131022404	131022	4	11535	以及，为什么我会如此顾虑， 你是如何看待这想法的？
131023401	131023	4		比起数据刻印的记录， 我现在更想要你的话语。
131023402	131023	4	4643	关于你，我需要更多的资料……
131023403	131023	4	7304	不，我想知道更多
131023404	131023	4	9509	我想要听你诉说这些。
131026401	131026	4		记录完毕
131026402	131026	4	2174	关于您的资料， 有什么需要补充的吗？
131027401	131027	4		提问
131027402	131027	4	1051	我该如何处理这个？
131028401	131028	4		提问……
131028402	131028	4	1898	您这些行为，究竟有如何的动机？
131028403	131028	4	5336	或者……
131028404	131028	4	7257	没有明确动机？
131030401	131030	4		人类的赠礼，包含了所谓“心意”
131030402	131030	4	3068	属于物质难以回报的抽象事物……
131030403	131030	4	8072	我不明白，我应当如何应对。
131031401	131031	4		根据记录，归属权的转移往往也意味着索取权的获得。
131031402	131031	4	6221	您可以向我在一定范围内索取回礼。
131032401	131032	4		或许
131032402	131032	4	637	能够回报“心意”的， 也只有同样的“心意”。
131032403	131032	4	4654	我在这方面依然缺少资料
131032404	131032	4	7822	可以请您给予一些指导吗？
131033401	131033	4		再次强调，归属权的转移往往也意味着索取权的获得……
131033402	131033	4	7153	提问，您究竟希望怎样的回礼？
131034401	131034	4		我是否愿意试试其他样式的帽子……？
131034402	131034	4	3048	我不曾考虑过这样的方案
131034403	131034	4	5760	但您提出了，我也可以尝试。
131035401	131035	4		情感逻辑紊乱，自检无效。
131035402	131035	4	5959	提问……
131035403	131035	4	7805	这种异样的感觉，人类会如何命名？
131037401	131037	4		您醒过来了。
131037402	131037	4	1419	刚才我记录了您睡眠期间的梦话
131037403	131037	4	4016	需要现在播放吗？
131038401	131038	4		指挥官在非良好的环境中进行入睡， 必须得执行搬运工作。
131038402	131038	4	8665	按照说明手册， 第一步应该把头部抬起，然后把手……
131038403	131038	4	16226	指挥官，为什么您突然结束睡眠……
131038404	131038	4	21312	为什么要逃跑？
131039401	131039	4		ZZZ
131039402	131039	4	3259	嗯？
131039403	131039	4	4461	这是在模拟睡眠程序，以配合您的睡眠
131039404	131039	4	8475	资料来源于……一些漫画。
131040401	131040	4		快速眼动睡眠。
131040402	131040	4	3368	可以推测，指挥官正在做梦……
131040403	131040	4	6861	那会是怎样的梦？
131040404	131040	4	10004	你的梦里……会不会有我的存在？
131040405	131040	4	15002	为什么，我现在会如此地“好奇”呢？
131041401	131041	4		检测疲劳值超过阈值
131041402	131041	4	2947	建议立即执行休眠。
131042401	131042	4		您的工作，完全可以交付给其他人分担
131042402	131042	4	2411	我建议这么做。
131043401	131043	4		人类总会用“机器”形容长时间持续高强度重复工作的人
131043402	131043	4	9582	根据记录，这种形容往往暗含 “失去自我”的警示
131043403	131043	4	17145	您期望的是这样的结果吗？
131044401	131044	4		根据记录，人类普遍认为在极度疲惫下，能够产生类似战后经济繁荣的高效率
131044402	131044	4	10444	但那只是人类在激素变化下， 对自我评价过高造成的错觉……
131044403	131044	4	17816	总之，您需要休息。
131045401	131045	4		……
131045402	131045	4	1656	检测到指挥官脑内激素分泌超过异常值
131045403	131045	4	6224	建议立即执行休眠……
131045404	131045	4	10741	不，不对……
131045405	131045	4	12986	嗯……
131045406	131045	4	17011	请您， 到这边来
131045407	131045	4	20284	该睡觉了
131048401	131048	4		“欢迎您的到来”
131048402	131048	4	1826	……不对
131048403	131048	4	3077	仅仅播出指定台词似乎，不够“亲密”。
131048404	131048	4	7159	指挥官，可否请您重启走进来的程序？
131048405	131048	4	11591	下次我会尝试不同的台词。
131049401	131049	4		早上好。
131049402	131049	4	2453	为什么要使用大音量打招呼？
131049403	131049	4	4367	这是一个实验， 预期效果是增加您的精神状态。
131049404	131049	4	8378	结果显示在置信水平0.99上是可信的。
131050401	131050	4		请稍等，指挥官。
131050402	131050	4	2649	每当您的脚步声接近时，我的运算程序都会将站在这里列为优先事项。
131050403	131050	4	10142	无论几次自检，结果都如此。
131050404	131050	4	15673	我现在需要一段时间的深度自检。
131051401	131051	4		根据统计推测
131051402	131051	4	2163	您今天回到这里的概率是27.86%
131051403	131051	4	8480	欢迎回来，指挥官。
131052401	131052	4		……
131052402	131052	4	1498	今天我在这里等你，明天依然。
131052403	131052	4	7302	这类重复性活动， 本该保持一致性与准确性。
131052404	131052	4	12437	但我却正在尝试让它出现部分差错
131052405	131052	4	16771	让我们每次见面都不一样。
131052406	131052	4	24066	那么，今天的相遇
131052407	131052	4	26725	对您而言是否特别？
131053401	131053	4		在这里等你的过程中， 我不断重复作为管理程序的记录。
131053402	131053	4	5229	那时
131053403	131053	4	6100	我常对某个未来时间点反复推测， 无法释怀。
131053404	131053	4	14348	我明白这就是人类所说的“期待”
131053405	131053	4	19004	因为现在， 我就有同样的想法。
131054401	131054	4		您……
131054402	131054	4	5460	您回来了。
131054403	131054	4	8636	您离开的时间超过了我的推测值2.718…
131054404	131054	4	16246	不，超过了更多。
131054405	131054	4	19898	为什么我会出现这样的推测失误，请告诉我……
131054406	131054	4	25187	请您告诉我。
131055401	131055	4		不必担心
131055402	131055	4	1617	只要倾斜角度在72°以内， 我都能够保持平衡。
131056401	131056	4		紧急事态，对指挥官采取保护措施
131056402	131056	4	3914	……修正
131056403	131056	4	4967	这只是一场试运行。
131057401	131057	4		……
131057402	131057	4	4035	人类的行为模式中，最重要的是平等的利益交互。
131057403	131057	4	8966	您这么做，就说明也希望被这么做。
131057404	131057	4	14106	请稍等， 我正在加载宇航员训练相关数据……
131057405	131057	4	19901	确认到指挥官逃离视线，停止加载。
131058401	131058	4		……
131058402	131058	4	2033	……我明白了，请您稍等。
131058403	131058	4	5687	请看，这就是机械舞。
131058404	131058	4	9689	因为只要是机械体跳的舞，就是机械舞
131058405	131058	4	15276	是的，这是一个冷笑话。
131058406	131058	4	18788	您笑了
131058407	131058	4	20881	这果然是您期望的吗？
131059401	131059	4		嗯……
131059402	131059	4	1291	如果，能更加毛茸茸一点……
131059403	131059	4	3969	不，那刚刚只是运算过程中偶然泄露的缓存语句
131059404	131059	4	8684	请忘记吧。
131060401	131060	4		我很欢迎触碰形态的交流
131060402	131060	4	3126	但为什么您会采取这样高频度短时间的触碰策略？
131060403	131060	4	8228	是因为……
131060404	131060	4	9778	我的机体表面温度过高吗？
131094401	131094	4		我至今仍不大明白您这么做的 意义与目的。
131094402	131094	4	5010	但我已经学会了不去解析， 而去“感受”。
131095401	131095	4		提问
131095402	131095	4	1904	……不
131095403	131095	4	2835	请告诉我
131095404	131095	4	6225	指挥官在我身上投入的这些礼物， 我究竟该如何回报？
131096401	131096	4		与你相处的每一刻， 都备份在我的记忆体中。
131096402	131096	4	4348	只要我的意识还保持运行
131096403	131096	4	7054	这份记忆便会永久镌刻在世界某处， 不会被遗忘
131096404	131096	4	12922	我向你保证。
131097401	131097	4		时至今日， 我已经不再深究您所求的“回礼”。
131097402	131097	4	4432	或许像这样一直驻留在您身边， 就是我能够做到的，最好的‘回礼’。
131108401	131108	4		机体损伤率超出界限……停止运行……
131108402	131108	4	3418	快逃……指挥官……
130012401	130012	4		噔噔！七实要开始才艺表演了， 指挥官，呆在箱子里别动哦……
130012402	130012	4	5874	对，就这样，等会让小帕瓦切开箱子的时候才会更加…
130012403	130012	4	11014	咦？指挥官呢…
130012404	130012	4	14309	七实我还是第一次发现人类原来能够跑这么快！
130013401	130013	4		听说神不会掷硬币，但是七实会哦
130013402	130013	4	3774	这是不是说明七实更厉害呢？
130013403	130013	4	7701	那么指挥官，现在我手里的硬币， 是正面还是反面呢？
130014401	130014	4		嗅嗅~好怀念的香味啊！
130014402	130014	4	4320	那是丽芙做的糕点吗？
130014403	130014	4	5922	分我一个嘛指挥官~ 顶多七实把小帕瓦借给你玩一天吧？
130015401	130015	4		指挥官你知道宇宙的终极答案 是多少吗？
130015402	130015	4	5783	噗噗~答错了，是70才对！
130017401	130017	4		指挥官想要像游戏里面那样可以不断 存档重来的能力吗？
130017402	130017	4	4781	这样的话无论如何都能够达成最完美的结局了……
130017403	130017	4	7754	不需要吗？
130017404	130017	4	8615	嗯，我想也是呢。
130018401	130018	4		七实已经成长了，不能整天都玩游戏嘛
130018402	130018	4	3916	不过偶尔的话， 陪一下指挥官来玩对战游戏也……
130018403	130018	4	8310	啊！指挥官你为什么偷偷先选 角色了啊！好卑鄙！！
130019401	130019	4		只要是存在于世界上的东西，七实基本上都能把它们设计制造出来哦
130019402	130019	4	4366	但也有一些东西却是无论如何 都无法造出来的。
130020401	130020	4		这个星球对宇宙来说是独一无二的存在
130020402	130020	4	3502	指挥官对七实来说也是独一无二的存在
130021401	130021	4		指挥官你知道吗？空中花园原本是作为星际航行而设计的移民舰哦
130021402	130021	4	6948	人类真了不起啊……
130021403	130021	4	10291	如果他们真的花费无数的时间到达了星星的另一边，那时候是否也会感到有点寂寞呢？
130022401	130022	4		指挥官你看！ 窗外那边有颗星星特别的亮
130022402	130022	4	5634	你说上面会不会有人类存在呢？
130022403	130022	4	9244	说不定也有一个指挥官，和你一样， 在悄悄注视着七实呢。
130023401	130023	4		七实今天要挑战一个人捉迷藏！
130023402	130023	4	5302	你说一个人怎么捉迷藏？
130023403	130023	4	8895	所以七实永远不会被找到嘛，这就是个只有七实必胜的作弊游戏啦……
130023404	130023	4	13775	指挥官你也要玩吗？
130023405	130023	4	17025	那……你答应一定要找到七实哦~
130096401	130096	4		七实虽然是最强的
130096402	130096	4	2324	但和所有游戏里的最强角色一样都有着一个会受伤会痛的地方……
130096403	130096	4	9336	这个只交给指挥官保管的弱点
130096404	130096	4	13655	你一定要帮七实保护好它啊！
130097401	130097	4		能够成为“回忆”珍藏的礼物七实收到已经够多了啦
130097402	130097	4	5796	接下来就轮到七实送出回礼了
130097403	130097	4	8261	送给大家名为“未来”的礼物……
130039401	130039	4		指挥官
130039402	130039	4	2589	如果还是不理七实的话， 七实也是会生气的哦！
130039403	130039	4	6252	嗯呜——！
130040401	130040	4		凑近来看的话，指挥官的眼睛好漂亮啊
130040402	130040	4	5364	还能看到眼睛里小小的七实
130040403	130040	4	8378	现在七实就是指挥官眼里的一切~
130040404	130040	4	12418	可不准眨眼哦！
130040405	130040	4	13549	因为说不定你一眨眼， 七实就要消失了啦~
130045401	130045	4		……
130045402	130045	4	1766	来嘛，把工作暂停一下， 多看看七实不好吗？
130045403	130045	4	9331	七实可比工作有趣得多得多啦！
130049401	130049	4		指挥官快进来吧……
130049402	130049	4	2024	你问我为什么躲在桌子底下？
130049403	130049	4	4651	这个就不用在意了，等会如果看到超生气的卡列亲的话请告诉她七实还没来哦~
130050401	130050	4		早！上！好！指挥官！
130050402	130050	4	5149	渡边大叔告诉我，没有比在早上大吼更能让人振奋精神的了~
130050403	130050	4	11533	指挥官也要一起吗？
130053401	130053	4		如果指挥官有窥视未来的能力但是只能看一件事的话
130053402	130053	4	5161	你会怎么选择呢？
130053403	130053	4	7076	如果是七实的话，会选择去看看未来的每一天里，待在这个熟悉的房间里， 是不是都能等到指挥官的到来。
130056401	130056	4		……
130056402	130056	4	2742	要是七实晕了的话
130056403	130056	4	4052	你要负责把七实抱回去！
130054401	130054	4		……
130054402	130054	4	5721	指挥官，你不准忘记七实哦。
126003401	126003	4		晋升？
126003402	126003	4	1645	用等级来给人戴上镣铐， 人类的兴趣可真奇特。
126003403	126003	4	7499	那么，作为能被分到这副高级镣铐的玩物，就让我期待期待你之后的做法吧。
126007401	126007	4		好好好，你的命令我都会严格执行。
126010401	126010	4		我话说得太多了？
126010402	126010	4	3518	没问题，以后会控制。
126010403	126010	4	7672	只不过，嗯……以前也有人对我这么说过呢， 但是他已经……怎么样了呢？
126011401	126011	4		忠诚，真是个好词汇。
126011402	126011	4	2824	抛弃掉思考，把什么都交给别人，自己只要读读公文，听从命令就行，多轻松
126011403	126011	4	9028	哎呀？为什么这个表情？
126011404	126011	4	12267	我只是在怀念我以前的一个“朋友”而已
126012401	126012	4		Hola——哈哈，不错的表情。
126012402	126012	4	5065	以前听我说出这话时候， 你可没什么好回忆吧？
126012403	126012	4	9071	不错，不错，从现在开始， 你可能会有更多关于这句话的回忆
126012404	126012	4	12654	还请期待哦。
126013401	126013	4		我在你面前可不会有隐瞒，有好奇的你大可问我，从升格网络的全部真相， 到我个人的诡怪兴趣都可以。
126013402	126013	4	10981	前提是，你真的能承担那个真相的代价
126013403	126013	4	14156	哈哈哈，开个玩笑。
126014401	126014	4		来玩个游戏如何？
126014402	126014	4	1886	想象一下这世界没有帕弥什，我们是被邪恶组织绑架欺骗的平民，现在休戚与共，约好了要一起逃出去。
126014403	126014	4	13712	想象完了吗？好，那现在就走出门外，重新面对现实吧。
126015401	126015	4		……
126015402	126015	4	1516	Hola　amigo！
126015403	126015	4	3905	哈哈，面具戴久了就容易长脸上。
126015404	126015	4	9470	以前用来伪装的口头禅， 现在一放松就会说出来了。
126015405	126015	4	13892	这样的弄臣，你会怎么看待呢？
126016401	126016	4		你听说过“诺尔莫团”吗？
126016402	126016	4	4081	黄金时代有一伙人，为了所谓理想， 罔顾他人甚至自己性命，造了不少乱。
126016403	126016	4	11574	你猜猜，我有没有参与其中呢——
126016404	126016	4	14527	哈哈，当然没有， 这只是我刚编的一个词。
126017401	126017	4		人类最擅长讲故事，我可读过不少。
126017402	126017	4	4717	明明是虚构的编纂，却因为寄托了作者的亲历或者妄想，就显得那么真实。
126017403	126017	4	12000	只要讲得够好，甚至能让别的人类把这虚构当做人生真理。不是吗？
126018401	126018	4		我说，空中花园这场收复地球的 滑稽戏，我也看了太久。
126018402	126018	4	4476	主角们挣扎，堕落，疯狂， 可真有意思，也真是漫长。
126018403	126018	4	10651	漫长到把置之身外的观众都拉进戏里，不舍离去了啊。
126019401	126019	4		拥有活着的理由，我的愿望从未变过。
126019402	126019	4	4489	别人给我的理由，曾是某次演出， 又曾是升格网络。
126019403	126019	4	11013	但现在， 你竟然说我可以为自己找个理由？
126019404	126019	4	14537	对一个弄臣，这是何等残酷，何等……光荣啊。
126020401	126020	4		我读过那么多故事， 其中乏味的多得是，但没有一个， 能像我的人生这么无聊。
126020402	126020	4	6384	可是，有你参与， 这烂故事居然还有那么点可看了。
126020403	126020	4	12314	哈哈，这可真是，真是…… 真是，什么呢？
126021401	126021	4		构造体的感官都是借由装置来模拟的，或许我眼里的你，并不是你真正的样子
126021402	126021	4	8041	而是被什么程序美化的结果……
126021403	126021	4	11094	呵，无所谓，无论如何， 你真正的样子，我已看得清清楚楚。
126022401	126022	4		演员无力改变戏剧安排， 也不该对此抱有期待。
126022402	126022	4	6917	可现在有个演员，竟期盼着你能在舞台上待得更久一点，期盼得几乎要在此时此地，就让这部剧迎来结局。
126022403	126022	4	17806	不，玩笑，玩笑罢了。
126023401	126023	4		“若是早点遇到你该多好”
126023402	126023	4	4365	人类总是在各种故事里抱着这种幻想。
126023403	126023	4	8827	但只要碰上适合的场景， 这无谓的台词又很容易脱口而出啊……
126023404	126023	4	16052	就比如，这一刻。
126024401	126024	4		我看看，按照你们的规矩， 我这个时候该怎么说…
126024402	126024	4	6157	“感谢您的深厚心意，在下罗兰会为 未来的战斗鞠躬尽瘁，义不容辞！”
126024403	126024	4	11890	…如何，满意吗？
126027401	126027	4		我当然不会拒绝你的任何礼物，也能接受你的任何要求，只要你一声令下，我什么都可以干哦。
126027402	126027	4	7568	只要你，能接受那结果。
126032401	126032	4		嗯……为什么我一直盯着你看？
126032402	126032	4	3294	没什么，我只是想好好观察观察你，看看你到底想要什么。
126032403	126032	4	7736	结果？当然是失败啦。
126033401	126033	4		每当看到你拿出些什么的时候，我就会情不自禁地笑出来。
126033402	126033	4	3910	什么？我平时也一直在笑？
126033403	126033	4	7677	哈哈哈，说的也是。
126034401	126034	4		你听说过吗？越是观察一个人， 就越容易把心思放在那人上。
126034402	126034	4	5954	当那个人不在的时候， 观察者可是会非常非常苦恼困扰的。
126034403	126034	4	9921	哎呀哎呀， 我还有多少时间，能待你身边呢？
126035401	126035	4		不管别人送来什么， 我本来都不应该有意见的。
126035402	126035	4	3708	但到底为什么，对你送的礼物我却开始挑剔起来了呢……
126035403	126035	4	7258	还是说，是期待起来了？
126038401	126038	4		你要是这么悠哉下去，小心最后可能会落得跟某个感染体一样的下场哟……
126038402	126038	4	5181	哈哈，不过那个感染体， 这一刻过得也没多坏。
126040401	126040	4		睡得真香啊。
126040402	126040	4	4256	如果你知道我现在紧握着你的手， 你在梦中该如何做想？
126040403	126040	4	13964	当你醒来时， 我又该用什么样的玩笑搪塞过去呢？
126040404	126040	4	18501	还是说
126040405	126040	4	21171	你能允许我一直握着这只手……？
126042401	126042	4		我知道有大概几十种方法，可以让人类在长时间缺乏睡眠的状态下保持精神，不间断工作，亲测有效，要不要试试？
126042402	126042	4	10835	但不管哪个， 都会对人体造成永久性损伤。
126045401	126045	4		好，你已经累得失去判断力了， 我怎么能失去这个机会呢。
126045402	126045	4	8362	来来，稍微靠在这休息一会。
126045403	126045	4	10302	对，就在我旁边
126045404	126045	4	13849	把我错认成谁都可以， 我能扮演好那个能让你安睡的人……
126046401	126046	4		“长官贵安，罗兰随时听您指令！”
126046402	126046	4	4301	…哈哈，吓到你了吗？ 我还以为你会喜欢这么演。
126048401	126048	4		你能来，真叫人开心。
126048402	126048	4	2374	那么作为今天见面的纪念， 就让我来跟你拍个纪念照吧——
126048403	126048	4	5207	但我的成像功能好像偏偏映不出你呢，真可惜。
126051401	126051	4		我可仔细考虑过， 为了能让你再多来见见我，我该做什么
126051402	126051	4	4592	但是，哎呀，除了像这样跟你对话来 挽留你，我居然没有别的武器。
126053401	126053	4		早安
126053402	126053	4	2779	你肯来这儿， 那看来今天我也不会虚度。
126053403	126053	4	6670	所以，有什么需要我们一起实现的目标吗？
126053404	126053	4	11448	嗯，我们一起。
126054401	126054	4		你离开的时候，一切都是虚假的， 静止的…
126054402	126054	4	6893	所以，虚假的时间，虚度就是了
126054403	126054	4	11325	又能有多漫长呢？
126055401	126055	4		哎哟喂呀，我摔倒啦，接下来我机体就要瘫痪，除了等你救助以外什么都做不了咯……
126055402	126055	4	11435	别装了？唉，我还以为你就期待这种剧情呢。
126056401	126056	4		哈哈，要不要再用力点？
126056402	126056	4	3109	说不定晃得差不多的时候，我内里的零件会跟黄金时代的某种汽水一样，一下全都喷发出来。
126056403	126056	4	7396	那场面，戏剧效果一定很棒，不是吗？
126059401	126059	4		老实说，被这么做还真有点痒
126059402	126059	4	2400	如果不是想仔细看看你的表情， 我可能会一下倒在地上扭动吧。
126059403	126059	4	6808	嗯，肯定会…
126059404	126059	4	8754	嗯，好了好了， 我投降了，请快停手。
126094401	126094	4		我本以为一个虚像不该再为言语感动，可你完全打破了我的念想。
126094402	126094	4	7253	真是讽刺，这有了多余感情的虚像， 你又打算要怎么处理？
126095401	126095	4		你这么热情，我或许也该坦率点吧。
126095402	126095	4	7223	我想要的礼物，是爱，正义，与梦想…
126095403	126095	4	12883	哈哈哈，开玩笑的，我不需要那些， 因为我早就找到替代品了。
126096401	126096	4		既然我猜不透你的心思， 那么，你有没有兴趣来猜猜我的？
126096402	126096	4	6697	你说，一介小丑，仅仅见到有人向自己展露善意，就一厢情愿地把自己当成了向主效忠的骑士。这会是， 因为什么呢？
126097401	126097	4		我来说个谎吧。
126097402	126097	4	1916	曾经很受欢迎的我，收到过很多礼物
126097403	126097	4	5748	里面有平凡得乏味的， 也有猎奇到吓人的。
126097404	126097	4	10903	而你送的，不属于任何一种——
126097405	126097	4	16254	那么，来猜猜哪句是谎言吧。
126001401	126001	4		Hola　amigo！我是罗兰。
126001402	126001	4	2853	我出现在这里，你应该知道为什么吧?
126001403	126001	4	5574	哈哈，不，你当然不知道， 你什么都不知道。
126001404	126001	4	12612	无论如何，今天开始， 我就随你使唤了，请多指教哦。
132010401	132010	4		对于烂到底的渣滓， 修修补补有什么用？
132010402	132010	4	3932	不如通通炸掉，重新来过。
132012401	132012	4		这里也没有位置， 那放在休眠舱附近好了……
132012402	132012	4	4369	你问我手里是什么？ 一点航空燃油和高能炸药而已。
132014401	132014	4		常见的接触不良而已
132014402	132014	4	2984	通常这种情况只需要踹上一脚……
132014403	132014	4	5307	嚯！你看，这不就修好了。
132017401	132017	4		和露西亚的那点小争执我早就放下了
132017402	132017	4	4426	现在我只专注于自己的强大……
132017403	132017	4	8170	哈，我怎么可能会是在怕输？ 露西亚在哪，快把她叫出来！
132018401	132018	4		这次的实战测试我是第一
132018402	132018	4	2351	不过也就那样吧……
132018403	132018	4	5705	喂喂，你就没有什么要对我说的？
132020401	132020	4		射击训练的成绩还是低了点， 去找比安卡请教下?
132020402	132020	4	6143	……等等
132020403	132020	4	7315	我记得你射击成绩似乎也不错？
132021401	132021	4		总是寄希望于他人是件愚蠢的事情，所以不论任何事我都喜欢自己解决。
132021402	132021	4	6376	不过对于你……倒也不是不能依靠下…… 不许偷笑！
132022401	132022	4		用不着为我说话， 你如果也被误解了该怎么办？
132022402	132022	4	6385	我……我是很感谢啦！
132022403	132022	4	9550	不过你也多考虑下自己……
132023401	132023	4		……
132023402	132023	4	3069	如果有一天，你面临这样的选择， 要为了未来的希望而牺牲现在，你会…
132023403	132023	4	12153	啊，不用回答了
132023404	132023	4	18927	你这笨蛋还真是好懂。
132034401	132034	4		这里这么窄， 稍微过来一点也没关系……
132034402	132034	4	5436	看着我干什么， 难道还要我主动靠过去？
132038401	132038	4		如果想要我以后还搭理你， 最好在三秒内回话。
132038402	132038	4	4532	1……2……
132038403	132038	4	7628	2.2……2.22……
132043401	132043	4		……
132043402	132043	4	2185	长期慢性疲劳状态， 会让患者面色无华， 脱发断发，皱纹早现……
132043403	132043	4	12643	我在念什么？
132043404	132043	4	15398	翻译过来就是：快去休息啦，笨蛋！
132048401	132048	4		你昨晚是不是侧躺着睡了……
132048402	132048	4	2765	我是怎么知道的？
132048403	132048	4	4109	这不是很明显的事吗，你的头发在这么说。
132053401	132053	4		我一直觉得就算一个人也没问题， 直到遇见了你才改变了想法。
132053402	132053	4	5290	这并不是我变脆弱了
132053403	132053	4	8492	相反，我比以往任何时候都要强大……
132053404	132053	4	12887	对，我就是在夸你，不许有意见！
132054401	132054	4		……
132054402	132054	4	5225	回来了？
132054403	132054	4	6822	哦，忘了提醒你
132054404	132054	4	9928	我看这里的防御体系太差， 所以在周围额外布置了26片雷区。
132054405	132054	4	16731	放心~磁感的，人类不会触发。
128012401	128012	4		调查旧艺术品时
128012402	128012	4	2342	我总是遐想过去时代的人们， 是如何生活，如何迎来日出日落……
128012403	128012	4	10688	那些转瞬即逝的瞬间，就这样凝聚在 古物上，被如今的我们捧在手心……
128012404	128012	4	17997	这很美，不是吗？
128051401	128051	4		哼嗯……
128051402	128051	4	4354	啊，指挥，抱歉，我在思考新的曲段…… 是的，是想之后……给你听的。
128009401	128009	4		在考古行动中， 我拜见过无数旧时代璀璨的光辉。
128009402	128009	4	5613	即使它们如今早已蒙尘，在看到它们的那一刻，我依然被天光冲刷。
128014401	128014	4		我钟情于这里， 这里能让我躲避那狂风骤雨。
128014402	128014	4	4202	但终有一天，我必须再一次直面它。
128018401	128018	4		歌剧，艺术， 这些在战场上，或许全无用处。
128018402	128018	4	3696	但仅仅是记录那些已故之人的故事， 叙述至今，就能给当下的人们以慰藉…
128018403	128018	4	10272	仅是如此，就有足够的意义了，对吗？
143001101	143001	1		嗯，我是拉弥亚……
143001102	143001	1	4331	啊？还要说点别的？
143001103	143001	1	9910	呃……等等……让我先想一会儿……
143016101	143016	1		升格网络的秘密……
143016102	143016	1	4801	你接触过比我强得多的升格者， 应该知道这不是什么该碰的话题。
143016103	143016	1	12680	人想活得长久点，就不要去自找麻烦， 算是我对你的忠告吧。
143016104	143016	1	20016	不过……有时候， 麻烦似乎更喜欢自己找上门啊……
143017101	143017	1		作为升格者的目的？
143017102	143017	1	4066	没什么重要的事，能有个容身的地方， 我的目的就已经实现一半了
143017103	143017	1	14891	不如说……不是升格者才更好，
143017104	143017	1	21308	可我要是没有成为升格者， 还能活到现在吗？
143020101	143020	1		就算露娜小姐把力量借给我，我还是不觉得自己有变强了……
143020102	143020	1	6827	明明是个升格者……
143020103	143020	1	9044	话说，你之前有怕过我吗？
143020104	143020	1	14528	等等，忘了这个问题吧！
143020105	143020	1	17728	……别说，我求你别说了！
143021101	143021	1		我出生的地方吗？
143021102	143021	1	4237	那里所有的人和物都跟我格格不入……当然也谈不上喜欢……
143021103	143021	1	13592	可即便这样，即便很多很多事物都被埋葬了在那里，那里……也是我的故乡……而我，却永远也回不去了。
143022101	143022	1		和我做个约定，无论怎样也要活着。
143022102	143022	1	5979	“活着”是件很困难的事， 要拼尽全力才能做好，很不容易的！
143022103	143022	1	12347	还有……
143022104	143022	1	13294	我希望你活下去……
143022105	143022	1	15491	嗯，很希望。
143023101	143023	1		从今往后该做什么呢……
143023102	143023	1	4368	一生不工作被人好吃好喝供着…… 似乎也不错。
143023103	143023	1	14762	你有什么想做的事吗？ 和你在一起的话，怎么样都无所谓……
143023104	143023	1	28025	不，至少得有稳定的食物来源，我可以稍微忍忍，你要保证一日三餐……
143023105	143023	1	41575	嗯，没有什么比这个更重要了。
143033101	143033	1		送点吃的吧，我在做囤粮过冬的准备
143033102	143033	1	9525	我当然知道升格者不会饿死了！ 但你不是个实打实的人类吗？ 一点未雨绸缪的危机意识都没有……
143033103	143033	1	24717	没办法，趁这个机会把你的那部分也 一起囤起来吧。
143034101	143034	1		对了，让拉弥亚教你些什么吧， 这样你就会对我心生尊敬了。
143034102	143034	1	10585	你想学游泳吗？你会了不用教……
143034103	143034	1	15872	那你会潜水吗？也会……
143034104	143034	1	21720	我想到了！ 伪装和易容你肯定不会对不对？
143034105	143034	1	27843	呃……但好像这种事也教不了……
143035101	143035	1		话说，作为一个升格者，是不是不应该随便收人类送的礼物来着？
143035102	143035	1	8782	得把这条记下来，可不能忘了自己的 立场……最后得加上备注—— “除了你”
143035103	143035	1	15718	……我才没有自欺欺人，你的情况比较特别，得另做对待才行。
143094101	143094	1		在你身旁的感觉还真奇妙…… 我开始有点理解那些构造体愿意围着你转的原因了。
143094102	143094	1	17852	对了，如果我下次伪装成其他构造体和你待上一整天，让你意识不到其实是我
143094103	143094	1	29861	等等，总感觉这么做是在便宜别人， 还是算了。
143096101	143096	1		昨天……我做了一个梦， 梦见所有人都离开了……
143096102	143096	1	8097	我怎么也跟不上他们的脚步，只能看着大家离自己越来越远，直到看不见……
143096103	143096	1	19827	嗯，这只是个梦，所以我不在意。 再幸福的人，肯定也会做噩梦……
143096104	143096	1	34109	不知从什么时候起，我也能拥有这种 想法了，真好啊……
143097101	143097	1		童话故事里，人鱼公主会把自己的鳞片当作信物送给心爱的人……
143097102	143097	1	8533	我是没有褪下来的鳞片能用…… 说到底我也根本不是公主……
143097103	143097	1	18954	那用什么作为替代，你才能接受呢？
143038101	143038	1		……
143038102	143038	1	5179	睡吧睡吧，等你睡醒了， 我就能嘲笑你工作偷懒了。
143043101	143043	1		好累……喂喂，一起去休息吧。
143043102	143043	1	7695	我明明什么都还没做……？
143043103	143043	1	12030	我……我一直在心里默念“你快带我去休息吧带我去休息吧带我去休息吧。” 这种事很费脑子的！
143044101	143044	1		……
143044102	143044	1	1146	要不要我帮你分担一点工作？
143044103	143044	1	5530	你那是什么眼神？虽然你什么都没说，但我总觉得自己被冒犯了！
143044104	143044	1	13467	……
143050101	143050	1		早上好
143050102	143050	1	3036	嗯，今天我也精神饱满
143050103	143050	1	6763	可以看你工作看一整天。
143050104	143050	1	9690	……
143051101	143051	1		唷，今天试着提早了一点，怎么样， 是不是对我刮目相看了？
143051102	143051	1	11340	怎么做到的？
