Id	UpGoodsId	GoodsId
8048	[1521004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8049	[1081004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8050	[1271003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8051	[1261003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1271003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8052	[1221003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1261003, 1271003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8053	[1021005]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8054	[1091003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8055	[1011004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8056	[1041004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8057	[1071004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8058	[1051004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8059	[1531004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8060	[1031004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8061	[1131003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8062	[1121003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8063	[1171003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8064	[1141003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8065	[1021004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8066	[1041003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8067	[1021003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8068	[1051003]	[1031003, 1061003, 1011003, 1071003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8069	[1071003]	[1031003, 1061003, 1011003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8070	[1061003]	[1031003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8071	[1031003]	[1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8072	[1011003]	[1031003, 1061003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011002, 1041002, 1061002, 1071002, 1081002, 1021002, 1031002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1021001, 1031001, 1051001]
8073	[1531005]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1241003, 1211003, 1021006, 1051005, 1321003, 1331003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8074	[1331003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1241003, 1211003, 1021006, 1051005, 1321003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8075	[1321003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1241003, 1211003, 1021006, 1051005, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8076	[1051005]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1241003, 1211003, 1021006, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8077	[1021006]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1241003, 1211003, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8078	[1211003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1241003, 1021006, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8079	[1241003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1171004, 1211003, 1021006, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8080	[1171004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1521004, 1241003, 1211003, 1021006, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8081	[1521004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1081004, 1171004, 1241003, 1211003, 1021006, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8082	[1081004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1271003, 1521004, 1171004, 1241003, 1211003, 1021006, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8083	[1271003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1081004, 1521004, 1171004, 1241003, 1211003, 1021006, 1051005, 1321003, 1331003, 1531005, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8084	[1261003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8085	[1221003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8086	[1021005]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8087	[1091003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8088	[1011004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8089	[1041004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8090	[1071004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8091	[1051004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8092	[1531004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8093	[1031004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8094	[1131003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8095	[1121003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8096	[1171003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8097	[1141003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8098	[1021004]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8099	[1041003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1021003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8100	[1021003]	[1031003, 1061003, 1011003, 1071003, 1051003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8101	[1051003]	[1031003, 1061003, 1011003, 1071003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8102	[1071003]	[1031003, 1061003, 1011003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8103	[1061003]	[1031003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8104	[1031003]	[1061003, 1011003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
8105	[1011003]	[1031003, 1061003, 1071003, 1051003, 1021003, 1041003, 1021004, 1141003, 1171003, 1121003, 1131003, 1031004, 1531004, 1051004, 1071004, 1041004, 1011004, 1091003, 1021005, 1221003, 1261003, 1011002, 1041002, 1071002, 1081002, 1021002, 1031002, 1061002, 1081003, 1091002, 1111002, 1121002, 1131002, 1161002, 1211002, 1221002, 1231002, 1241002, 1251002, 1291002, 1301002, 1311002, 1341002, 1021001, 1031001, 1051001]
