Id	Priority	UpProbability	UpProbabilityDesc	UpProbabilityPercent	Bg	ProbabilityBg	IsChangePos	IconPosX	IconPosY	IsChangeSize	IconWidth	IconHeight	IsChangeRot	RotZ	NewTimeId
6055	9983	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6056	9982	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6057	9981	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6058	9980	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6059	9979	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6060	9978	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6061	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6062	9990	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6063	9980	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6064	9970	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6065	9960	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6066	9950	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6067	9940	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6068	9930	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6069	9920	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6070	9910	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6071	9900	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6072	9890	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6073	9880	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6074	9870	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6075	9860	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6076	9850	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6077	9840	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6078	9830	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6079	9820	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6080	9810	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6081	9800	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6082	9790	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6083	9780	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6084	9770	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6085	9760	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6086	9750	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6087	9740	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6088	9730	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6089	9720	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6090	10000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6091	9990	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6092	9980	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6093	9970	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6094	9960	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6095	9950	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6096	9940	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6097	9930	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6098	9920	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6099	9910	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6100	9900	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6101	9890	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6102	9880	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6103	9870	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6104	9860	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6105	9850	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6106	9840	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6107	9830	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6108	9820	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6109	9810	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6110	9800	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6111	9790	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6112	9780	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6113	9770	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6114	9760	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6115	9750	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6116	9740	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6117	9730	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6118	9720	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6119	9710	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6120	9700	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6121	9690	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6122	9680	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6123	9670	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6124	9660	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6500	9995	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6501	9994	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6502	9993	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6503	9992	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6504	9991	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6505	9990	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6506	9989	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
6507	9988	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog22.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog23.png									
7001	5000	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-48.0	-47.0	1	613.94	664.4099	1		
7002	1000	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-48.0	-47.0	1	613.94	664.4099	1		
7003	5001	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-65.5	-11.1999	1	548.1199	593.1799	1		
7004	1001	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-65.5	-11.1999	1	548.1199	593.1799	1		
7005	5002	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-57.0	14.0	1	545.75	590.6199	1		
7006	1002	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-57.0	14.0	1	545.75	590.6199	1		
7007	5003	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-41.0	-13.0	1	613.94	664.4099	1		
7008	1003	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-41.0	-13.0	1	613.94	664.4099	1		
7009	5004	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-14.1999		1	587.9099	636.25	1		
7010	1004	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-14.1999		1	587.9099	636.25	1		
7011	5005	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-29.0		1	574.14	621.3499	1		
7012	1005	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-29.0		1	574.14	621.3499	1		
7013	5006	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	5.0	-18.0	1	585.75	633.9	1		
7014	1006	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	5.0	-18.0	1	585.75	633.9	1		
7015	5007	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-6.0	13.0	1	602.0599	651.5499	1		
7016	1007	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-6.0	13.0	1	602.0599	651.5499	1		
7017	5008	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	11.0	-48.5999	1	688.76	745.385	1		
7018	1008	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	11.0	-48.5999	1	688.76	745.385	1		
7019	5009	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	8.1999	-10.0	1	562.39	608.63	1		
7020	1009	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	8.1999	-10.0	1	562.39	608.63	1		
7021	5010	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-62.0	-23.0	1	573.4099	620.5499	1		
7022	1010	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-62.0	-23.0	1	573.4099	620.5499	1		
7023	5011	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-63.0	-62.0	1	554.5	600.0	1		
7024	1011	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png	1	-63.0	-62.0	1	554.5	600.0	1		
7025	5012	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7026	1012	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7027	5013	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7028	1013	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7029	5014	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7030	1014	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7031	5015	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7032	1015	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7033	5016	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7034	1016	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7035	5017	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7036	1017	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7037	5018	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7038	1018	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7039	5019	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7040	1019	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7041	5020	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7042	1020	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7043	5021	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7044	1021	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7045	5022	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7046	1022	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7047	5023	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7048	1023	<color=#26bbf9>占S级出率80%</color>	占S级出率	80%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7049	5024	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
7050	5025	<color=#ff8d1e>占S级出率100%</color>	占S级出率	100%	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog15.png	Assets/Product/Texture/Image/UiDrawLog/UiDrawLog4.png									
