Id	UiName	ModelName	CameraName	PositionX	PositionY	PositionZ	RotationX	RotationY	RotationZ	FieldOfView
14034	UiCharacterSystemV2P6	QR4LuxiyaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14035	UiCharacterSystemV2P6	QR2WeilaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14036	UiCharacterSystemV2P6	QR2KamuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14037	UiCharacterSystemV2P6	QR3LuosaitaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14038	UiCharacterSystemV2P6	QR2QuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14039	UiCharacterSystemV2P6	QR1ChangyuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14040	UiCharacterSystemV2P6	QR3LunaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14041	UiCharacterSystemV2P6	QR2WanshiMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14042	UiCharacterSystemV2P6	QR3SailinnaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14043	UiCharacterSystemV2P6	QR3KuluomuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14044	UiCharacterSystemV2P6	QR2TwentyoneMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14045	UiCharacterSystemV2P6	QR3WeilaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14046	UiCharacterSystemV2P6	QR2LuolanMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14047	UiCharacterSystemV2P6	QR4LifuMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14048	UiCharacterSystemV2P6	QR4SailinnaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14049	UiCharacterSystemV2P6	QR2PulaoMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14050	UiCharacterSystemV2P6	QR4YongyechaoMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14051	UiCharacterSystemV2P6	QR2HakamaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14052	UiCharacterSystemV2P6	QR4KalieninaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14053	UiCharacterSystemV2P6	QR2NuoanMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14054	UiCharacterSystemV2P6	QR4BiankaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14055	UiCharacterSystemV2P6	QR2BangbinataMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14056	UiCharacterSystemV2P6	QR4LiangMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14057	UiCharacterSystemV2P6	QR5LuxiyaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14058	UiCharacterSystemV2P6	QR3AilaMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14059	UiCharacterSystemV2P6	QR2HanyingMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
14060	UiCharacterSystemV2P6	QR3TwentyoneMd010011TX	['UiCamNearTrain', 'UiCamNearQuality', 'UiCamNearrExchange']	[0.1, 0.07, 0.1]	[0.61, 0.61, 0.61]	[-23.85, -22.8199, -23.85]	[0.856, -1.557, 0.8389]	[0.0, 0.0, -11.604]	[0.0, 0.0, -0.172]	
15001	UiTheatre3RoleRoomDetail	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
15002	UiTheatre3RoleRoomDetail	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
15003	UiTheatre3RoleRoomDetail	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
15004	UiTheatre3RoleRoomDetail	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
15005	UiTheatre3RoleRoomDetail	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
15006	UiTheatre3RoleRoomDetail	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
16001	UiSelectCharacterStrongholdSupport	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
16002	UiSelectCharacterStrongholdSupport	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
16003	UiSelectCharacterStrongholdSupport	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
16004	UiSelectCharacterStrongholdSupport	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
16005	UiSelectCharacterStrongholdSupport	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
16006	UiSelectCharacterStrongholdSupport	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
17001	UiSelectCharacterStrongholdPower	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
17002	UiSelectCharacterStrongholdPower	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
17003	UiSelectCharacterStrongholdPower	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
17004	UiSelectCharacterStrongholdPower	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
17005	UiSelectCharacterStrongholdPower	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
17006	UiSelectCharacterStrongholdPower	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
18001	UiSelectCharacterAssignOccupy	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
18002	UiSelectCharacterAssignOccupy	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
18003	UiSelectCharacterAssignOccupy	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
18004	UiSelectCharacterAssignOccupy	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
18005	UiSelectCharacterAssignOccupy	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
18006	UiSelectCharacterAssignOccupy	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
19001	UiSelectCharacterAwarenessOccupy	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
19002	UiSelectCharacterAwarenessOccupy	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
19003	UiSelectCharacterAwarenessOccupy	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
19004	UiSelectCharacterAwarenessOccupy	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
19005	UiSelectCharacterAwarenessOccupy	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
19006	UiSelectCharacterAwarenessOccupy	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
20001	UiBiancaTheatreMainMassage	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
20002	UiBiancaTheatreMainMassage	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
20003	UiBiancaTheatreMainMassage	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
20004	UiBiancaTheatreMainMassage	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
20005	UiBiancaTheatreMainMassage	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
20006	UiBiancaTheatreMainMassage	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
21001	UiStrongholdRoomCharacterV2P6	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
21002	UiStrongholdRoomCharacterV2P6	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
21003	UiStrongholdRoomCharacterV2P6	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
21004	UiStrongholdRoomCharacterV2P6	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
21005	UiStrongholdRoomCharacterV2P6	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
21006	UiStrongholdRoomCharacterV2P6	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
22001	UiAwarenessRoomCharacter	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
22002	UiAwarenessRoomCharacter	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
22003	UiAwarenessRoomCharacter	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
22004	UiAwarenessRoomCharacter	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
22005	UiAwarenessRoomCharacter	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
22006	UiAwarenessRoomCharacter	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
23001	UiAssignRoomCharacter	R4YongyechaobotMd010011	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
23002	UiAssignRoomCharacter	R4YongyechaobotMd010021	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
23003	UiAssignRoomCharacter	R4YongyechaobotMd010031	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
23004	UiAssignRoomCharacter	R4YongyechaobotMd019321	['NearCamera']	[0.2199]	[1.25]	[-26.0]	[0.856]	[0.0]	[0.0]	
23005	UiAssignRoomCharacter	R3WeilaMd019331	['NearCamera']	[0.07]	[1.7]	[-24.2]	[13.2679]	[0.0]	[0.0]	
23006	UiAssignRoomCharacter	R3KuluomuMd019011	['NearCamera']	[0.8199]	[1.0]	[-25.0]	[2.8199]	[-8.1099]	[0.5799]	
