Id	Name	Function	Describe	IsShowCourse	ImageAsset	TextGroupIds	SubIds
10161	宿舍委托图文引导	DormTerminalSystem	委托系统图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal04.png']		
10162	调色板战争	ColortableHelp	调色板战争图文教学	1	['Assets/Product/Texture/Image/UiHelp/ColortableHelp01.png', 'Assets/Product/Texture/Image/UiHelp/ColortableHelp02.png', 'Assets/Product/Texture/Image/UiHelp/ColortableHelp03.png', 'Assets/Product/Texture/Image/UiHelp/ColortableHelp04.png', 'Assets/Product/Texture/Image/UiHelp/ColortableHelp05.png']		
10163	宿舍文件系统图文引导	DormArchivesCenter	委托系统图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDormTerminal04.png']		
10164	露记工房	UiRestaurantMain	露记工房图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant301.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant302.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant303.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant304.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant305.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant307.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant308.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant309.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant310.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant311.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant312.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant313.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant314.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRestaurant315.png']		
10165	众志行征高危绝壁	GuildWarHelpTwins	众志行征图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpGuildWar14.png']		
10166	异构阵线	Maverick2Help	异构阵线图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMaverick01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick04.png']		
10167	亚卡数界	DlcHuntMain	亚卡数界主界面图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt11.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt12.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt13.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt14.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt15.png']		
10168	亚卡数界	DlcHuntChipStrengthen	亚卡数界培养图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt04.png']		
10169	亚卡数界	DlcHuntChipEquip	亚卡数界装备图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt08.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt09.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiDlcHunt10.png']		
10170	禧裹团圆	YuanxiaoHelp	同祈迎春图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiYuanXiao01.png', 'Assets/Product/Texture/Image/UiHelp/UiYuanXiao02.png', 'Assets/Product/Texture/Image/UiHelp/UiYuanXiao03.png', 'Assets/Product/Texture/Image/UiHelp/UiYuanXiao04.png', 'Assets/Product/Texture/Image/UiHelp/UiYuanXiao05.png']		
10171	云雀歌未眠	Maze	云雀歌未眠图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMaze01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze08.png']		
10172	云雀歌未眠	MazeHelp	云雀歌未眠关卡内图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMaze04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaze08.png']		
10173	行星环游记	PlanetRunning	行星环游记图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPlanet01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanet02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanet03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanet04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanet05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanet06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanet07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanetProvince01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanetProvince02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanetProvince03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanetProvince04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPlanetProvince05.png']		
10174	拟聚纷争	MonsterCombat	拟聚纷争	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMonsterCombat01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMonsterCombat02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMonsterCombat03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMonsterCombat04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMonsterCombat05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMonsterCombat06.png']		
10175	余尘三重奏	CerberusHelp	余尘三重奏	1	['Assets/Product/Texture/Image/UiHelp/UiCerberusGameHelp1.png', 'Assets/Product/Texture/Image/UiHelp/UiCerberusGameHelp2.png', 'Assets/Product/Texture/Image/UiHelp/UiCerberusGameHelp3.png', 'Assets/Product/Texture/Image/UiHelp/UiCerberusGameHelp4.png', 'Assets/Product/Texture/Image/UiHelp/UiCerberusGameHelp5.png']		
10176	宿舍快捷制作	UiFurnitureOrderBuild	宿舍快捷制作占位	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDorm11.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDorm12.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDorm13.png']		
10177	超限连战	Transfinite	超限连战制作占位	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite08.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTransfinite09.png']		
10178	国际战棋	UiBlackRockChessMain	国际战棋占位	1	['Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp0.png', 'Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp1.png', 'Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp2.png', 'Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp3.png']		
10179	国际战棋	UiBlackRockChessChapter	国际战棋关卡占位	1	['Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp0.png', 'Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp1.png', 'Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp2.png', 'Assets/Product/Texture/Image/UiHelp/UiBlackRockChessHelp3.png']		
10180	矩阵循生	UiTheatre3	矩阵循生	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTheatre301.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheatre302.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheatre303.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheatre304.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheatre305.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTheatre306.png']		
10181	舞动绮音	DancingStarHelp	舞乐晨星图文	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster202.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster203.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster204.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster205.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster206.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster207.png']		
10182	舞动绮音	DancingStarHelpLevel	舞乐晨星图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster204.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster205.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster206.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpTaikoMaster207.png']		
10183	常驻活动列表编辑	NewActivityCalendar	1、常驻活动显示/隐藏：选择ON/OFF可以显示/隐藏对应常驻活动。\n2、常驻活动显示顺序：可以调整常驻活动显示顺序，日程助理列表每次最多显示2个常驻活动，优先显示排序靠前的常驻活动。\n3、重置常驻活动顺序：点击重置按钮，重置常驻活动顺序。	2			
10184	虚像妄念	ConnectingLineGame	虚像妄念	3	['Assets/Product/Texture/Image/UiConnectingLine/UiConnectingLineHelp01.png', 'Assets/Product/Texture/Image/UiConnectingLine/UiConnectingLineHelp02.png', 'Assets/Product/Texture/Image/UiConnectingLine/UiConnectingLineHelp03.png', 'Assets/Product/Texture/Image/UiConnectingLine/UiConnectingLineHelp04.png']	[1018401, 1018402, 1018403, 1018404]	
10185	九龙一商	RogueSim	海沙奇旅	1	['Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0201.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0202.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0203.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0204.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0205.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0206.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0207.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0208.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0209.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0210.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpRogueSim0211.png']		
10186	魔方弹跳乐	DlcCasualHelp	魔方弹跳乐DLC图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDlcCasualGame01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDlcCasualGame02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDlcCasualGame03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDlcCasualGame04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDlcCasualGame05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDlcCasualGame06.png']		
10187	鲨鲨破坏王	FangkuaiHelp	鲨鲨破坏王图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai01V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai02V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai03V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai04V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai05V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai06V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai07V306.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFangKuai08V306.png']		
10188	蒲牢修仙记	Kotodama	蒲牢修仙记	1	['Assets/Product/Texture/Image/UiHelp/UiHelpKotodama2_1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKotodama2_2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKotodama2_3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKotodama2_4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKotodama2_5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpKotodama2_6.png']		
10189	新岁游园	Temple	新岁游园图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiTempleHelp0.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp1.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp2.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp3.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp4.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp5.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp6.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp7.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp8.png']		
10190	新岁游园-华灯	TempleCouple	新岁游园-华灯图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiTempleHelp9.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp10.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp11.png', 'Assets/Product/Texture/Image/UiHelp/UiTempleHelp12.png']		
10191	联界枢行	LinkCraftActivity	战双工艺占坑	1	['Assets/Product/Texture/Image/UiHelp/UiHelpLinkCraft01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLinkCraft02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLinkCraft03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLinkCraft04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLinkCraft05.png']		
10192	缘绘敦煌	DunhuangHelp	缘绘敦煌图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpDunhuang1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDunhuang2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDunhuang3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDunhuang4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpDunhuang5.png']		
10193	卧猫藏鼠	DlcMouseHunterHelp	卧猫藏鼠图文教程	3	['Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp01.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp02.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp03.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp04.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp05.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp06.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp07.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp08.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp09.png', 'Assets/Product/Texture/Image/UiDlcMultiPlayer/UiDlcMultiPlayerHelp10.png']	[1019301, 1019302, 1019303, 1019304, 1019305, 1019306, 1019307, 1019308, 1019309, 1019310]	
10194	纫纺裁艺	LineArithmeticHelp	斜奏连线图文教程	3	['Assets/Product/Texture/Image/UiLineArithmetic2/UiLineArithmetic2Help01.png', 'Assets/Product/Texture/Image/UiLineArithmetic2/UiLineArithmetic2Help02.png', 'Assets/Product/Texture/Image/UiLineArithmetic2/UiLineArithmetic2Help03.png', 'Assets/Product/Texture/Image/UiLineArithmetic2/UiLineArithmetic2Help04.png']	[1019401, 1019402, 1019403, 1019404]	
10195	全境特遣-协阵绎演	UiAreaWarCheckLv	协阵绎演	1	['Assets/Product/Texture/Image/UiHelp/UiHelpAreaWarV2P13.png']		
10196	衍变测算	MechanismActivity	机制玩法	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMechanism01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMechanism02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMechanism03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMechanism04.png']		
10197	复沓厄息	SucceedBossActivity	高难boss	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiSucceedBoss01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiSucceedBoss02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiSucceedBoss03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiSucceedBoss04.png']		
10198	寒境曙光	Theatre4	寒境曙光	1	['Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre401.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre402.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre403.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre404.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre405.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre406.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpUiTheatre407.png']		
10199	拟像试炼	BossInshotHelp	拟像试炼图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBossInshot08.png']		
10200	花见游园	Temple2Help	花见游园图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiTemple2Help1.png', 'Assets/Product/Texture/Image/UiHelp/UiTemple2Help2.png', 'Assets/Product/Texture/Image/UiHelp/UiTemple2Help3.png', 'Assets/Product/Texture/Image/UiHelp/UiTemple2Help4.png', 'Assets/Product/Texture/Image/UiHelp/UiTemple2Help5.png']		
10201	偷闲专递	BagOrganize	偷闲专递图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpBagOrganize00.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBagOrganize01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBagOrganize02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBagOrganize03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBagOrganize04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpBagOrganize05.png']		
10202	折影暮虚	UiNonogramMain	数织预热关图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpNonogram01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNonogram02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNonogram03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNonogram04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNonogram05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpNonogram06.png']		
10203	绵绵眠梦	Game2048	绵绵眠梦图文教程	3	['Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help01.png', 'Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help02.png', 'Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help03.png', 'Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help04.png', 'Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help05.png', 'Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help06.png', 'Assets/Product/Texture/Image/UiGame2048/UiGame2048V4P0Help07.png']	[1020301, 1020302, 1020303, 1020304, 1020305, 1020306, 1020307]	
10204	拟论区行动	FpsGameStoryHelp	拟论区行动图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame00.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame04.png']		
10205	拟论区行动	FpsGameChallengeHelp	拟论区行动图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame00.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame04.png']		
10206	拟论区行动	FpsGameWeaponHelp	拟论区行动图文教学	1	['Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame00.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpFpsGame04.png']		
10207	余响补时	MusicGameActivityHelp	余响补时图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMusicGameActivity1.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMusicGameActivity2.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMusicGameActivity3.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMusicGameActivity4.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMusicGameActivity5.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMusicGameActivity6.png']		
21000	规则说明	UiReCallActivity	参加条件\n指挥官等级≥40级\n\n回归指挥官\n指挥官等级≥40级且连续未登录天数≥30天\n\n活动时间\n2026/05/30 05:00:00 ～ 2026/07/15 05:00:00\n邀请及任务时间\n2026/05/30 05:00:00 ～ 2026/07/15 05:00:00\n\n活动说明\n1.活动期间，收到邀请的回归指挥官登录游戏并成功输入邀请码后，被邀请指挥官可领取相应的奖励\n2.邀请码可重复使用（最多同时邀请10名玩家），受邀回归的指挥官在游戏中完成指定活跃任务，邀请指挥官可获得相应奖励\n3.邀请指挥官与被邀请指挥官可通过首次分享或下载保存图片后，领取对应奖励（仅限一次）\n4.回归指挥官输入邀请码后，不可解除绑定更换邀请码\n5.活动期间，回归指挥官会领取专属勤务任务，完成即可获取对应奖励\n6.活动期间，回归指挥官会获得「拟战场域」双倍奖励机会。指定次数内，完成「拟战场域」挑战即可获取双倍拟战积分奖励（不含首通）\n7.活动期间指挥官仅能参加一次活动，活动结束后奖励将无法领取	2		[0]	
10208	指尖防卫战	LuckyTenantGame	指尖防卫战	3	['Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpLuckyTenant08.png']	[1022330, 1022331, 1022332, 1022333, 1022334, 1022335, 1022336, 1022337]	
10209	异构阵线	Maverick3MainHelp	异构阵线图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-05.png']		
10210	异构阵线	Maverick3ChapterHelp	异构阵线图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpMaverick3-05.png']		
10211	瞬时恋语	PokerGuessing2Help	瞬时恋语	3	['Assets/Product/Texture/Image/UiPokerGuessing2/UiPokerGuessing2Help01.png', 'Assets/Product/Texture/Image/UiPokerGuessing2/UiPokerGuessing2Help02.png', 'Assets/Product/Texture/Image/UiPokerGuessing2/UiPokerGuessing2Help03.png']	[1021101, 1021102, 1021103]	
10212	寰格牌律	Pcg1Help	寰格牌律图文教程	1	['Assets/Product/Texture/Image/UiHelp/UiHelpPcg01.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg02.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg03.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg04.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg05.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg06.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg07.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg08.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg09.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg10.png', 'Assets/Product/Texture/Image/UiHelp/UiHelpPcg11.png']		
