SpawnId	SpawnProbability	IsCheckLuck	IsCheckWave	SpawnMaxInterval	SpawnDistance	SpawnRange	SpawnMonsterId	SpawnMonsterNum
10000			75	2	12	3	20001	1
51101804	6000		1	94	2	12	3	30003
1	51101805	10000			56	2	10	3
10001	6	51101901	6000		1	56	2	10
3	10003	3	51101902	10000			56	2
10	3	10001	6	51101903	10000			75
2	12	3	20001	1	51101904	5000		1
94	2	12	3	30003	2	51101905	10000	
	56	2	10	3	10001	6	51102001	6000
	1	56	2	10	3	10003	3	51102002
10000			56	2	10	3	10001	6
51102003	10000			75	2	12	3	20001
1	51102004	4000		1	113	2	12	3
30001	1	51102005	5000		1	94	2	12
3	30003	2	51200101	3000		1	225	2
12	3	40001	1	51200102	10000			56
2	10	3	10001	6	51200103	8000		1
94	2	12	3	20001	1	51200104	6000	
1	94	2	12	3	30003	1	51200105	10000
		56	2	10	3	10001	6	51200201
8000		1	75	2	10	3	10003	2
51200202	10000			56	2	10	3	10001
6	51200203	8000		1	94	2	12	3
20001	1	51200204	6000		1	94	2	12
3	30003	1	51200205	10000			56	2
10	3	10001	6	51200301	8000		1	75
2	10	3	10003	2	51200302	10000		
56	2	10	3	10001	6	51200303	8000	
1	94	2	12	3	20001	1	51200304	6000
	1	94	2	12	3	30003	1	51200305
10000			56	2	10	3	10001	6
51200401	2000		1	225	2	12	3	40001
2	51200402	10000			56	2	10	3
10001	6	51200403	8000		1	94	2	12
3	20001	1	51200404	7000		1	94	2
12	3	30001	2	51200405	10000			56
2	10	3	10001	6	51200501	10000		
75	2	10	3	10002	2	51200502	10000	
	56	2	10	3	10001	6	51200503	8000
	1	94	2	12	3	20001	1	51200504
7000		1	94	2	12	3	30001	2
51200505	10000			56	2	10	3	10001
6	51200601	10000			75	2	10	3
10002	2	51200602	10000			56	2	10
3	10001	6	51200603	8000		1	94	2
12	3	20001	1	51200604	6000		1	94
2	12	3	30002	1	51200605	10000		
56	2	10	3	10001	6	51200701	10000	
	75	2	10	3	10002	2	51200702	10000
		56	2	10	3	10001	6	51200703
10000			75	2	12	3	20001	1
51200704	6000		1	94	2	12	3	30002
1	51200705	10000			56	2	10	3
10001	6	51200801	5000		1	225	2	12
3	50001	2	51200802	10000			56	2
10	3	10001	6	51200803	10000			75
2	12	3	20001	1	51200804	6000		1
94	2	12	3	30003	1	51200805	10000	
	56	2	10	3	10001	6	51200901	10000
		75	2	10	3	10002	2	51200902
10000			56	2	10	3	10001	6
51200903	10000			75	2	12	3	20001
1	51200904	6000		1	94	2	12	3
30003	1	51200905	10000			56	2	10
3	10001	6	51201001	10000			75	2
10	3	10002	2	51201002	10000			56
2	10	3	10001	6	51201003	10000		
75	2	12	3	20001	1	51201004	6000	
1	94	2	12	3	30003	1	51201005	10000
		56	2	10	3	10001	6	51201101
10000			75	2	10	3	10002	2
51201102	10000			56	2	10	3	10001
6	51201103	10000			75	2	12	3
20001	1	51201104	5000		1	94	2	12
3	30003	2	51201105	10000			56	2
10	3	10001	6	51201201	3000		1	225
2	12	3	40001	1	51201202	10000		
56	2	10	3	10001	6	51201203	10000	
	75	2	12	3	20001	1	51201204	4000
	1	113	2	12	3	30001	1	51201205
5000		1	94	2	12	3	30003	2
51201301	8000		1	75	2	10	3	10003
2	51201302	10000			56	2	10	3
10001	6	51201303	10000			75	2	12
3	20001	1	51201304	6000		1	94	2
12	3	30003	1	51201305	10000			56
2	10	3	10001	6	51201401	6000		1
56	2	10	3	10003	3	51201402	10000	
	56	2	10	3	10001	6	51201403	10000
		75	2	12	3	20001	1	51201404
5000		1	94	2	12	3	30003	2
51201405	10000			56	2	10	3	10001
6	51201501	6000		1	56	2	10	3
10003	3	51201502	10000			56	2	10
3	10001	6	51201503	10000			75	2
12	3	20001	1	51201504	4000		1	113
2	12	3	30001	1	51201505	5000		1
94	2	12	3	30003	2	51201601	10000	
	75	2	10	3	10002	2	51201602	10000
		56	2	10	3	10001	6	51201603
10000			75	2	12	3	20001	1
51201604	5000		1	94	2	12	3	30003
2	51201605	10000			56	2	10	3
10001	6	51201701	5000		1	225	2	12
3	50001	2	51201702	10000			56	2
10	3	10001	6	51201703	10000			75
2	12	3	20001	1	51201704	4000		1
113	2	12	3	30001	1	51201705	5000	
1	94	2	12	3	30003	2	51201801	8000
	1	75	2	10	3	10003	2	51201802
10000			56	2	10	3	10001	6
51201803	10000			75	2	12	3	20001
1	51201804	6000		1	94	2	12	3
30003	1	51201805	10000			56	2	10
3	10001	6	51201901	6000		1	56	2
10	3	10003	3	51201902	10000			56
2	10	3	10001	6	51201903	10000		
75	2	12	3	20001	1	51201904	5000	
1	94	2	12	3	30003	2	51201905	10000
		56	2	10	3	10001	6	51202001
5000		1	225	2	12	3	50001	2
51202002	10000			56	2	10	3	10001
6	51202003	10000			75	2	12	3
20001	1	51202004	4000		1	113	2	12
3	30001	1	51202005	5000		1	94	2
12	3	30003	2	60100101	10000			133
2	10	3	10001	2	60100102	10000		
1		10	3	10001	3	60100103	6000	
1	2		12	3	20001	1	60100104	4000
	1	2		12	3	30001	1	60100105
10000			1		10	3	10001	3
60100201	10000			133	2	10	3	10001
2	60100202	10000			1		10	3
10001	3	60100203	6000		1	2		12
3	20001	1	60100204	4000		1	2	
12	3	30001	1	60100205	10000			1
	10	3	10001	3	60100301	10000		
133	2	10	3	10001	2	60100302	10000	
	1		10	3	10001	3	60100303	6000
	1	2		12	3	20001	1	60100304
4000		1	2		12	3	30001	1
60100305	10000			1		10	3	10001
3	60100401	10000			133	2	10	3
10001	2	60100402	10000			1		10
3	10001	3	60100403	6000		1	2	
12	3	20001	1	60100404	4000		1	2
	12	3	30001	1	60100405	10000		
1		10	3	10001	3	60100501	10000	
	133	2	10	3	10001	2	60100502	10000
		1		10	3	10001	3	60100503
6000		1	2		12	3	20001	1
60100504	4000		1	2		12	3	30001
1	60100505	10000			1		10	3
10001	3	60200101	10000			133	2	10
3	10001	2	60200102	10000			1	
10	3	10001	3	60200103	6000		1	2
	12	3	20001	1	60200104	4000		1
2		12	3	30001	1	60200105	10000	
	1		10	3	10001	3	60200201	10000
		133	2	10	3	10001	2	60200202
10000			1		10	3	10001	3
60200203	6000		1	2		12	3	20001
1	60200204	4000		1	2		12	3
30001	1	60200205	10000			1		10
3	10001	3	60200301	10000			133	2
10	3	10001	2	60200302	10000			1
	10	3	10001	3	60200303	6000		1
2		12	3	20001	1	60200304	4000	
1	2		12	3	30001	1	60200305	10000
		1		10	3	10001	3	60200401
10000			133	2	10	3	10001	2
60200402	10000			1		10	3	10001
3	60200403	6000		1	2		12	3
20001	1	60200404	4000		1	2		12
3	30001	1	60200405	10000			1	
10	3	10001	3	60200501	10000			133
2	10	3	10001	2	60200502	10000		
1		10	3	10001	3	60200503	6000	
1	2		12	3	20001	1	60200504	4000
	1	2		12	3	30001	1	60200505
10000			1		10	3	10001	3
60200601	10000			133	2	10	3	10001
2	60200602	10000			1		10	3
10001	3	60200603	6000		1	2		12
3	20001	1	60200604	4000		1	2	
12	3	30001	1	60200605	10000			1
	10	3	10001	3	60200701	10000		
133	2	10	3	10001	2	60200702	10000	
	1		10	3	10001	3	60200703	6000
	1	2		12	3	20001	1	60200704
4000		1	2		12	3	30001	1
60200705	10000			1		10	3	10001
3	60300101	10000			133	2	10	3
10001	2	60300102	10000			1		10
3	10001	3	60300103	8000		1	167	2
12	3	20001	1	60300104	4000		1	2
	12	3	30001	1	60300105	10000		
1		10	3	10001	3	60300201	10000	
	1		10	3	10001	3	60300202	10000
		1		10	3	10001	3	60300203
8000		1	167	2	12	3	20001	1
60300204	4000		1	2		12	3	30001
1	60300205	10000			1		10	3
10001	3	60300301	10000			1		10
3	10001	3	60300302	10000			1	
10	3	10001	3	60300303	8000		1	167
2	12	3	20001	1	60300304	4000		1
2		12	3	30001	1	60300305	10000	
	1		10	3	10001	3	60300401	10000
		1		10	3	10001	3	60300402
10000			1		10	3	10001	3
60300403	8000		1	167	2	12	3	20001
1	60300404	4000		1	2		12	3
30001	1	60300405	10000			1		10
3	10001	3	60300501	10000			1	
10	3	10001	3	60300502	10000			1
	10	3	10001	3	60300503	8000		1
167	2	12	3	20001	1	60300504	4000	
1	2		12	3	30001	1	60300505	10000
		1		10	3	10001	3	60300601
10000			1		10	3	10001	3
60300602	10000			1		10	3	10001
3	60300603	8000		1	167	2	12	3
20001	1	60300604	4000		1	2		12
3	30001	1	60300605	10000			1	
10	3	10001	3	60300701	10000			1
	10	3	10001	3	60300702	10000		
1		10	3	10001	3	60300703	8000	
1	167	2	12	3	20001	1	60300704	4000
	1	2		12	3	30001	1	60300705
10000			1		10	3	10001	3
60300801	10000			1		10	3	10001
3	60300802	10000			1		10	3
10001	3	60300803	8000		1	167	2	12
3	20001	1	60300804	4000		1	2	
12	3	30001	1	60300805	10000			1
	10	3	10001	3	60300901	10000		
1		10	3	10001	3	60300902	10000	
	1		10	3	10001	3	60300903	8000
	1	167	2	12	3	20001	1	60300904
7000		1	167	2	12	3	30001	2
60300905	10000			1		10	3	10001
3	60301001	10000			1		10	3
10001	3	60301002	10000			1		10
3	10001	3	60301003	8000		1	167	2
12	3	20001	1	60301004	7000		1	167
2	12	3	30001	2	60301005	10000		
1		10	3	10001	3	60400101	3000	
1	3		12	3	40001	1	60400102	10000
		75	2	10	3	10001	3	60400103
8000		1	125	2	12	3	20001	1
60400104	4000		1	15	1	12	3	30001
1	60400105	10000			75	2	10	3
10001	3	60400201	10000			75	2	10
3	10001	3	60400202	10000			75	2
10	3	10001	3	60400203	8000		1	125
2	12	3	20001	1	60400204	4000		1
15	1	12	3	30001	1	60400205	10000	
	75	2	10	3	10001	3	60400301	3000
	1	3		12	3	40001	1	60400302
10000			75	2	10	3	10001	3
60400303	8000		1	125	2	12	3	20001
1	60400304	4000		1	15	1	12	3
30001	1	60400305	10000			75	2	10
3	10001	3	60400401	10000			75	2
10	3	10001	3	60400402	10000			75
2	10	3	10001	3	60400403	8000		1
125	2	12	3	20001	1	60400404	4000	
1	15	1	12	3	30001	1	60400405	10000
		75	2	10	3	10001	3	60400501
10000			75	2	10	3	10001	3
60400502	10000			75	2	10	3	10001
3	60400503	8000		1	125	2	12	3
20001	1	60400504	4000		1	15	1	12
3	30001	1	60400505	10000			75	2
10	3	10001	3	60400601	3000		1	3
	12	3	40001	1	60400602	10000		
75	2	10	3	10001	3	60400603	8000	
1	125	2	12	3	20001	1	60400604	4000
	1	15	1	12	3	30001	1	60400605
10000			75	2	10	3	10001	3
60400701	10000			75	2	10	3	10001
3	60400702	10000			75	2	10	3
10001	3	60400703	8000		1	125	2	12
3	20001	1	60400704	4000		1	15	1
12	3	30001	1	60400705	10000			75
2	10	3	10001	3	60400801	10000		
75	2	10	3	10001	3	60400802	10000	
	75	2	10	3	10001	3	60400803	8000
	1	125	2	12	3	20001	1	60400804
7000		1	125	2	12	3	30001	2
60400805	10000			75	2	10	3	10001
3	60400901	2000		1	3		12	3
40001	2	60400902	10000			75	2	10
3	10001	3	60400903	8000		1	125	2
12	3	20001	1	60400904	7000		1	125
2	12	3	30001	2	60400905	10000		
75	2	10	3	10001	3	60401001	10000	
	1		10	3	10001	2	60401002	10000
		75	2	10	3	10001	3	60401003
8000		1	125	2	12	3	20001	1
60401004	7000		1	125	2	12	3	30001
2	60401005	10000			75	2	10	3
10001	3	60500101	10000			1		10
3	10001	3	60500102	10000			75	2
10	3	10001	4	60500103	8000		1	125
2	12	3	20001	1	60500104	4000		1
15	1	12	3	30001	1	60500105	10000	
	75	2	10	3	10001	4	60500201	10000
		75	2	10	3	10001	4	60500202
10000			75	2	10	3	10001	4
60500203	8000		1	125	2	12	3	20001
1	60500204	4000		1	15	1	12	3
30001	1	60500205	10000			75	2	10
3	10001	4	60500301	10000			75	2
10	3	10001	4	60500302	10000			75
2	10	3	10001	4	60500303	8000		1
125	2	12	3	20001	1	60500304	4000	
1	15	1	12	3	30001	1	60500305	10000
		75	2	10	3	10001	4	60500401
10000			75	2	10	3	10001	4
60500402	10000			75	2	10	3	10001
4	60500403	8000		1	125	2	12	3
20001	1	60500404	4000		1	15	1	12
3	30001	1	60500405	10000			75	2
10	3	10001	4	60500501	10000			75
2	10	3	10001	4	60500502	10000		
75	2	10	3	10001	4	60500503	8000	
1	125	2	12	3	20001	1	60500504	4000
	1	15	1	12	3	30001	1	60500505
10000			75	2	10	3	10001	4
60500601	10000			75	2	10	3	10001
4	60500602	10000			75	2	10	3
10001	4	60500603	8000		1	125	2	12
3	20001	1	60500604	4000		1	15	1
12	3	30001	1	60500605	10000			75
2	10	3	10001	4	60500701	10000		
75	2	10	3	10001	4	60500702	10000	
	75	2	10	3	10001	4	60500703	8000
	1	125	2	12	3	20001	1	60500704
4000		1	15	1	12	3	30001	1
60500705	10000			75	2	10	3	10001
4	60500801	10000			75	2	10	3
10001	4	60500802	10000			75	2	10
3	10001	4	60500803	8000		1	125	2
12	3	20001	1	60500804	7000		1	125
2	12	3	30001	2	60500805	10000		
75	2	10	3	10001	4	60500901	10000	
	1		10	3	10001	3	60500902	10000
		75	2	10	3	10001	4	60500903
8000		1	125	2	12	3	20001	1
60500904	7000		1	125	2	12	3	30001
2	60500905	10000			75	2	10	3
10001	4	60501001	10000			1		10
3	10001	3	60501002	10000			75	2
10	3	10001	4	60501003	8000		1	125
2	12	3	20001	1	60501004	7000		1
125	2	12	3	30001	2	60501005	10000	
	75	2	10	3	10001	4	60600101	10000
		1		10	3	10001	3	60600102
10000			75	2	10	3	10001	4
60600103	8000		1	125	2	12	3	20001
1	60600104	4000		1	15	1	12	3
30001	1	60600105	10000			75	2	10
3	10001	4	60600201	10000			1	
10	3	10001	3	60600202	10000			75
2	10	3	10001	4	60600203	8000		1
125	2	12	3	20001	1	60600204	7000	
1	125	2	12	3	30001	2	60600205	10000
		75	2	10	3	10001	4	60600301
10000			75	2	10	3	10001	4
60600302	10000			75	2	10	3	10001
4	60600303	8000		1	125	2	12	3
20001	1	60600304	7000		1	125	2	12
3	30001	2	60600305	10000			75	2
10	3	10001	4	60600401	10000			75
2	10	3	10001	4	60600402	10000		
75	2	10	3	10001	4	60600403	8000	
1	125	2	12	3	20001	1	60600404	7000
	1	125	2	12	3	30001	2	60600405
10000			75	2	10	3	10001	4
60600501	10000			75	2	10	3	10001
4	60600502	500	1		1		10	3
10004	1	60600503	8000		1	125	2	12
3	20001	1	60600504	7000		1	125	2
12	3	30001	2	60600505	10000			75
2	10	3	10001	4	60600601	10000		
75	2	10	3	10001	4	60600602	10000	
	75	2	10	3	10001	4	60600603	8000
	1	125	2	12	3	20001	1	60600604
6000		1	125	2	12	3	30002	1
60600605	10000			75	2	10	3	10001
4	60600701	10000			75	2	10	3
10001	4	60600702	10000			75	2	10
3	10001	4	60600703	10000			1	
12	3	20001	1	60600704	6000		1	125
2	12	3	30002	1	60600705	10000		
75	2	10	3	10001	4	60600801	10000	
	75	2	10	3	10001	4	60600802	10000
		75	2	10	3	10001	4	60600803
10000			1		12	3	20001	1
60600804	6000		1	125	2	12	3	30003
1	60600805	10000			75	2	10	3
10001	4	60600901	10000			1		10
3	10001	3	60600902	10000			75	2
10	3	10001	4	60600903	10000			1
	12	3	20001	1	60600904	6000		1
125	2	12	3	30003	1	60600905	10000	
	75	2	10	3	10001	4	60601001	10000
		1		10	3	10001	3	60601002
10000			75	2	10	3	10001	4
60601003	10000			1		12	3	20001
1	60601004	6000		1	125	2	12	3
30003	1	60601005	10000			75	2	10
3	10001	4	60601101	10000			75	2
10	3	10001	4	60601102	10000			75
2	10	3	10001	4	60601103	10000		
1		12	3	20001	1	60601104	5000	
1	125	2	12	3	30003	2	60601105	10000
		75	2	10	3	10001	4	60601201
10000			75	2	10	3	10001	4
60601202	10000			75	2	10	3	10001
4	60601203	10000			1		12	3
20001	1	60601204	4000		1	15	1	12
3	30001	1	60601205	5000		1	125	2
12	3	30003	2	60700101	10000			1
	10	3	10001	3	60700102	10000		
75	2	10	3	10001	4	60700103	8000	
1	125	2	12	3	20001	1	60700104	4000
	1	15	1	12	3	30001	1	60700105
10000			75	2	10	3	10001	4
60700201	10000			1		10	3	10002
2	60700202	10000			75	2	10	3
10001	4	60700203	8000		1	125	2	12
3	20001	1	60700204	7000		1	125	2
12	3	30001	2	60700205	10000			75
2	10	3	10001	4	60700301	10000		
1		10	3	10002	2	60700302	10000	
	75	2	10	3	10001	4	60700303	8000
	1	125	2	12	3	20001	1	60700304
7000		1	125	2	12	3	30001	2
60700305	10000			75	2	10	3	10001
4	60700401	10000			1		10	3
10002	2	60700402	10000			75	2	10
3	10001	4	60700403	8000		1	125	2
12	3	20001	1	60700404	7000		1	125
2	12	3	30001	2	60700405	10000		
75	2	10	3	10001	4	60700501	10000	
	1		10	3	10002	2	60700502	10000
		75	2	10	3	10001	4	60700503
8000		1	125	2	12	3	20001	1
60700504	7000		1	125	2	12	3	30001
2	60700505	10000			75	2	10	3
10001	4	60700601	10000			1		10
3	10002	2	60700602	10000			75	2
10	3	10001	4	60700603	8000		1	125
2	12	3	20001	1	60700604	6000		1
125	2	12	3	30002	1	60700605	10000	
	75	2	10	3	10001	4	60700701	10000
		1		10	3	10002	2	60700702
10000			75	2	10	3	10001	4
60700703	10000			1		12	3	20001
1	60700704	6000		1	125	2	12	3
30002	1	60700705	10000			75	2	10
3	10001	4	60700801	10000			1	
10	3	10002	2	60700802	10000			75
2	10	3	10001	4	60700803	10000		
1		12	3	20001	1	60700804	6000	
1	125	2	12	3	30003	1	60700805	10000
		75	2	10	3	10001	4	60700901
10000			1		10	3	10002	2
60700902	10000			75	2	10	3	10001
4	60700903	10000			1		12	3
20001	1	60700904	6000		1	125	2	12
3	30003	1	60700905	10000			75	2
10	3	10001	4	60701001	10000			1
	10	3	10002	2	60701002	10000		
75	2	10	3	10001	4	60701003	10000	
	1		12	3	20001	1	60701004	6000
	1	125	2	12	3	30003	1	60701005
10000			75	2	10	3	10001	4
60701101	10000			1		10	3	10002
2	60701102	10000			75	2	10	3
10001	4	60701103	10000			1		12
3	20001	1	60701104	5000		1	125	2
12	3	30003	2	60701105	10000			75
2	10	3	10001	4	60701201	8000		1
1		10	3	10003	2	60701202	10000	
	75	2	10	3	10001	4	60701203	10000
		1		12	3	20001	1	60701204
4000		1	15	1	12	3	30001	1
60701205	5000		1	125	2	12	3	30003
2	60701301	8000		1	1		10	3
10003	2	60701302	10000			75	2	10
3	10001	4	60701303	10000			1	
12	3	20001	1	60701304	6000		1	125
2	12	3	30003	1	60701305	10000		
75	2	10	3	10001	4	60701401	6000	
1	75	2	10	3	10003	3	60701402	10000
		75	2	10	3	10001	4	60701403
10000			1		12	3	20001	1
60701404	5000		1	125	2	12	3	30003
2	60701405	10000			75	2	10	3
10001	4	60701501	6000		1	75	2	10
3	10003	3	60701502	10000			75	2
10	3	10001	4	60701503	10000			1
	12	3	20001	1	60701504	4000		1
15	1	12	3	30001	1	60701505	5000	
1	125	2	12	3	30003	2	60800101	3000
	1	225	2	12	3	40001	1	60800102
10000			56	2	10	3	10001	6
60800103	8000		1	94	2	12	3	20001
1	60800104	4000		1	113	2	12	3
30001	1	60800105	10000			56	2	10
3	10001	6	60800201	10000			75	2
10	3	10002	2	60800202	10000			56
2	10	3	10001	6	60800203	8000		1
94	2	12	3	20001	1	60800204	7000	
1	94	2	12	3	30001	2	60800205	10000
		56	2	10	3	10001	6	60800301
10000			75	2	10	3	10002	2
60800302	10000			56	2	10	3	10001
6	60800303	8000		1	94	2	12	3
20001	1	60800304	7000		1	94	2	12
3	30001	2	60800305	10000			56	2
10	3	10001	6	60800401	3000		1	225
2	12	3	40001	1	60800402	10000		
56	2	10	3	10001	6	60800403	8000	
1	94	2	12	3	20001	1	60800404	7000
	1	94	2	12	3	30001	2	60800405
10000			56	2	10	3	10001	6
60800501	10000			75	2	10	3	10002
2	60800502	10000			56	2	10	3
10001	6	60800503	8000		1	94	2	12
3	20001	1	60800504	7000		1	94	2
12	3	30001	2	60800505	10000			56
2	10	3	10001	6	60800601	10000		
75	2	10	3	10002	2	60800602	10000	
	56	2	10	3	10001	6	60800603	8000
	1	94	2	12	3	20001	1	60800604
6000		1	94	2	12	3	30002	1
60800605	10000			56	2	10	3	10001
6	60800701	10000			75	2	10	3
10002	2	60800702	10000			56	2	10
3	10001	6	60800703	10000			75	2
12	3	20001	1	60800704	6000		1	94
2	12	3	30002	1	60800705	10000		
56	2	10	3	10001	6	60800801	3000	
1	225	2	12	3	40001	1	60800802	10000
		56	2	10	3	10001	6	60800803
10000			75	2	12	3	20001	1
60800804	6000		1	94	2	12	3	30003
1	60800805	10000			56	2	10	3
10001	6	60800901	10000			75	2	10
3	10002	2	60800902	10000			56	2
10	3	10001	6	60800903	10000			75
2	12	3	20001	1	60800904	6000		1
94	2	12	3	30003	1	60800905	10000	
	56	2	10	3	10001	6	60801001	10000
		75	2	10	3	10002	2	60801002
10000			56	2	10	3	10001	6
60801003	10000			75	2	12	3	20001
1	60801004	6000		1	94	2	12	3
30003	1	60801005	10000			56	2	10
3	10001	6	60801101	10000			75	2
10	3	10002	2	60801102	10000			56
2	10	3	10001	6	60801103	10000		
75	2	12	3	20001	1	60801104	5000	
1	94	2	12	3	30003	2	60801105	10000
		56	2	10	3	10001	6	60801201
10000			75	2	10	3	10002	2
60801202	10000			56	2	10	3	10001
6	60801203	10000			75	2	12	3
20001	1	60801204	4000		1	113	2	12
3	30001	1	60801205	5000		1	94	2
12	3	30003	2	60801301	8000		1	75
2	10	3	10003	2	60801302	10000		
56	2	10	3	10001	6	60801303	10000	
	75	2	12	3	20001	1	60801304	6000
	1	94	2	12	3	30003	1	60801305
10000			56	2	10	3	10001	6
60801401	6000		1	56	2	10	3	10003
3	60801402	10000			56	2	10	3
10001	6	60801403	10000			75	2	12
3	20001	1	60801404	5000		1	94	2
12	3	30003	2	60801405	10000			56
2	10	3	10001	6	60801501	2000		1
225	2	12	3	40001	2	60801502	10000	
	56	2	10	3	10001	6	60801503	10000
		75	2	12	3	20001	1	60801504
4000		1	113	2	12	3	30001	1
60801505	5000		1	94	2	12	3	30003
2	60900101	10000			56	2	10	3
10001	6	60900102	10000			56	2	10
3	10001	6	60900103	8000		1	94	2
12	3	20001	1	60900104	6000		1	94
2	12	3	30003	1	60900105	10000		
56	2	10	3	10001	6	60900201	8000	
1	75	2	10	3	10003	2	60900202	10000
		56	2	10	3	10001	6	60900203
8000		1	94	2	12	3	20001	1
60900204	6000		1	94	2	12	3	30003
1	60900205	10000			56	2	10	3
10001	6	60900301	8000		1	75	2	10
3	10003	2	60900302	10000			225	2
10	3	70001	1	60900303	8000		1	94
2	12	3	20001	1	60900304	6000		1
94	2	12	3	30003	1	60900305	10000	
	56	2	10	3	10001	6	60900401	2000
	1	225	2	12	3	40001	2	60900402
10000			56	2	10	3	10001	6
60900403	8000		1	94	2	12	3	20001
1	60900404	7000		1	94	2	12	3
30001	2	60900405	10000			56	2	10
3	10001	6	60900501	10000			75	2
10	3	10002	2	60900502	10000			56
2	10	3	10001	6	60900503	8000		1
94	2	12	3	20001	1	60900504	7000	
1	94	2	12	3	30001	2	60900505	10000
		56	2	10	3	10001	6	60900601
10000			75	2	10	3	10002	2
60900602	10000			56	2	10	3	10001
6	60900603	8000		1	94	2	12	3
20001	1	60900604	6000		1	94	2	12
3	30002	1	60900605	10000			56	2
10	3	10001	6	60900701	10000			75
2	10	3	10002	2	60900702	10000		
56	2	10	3	10001	6	60900703	10000	
	75	2	12	3	20001	1	60900704	6000
	1	94	2	12	3	30002	1	60900705
10000			56	2	10	3	10001	6
60900801	5000		1	225	2	12	3	50001
2	60900802	10000			56	2	10	3
10001	6	60900803	10000			75	2	12
3	20001	1	60900804	6000		1	94	2
12	3	30003	1	60900805	10000			56
2	10	3	10001	6	60900901	10000		
75	2	10	3	10002	2	60900902	10000	
	56	2	10	3	10001	6	60900903	10000
		75	2	12	3	20001	1	60900904
6000		1	94	2	12	3	30003	1
60900905	10000			56	2	10	3	10001
6	60901001	10000			75	2	10	3
10002	2	60901002	10000			56	2	10
3	10001	6	60901003	10000			75	2
12	3	20001	1	60901004	6000		1	94
2	12	3	30003	1	60901005	10000		
56	2	10	3	10001	6	60901101	10000	
	75	2	10	3	10002	2	60901102	10000
		56	2	10	3	10001	6	60901103
10000			75	2	12	3	20001	1
60901104	5000		1	94	2	12	3	30003
2	60901105	10000			56	2	10	3
10001	6	60901201	3000		1	225	2	12
3	40001	1	60901202	10000			56	2
10	3	10001	6	60901203	10000			75
2	12	3	20001	1	60901204	4000		1
113	2	12	3	30001	1	60901205	5000	
1	94	2	12	3	30003	2	60901301	8000
	1	75	2	10	3	10003	2	60901302
10000			56	2	10	3	10001	6
60901303	10000			75	2	12	3	20001
1	60901304	6000		1	94	2	12	3
30003	1	60901305	10000			56	2	10
3	10001	6	60901401	6000		1	56	2
10	3	10003	3	60901402	10000			56
2	10	3	10001	6	60901403	10000		
75	2	12	3	20001	1	60901404	5000	
1	94	2	12	3	30003	2	60901405	10000
		56	2	10	3	10001	6	60901501
6000		1	56	2	10	3	10003	3
60901502	10000			56	2	10	3	10001
6	60901503	10000			75	2	12	3
20001	1	60901504	4000		1	113	2	12
3	30001	1	60901505	5000		1	94	2
12	3	30003	2	60901601	10000			75
2	10	3	10002	2	60901602	10000		
56	2	10	3	10001	6	60901603	10000	
	75	2	12	3	20001	1	60901604	5000
	1	94	2	12	3	30003	2	60901605
10000			56	2	10	3	10001	6
60901701	5000		1	225	2	12	3	50001
2	60901702	10000			56	2	10	3
10001	6	60901703	10000			75	2	12
3	20001	1	60901704	4000		1	113	2
12	3	30001	1	60901705	5000		1	94
2	12	3	30003	2	60901801	8000		1
75	2	10	3	10003	2	60901802	10000	
	56	2	10	3	10001	6	60901803	10000
		75	2	12	3	20001	1	60901804
6000		1	94	2	12	3	30003	1
60901805	10000			56	2	10	3	10001
6	60901901	6000		1	56	2	10	3
10003	3	60901902	10000			56	2	10
3	10001	6	60901903	10000			75	2
12	3	20001	1	60901904	5000		1	94
2	12	3	30003	2	60901905	10000		
56	2	10	3	10001	6	60902001	5000	
1	225	2	12	3	50001	2	60902002	10000
		56	2	10	3	10001	6	60902003
10000			75	2	12	3	20001	1
60902004	4000		1	113	2	12	3	30001
1	60902005	5000		1	94	2	12	3
30003	2	61000101	8000		1	75	2	10
3	10003	2	61000102	10000			56	2
10	3	10001	6	61000103	8000		1	94
2	12	3	20001	1	61000104	6000		1
94	2	12	3	30003	1	61000105	10000	
	56	2	10	3	10001	6	61000201	8000
	1	75	2	10	3	10003	2	61000202
10000			56	2	10	3	10001	6
61000203	8000		1	94	2	12	3	20001
1	61000204	6000		1	94	2	12	3
30003	1	61000205	10000			56	2	10
3	10001	6	61000301	8000		1	75	2
10	3	10003	2	61000302	10000			56
2	10	3	10001	6	61000303	8000		1
94	2	12	3	20001	1	61000304	6000	
1	94	2	12	3	30003	1	61000305	10000
		56	2	10	3	10001	6	61000401
8000		1	75	2	10	3	10003	2
61000402	10000			56	2	10	3	10001
6	61000403	8000		1	94	2	12	3
20001	1	61000404	7000		1	94	2	12
3	30001	2	61000405	10000			56	2
10	3	10001	6	61000501	10000			75
2	10	3	10002	2	61000502	500	1	
1		10	3	10004	1	61000503	8000	
1	94	2	12	3	20001	1	61000504	7000
	1	94	2	12	3	30001	2	61000505
10000			56	2	10	3	10001	6
61000601	10000			75	2	10	3	10002
2	61000602	10000			56	2	10	3
10001	6	61000603	8000		1	94	2	12
3	20001	1	61000604	6000		1	94	2
12	3	30002	1	61000605	10000			56
2	10	3	10001	6	61000701	10000		
75	2	10	3	10002	2	61000702	10000	
	56	2	10	3	10001	6	61000703	10000
		75	2	12	3	20001	1	61000704
6000		1	94	2	12	3	30002	1
61000705	10000			56	2	10	3	10001
6	61000801	10000			75	2	10	3
