Id	EventId	StepId	NextStepId	Type	FightNodeId	WorkShopId	EffectGroupId	StoryId	StepRewardItemType	StepRewardItemId	StepRewardItemCount	OptionGroupId	Title	TitleContent	RoleIcon	RoleName	RoleContent	RoleEffect	EventDesc	ConfirmContent	BgAsset
704	93013	9301307		3					2	{1: 9023}	{1: 1}		禁忌实验	怪物VS怪物		洁塔薇.Beta	失去理智了吗……		洁塔薇走上前尝试与亚人少女交流，但是她却发疯般地横冲直撞，最终逃离了实验室，剩下的那名灰发男孩也很快追了上去。不知所措的洁塔薇站在原地，之后从怪物的残骸上提取了一些血液样本。	离开	Assets/Product/Texture/Image/BgStory/BgStory776.jpg
705	94013	9401301		2								9401301	亚人少女	悲剧的挽歌					在一间孤儿院的角落里，灰发男孩抱着浑身伤痕的亚人女孩，她因为暴走后脱力暂时昏了过去。男孩希望洁塔薇能帮帮忙让女孩恢复正常，如果洁塔薇愿意帮他，会得到重要的启示。	决定	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
706	94013	9401302		2								9401302	亚人少女	悲剧的挽歌		洁塔薇.Beta	有点麻烦了。		不过想要拯救女孩，或许需要得到病毒的血清样本才能制备解药。	决定	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
707	94013	9401303	9401304	1									亚人少女	悲剧的挽歌	Assets/Product/Texture/Image/RoleStory/CibeizheNormal03.png	女研究员	有趣的东西，稍等……		洁塔薇让灰发男孩和亚人少女暂时留在原地，她自行前往附近的一处实验室。那里曾隶属于一家跨国制药公司，虽然现在已经不再运转，所幸里面还有一位女研究员在工作，洁塔薇请求对方分析病毒并制备解药。	取得解药	Assets/Product/Texture/Image/BgStory/BgStory789.jpg
708	94013	9401304	9401305	1									亚人少女	悲剧的挽歌					虽然洁塔薇很困惑女人是如何这么快就想到办法的，尤其是这种可怕的病毒，真的可能在极短时间内制作解药吗？不过当下也没有其他办法，只能相信女人是名药理天才。	折返	Assets/Product/Texture/Image/BgStory/BgStory789.jpg
709	94013	9401305	9401306	3					2	{1: 9024}	{1: 1}		亚人少女	悲剧的挽歌		灰发男孩	或许，你需要这个。		洁塔薇给亚人少女注射了解毒试剂，少女果然恢复了正常。灰发男孩为了感谢洁塔薇，掏出了一张博物馆的工作证，这是他从某个神秘女人那里得到的物件。	收下证件	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
710	94013	9401306		1									亚人少女	悲剧的挽歌		洁塔薇.Beta	博物馆……		仔细查看了一番上面记载的地址，洁塔薇不记得自己曾在何时去过那里，或许前往那里调查是个好主意。	离开	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
711	94013	9401307	9401308	1									亚人少女	悲剧的挽歌	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal02.png	洁塔薇.Beta	……		洁塔薇留下了一把蝴蝶刀，面无表情地望着绝望的男孩，等待他做出残酷的抉择。	观望	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
712	94013	9401308	9401309	1									亚人少女	悲剧的挽歌					男孩收下了蝴蝶刀，没有对亚人少女出手，留给洁塔薇一张泛黄的纸条便带着女孩离开了。	查看纸条	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
713	94013	9401309		3					2	{1: 9026}	{1: 1}		亚人少女	悲剧的挽歌					「爱憎的黄昏，隐匿着残缺的希望。」\n\n                                                           ——《未确认福音·II》	离开	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
714	94013	9401310	9401311	1									亚人少女	悲剧的挽歌					洁塔薇尝试自己制备解药，但她没有现成的参考，只能搬来孤儿院的医疗箱，从里面拼凑一些对症的药物。	制备完成	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
715	94013	9401311		3					4	{1: 4}	{1: 1}		亚人少女	悲剧的挽歌		灰发男孩	谢谢你……		亚人少女服下了这些药，但效果似乎不明显，只是让少女的呼吸变得平缓了一些。男孩为了感谢洁塔薇的帮忙，提供了一些补给作为报酬。	离开	Assets/Product/Texture/Image/BgStory/BgStory643.jpg
716	95011	9501101		2								9501101	栩栩如生	完美的容器					洁塔薇来到了一栋屹立在迷雾中的诡异博物馆。虽然这里的气氛有些可疑，但这里却是洁塔薇从未踏足之地，她决定对博物馆进行调查。	决定	Assets/Product/Texture/Image/BgStory/Bgstory383.png
717	95011	9501102	9501103	1									栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/V200sgrNormal01.png				推开雕塑区的门，里面并没有什么异常，唯一有些古怪的只有一尊不太协调的大卫雕像。	检查雕像	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
718	95011	9501103	9501104	1									栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	有东西在这。		大卫的左眼似乎被人替换成了一颗胶囊，洁塔薇取下胶囊后，凹陷的眼眶内依稀可见一张泛黄的纸条。	查看纸条	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
719	95011	9501104		3					2	{1: 9027}	{1: 1}		栩栩如生	完美的容器					「推开通往真实之门，必经历，必受难，也必从中复苏。」\n\n                                                           ——《未确认福音·III》	离开	Assets/Product/Texture/Image/BgStory/BgStory683.jpg
720	95011	9501105	9501106	1									栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	她是……		走进那条挂满绮丽洋画的长廊，洁塔薇在长廊尽头的落地窗前看见了一位正在写生的女人。洁塔薇小心地接近了她，而身着斗篷的女人似乎更早察觉到洁塔薇的存在，她停下画笔，将画布转向洁塔薇的方向。	看向画布	Assets/Product/Texture/Image/BgStory/Bgstory384.png
721	95011	9501106	9501107	1									栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	怪物？		画纸上画着洁塔薇举枪与一头狰狞的怪物对峙的场景。	转身	Assets/Product/Texture/Image/BgStory/Bgstory384.png
722	95011	9501107		2								9501107	栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/CibeizheNormal01.png	女人	说的就是这个啊。		刚才经过的地方不知何时出现了身材高大的怪物，它正朝洁塔薇冲来。	决定	Assets/Product/Texture/Image/BgStory/Bgstory384.png
723	95011	9501108	9501109	1									栩栩如生	完美的容器					四周场景开始变换，画廊和女人的身形逐渐拉远。	准备战斗	Assets/Product/Texture/Image/BgStory/BgStory679.jpg
724	95011	9501109		4	970009								栩栩如生	完美的容器						准备战斗	Assets/Product/Texture/Image/BgStory/Bgstory384.png
725	95011	9501110	9501111	1									栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	好机会！		考虑到在狭小的空间内发生战斗可能会导致建筑垮塌，洁塔薇不想和怪物正面冲突，使用工作证刷开了通往顶层工作人员电梯。	坐上电梯	Assets/Product/Texture/Image/BgStory/Bgstory384.png
726	95011	9501111	9501112	1									栩栩如生	完美的容器	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal03.png	洁塔薇.Beta	……		进入安全区域后，洁塔薇惊讶地从房间的墙面上发现了用血书写的纸条。	查看纸条	Assets/Product/Texture/Image/BgStory/BgStory788.jpg
727	95011	9501112		3					2	{1: 9028}	{1: 1}		栩栩如生	完美的容器					「未确认福音为伪书，跟随指引将入地狱。」\n\n                                                           ——《未确认福音·IV》	离开	Assets/Product/Texture/Image/BgStory/BgStory788.jpg
728	93014	9301401	9301402	1									棋盘难题	西洋棋挑战					洁塔薇误入一处等身大的西洋棋雕塑群，黑白两色的高大棋子耸立在夜色下，散发着若隐若现的银光。	向前看	Assets/Product/Texture/Image/BgStory/BgStory819.jpg
729	93014	9301402		2								9301402	棋盘难题	西洋棋挑战	Assets/Product/Texture/Image/RoleStory/V270fdNormal03.png	少女	喂！来一局？		棋盘尽头站着奇怪的少女，她隔空向洁塔薇喊话，希望两人能够进行一盘对局。	决定	Assets/Product/Texture/Image/BgStory/BgStory819.jpg
730	93014	9301403	9301404	1									棋盘难题	西洋棋挑战	Assets/Product/Texture/Image/RoleStory/V270fdNormal03.png	少女	不过如此。		原本想挪动棋盘的洁塔薇，只是在脑海中想象，棋盘上的棋子便自发动了起来。她与少女交替执棋，没过一会便陷入了劣势，然后输掉了比赛。	认输	Assets/Product/Texture/Image/BgStory/BgStory819.jpg
731	93014	9301404		3					1	{1: 96189}	{1: 300}		棋盘难题	西洋棋挑战		少女	笨蛋就是笨蛋。		少女闷闷不乐地直呼无聊，要洁塔薇好好训练后再来挑战，赢过她的话就能有特别的奖励。说完少女丢了一袋芯片给洁塔薇，然后将她赶出了这片空间。	离开	Assets/Product/Texture/Image/BgStory/BgStory870.jpg
732	93014	9301405	9301406	1									棋盘难题	西洋棋挑战	Assets/Product/Texture/Image/RoleStory/V270fdNormal01.png	洁塔薇.Beta	喂！怎么突然就生气了。		洁塔薇拒绝了少女的邀请，她觉得动脑是一件耗费体力的事。这个举动激怒了少女，少女毫无缘由地朝洁塔薇冲了过来。	准备战斗	Assets/Product/Texture/Image/BgStory/BgStory819.jpg
733	93014	9301406		4	970010								棋盘难题	西洋棋挑战						准备战斗	Assets/Product/Texture/Image/BgStory/BgStory819.jpg
734	94014	9401401	9401402	1									镜中世界	神秘的师傅					行走至一处布满镜面的房间里，洁塔薇听见镜子里传来了风声。还没等洁塔薇反应过来，身体就跌入了镜中的世界——那是由许多棱状结晶组成的世界，在结晶的尽头，冰封的王座上坐着一位少女。	靠近她	Assets/Product/Texture/Image/BgStory/BgStory822.jpg
735	94014	9401402		2								9401402	镜中世界	神秘的师傅		洁塔薇.Beta	真的那么有趣吗？		少女正在研究一盘西洋棋的残局，神情专注，连洁塔薇的到来都没注意到。	决定	Assets/Product/Texture/Image/BgStory/BgStory822.jpg
736	94014	9401403		2								9401403	镜中世界	神秘的师傅		白发少女	想学吗？		洁塔薇跟少女打了招呼，对方起初没有理睬，过了一会才询问洁塔薇来这的理由，听闻洁塔薇跌入镜中之后，少女询问洁塔薇是否想学西洋棋，但代价是要付出学费。	决定	Assets/Product/Texture/Image/BgStory/BgStory822.jpg
737	94014	9401404		3					4	{1: 5}	{1: 1}		镜中世界	神秘的师傅	Assets/Product/Texture/Image/RoleStory/V270bgwNormal01.png	白发少女	前所未见的迭代速度……		洁塔薇接受了少女的指导，起初她很快就被打败，但随着回合增加，她的棋艺进步飞快。白发少女连输三个回合后，指导便结束了，她认为洁塔薇已经成为西洋棋领域的大师。	离开	Assets/Product/Texture/Image/BgStory/BgStory822.jpg
738	94014	9401405		3					4	{1: 3}	{1: 1}		镜中世界	神秘的师傅	Assets/Product/Texture/Image/RoleStory/V270bgwNormal01.png	白发少女	我们好像双胞胎……		洁塔薇拒绝了少女的请求，她本质上不热衷任何棋类运动，不过还是和少女聊了一会天。少女对洁塔薇的瞳孔很感兴趣，她认为洁塔薇长得有些像自己，因此拿出了些礼物送给洁塔薇。	收下离开	Assets/Product/Texture/Image/BgStory/BgStory822.jpg
739	94014	9401406	9401407	1									镜中世界	神秘的师傅					洁塔薇询问少女这个世界的出口在哪。少女让她从遍地的数据结晶中挑选一根棱条，随后打了个响指将她传送了出去。	查看结晶	Assets/Product/Texture/Image/BgStory/BgStory822.jpg
740	94014	9401407		3					1	{1: 96189}	{1: 350}		镜中世界	神秘的师傅					回到原本的世界后，手中的棱条变成了成堆的芯片。	离开	Assets/Product/Texture/Image/BgStory/BgStory762.jpg
741	95012	9501201	9501202	1									棋盘再临	重启的交锋	Assets/Product/Texture/Image/RoleStory/V270fdNormal03.png	少女	输家来了，哼。		再次来到等身大的西洋棋雕塑群，黑白两色的高大棋子耸立在夜色下，散发着若隐若现的银光。	向前看	Assets/Product/Texture/Image/BgStory/BgStory820.jpg
742	95012	9501202		2								9501202	棋盘再临	重启的交锋					棋盘尽头依然站着那位穿着奇特的少女，她隔空向洁塔薇喊话，希望两人能够进行一盘对局。	决定	Assets/Product/Texture/Image/BgStory/BgStory820.jpg
743	95012	9501203	9501204	1									棋盘再临	重启的交锋		洁塔薇.Beta	笨蛋就是笨蛋。		两人交替执棋，没过一会，少女便咬牙切齿了起来。没有给对方留下任何翻盘的机会，洁塔薇快速且稳健地将军了对面。	索要奖励	Assets/Product/Texture/Image/BgStory/BgStory820.jpg
744	95012	9501204	9501205	3					2	{1: 9029}	{1: 1}		棋盘再临	重启的交锋	Assets/Product/Texture/Image/RoleStory/V270fdNormal03.png	少女	拿去吧。		少女不情不愿地拿出了一枚水晶棋子——国王，洁塔薇能感到这枚棋子散发着特殊的能量。	收下	Assets/Product/Texture/Image/BgStory/BgStory820.jpg
745	95012	9501205		1									棋盘再临	重启的交锋	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal05.png	洁塔薇.Beta	以前是以前，现在是现在。		虽然少女按照约定给了奖励，但嘴上仍然碎碎念着洁塔薇肯定是作弊了之类的话。	离开	Assets/Product/Texture/Image/BgStory/BgStory820.jpg
746	95012	9501206		1									棋盘再临	重启的交锋	Assets/Product/Texture/Image/RoleStory/V270fdNormal03.png	少女	看来笨蛋还是没什么长进呢。		少女感到有些生气，但是看见洁塔薇手中拿着的武器，好像又没什么脾气了。就这样，洁塔薇在对方的注视下安全地离开了这片棋盘。	离开	Assets/Product/Texture/Image/BgStory/BgStory820.jpg
747	92013	9201301	9201302	1									异界通讯I	机械性故障					寻找工厂出口时，洁塔薇遇到了成群的敌人，它们数量庞大且攻势骇人。虽然无法伤害她分毫，但在消灭完大量敌人后，武器的全息界面却出现了故障提示……	检查武器	Assets/Product/Texture/Image/BgStory/Bgstory271.png
748	92013	9201302		2								9201302	异界通讯I	机械性故障		洁塔薇.Beta	到底该怎么办呢？		对武器进行故障扫描后，显示约束器部件在短时间内出现了多次超载，因此「短路」。再次核实操作日志后，提示需要更换部件，不过这个的零件的来源地显示在了洁塔薇从未听闻过的Alpha世界。	决定	Assets/Product/Texture/Image/BgStory/Bgstory271.png
749	92013	9201303	9201304	1									异界通讯I	机械性故障	Assets/Product/Texture/Image/RoleStory/V290gwNormal03.png	虚空商人	尊敬的小姐，有何贵干？		按照之前虚空商人出没的轨迹，洁塔薇沿着歪曲和破碎的地表找到了虚空裂痕，碰上一个身材扭曲的实体。	提出需求	Assets/Product/Texture/Image/BgStory/BgStory818.jpg
750	92013	9201304		2								9201304	异界通讯I	机械性故障	Assets/Product/Texture/Image/RoleStory/V290gwNormal03.png	虚空商人	不做亏本买卖。		洁塔薇询问商人是否有来自异界的神秘部件，虚空商人将手臂伸入裂痕，取出了她需要的储能部件。正当洁塔薇想拿走时，虚空商人却突然向她索要报酬。	决定	Assets/Product/Texture/Image/BgStory/BgStory818.jpg
751	92013	9201305		3					4	{1: 5}	{1: 1}		异界通讯I	机械性故障	Assets/Product/Texture/Image/RoleStory/V290gwNormal03.png	虚空商人	这可是贵宾待遇。		武器的机械性故障得到了修正，再次恢复到正常状态。除此之外，为了感谢洁塔薇的来访，虚空商人还额外赠送了她一些有用的武器箱。	离开	Assets/Product/Texture/Image/BgStory/BgStory818.jpg
752	92013	9201306		1									异界通讯I	机械性故障		洁塔薇.Beta	太贵了，我再想想办法吧。		身上的芯片数量不多，洁塔薇决定拒绝交易，另寻办法。	离开	Assets/Product/Texture/Image/BgStory/BgStory818.jpg
753	92013	9201307	9201308	1									异界通讯I	机械性故障					洁塔薇通过对附近的环境情报进行分析和侦测，找到了一处时空特异点——奇怪的云端储存机。	进行链接	Assets/Product/Texture/Image/BgStory/Bgstory232.png
754	92013	9201308	9201309	1									异界通讯I	机械性故障	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	Alpha……吗?		主动接入云端网络后，洁塔薇选择了标识Alpha数据的扇区，输入自己需要的替换部件。随后，系统弹出了终点路径，洁塔薇意外地看见了另一个「洁塔薇」的名字，她似乎明白了什么，出于好奇，她选择了那个名字。	发送	Assets/Product/Texture/Image/BgStory/Bgstory232.png
755	92013	9201309		3					1	{1: 96189}	{1: 300}		异界通讯I	机械性故障					发送完毕后，洁塔薇从其他空置的云端空间中回收了一些算力芯片。	离开	Assets/Product/Texture/Image/BgStory/Bgstory232.png
756	3018	301801	301802	1									异界通讯II	意外的请求		天选者	原来你眼睛的图案可以变啊……		你和洁塔薇行走在半途，面前出现了一道虚空裂痕，随后周围的时空出现扭曲，一台奇怪的云端储存器出现在你们眼前。洁塔薇的瞳孔对这台机器产生了反应，原本「X」形态的图案变成了「？」，于是她好奇地靠近了那台机器。	启动机器	Assets/Product/Texture/Image/BgStory/Bgstory412.jpg
757	3018	301802		2								301802	异界通讯II	意外的请求					你们从请求界面里接到一封匿名的信，对方希望你们能帮忙取得某个武器部件。	决定	Assets/Product/Texture/Image/BgStory/Bgstory412.jpg
758	3018	301803	301804	1									异界通讯II	意外的请求					接受了请求后，你和洁塔薇根据系统的导航去了零件产出的工厂，你们推开了门，发现内部是机械体聚集的窝点。暴怒的机械体朝你们冲了过来，你们不得不迎战。	迎战	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
759	3018	301804	301805	1									异界通讯II	意外的请求	Assets/Product/Texture/Image/RoleStory/V260qyNormal04.png	洁塔薇	Beta？		打败了强大的敌人后，你果真从那台机械体身上拆下了订单里提到的部件。洁塔薇将刚刚得到的部件上传到了云端储存器，系统弹出了终点路径，你们从列表里意外看见了Beta分区里另一个「洁塔薇」的名字，你似乎明白了什么。	发送	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
760	3018	301805		3					1	{1: 96189}	{1: 400}		异界通讯II	意外的请求					发送完毕后，你们从其他空置的云端空间中回收了一些算力。	离开	Assets/Product/Texture/Image/BgStory/Bgstory410.jpg
761	3018	301806		1									异界通讯II	意外的请求					你担心这个请求的合理性，或许这是一个通往强大敌人的陷阱，犹豫片刻，你带着洁塔薇离开了这里。	离开	Assets/Product/Texture/Image/BgStory/Bgstory412.jpg
762	94015	9401501		2								9401501	异界通讯III	平行的善意		洁塔薇.Beta	还有额外的“礼物”？		武器出现故障的日子里，洁塔薇只能尽量避免冲突，不卷入非必要的麻烦。直到虚空的裂痕再次出现在她的眼前，熟悉的云端存储器从天而降，而伴随着虚空的裂痕出现的还有来自另一个世界的怪物们。	决定	Assets/Product/Texture/Image/BgStory/BgStory697.jpg
763	94015	9401502	9401503	1									异界通讯III	平行的善意	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal02.png	洁塔薇.Beta	糟了！		洁塔薇掏出武器朝怪物们发射了光束，扣下扳机的瞬间，她突然想起自己的武器损坏。由于缺少约束器的束缚，灼热的光束连带着把云端储存器也一起熔解。	回收残骸	Assets/Product/Texture/Image/BgStory/BgStory697.jpg
764	94015	9401503		3					1	{1: 96189}	{1: 400}		异界通讯III	平行的善意					因为云端储存器被破坏，洁塔薇只能就地回收残骸中可用的部分，之后再想办法尝试自己恢复武器的部件。	离开	Assets/Product/Texture/Image/BgStory/BgStory697.jpg
765	94015	9401504	9401505	1									异界通讯III	平行的善意					赤手空拳地打翻了面前的怪物后，洁塔薇来到了那台终端机之前。	启动终端	Assets/Product/Texture/Image/BgStory/BgStory697.jpg
766	94015	9401505	9401506	1									异界通讯III	平行的善意	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal02.png	洁塔薇.Beta	……曾经，也是那么美好。		从云端储存器的接收界面上，她收到了来自Alpha世界的「洁塔薇」寄来的应急部件，对方还附赠了一张与天选者的合照，上面写着“来自我们的帮助！”	取得部件	Assets/Product/Texture/Image/BgStory/BgStory697.jpg
767	94015	9401506		3					2	{1: 9030}	{1: 1}		异界通讯III	平行的善意					安装了新的约束器部件后，武器意外激活了内置的隐藏算力池，更换的部件变成了聚能装置，武器的性能得到了大幅提升。	离开	Assets/Product/Texture/Image/BgStory/BgStory697.jpg
768	90015	9001501		2								9001501	虚空裂痕	矩阵数据库					洁塔薇观测到了一道虚空裂痕，并没有商人之类的家伙出现。	决定	Assets/Product/Texture/Image/BgStory/BgStory938.jpg
769	90015	9001502	9001503	1									虚空裂痕	矩阵数据库	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal03.png	洁塔薇.Beta	那是？		当她的双脚踏入其中时，身体和精神立即被抛到了某个无边的海域之中。\n在意识模糊的状态下沿着量子之海漂流了许久，恍然间，她从灰暗的海面看见了红蓝色数据组成的诡异空间。	前往	Assets/Product/Texture/Image/BgStory/BgStory800.jpg
770	90015	9001503		2								9001503	虚空裂痕	矩阵数据库					这是一间存在于虚空之中的数据库，里面运转记录着大量的矩阵底层数据。	决定	Assets/Product/Texture/Image/BgStory/BgStory927.jpg
771	90015	9001504	9001505	3					2	{1: 9034}	{1: 1}		虚空裂痕	矩阵数据库	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	找到了！		洁塔薇操纵着虚空数据库内的计算机，查询当前世界的「关键变量」。经过多层筛选后，她整合到了一份特殊的坐标集。	取走	Assets/Product/Texture/Image/BgStory/BgStory927.jpg
772	90015	9001505		1									虚空裂痕	矩阵数据库	Assets/Product/Texture/Image/RoleStory/V290gwNormal04.png	虚空监察者	发现异常访问行为，<color=#DC143C>「二级应急预案」</color>启用。		取走坐标集时，屋内突然亮满红灯，发出刺耳警报声。\n<color=#DC143C>「警告！」</color>\n<color=#DC143C><size=36>「警告！！」</size></color>\n<color=#DC143C><size=40>「警告！！！」</size></color>\n鲜红的警报字幕铺天盖地，一个扭曲的身影凭空出现，以「违规访问虚空数据」为由，释放射线将洁塔薇弹出了虚空。	离开	Assets/Product/Texture/Image/BgStory/BgStory928.png
773	90015	9001506		3					4	{1: 4}	{1: 1}		虚空裂痕	矩阵数据库					通过分析数据库，洁塔薇获取了脱离这片空间的指令。	离开	Assets/Product/Texture/Image/BgStory/BgStory938.jpg
774	90015	9001507		1									虚空裂痕	矩阵数据库					洁塔薇对这个来自虚空的裂痕感到不安，她曾被从中出现的红色箭矢攻击过，现在她只想赶紧离开……	离开	Assets/Product/Texture/Image/BgStory/BgStory938.jpg
775	90016	9001601		2								9001601	馆中之物	癫狂的愚者					依据之前在虚空数据库获得的坐标，洁塔薇找到了一座博物馆。里面存放着她未曾见过的机械，一台散发着微蓝色亮光的诡异投影机。	决定	Assets/Product/Texture/Image/BgStory/BgStory937.png
776	90016	9001602		2								9001602	馆中之物	癫狂的愚者	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	？？？		洁塔薇尝试启动机器，但似乎缺少了驱动能源。就在她埋头研究时，身后传来了液体滴落的声音，她回过头，天花板上挂着一个黑色的「卵」，卵正在孵化中……	决定	Assets/Product/Texture/Image/BgStory/BgStory937.png
777	90016	9001603	9001605	1									馆中之物	癫狂的愚者	Assets/Product/Texture/Image/RoleStory/PamishiyijvmutiNormal02.png	洁塔薇.Beta	别给我在那荡秋千！		红色光束将博物馆的顶部炸开了大洞，烟雾散去后，黑色的卵不仅纹丝不动，反而尖叫着以肉眼难以观测的速度向洁塔薇逼近。	继续开枪	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
778	90016	9001604	9001605	1									馆中之物	癫狂的愚者	Assets/Product/Texture/Image/RoleStory/PamishiyijvmutiNormal02.png	洁塔薇.Beta	我没问你这个！		洁塔薇尝试向那个奇怪的黑卵询问，它到底是什么东西，这台投影机又是什么，以及无法启动的原因。\n黑卵起初什么也没说，过了许久才晃晃悠悠地念道「我叫……愚者镜像！」，随后发了疯般地朝洁塔薇攻了过去。	开枪	Assets/Product/Texture/Image/BgStory/BgStory937.png
779	90016	9001605		4	970013								馆中之物	癫狂的愚者						开始战斗	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
780	90017	9001701	9001702	1									逆向观测	迷途的羔羊					洁塔薇打倒了失去控制的愚者镜像，「卵」顷刻间裂解开，内部出现了一个诡异的蓝色发光物。洁塔薇身后的投影仪对该物体产生了某种共鸣，发出了有规律的电流涌动声响。	查看	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
781	90017	9001702	9001703	3					2	{1: 2005}	{1: 1}		逆向观测	迷途的羔羊	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal03.png	洁塔薇.Beta	蓝色的钥匙……		洁塔薇上前取出了黑卵内部的发光物，那是一块蓝色的秘钥。洁塔薇知道眼前的秘钥不属于这个世界，或许另一边的「他们」会需要这块秘钥。	启动投影	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
782	90017	9001703	9001704	1									逆向观测	迷途的羔羊					随着权限秘钥的插入，投影仪被成功启动。\n光芒逐渐浸没视野，洁塔薇的耳边传来大量嘈杂的声音，她听见许多的言语，感受到无数鲜活的意志。\n\n最终，所有的悸动汇聚成虚空递来的邀请\n——「从虚无中复苏，在存在消失之前观测吧。」	查看坐标	Assets/Product/Texture/Image/BgStory/Bgstory397.jpg
783	90017	9001704	9001705	3					2	{1: 9100, 2: 9101}	{1: 1, 2: 1}		逆向观测	迷途的羔羊					洁塔薇查看了投影仪指向的终点坐标，那是位于Alpha世界的某处。利用被钥匙激活的投影机似乎就能通过虚空进入Alpha世界，或者这能改变矩阵既定的因果。	记录	Assets/Product/Texture/Image/BgStory/Bgstory397.jpg
784	90017	9001705		2								9001705	逆向观测	迷途的羔羊						决定	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
785	90017	9001706		5		2							逆向观测	迷途的羔羊					已知的信息非常复杂，洁塔薇决定原地休整并整理下情报。	休整	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
786	90017	9001707		1									逆向观测	迷途的羔羊					考虑到虚空监察者的存在，洁塔薇带上秘钥和投影仪尽快离开了这里。	离开	Assets/Product/Texture/Image/BgStory/Bgstory341.jpg
787	308	30801	30802	1									虚空终结	绯色的晚景					你和洁塔薇观测到附近出现了一道虚空裂痕，你小心翼翼地前往裂痕处。	靠近	Assets/Product/Texture/Image/BgStory/BgStory925.jpg
788	308	30802		2								30802	虚空终结	绯色的晚景	Assets/Product/Texture/Image/RoleStory/V260qyNormal08.png	洁塔薇	诶！好像有什么要出来了！		你望着那道裂痕发愣，你能感受到其中有种莫名的悸动在牵引着你。	靠近	Assets/Product/Texture/Image/BgStory/BgStory938.jpg
789	308	30803	30804	1									虚空终结	绯色的晚景	Assets/Product/Texture/Image/RoleStory/V260qyNormal07.png	洁塔薇	诶，另一个我？		你看见来自Beta侧的洁塔薇从虚空裂痕里出来，她似乎刚刚经历了一场恶战，身上的衣物有些破损。与此同时，你还注意到她的手中拿着一块蓝色的秘钥。	询问对方	Assets/Product/Texture/Image/BgStory/BgStory925.jpg
790	308	30804		2								30804	虚空终结	绯色的晚景	Assets/Product/Texture/Image/RoleStory/V2110jtwNormal01.png	洁塔薇.Beta	带上钥匙离开这里，天选者还有……小洁塔薇，动作快！		没等你开口，一道骇人的放射线从虚空中向你们袭来。即将被命中时，「洁塔薇.Beta」挡住了这一击。\n她将手中的秘匙交给你，要求你们赶紧离开这里。\n你感受到虚空内有股强烈的杀气在靠近。	离开	Assets/Product/Texture/Image/BgStory/BgStory925.jpg
791	308	30805	30806	1									虚空终结	绯色的晚景	Assets/Product/Texture/Image/RoleStory/V290gwNormal04.png	虚空监察者	<color=#DC143C>「一级应急预案」</color>启用，非法访问虚空者，修正！		无论是哪边的洁塔薇你都不可能抛下，你拒绝了她的要求。此时，那个扭曲的身影从虚空中闯了出来。\n「洁塔薇.Beta」认出了对方，立即上前发动攻击。霎时间，两道耀眼的光束在天空中来回交替。你和身旁的洁塔薇无法坐视不管，也拿出武器上前支援。	开战	Assets/Product/Texture/Image/BgStory/BgStory925.jpg
792	308	30806	30807	4	970019								虚空终结	绯色的晚景						开始战斗	Assets/Product/Texture/Image/BgStory/BgStory925.jpg
