Id	Type	Params	Formula	Desc
1007204	10105	[10380105]		通关主线关卡39-5
1007205	10105	[10380106]		通关主线关卡39-6
1007206	10105	[10380107]		通关主线关卡39-7
1007207	10105	[10380108]		通关主线关卡39-8
1007208	10105	[10380109]		通关主线关卡39-9
1007209	10105	[10380110]		通关主线关卡39-10
1007210	10105	[10380111]		通关主线关卡39-11
1007211	10105	[10380112]		通关主线关卡39-12
1007212	10105	[10380113]		通关主线关卡39-13
1007213	10105	[10380114]		通关主线关卡39-14
1007214	10105	[10380115]		通关主线关卡39-15
1007215	10105	[10380116]		通关主线关卡39-16
1007216	10105	[10380117]		通关主线关卡39-17
1007217	10105	[10380118]		通关主线关卡39-18
1007218	10105	[10380119]		通关主线关卡39-19
1007219	10105	[10380120]		通关主线关卡39-20
1007220	10105	[10380121]		通关主线关卡39-21
1007221	10105	[10380122]		通关主线关卡39-22
1007222	10191	[203]		击败当前所有敌人
1007223	10191	[206]		击败地图最右侧的敌人
1007224	10191	[208]		击败当前所有敌人
1007225	10191	[209]		击败当前所有敌人
1007226	10191	[210, 211, 212, 213]		击败当前所有敌人
1007227	10191	[214, 215]		击败当前防御力较低的敌人
1007228	10191	[224, 225, 226, 229, 230, 232, 234, 236, 237, 238]		击败当前所有敌人
1007229	10191	[224]		击败当前所有敌人
1007230	10191	[225]		击败当前所有敌人
1007231	10191	[226]		击败当前所有敌人
1007232	10191	[227]		击败当前所有敌人
1007233	10191	[228]		击败当前所有敌人
1007234	10191	[229]		击败当前所有敌人
1007235	10191	[230]		击败当前所有敌人
1007236	10191	[231]		击败当前所有敌人
1007237	10191	[232]		击败当前所有敌人
1007238	10191	[233]		击败当前所有敌人
1007239	10191	[234]		击败当前所有敌人
1007240	10191	[235]		击败当前所有敌人
1007241	10191	[236]		击败当前所有敌人
1007242	10191	[237]		击败当前所有敌人
1007243	10191	[238]		击败当前所有敌人
1007244	10191	[201]		击败当前所有敌人
1007245	10191	[202]		击败指定敌人
1007246	10105	[10400103]		通关主线关卡41-3
1007247	10105	[10400106]		通关主线关卡41-6
1007248	10105	[10400105]		通关主线关卡41-5
1007249	10105	[10400107]		通关主线关卡41-7
1007250	10105	[10400109]		通关主线关卡41-9
1007251	10105	[10400112]		通关主线关卡41-12
1007252	10105	[10400114]		通关主线关卡41-14
1007253	10105	[10400116]		通关主线关卡41-16
1007254	10105	[10400118]		通关主线关卡41-18
1007255	10105	[10400121]		通关主线关卡41-21
1007256	10105	[10400124]		通关主线关卡41-24
1008102	20114	[1002]		下载剧情视频资源包
1008103	20114	[1003]		下载剧情视频资源包
1008104	20114	[1004]		下载剧情视频资源包
1008105	20114	[1005]		下载剧情视频资源包
1008106	20114	[1006]		下载剧情视频资源包
1008107	20114	[1007]		下载剧情视频资源包
1008108	20114	[1008]		下载剧情视频资源包
1008109	20114	[1009]		下载剧情视频资源包
1008110	20114	[1010]		下载剧情视频资源包
1008111	20114	[1011]		下载剧情视频资源包
1008112	20114	[1012]		下载剧情视频资源包
1008113	20114	[1013]		下载剧情视频资源包
1008114	20114	[1014]		下载剧情视频资源包
1008115	20114	[1015]		下载剧情视频资源包
1008116	20114	[1016]		下载剧情视频资源包
1008117	20114	[1017]		下载剧情视频资源包
1008118	20114	[1018]		下载剧情视频资源包
1008119	20114	[1019]		下载剧情视频资源包
1008120	20114	[1020]		下载剧情视频资源包
1008121	20114	[1021]		下载剧情视频资源包
1008122	20114	[1022]		下载剧情视频资源包
1008123	20114	[1023]		下载剧情视频资源包
1008124	20114	[1024]		下载剧情视频资源包
1008125	20114	[1025]		下载剧情视频资源包
1008126	20114	[1026]		下载剧情视频资源包
1008127	20114	[1027]		下载剧情视频资源包
1008128	20114	[1028]		下载剧情视频资源包
1008129	20114	[1029]		下载剧情视频资源包
1008130	20114	[1030]		下载剧情视频资源包
1008131	20114	[1031]		下载剧情视频资源包
1008132	20114	[1032]		下载剧情视频资源包
1008133	20114	[1033]		下载剧情视频资源包
1008134	20114	[1034]		下载剧情视频资源包
1008135	20114	[1035]		下载剧情视频资源包
1008136	20114	[1036]		下载剧情视频资源包
1008137	20114	[1037]		下载剧情视频资源包
1008138	20114	[1038]		下载剧情视频资源包
1008139	20114	[1039]		下载剧情视频资源包
1008140	20114	[1040]		下载剧情视频资源包
1008141	20114	[1041]		下载剧情视频资源包
1008142	20114	[1042]		下载剧情视频资源包
1008143	20114	[1043]		下载剧情视频资源包
1008144	20114	[1044]		下载剧情视频资源包
1008145	20114	[1045]		下载剧情视频资源包
1008146	20114	[1046]		下载剧情视频资源包
1008147	20114	[1047]		下载剧情视频资源包
1008148	20114	[1048]		下载剧情视频资源包
1008149	20114	[1049]		下载剧情视频资源包
1008150	20114	[202]		完成主线包2下载
1008151	20114	[9999]		完成必要资源包下载
1008152	20114	[1052]		下载剧情视频资源包
1008153	20114	[1053]		下载剧情视频资源包
1008154	20114	[1054]		下载剧情视频资源包
1008155	20114	[1055]		下载剧情视频资源包
1008156	20114	[1056]		下载剧情视频资源包
890002	22002	[1, 2]		
890003	16100	[2]		工会等级达到2级解锁
890004	22004	[16]		
890005	22004	[19]		
890006	22004	[20]		
890007	22004	[21]		
890008	22004	[22]		
890010	10170	[1, 5]		
890011	10170	[2, 20]		
890012	10170	[4, 60]		
890013	10170	[2, 20]		完成20km作战后开放
890014	10170	[2, 30]		完成30km作战后开放
890015	10170	[3, 50]		完成50km作战后开放
890016	10170	[4, 70]		完成70km作战后开放
890017	16100	[3]		指挥局等级达到3级解锁
890018	16100	[5]		指挥局等级达到5级解锁
890019	16100	[7]		指挥局等级达到7级解锁
890020	16100	[9]		指挥局等级达到9级解锁
890021	16100	[1]		
890022	22005	[6]		拥有指挥局场景【漫花清夏】
890023	22005	[7]		拥有指挥局场景【鲸律星屿】
1500001	34101	[2000000]		
1500002	34101	[5000000]		
1500003	34101	[10000000]		
1500004	34102	[1000]		
1500005	34102	[3000]		
1500006	34102	[5000]		
1500007	34103	[2]		
1500008	34103	[5]		
1500009	34103	[10]		
1500010	34104	[1]		
1500011	34104	[3]		
1500012	34104	[5]		
1500013	34105	[1000]		
1500014	34105	[3000]		
1500015	34105	[5000]		
1500016	34106	[1]		
1500017	34107	[1]		
1500018	34108	[50]		
1500019	34108	[20]		
1500020	34108	[10]		
1500021	34109	[1]		
1008001	12201	[12000]		特殊回归商店累计12000代币解锁
1009001	17118	[1200]		累计获得1200城市艺术徽章后解锁
1009002	17119	[1]		通过调色板战争第一关
1009003	17120	[1]		位于调色板战争第一关
1009004	17120	[2]		位于调色板战争第二关
1009005	17120	[3]		位于调色板战争第三关
1009006	17121	[5]		位于调色板战争遭遇事件入口
860407	17123	[1]		
860700	10153	[1668654000, 1]		在2022/11/17 11:00 前注册
860701	10101	[40]		指挥官等级达到40
860721	10101	[65]		指挥官等级达到65
860722	10101	[80]		指挥官等级达到80
860732	10105	[30061304]		通过光辉同行1-1
860740	10101	[20]		指挥官等级达到20
860741	11117	[14000004]		解锁主界面沙滩场景
860742			774800&771000	指挥官到达40级且通关普通剧情2-3开启
860743	10181	[3, 2]		
860744	10180	[7]		【餐厅LV7解锁】
860745	20110			分包下载开放
860748	20111			预下载开放
860800	10105	[30161460]		请先通关前置关卡【5-12】普通剧情
860801	10105	[30161465]		请先通关前置关卡【5-12】普通剧情
860802	10105	[30161453]		请先通关前置关卡【5-12】普通剧情
860803	10105	[30161441]		请先通关前置关卡【5-12】普通剧情
860804	10105	[30161450]		
860805	10105	[30161458]		
860806	10105	[30161459]		
860807	10105	[30161464]		
860808	10105	[30161466]		
860746	10180	[3]		【餐厅LV3解锁】
860747	10180	[4]		【餐厅LV4解锁】
860810	10186	[6]		超限乱斗解锁紧急抽调
860811	10188	[6]		
860813	10105	[30161441]		
860814	10105	[30161442]		
860823	10183			DLC拥有任意主控芯片
860824	10184			DLC玩家未升级过任意芯片
860825	10185			DLC玩家所有芯片组为空
1009101	10105	[30161465]		通关普通模式【4-1】
1009102	10105	[30161469]		通关普通模式【4-5】
1009103	10105	[30161472]		通关普通模式【5-3】
1009104	11104	[6002505]		拥有涂装“拾梦白菀”后解锁
1009105	11104	[6003405]		拥有涂装“茕心溯愿”后解锁
1009106	11104	[6002907]		拥有涂装“赤樗椿”后解锁
1009107	11104	[6003906]		拥有涂装“罪妄月华”后解锁
1009108	11104	[6004305]		拥有涂装“拂晓长誓”后解锁
60649	11102	[1241002, 5]		尘铭达到超阶解放
860826	88004			
860827			774800&771000	指挥官到达40级且通关普通剧情2-3开启
860921	10105	[30162730]		通关正逆塔2期第三关其一
860922	10105	[30162731]		通关正逆塔2期第三关其二
860923			860921|860922	通关正逆塔2期第三关任意一关
859030	10105	[30062357]		SP四期 DG-00 简单通关
859031	10105	[30062432]		SP四期 FC-01 简单通关
859032	10105	[30062435]		SP四期 FR-01 简单通关
859033	10105	[30062469]		SP四期 EC-00 简单通关
859034	10105	[30062441]		SP四期 PL-01 简单通关
859035	10105	[30062444]		SP四期 DG-01 简单通关
859036	10105	[30062358]		SP四期 DG-00 困难通关
859037	10105	[30062450]		SP四期 FC-01 困难通关
859038	10105	[30062453]		SP四期 FR-01 困难通关
859039	10105	[30062470]		SP四期 EC-00 困难通关
859040	10105	[30062459]		SP四期 PL-01 困难通关
859041	10105	[30062462]		SP四期 DG-01 困难通关
859042			859030|859031|859032|859033|859034|859035|859036|859037|859038|859039|859040|859041	通关SP四期任意区域第一关
859050	10154	[403]		通关【烫烫熔岩星-普通3】后解锁
859051	10154	[103]		通关【奇怪紫色星-普通3】后解锁
859052	10154	[203]		通关【蓝色冰雪星-普通3】后解锁
859053	10154	[303]		通关【沙尘很多星-普通3】后解锁
859054	10154	[403]		通关【烫烫熔岩星-普通3】后解锁
861012	88005	[6]		
861030	10155	[101]		
861031	10156	[1, 61032]		
861032	10156	[2, 61033]		
861033	10154	[101]		
861034	10155	[102]		
861035	10156	[3, 61037]		
861036	10156	[4, 61031]		
861037	10155	[201]		
861038	10155	[301]		
861039	10157	[61036]		
861040	10156	[4]		
861041	10160	[1]		通关时空演习常规模式
861042	10160	[2]		通关代码重编常规模式
861043	10160	[3]		通关超频加速常规模式
861044	10160	[4]		通关数据侵染常规模式
861045	10160	[5]		通关算力过载常规模式
861046	10160	[6]		通关混沌时空常规模式
861047	10105	[30110208]		通关CER-15解锁
861048	10105	[30110288]		通关CER-28解锁
861049	10105	[30110265]		通关光辉行进者解锁
861050	23001	[18142]		5月11号之后解锁
861051	10105	[30110288]		通关CER-28解锁
861052	10201	[30110285, 2]		进入双人路线
861053	10201	[30110285, 1]		进入单人路线
861054	10105	[30110208]		通关CER-15
861055			861052|861054	双人路线或通关CER-15
861056			861053|861054	单人路线或通关CER-15
861057	10201	[30110286, 2]		进入双人路线
861058	10201	[30110286, 1]		进入单人路线
861059	10105	[30110287]		通关CER-25
861060			861057|861059	双人路线或通关CER-25
861061			861058|861059	单人路线或通关CER-25
861062	10105	[30110293]		通关CERⅡ-05解锁
861063	23001	[23001]		处于三头犬二期开启时间内
861111	23001	[18112]		三头犬BOSS挑战开放时间
861122	10105	[30162522]		界限构解4期通关第一关
861131	10105	[30062171]		大逃杀2期第一章通关第一关
1010001	10300	[4]		
1010002	10301	[4]		
861132	11101	[62902, 32000]		累计获取32000个试作原型
861133	11101	[62902, 12000]		累计获取12000个试作原型
861134	16002	[15]		击破区域一暗区后解锁
861135	16002	[30]		击破区域二暗区后解锁
861136	16002	[45]		击破区域三暗区后解锁
861137	16002	[53]		击破区域四暗区后解锁
1020001	17213	[1, 4]		【堆栈潜伏】难度下通关一次
1020002	17213	[3, 2]		【底层感染】难度下通关一次
1020003	17212	[101104, 1]		肉鸽药丸事件
1020004	17212	[201105, 1]		肉鸽药丸事件
1020005	10101	[70]		指挥官等级到达70级
1020007	17200	[2]		
1020008	17213	[3, 0]		
1020009			1020002|1020008	【底层感染】难度下通关一次
1020011	17218	[23]		未激活获得装备的潜质
1020012	17211	[23]		已激活获得装备的潜质
1020013	17208	[3]		
1020100	17212	[201203, 1]		肉鸽野性之森事件解锁条件
1020101	17212	[301406, 1]		肉鸽旧日情谊事件解锁条件
1020102	17208	[2]		肉鸽第二结局解锁条件
1020103	17212	[30105, 1]		肉鸽第三章结尾1条件
1020104	17212	[30305, 1]		肉鸽第三章结尾2条件
1020105	17212	[301203, 1]		肉鸽莫比乌斯事件解锁条件
1020106	17212	[301305, 1]		肉鸽高洁之心事件解锁条件
1020107	17212	[401303, 1]		肉鸽焉知福祸事件解锁条件
1020108	17212	[401105, 1]		肉鸽西西弗斯事件解锁条件
1020109	17212	[401203, 1]		肉鸽勇者之剑事件解锁条件
1020110	17212	[30402, 1]		肉鸽另辟蹊径事件解锁条件
1020111	17212	[50202, 1]		肉鸽第六章进入条件
1020112	17212	[301707, 1]		肉鸽-蓝色裂痕事件
1020113	17212	[401508, 1]		肉鸽-赤红怪物事件
1020114	17212	[201401, 0]		肉鸽-亚人少女事件
1020115			1020102&1020114	肉鸽未经过孤儿院且通过二周目
1020201	17205	[5000]		演算中累计消费5000算力单元
1020202	17205	[10000]		演算中累计消费10000算力单元
1020203	17215	[30]		演算中累计激活套装达30次
1020204	17201	[100]		演算中累计通过100个战斗节点
1020205	17207	[5]		成功完成5次演算
1020206	17207	[5]		成功完成10次演算
1020207	17214	[20, 5]		演算中累计获得20个橙色品质藏品
1020208	17210	[4, 5]		单次演算中获得5个以上橙色品质藏品
1020209	17213	[4, 0]		【漏洞爆发】难度下成功完成一次演算
1020210	17208	[2]		达成演算结局【此岸】
1020211	17208	[3]		达成演算结局【彼岸】
1020212	17223	[1, 10]		α量子值达到10，触发α量子事件基础加权
1020213	17223	[2, 10]		β量子值达到10，触发β量子事件基础加权
1020214	17223	[1, 20]		α量子值达到20，触发α量子事件进阶加权
1020215	17223	[2, 20]		β量子值达到20，触发β量子事件进阶加权
1020216	17223	[1, 30]		α量子值达到30，触发α量子事件进阶加权
1020217	17223	[2, 30]		β量子值达到30，触发β量子事件进阶加权
1020218	17223	[1, 40]		α量子值达到40，触发α量子事件终极加权
1020219	17223	[2, 40]		β量子值达到40，触发β量子事件终极加权
1020220	17211	[23]		第五章量子化事件所需的加权天赋是否解锁
1020221	17223	[2, 15]		β量子值达到15，解锁第二章量子化事件
1020222	17223	[1, 40]		α量子值达到40，解锁第五章量子化事件2
1020223	17223	[2, 40]		β量子值达到40，解锁第五章量子化事件2
1020224	17208	[5]		矩阵循生-完成结局三
1020225	17222	[9008, 1]		矩阵循生-是否持有开通工坊的道具（待修改道具ID）
1020226	17212	[9001205, 1]		矩阵循生-奈捷尔章节解锁条件
1020227	17224	[1]		肉鸽3.0-量子首次动画已完成
1020228	17212	[9200107, 1]		矩阵循声-英雄假象第三选项解锁条件
1020229	17212	[9300102, 1]		矩阵循声-树下女巫第三选项解锁条件
1020230	17212	[9000103, 1]		矩阵循声-完成异度投影
1020231	17212	[100205, 1]		矩阵循声-万两黄金正确密码选项解锁条件
1020232	17221	[1, 1]		矩阵循声-至少持有一套未熵变套装
1020233	17221	[2, 0]		矩阵循声-未熵变套装小于0
1020234	17212	[9001104, 1]		矩阵循声-是否打过β莉莉丝-寄牌解锁条件1
1020235	17220	[9001305, 1]		矩阵循声-曾经是否经历过寄牌（永久）
1020236	17223	[1, 12]		矩阵循声-收牌事件门槛-α量子值达到20
1020237			1020235&1020236	矩阵循声-收牌事件门槛-寄牌+值达标
1020238	17212	[30704, 0]		矩阵循声-老马基事件上锁-未收牌时才解锁
1020239	17212	[30704, 1]		矩阵循声-爱憎BOSS解锁-收牌时才解锁
1020240	17212	[30509, 1]		矩阵循声-爱憎BOSS战后解锁
1020241	17212	[30504, 1]		矩阵循声-老马基战后的解锁条件2
1020242			1020103|1020241	矩阵循声-老马基战后-两种解锁条件
1020243	17223	[2, 18]		矩阵循声-β值是否达到30-寄牌解锁条件2
1020244			1020234&1020243&1020238	矩阵循声-寄牌解锁条件-β莉莉丝+β值30+未收过牌
1020245	17223	[2, 12]		矩阵循声-β值是否达到30-换牌解锁条件1
1020246	17212	[30704, 1]		矩阵循声-收过牌-换牌解锁条件2
1020247	17212	[30602, 1]		矩阵循声-爱憎BOSS拿了红桃牌
1020248			1020245&1020246&(1020247|1020234)	矩阵循声-换牌解锁-有两张牌+β30+收过牌
1020249			1020245&1020246&(1020247|1020234)	矩阵循声-换牌加权条件-红+黑牌
1020250	17212	[9000504, 0]		矩阵循生-没经历过量子化
1020251	17211	[33]		β线装备量子化加权是否解锁
1020252	17207	[99999]		暂未开放，敬请期待
1020253	17208	[2]		矩阵循生-完成结局一
1020254	17208	[3]		矩阵循生-完成结局二
1020255	17208	[5]		矩阵循生-完成结局三
1020256	17208	[6]		矩阵循生-完成结局四
1020257	17212	[9200306, 0]		矩阵循生-未经过记忆真相抛弃游民选项
1020258			1020257&1020102	矩阵循生-记忆假象解锁-完成102和未经过记忆真相抛弃游民的选项
1020259	17212	[9210005, 0]		矩阵循生-继承之物-未经过不速之客杀死BOSS
1020260			1020102&1020259	矩阵循生-继承之物解锁-102+259
1020261	17212	[9201102, 1]		矩阵循生-α莫比乌斯环解锁2-β西西佛斯完成
1020262			1020105|1020261	矩阵循生-α莫比乌斯环解锁-β西西佛斯或α原来的105
1020263	17212	[9301102, 1]		矩阵循生-α西西佛斯解锁2-β莫比乌斯完成
1020264			1020108|1020263	矩阵循生-α西西佛斯解锁-β莫比乌斯或α莫比乌斯
1020265	17212	[9201106, 1]		矩阵循生-β莫比乌斯普通加权
1020266	17212	[9201104, 1]		矩阵循生-β莫比乌斯高加权-获得眼珠
1020267	17212	[9301104, 1]		矩阵循生-β无尽长廊普通加权
1020268	17212	[9301106, 1]		矩阵循生-β无尽长廊高加权
1020269	17212	[9201202, 1]		矩阵循生-β盛典纪行普通加权
1020270	17212	[9201205, 1]		矩阵循生-β盛典纪行高加权
1020271	17212	[9301202, 1]		矩阵循生-β深渊教团普通加权
1020272	17212	[9301209, 1]		矩阵循生-β深渊教团高加权
1020273	17212	[9301305, 1]		矩阵循生-β亚人少女高加权1
1020274	17212	[9301307, 1]		矩阵循生-β亚人少女高加权2
1020275	17212	[9401311, 1]		矩阵循生-β栩栩如生普通加权
1020276	17212	[9401305, 1]		矩阵循生-β栩栩如生高加权1
1020277	17212	[9401309, 1]		矩阵循生-β栩栩如生高加权2
1020278	17212	[9301404, 1]		矩阵循生-β镜中世界高加权
1020279	17212	[9301406, 0]		矩阵循生-β镜中世界解锁条件
1020280	17212	[9301404, 1]		矩阵循生-β棋盘再临解锁条件1
1020281	17212	[9401404, 1]		矩阵循生-β棋盘再临解锁条件2
1020282			1020280&1020281	矩阵循生-β棋盘再临解锁条件总
1020283	17212	[9201309, 1]		矩阵循生-α异界通讯II解锁条件
1020284	17212	[301805, 1]		矩阵循生-β异界通讯III解锁条件
1020285	17222	[9029, 1]		矩阵循生-是否持有作弊道具
1020286	17220	[9000106, 1]		通过Alpha路线的事件获取
1020287	17220	[9000704, 1]		通过Alpha路线的事件获取
1020288	17220	[9001104, 1]		通过Beta路线的事件获取
1020289	17220	[30602, 1]		通过Beta路线的事件获取
1020290	17220	[9001404, 1]		通过Beta路线的事件获取
1020291	17220	[210003, 1]		通过Alpha路线的事件获取
1020292	17220	[9510003, 1]		通过Beta路线的事件获取
1020293	17220	[9310010, 1]		通过Beta路线的事件获取
1020294	17220	[9210006, 1]		通过Beta路线的事件获取
1020295	17220	[9410009, 1]		通过Beta路线的事件获取
1020296	17220	[310010, 1]		通过Alpha路线的事件获取
1020297	17220	[410006, 1]		通过Alpha路线的事件获取
1020298	17220	[510006, 1]		通过Alpha路线的事件获取
1020299	17220	[9201104, 1]		通过【西西弗斯】事件获取眼球-1
1020300	17220	[9301106, 1]		通过【莫比乌斯】事件获取眼球-2
1020301			1020299|1020300	通过Beta路线的事件获取
1020302	17220	[9201106, 1]		通过【西西弗斯】事件获取频闪灯-1
1020303	17220	[9301104, 1]		通过【莫比乌斯】事件获取频闪灯-2
1020304			1020302|1020303	通过Beta路线的事件获取
1020305	17220	[9401105, 1]		通过Beta路线的事件获取
1020306	17220	[9201205, 1]		通过Beta路线的事件获取
1020307	17220	[9301209, 1]		通过Beta路线的事件获取
1020308	17220	[9401206, 1]		通过Beta路线的事件获取
1020309	17220	[9301307, 1]		通过Beta路线的事件获取
1020310	17220	[9401305, 1]		通过Beta路线的事件获取
1020311	17220	[9301305, 1]		通过Beta路线的事件获取
1020312	17220	[9401309, 1]		通过Beta路线的事件获取
1020313	17220	[9501104, 1]		通过Beta路线的事件获取
1020314	17220	[9501112, 1]		通过Beta路线的事件获取
1020315	17220	[9501204, 1]		通过Beta路线的事件获取
1020316	17220	[9401506, 1]		通过Beta路线的事件获取
1020317			1020221&1020250	矩阵循生-没经历过量子化且值够20
1020318	17222	[10014, 1]		矩阵循生-是否持有提升扭蛋机出现概率的道具
1020319	17220	[301104, 1]		瑕疵造物A减权
1020320	17220	[301701, 1]		栩栩如生A减权
1020321	17220	[501103, 1]		无尽长廊A减权
1020322	17220	[301305, 1]		继承之物A减权
1020323	17220	[501305, 1]		蓝色裂痕A减权
1020324	17220	[9401105, 1]		西西佛斯B减权
1020325	17220	[9401206, 1]		圣殿战役B减权
1020326	17220	[9501112, 1]		禁忌实验B减权
1020327	17220	[9501204, 1]		棋盘难题B减权
1020328	17220	[9401506, 1]		异界通讯B减权
1020329	17222	[20001, 1]		矩阵循生-添火道具难度判断-难度4
1020330	17222	[20006, 1]		矩阵循生-添火道具难度判断-难度3
1020331	17222	[20012, 1]		矩阵循生-添火道具难度判断-难度2
1020332	17222	[20021, 1]		矩阵循生-添火道具难度判断-难度1
1020333	17225	[100]		演算峰值达到100开放
1020334	17225	[300]		演算峰值达到300开放
1020335	17225	[700]		演算峰值达到700开放
1020336	17212	[50303, 1]		解锁结局5的Mega3章节
1020337	17212	[9002104, 1]		解锁结局6的Mega4章节
1020338	17226	[970016, 1]		解锁结局6五章的战后
1020339	17212	[9002501, 0]		连战-未经历过放弃
1020340	17212	[9002501, 1]		连战中断出现条件
1020341	17208	[5]		虚空裂痕解锁条件，完成结局3
1020342	17212	[9001702, 1]		虚空终结解锁条件之一，击败母体
1020343	17212	[9001903, 1]		虚空终结解锁条件之二，击败巴拉德
1020344	17212	[30708, 1]		虚空终结解锁条件之二，投影仪升级
1020345			1020342|(1020343&1020344)	虚空终结解锁条件汇总
1020346	17212	[9001005, 1]		β莉莉丝战后出现条件
1020347	17212	[9001605, 1]		β母体战后出现条件
1020348	17212	[9001804, 1]		β巴拉德战后出现条件
1020349	17226	[970029, 1]		矩阵-连战完成
1020350	17226	[970018, 1]		矩阵-连战未完成
1020351	17226	[970018, 0]		连战中断判断
1020352	17226	[970021, 1]		矩阵-连战1胜利
1020353	17226	[970022, 1]		矩阵-连战2胜利
1020354	17226	[970023, 1]		矩阵-连战3胜利
1020355	17226	[970024, 1]		矩阵-连战4胜利
1020356	17226	[970025, 1]		矩阵-连战5胜利
1020357	17226	[970026, 1]		矩阵-连战6胜利
1020358	17226	[970027, 1]		矩阵-连战7胜利
1020359	17226	[970028, 1]		矩阵-连战8胜利
1020360			1020339&1020352	矩阵-连战2解锁条件
1020361			1020339&1020353	矩阵-连战3解锁条件
1020362			1020339&1020354	矩阵-连战4解锁条件
1020363			1020339&1020355	矩阵-连战5解锁条件
1020364			1020339&1020356	矩阵-连战6解锁条件
1020365			1020339&1020357	矩阵-连战7解锁条件
1020366			1020339&1020358	矩阵-连战8解锁条件
1020367			1020339&1020359	矩阵-连战最终战解锁
1020368	17212	[9001504, 1]		矩阵-馆中之物解锁条件
1020369	17212	[30708, 1]		矩阵-既定阻碍解锁条件
1020370	17212	[9001903, 1]		矩阵-国王解锁条件
1020371	17220	[30708, 1]		通过Alpha路线的事件获取
1020372	17220	[9001903, 1]		通过Alpha路线的事件获取
1020373	17220	[30813, 1]		通过Alpha路线的事件获取
1020374	17220	[9001504, 1]		通过Beta路线的事件获取
1020375	17220	[50303, 1]		通过Alpha路线的事件获取
1020376	17220	[9005102, 1]		通过Beta路线的事件获取
1020377	17212	[9001702, 1]		命定曙光解锁条件之一
1020378	17212	[30809, 1]		命定曙光解锁条件之二
1020379			1020377&1020378	命定曙光解锁条件汇总
1020380	17222	[20021, 1]		普通添火道具
1020381	17222	[20012, 1]		困难添火道具
1020382	17222	[20006, 1]		噩梦添火道具
1020383	17222	[20001, 1]		地狱添火道具
1020384			1020380|1020381|1020382|1020383	持有添火道具才会解锁添火商店
1020385	17220	[9401608, 1]		通过Beta路线的事件获取
1020386	17220	[9201408, 1]		通过Beta路线的事件获取
1020387	17220	[9301505, 1]		通过Beta路线的事件获取
1020388	17226	[970021, 0]		矩阵-连战1失败
1020389	17226	[970022, 0]		矩阵-连战2失败
1020390	17226	[970023, 0]		矩阵-连战3失败
1020391	17226	[970024, 0]		矩阵-连战4失败
1020392	17226	[970025, 0]		矩阵-连战5失败
1020393	17226	[970026, 0]		矩阵-连战6失败
1020394	17226	[970027, 0]		矩阵-连战7失败
1020395	17226	[970028, 0]		矩阵-连战8失败
1020396			1020388|1020340	矩阵-连战1中断
1020397			1020389|1020340	矩阵-连战2中断
1020398			1020390|1020340	矩阵-连战3中断
1020399			1020391|1020340	矩阵-连战4中断
1020400			1020392|1020340	矩阵-连战5中断
1020401			1020393|1020340	矩阵-连战6中断
1020402			1020394|1020340	矩阵-连战7中断
1020403			1020395|1020340	矩阵-连战8中断
1020410	17004			矩阵-处于坍缩点
861140	10180	[6]		【餐厅LV6解锁】
861340	10101	[40]		指挥官等级达到40级开启
861341	10153	[1689822000, 1]		在2022/11/17 11:00 前注册
3110701	10401	[12]		通关ST-10解锁此难度
3110702	10401	[21]		通关ST-15解锁此难度
3110703	10401	[28]		通关ST-02解锁骑士
3110704	10401	[31]		通关ST-05解锁主教
3110705	10401	[35]		通关ST-09解锁城堡
3110706	10401	[40]		通关EX-04解锁皇后
3110707	10401	[17]		通关ST-11解锁动力强化
3110708	10401	[21]		通关ST-15解锁能效管理
3110709	10401	[32]		通关ST-06解锁深红囚影
3110710	10401	[8]		通关ST-06解锁焰燃我心
3110711	10401	[3]		通关ST-01解锁此剧情
3110712	10401	[9]		通关ST-07解锁此剧情
3110713	10401	[12]		通关ST-10解锁此剧情
3110714	10401	[17]		通关ST-11解锁此剧情
3110715	10401	[21]		通关ST-15解锁此剧情
3110716	10401	[44]		通关ST-13解锁持续作战
3110717	10401	[46]		通关ST-15解锁动力强化
3110718	10401	[36]		通关ST-10解锁此难度
3110719	10401	[46]		通关ST-15解锁此难度
3110720	10401	[27]		通关ST-01解锁此剧情
3110721	10401	[33]		通关ST-07解锁此剧情
3110722	10401	[36]		通关ST-10解锁此剧情
3110723	10401	[42]		通关ST-11解锁此剧情
3110724	10401	[46]		通关ST-15解锁此剧情
861320	23001	[20201]		露记冰城开放时间
861321	23001	[27701]		露记工房开放时间
861332	32199			众志行征满足引导条件
861333	10401	[9]		通关ST-07解锁
861334	10401	[12]		通关ST-10解锁
861335	10401	[16]		通关EX-04解锁
861336	10401	[21]		通关ST-15解锁
861337	10401	[26]		通关EX-15解锁
861400	10405	[61410]		箱庭棋域位于第1关触发引导
861401	10405	[61411]		箱庭棋域位于第2关触发引导
861402	10405	[61412]		箱庭棋域位于第3关触发引导
861403	10404	[0]		箱庭棋域位于常规回合
861404	10405	[61413]		箱庭棋域位于第3关触发引导
861410	10402	[3]		箱庭棋域位于第1关
861411	10402	[4]		箱庭棋域位于第2关
861412	10402	[5]		箱庭棋域位于第3关
861413	10403	[4]		箱庭棋域拥有4点能量
861414	10402	[6]		箱庭棋域位于第4关
861415	10402	[7]		箱庭棋域位于第5关
861416	10403	[8]		箱庭棋域拥有8点能量
861417	10402	[9]		箱庭棋域位于第7关
