StageId	ModelId	BossName	Score	BossLoseHpScore	LeftTimeScore	LeftHpScore	DifficultyType	DifficultyDesc	DifficultyDescEn	AutoFight	FightCharCount	PreFullScore	OpenCondition	BuffDetailsId	FeaturesId	ProposedLevel	SkillTitle	SkillDesc	AttackName
30301805	Mb1SirenMd010001UI	塞壬	336000	120000	180000	36000	5	地狱	HELL		1			[90024]			['烧夷战术', '跃浪倾覆', '臂刃狂击', '逆打碾压', '红潮潜杀', '赤红吐息', '潮汐激荡', '绝望共鸣']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '塞壬从红潮中跃起快速靠近敌人后，使用臂刃进行连续的横扫。', '凭借高大的躯体，塞壬使用臂刃进行连续的狂暴攻击。', '使用大范围的横扫斩击身后的敌人，并借助惯性对其进行滚杀重压。', '塞壬潜入红潮隐藏身形并靠近，出其不意地抓住敌人进行蹂躏。', '塞壬挥舞臂刃驱散敌人之后，从口部吐出赤红的帕弥什能量。', '塞壬通过拍击红潮水面，在敌人脚底喷涌出一道致命的漩涡。', '绝望的塞壬进行凄厉的大吼，让周围的红潮形成持续不断的喷流。']	
30301901	Mb1MelodyMd010001	曲	21000	7500	11250	2250	1	实验	TEST	True	1			[90021]			['流刃连舞', '破山横扫', '龙闪', '朝凰', '破军裂地斩', '青雀游空', '逆鳞']	['曲使用龙枪进行挥舞，对前方的敌人进行流水般的连击。', '在短暂的蓄力之后进行范围极广的横扫攻击。', '龙枪凝气为刃，挥出数道剑气攻击。', '召唤出徽羽进行环绕攻击。', '曲跃起之后以千钧之力进行前劈攻击。', '曲以极快的速度前冲，击飞敌人并对其进行凌厉的空中追击。', '当曲受到一定程度的攻击之后，会脱离受击状态并强制反击。']	
30301902	Mb1MelodyMd010001	曲	42000	15000	22500	4500	2	精英	ELITES	True	1			[90021]			['流刃连舞', '破山横扫', '龙闪', '朝凰', '破军裂地斩', '青雀游空', '逆鳞']	['曲使用龙枪进行挥舞，对前方的敌人进行流水般的连击。', '在短暂的蓄力之后进行范围极广的横扫攻击。', '龙枪凝气为刃，挥出数道剑气攻击。', '召唤出徽羽进行环绕攻击。', '曲跃起之后以千钧之力进行前劈攻击。', '曲以极快的速度前冲，击飞敌人并对其进行凌厉的空中追击。', '当曲受到一定程度的攻击之后，会脱离受击状态并强制反击。']	
30301903	Mb1MelodyMd010001	曲	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90021]			['流刃连舞', '破山横扫', '龙闪', '朝凰', '破军裂地斩', '青雀游空', '逆鳞']	['曲使用龙枪进行挥舞，对前方的敌人进行流水般的连击。', '在短暂的蓄力之后进行范围极广的横扫攻击。', '龙枪凝气为刃，挥出数道剑气攻击。', '召唤出徽羽进行环绕攻击。', '曲跃起之后以千钧之力进行前劈攻击。', '曲以极快的速度前冲，击飞敌人并对其进行凌厉的空中追击。', '当曲受到一定程度的攻击之后，会脱离受击状态并强制反击。']	
30301904	Mb1MelodyMd010001	曲	168000	60000	90000	18000	4	混沌	CHAOS		1			[90021]			['流刃连舞', '破山横扫', '龙闪', '朝凰', '破军裂地斩', '青雀游空', '逆鳞']	['曲使用龙枪进行挥舞，对前方的敌人进行流水般的连击。', '在短暂的蓄力之后进行范围极广的横扫攻击。', '龙枪凝气为刃，挥出数道剑气攻击。', '召唤出徽羽进行环绕攻击。', '曲跃起之后以千钧之力进行前劈攻击。', '曲以极快的速度前冲，击飞敌人并对其进行凌厉的空中追击。', '当曲受到一定程度的攻击之后，会脱离受击状态并强制反击。']	
30301905	Mb1MelodyMd010001	曲	336000	120000	180000	36000	5	地狱	HELL		1			[90021]			['烧夷战术', '流刃连舞', '破山横扫', '龙闪', '朝凰', '破军裂地斩', '青雀游空', '逆鳞']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '曲使用龙枪进行挥舞，对前方的敌人进行流水般的连击。', '在短暂的蓄力之后进行范围极广的横扫攻击。', '龙枪凝气为刃，挥出数道剑气攻击。', '召唤出徽羽进行环绕攻击。', '曲跃起之后以千钧之力进行前劈攻击。', '曲以极快的速度前冲，击飞敌人并对其进行凌厉的空中追击。', '当曲受到一定程度的攻击之后，会脱离受击状态并强制反击。']	
30302001	Mb1LunaMd010001UI	露娜	21000	7500	11250	2250	1	实验	TEST	True	1			[90022]			['荆棘之路', '苦痛炼狱', '湮灭深渊', '终焉圣芒', '制裁剑光', '罪欲横扫', '削骨连斩', '断头台']	['露娜蓄力后释放数道尖刺攻击正前方的敌人', '露娜蓄力后，在正前方生成三座湮灭能量阵，喷出致命的能量冲击', '露娜持续引导湮灭能量阵牵引敌人，短暂延迟后爆炸造成伤害', '露娜聚集能量，向锁定的敌人发射激光，造成伤害', '露娜以极快的速度向前突进，冲击敌人造成伤害', '露娜进行一次横扫攻击，并顺势远离敌人', '露娜短暂蓄力后，挥舞尖刺进行两段横扫', '露娜用异聚而成的巨刃，将敌人连同地面一起粉碎']	
30302002	Mb1LunaMd010001UI	露娜	42000	15000	22500	4500	2	精英	ELITES	True	1			[90022]			['荆棘之路', '苦痛炼狱', '湮灭深渊', '终焉圣芒', '制裁剑光', '罪欲横扫', '削骨连斩', '断头台']	['露娜蓄力后释放数道尖刺攻击正前方的敌人', '露娜蓄力后，在正前方生成三座湮灭能量阵，喷出致命的能量冲击', '露娜持续引导湮灭能量阵牵引敌人，短暂延迟后爆炸造成伤害', '露娜聚集能量，向锁定的敌人发射激光，造成伤害', '露娜以极快的速度向前突进，冲击敌人造成伤害', '露娜进行一次横扫攻击，并顺势远离敌人', '露娜短暂蓄力后，挥舞尖刺进行两段横扫', '露娜用异聚而成的巨刃，将敌人连同地面一起粉碎']	
30302003	Mb1LunaMd010001UI	露娜	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90022]			['荆棘之路', '苦痛炼狱', '湮灭深渊', '终焉圣芒', '制裁剑光', '罪欲横扫', '削骨连斩', '断头台']	['露娜蓄力后释放数道尖刺攻击正前方的敌人', '露娜蓄力后，在正前方生成三座湮灭能量阵，喷出致命的能量冲击', '露娜持续引导湮灭能量阵牵引敌人，短暂延迟后爆炸造成伤害', '露娜聚集能量，向锁定的敌人发射激光，造成伤害', '露娜以极快的速度向前突进，冲击敌人造成伤害', '露娜进行一次横扫攻击，并顺势远离敌人', '露娜短暂蓄力后，挥舞尖刺进行两段横扫', '露娜用异聚而成的巨刃，将敌人连同地面一起粉碎']	
30302004	Mb1LunaMd010001UI	露娜	168000	60000	90000	18000	4	混沌	CHAOS		1			[90022]			['荆棘之路', '苦痛炼狱', '湮灭深渊', '终焉圣芒', '制裁剑光', '罪欲横扫', '削骨连斩', '断头台']	['露娜蓄力后释放数道尖刺攻击正前方的敌人', '露娜蓄力后，在正前方生成三座湮灭能量阵，喷出致命的能量冲击', '露娜持续引导湮灭能量阵牵引敌人，短暂延迟后爆炸造成伤害', '露娜聚集能量，向锁定的敌人发射激光，造成伤害', '露娜以极快的速度向前突进，冲击敌人造成伤害', '露娜进行一次横扫攻击，并顺势远离敌人', '露娜短暂蓄力后，挥舞尖刺进行两段横扫', '露娜用异聚而成的巨刃，将敌人连同地面一起粉碎']	
30302005	Mb1LunaMd010001UI	露娜	336000	120000	180000	36000	5	地狱	HELL		1			[90022]			['烧夷战术', '荆棘之路', '苦痛炼狱', '湮灭深渊', '终焉圣芒', '制裁剑光', '罪欲横扫', '削骨连斩', '断头台']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '露娜蓄力后释放数道尖刺攻击正前方的敌人', '露娜蓄力后，在正前方生成三座湮灭能量阵，喷出致命的能量冲击', '露娜持续引导湮灭能量阵牵引敌人，短暂延迟后爆炸造成伤害', '露娜聚集能量，向锁定的敌人发射激光，造成伤害', '露娜以极快的速度向前突进，冲击敌人造成伤害', '露娜进行一次横扫攻击，并顺势远离敌人', '露娜短暂蓄力后，挥舞尖刺进行两段横扫', '露娜用异聚而成的巨刃，将敌人连同地面一起粉碎']	
30302101	Mb1LamiyaMd010001UI	拉弥亚	21000	7500	11250	2250	1	实验	TEST	True	1			[90027]			['真空搬斩', '水幕跃', '海沫迷踪', '刃枪横断']	['拉弥亚将敌人拉近后跃起，带动武器下砸，对敌人造成较大伤害', '拉弥亚挥刀划出一道能量墙，并顺势后跳远离敌人', '拉弥亚瞬移并观察敌人破绽，同时召唤幽灵对敌人进行骚扰', '拉弥亚挥动武器横扫敌人，后接一道势大力沉的重击']	
30302102	Mb1LamiyaMd010001UI	拉弥亚	42000	15000	22500	4500	2	精英	ELITES	True	1			[90027]			['真空搬斩', '水幕跃', '海沫迷踪', '刃枪横断']	['拉弥亚将敌人拉近后跃起，带动武器下砸，对敌人造成较大伤害', '拉弥亚挥刀划出一道能量墙，并顺势后跳远离敌人', '拉弥亚瞬移并观察敌人破绽，同时召唤幽灵对敌人进行骚扰', '拉弥亚挥动武器横扫敌人，后接一道势大力沉的重击']	
30302103	Mb1LamiyaMd010001UI	拉弥亚	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90027]			['真空搬斩', '水幕跃', '海沫迷踪', '刃枪横断']	['拉弥亚将敌人拉近后跃起，带动武器下砸，对敌人造成较大伤害', '拉弥亚挥刀划出一道能量墙，并顺势后跳远离敌人', '拉弥亚瞬移并观察敌人破绽，同时召唤幽灵对敌人进行骚扰', '拉弥亚挥动武器横扫敌人，后接一道势大力沉的重击']	
30302104	Mb1LamiyaMd010001UI	拉弥亚	168000	60000	90000	18000	4	混沌	CHAOS		1			[90027]			['真空搬斩', '水幕跃', '海沫迷踪', '刃枪横断']	['拉弥亚将敌人拉近后跃起，带动武器下砸，对敌人造成较大伤害', '拉弥亚挥刀划出一道能量墙，并顺势后跳远离敌人', '拉弥亚瞬移并观察敌人破绽，同时召唤幽灵对敌人进行骚扰', '拉弥亚挥动武器横扫敌人，后接一道势大力沉的重击']	
30302105	Mb1LamiyaMd010001UI	拉弥亚	336000	120000	180000	36000	5	地狱	HELL		1			[90027]			['烧夷战术', '真空搬斩', '水幕跃', '海沫迷踪', '刃枪横断']	['预装的战术让boss学会如何 “改造”战场，处于被她改造过的战场之中会让人物不断受到额外伤害', '拉弥亚将敌人拉近后跃起，带动武器下砸，对敌人造成较大伤害', '拉弥亚挥刀划出一道能量墙，并顺势后跳远离敌人', '拉弥亚瞬移并观察敌人破绽，同时召唤幽灵对敌人进行骚扰', '拉弥亚挥动武器横扫敌人，后接一道势大力沉的重击']	
30302201	Mb1VoodooMd010001UI	巫毒	21000	7500	11250	2250	1	实验	TEST	True	1			[90025]			['六分猎袭', '长空之坠', '绞翼连击', '音闪', '风岚切', '分星左斩']	['巫毒连续横扫后短暂远离，随后突进以匕首进行一次X状斩击', '巫毒连续两段攻击后，跃起举腿重重下砸', '巫毒短暂蓄力后，使用翅膀多次旋转切割敌人', '巫毒蓄力后迅速突进，使用匕首对敌人进行一次X状斩击', '巫毒转动翅膀追击切割敌人', '巫毒掏出匕首横扫攻击，并顺势远离敌人']	
30302202	Mb1VoodooMd010001UI	巫毒	42000	15000	22500	4500	2	精英	ELITES	True	1			[90025]			['六分猎袭', '长空之坠', '绞翼连击', '音闪', '风岚切', '分星左斩']	['巫毒连续横扫后短暂远离，随后突进以匕首进行一次X状斩击', '巫毒连续两段攻击后，跃起举腿重重下砸', '巫毒短暂蓄力后，使用翅膀多次旋转切割敌人', '巫毒蓄力后迅速突进，使用匕首对敌人进行一次X状斩击', '巫毒转动翅膀追击切割敌人', '巫毒掏出匕首横扫攻击，并顺势远离敌人']	
30302203	Mb1VoodooMd010001UI	巫毒	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90025]			['六分猎袭', '长空之坠', '绞翼连击', '音闪', '风岚切', '分星左斩']	['巫毒连续横扫后短暂远离，随后突进以匕首进行一次X状斩击', '巫毒连续两段攻击后，跃起举腿重重下砸', '巫毒短暂蓄力后，使用翅膀多次旋转切割敌人', '巫毒蓄力后迅速突进，使用匕首对敌人进行一次X状斩击', '巫毒转动翅膀追击切割敌人', '巫毒掏出匕首横扫攻击，并顺势远离敌人']	
30302204	Mb1VoodooMd010001UI	巫毒	168000	60000	90000	18000	4	混沌	CHAOS		1			[90025]			['六分猎袭', '长空之坠', '绞翼连击', '音闪', '风岚切', '分星左斩']	['巫毒连续横扫后短暂远离，随后突进以匕首进行一次X状斩击', '巫毒连续两段攻击后，跃起举腿重重下砸', '巫毒短暂蓄力后，使用翅膀多次旋转切割敌人', '巫毒蓄力后迅速突进，使用匕首对敌人进行一次X状斩击', '巫毒转动翅膀追击切割敌人', '巫毒掏出匕首横扫攻击，并顺势远离敌人']	
30302205	Mb1VoodooMd010001UI	巫毒	336000	120000	180000	36000	5	地狱	HELL		1			[90025]			['烧夷战术', '六分猎袭', '长空之坠', '绞翼连击', '音闪', '风岚切', '分星左斩']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '巫毒连续横扫后短暂远离，随后突进以匕首进行一次X状斩击', '巫毒连续两段攻击后，跃起举腿重重下砸', '巫毒短暂蓄力后，使用翅膀多次旋转切割敌人', '巫毒蓄力后迅速突进，使用匕首对敌人进行一次X状斩击', '巫毒转动翅膀追击切割敌人', '巫毒掏出匕首横扫攻击，并顺势远离敌人']	
30302301	Mb1PunishdataMd010001UI	不明数据聚集体	21000	7500	11250	2250	1	实验	TEST	True	1			[90021]			['悲鸣回旋', '噩梦屠戮', '侵蚀之光', '裂创爪痕', '深红交击', '宣死祷告', '腐浊啸鸣']	['不明数据聚集体挥舞手中的侵蚀数据体，横扫前方目标', '不明数据聚集体以手中的侵蚀数据体旋转横扫，对范围内的敌人造成伤害', '不明数据聚集体用侵蚀数据体进行一段重劈，随即横拉武器释放红潮侵蚀扇形范围内的敌人', '不明数据聚集体将侵蚀数据体重重插入地下，生成三道爪痕追踪远方的敌人', '不明数据聚集体以侵蚀数据体横扫周围敌人后，快速对面前的敌人进行前劈攻击', '不明数据聚集体释放两道光幕封锁前方区域，随后凝聚出一道巨大光束斩杀敌人', '不明数据聚集体在敌人脚下生成侵蚀红潮，并迅速脱离敌人，随后持续牵引敌人，短暂延迟后产生污浊音爆造成大范围伤害']	
30302302	Mb1PunishdataMd010001UI	不明数据聚集体	42000	15000	22500	4500	2	精英	ELITES	True	1			[90021]			['悲鸣回旋', '噩梦屠戮', '侵蚀之光', '裂创爪痕', '深红交击', '宣死祷告', '腐浊啸鸣']	['不明数据聚集体挥舞手中的侵蚀数据体，横扫前方目标', '不明数据聚集体以手中的侵蚀数据体旋转横扫，对范围内的敌人造成伤害', '不明数据聚集体用侵蚀数据体进行一段重劈，随即横拉武器释放红潮侵蚀扇形范围内的敌人', '不明数据聚集体将侵蚀数据体重重插入地下，生成三道爪痕追踪远方的敌人', '不明数据聚集体以侵蚀数据体横扫周围敌人后，快速对面前的敌人进行前劈攻击', '不明数据聚集体释放两道光幕封锁前方区域，随后凝聚出一道巨大光束斩杀敌人', '不明数据聚集体在敌人脚下生成侵蚀红潮，并迅速脱离敌人，随后持续牵引敌人，短暂延迟后产生污浊音爆造成大范围伤害']	
30302303	Mb1PunishdataMd010001UI	不明数据聚集体	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90021]			['悲鸣回旋', '噩梦屠戮', '侵蚀之光', '裂创爪痕', '深红交击', '宣死祷告', '腐浊啸鸣']	['不明数据聚集体挥舞手中的侵蚀数据体，横扫前方目标', '不明数据聚集体以手中的侵蚀数据体旋转横扫，对范围内的敌人造成伤害', '不明数据聚集体用侵蚀数据体进行一段重劈，随即横拉武器释放红潮侵蚀扇形范围内的敌人', '不明数据聚集体将侵蚀数据体重重插入地下，生成三道爪痕追踪远方的敌人', '不明数据聚集体以侵蚀数据体横扫周围敌人后，快速对面前的敌人进行前劈攻击', '不明数据聚集体释放两道光幕封锁前方区域，随后凝聚出一道巨大光束斩杀敌人', '不明数据聚集体在敌人脚下生成侵蚀红潮，并迅速脱离敌人，随后持续牵引敌人，短暂延迟后产生污浊音爆造成大范围伤害']	
30302304	Mb1PunishdataMd010001UI	不明数据聚集体	168000	60000	90000	18000	4	混沌	CHAOS		1			[90021]			['悲鸣回旋', '噩梦屠戮', '侵蚀之光', '裂创爪痕', '深红交击', '宣死祷告', '腐浊啸鸣']	['不明数据聚集体挥舞手中的侵蚀数据体，横扫前方目标', '不明数据聚集体以手中的侵蚀数据体旋转横扫，对范围内的敌人造成伤害', '不明数据聚集体用侵蚀数据体进行一段重劈，随即横拉武器释放红潮侵蚀扇形范围内的敌人', '不明数据聚集体将侵蚀数据体重重插入地下，生成三道爪痕追踪远方的敌人', '不明数据聚集体以侵蚀数据体横扫周围敌人后，快速对面前的敌人进行前劈攻击', '不明数据聚集体释放两道光幕封锁前方区域，随后凝聚出一道巨大光束斩杀敌人', '不明数据聚集体在敌人脚下生成侵蚀红潮，并迅速脱离敌人，随后持续牵引敌人，短暂延迟后产生污浊音爆造成大范围伤害']	
30302305	Mb1PunishdataMd010001UI	不明数据聚集体	336000	120000	180000	36000	5	地狱	HELL		1			[90021]			['烧夷战术', '悲鸣回旋', '噩梦屠戮', '侵蚀之光', '裂创爪痕', '深红交击', '宣死祷告', '腐浊啸鸣']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '不明数据聚集体挥舞手中的侵蚀数据体，横扫前方目标', '不明数据聚集体以手中的侵蚀数据体旋转横扫，对范围内的敌人造成伤害', '不明数据聚集体用侵蚀数据体进行一段重劈，随即横拉武器释放红潮侵蚀扇形范围内的敌人', '不明数据聚集体将侵蚀数据体重重插入地下，生成三道爪痕追踪远方的敌人', '不明数据聚集体以侵蚀数据体横扫周围敌人后，快速对面前的敌人进行前劈攻击', '不明数据聚集体释放两道光幕封锁前方区域，随后凝聚出一道巨大光束斩杀敌人', '不明数据聚集体在敌人脚下生成侵蚀红潮，并迅速脱离敌人，随后持续牵引敌人，短暂延迟后产生污浊音爆造成大范围伤害']	
30302401	Mb1HamuleiteMd010001UI	哈姆雷特	21000	7500	11250	2250	1	实验	TEST	True	1			[90028]			['荒芜横扫', '时间摧折', '倾覆之力', '罹难冲击', '绝境呼喊', '疠然惩戒']	['哈姆雷特抓破地面向前方横扫，将敌人狠狠抛飞。', '哈姆雷特抡起大手下砸打击敌人。', '哈姆雷特前冲将敌人抓向自己，随后从上而下重击，对敌人造成较大伤害', '哈姆雷特在短暂蓄力后轻扫，随后前冲将敌人抛弃击飞。', '哈姆雷特抛出数个音符炸弹向锁定的敌人进行连续轰炸。', '哈姆雷特聚集能量，向前方释放大范围拍击。']	
30302402	Mb1HamuleiteMd010001UI	哈姆雷特	42000	15000	22500	4500	2	精英	ELITES	True	1			[90028]			['荒芜横扫', '时间摧折', '倾覆之力', '罹难冲击', '绝境呼喊', '疠然惩戒']	['哈姆雷特抓破地面向前方横扫，将敌人狠狠抛飞。', '哈姆雷特抡起大手下砸打击敌人。', '哈姆雷特前冲将敌人抓向自己，随后从上而下重击，对敌人造成较大伤害', '哈姆雷特在短暂蓄力后轻扫，随后前冲将敌人抛弃击飞。', '哈姆雷特抛出数个音符炸弹向锁定的敌人进行连续轰炸。', '哈姆雷特聚集能量，向前方释放大范围拍击。']	
30302403	Mb1HamuleiteMd010001UI	哈姆雷特	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90028]			['荒芜横扫', '时间摧折', '倾覆之力', '罹难冲击', '绝境呼喊', '疠然惩戒']	['哈姆雷特抓破地面向前方横扫，将敌人狠狠抛飞。', '哈姆雷特抡起大手下砸打击敌人。', '哈姆雷特前冲将敌人抓向自己，随后从上而下重击，对敌人造成较大伤害', '哈姆雷特在短暂蓄力后轻扫，随后前冲将敌人抛弃击飞。', '哈姆雷特抛出数个音符炸弹向锁定的敌人进行连续轰炸。', '哈姆雷特聚集能量，向前方释放大范围拍击。']	
30302404	Mb1HamuleiteMd010001UI	哈姆雷特	168000	60000	90000	18000	4	混沌	CHAOS		1			[90028]			['荒芜横扫', '时间摧折', '倾覆之力', '罹难冲击', '绝境呼喊', '疠然惩戒']	['哈姆雷特抓破地面向前方横扫，将敌人狠狠抛飞。', '哈姆雷特抡起大手下砸打击敌人。', '哈姆雷特前冲将敌人抓向自己，随后从上而下重击，对敌人造成较大伤害', '哈姆雷特在短暂蓄力后轻扫，随后前冲将敌人抛弃击飞。', '哈姆雷特抛出数个音符炸弹向锁定的敌人进行连续轰炸。', '哈姆雷特聚集能量，向前方释放大范围拍击。']	
30302405	Mb1HamuleiteMd010001UI	哈姆雷特	336000	120000	180000	36000	5	地狱	HELL		1			[90028]			['烧夷战术', '荒芜横扫', '时间摧折', '倾覆之力', '罹难冲击', '绝境呼喊', '疠然惩戒']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '哈姆雷特抓破地面向前方横扫，将敌人狠狠抛飞。', '哈姆雷特抡起大手下砸打击敌人。', '哈姆雷特前冲将敌人抓向自己，随后从上而下重击，对敌人造成较大伤害', '哈姆雷特在短暂蓄力后轻扫，随后前冲将敌人抛弃击飞。', '哈姆雷特抛出数个音符炸弹向锁定的敌人进行连续轰炸。', '哈姆雷特聚集能量，向前方释放大范围拍击。']	
30302501	Mb1MoonguyMd010001UI	噬月异种	21000	7500	11250	2250	1	实验	TEST	True	1			[90022]			['蚀破衰退', '颠序连扫', '坠跃迫裂', '失重旋击', '截域折袭']	['战斗持续30秒后，霸体值被清空的噬月异种在反击时若被超算反打，其手臂将被切除，从而损失大量生命', '噬月异种使用爪子进行连续的横扫', '噬月异种轻轻跃起，并借助惯性对敌人进行重压', '噬月异种右滑铲扑杀敌人', '噬月异种突然侧跳，出其不意地抓向敌人背部']	
30302502	Mb1MoonguyMd010001UI	噬月异种	42000	15000	22500	4500	2	精英	ELITES	True	1			[90022]			['蚀破衰退', '颠序连扫', '坠跃迫裂', '失重旋击', '截域折袭']	['战斗持续30秒后，霸体值被清空的噬月异种在反击时若被超算反打，其手臂将被切除，从而损失大量生命', '噬月异种使用爪子进行连续的横扫', '噬月异种轻轻跃起，并借助惯性对敌人进行重压', '噬月异种右滑铲扑杀敌人', '噬月异种突然侧跳，出其不意地抓向敌人背部']	
30302503	Mb1MoonguyMd010001UI	噬月异种	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90022]			['蚀破衰退', '颠序连扫', '坠跃迫裂', '失重旋击', '截域折袭']	['战斗持续30秒后，霸体值被清空的噬月异种在反击时若被超算反打，其手臂将被切除，从而损失大量生命', '噬月异种使用爪子进行连续的横扫', '噬月异种轻轻跃起，并借助惯性对敌人进行重压', '噬月异种右滑铲扑杀敌人', '噬月异种突然侧跳，出其不意地抓向敌人背部']	
30302504	Mb1MoonguyMd010001UI	噬月异种	168000	60000	90000	18000	4	混沌	CHAOS		1			[90022]			['蚀破衰退', '颠序连扫', '坠跃迫裂', '失重旋击', '截域折袭']	['战斗持续30秒后，霸体值被清空的噬月异种在反击时若被超算反打，其手臂将被切除，从而损失大量生命', '噬月异种使用爪子进行连续的横扫', '噬月异种轻轻跃起，并借助惯性对敌人进行重压', '噬月异种右滑铲扑杀敌人', '噬月异种突然侧跳，出其不意地抓向敌人背部']	
30302505	Mb1MoonguyMd010001UI	噬月异种	336000	120000	180000	36000	5	地狱	HELL		1			[90022]			['烧夷战术', '蚀破衰退', '颠序连扫', '坠跃迫裂', '失重旋击', '截域折袭']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '战斗持续30秒后，霸体值被清空的噬月异种在反击时若被超算反打，其手臂将被切除，从而损失大量生命', '噬月异种使用爪子进行连续的横扫', '噬月异种轻轻跃起，并借助惯性对敌人进行重压', '噬月异种右滑铲扑杀敌人', '噬月异种突然侧跳，出其不意地抓向敌人背部']	
30302601	Mb1AolajiangMd010002	鲨士碧儿[黑化]	21000	7500	11250	2250	1	实验	TEST	True	1			[90029]			['呜呜好累…', '飞啦！', '呼啦突击！', '才没有卡顿！']	['黑鲨碧使用锤子进行五段连续的狂暴攻击，在这之后会陷入短暂的脱力虚弱状态，此时受到的伤害提升', '黑鲨碧向敌人发起冲击后侧跳抡起锤子将敌人砸飞', '黑鲨碧向右闪现，随后向敌人突进，抡起锤子对敌人造成伤害', '黑鲨碧在一阵闪烁后突然跃向敌人发动攻击']	
30302602	Mb1AolajiangMd010002	鲨士碧儿[黑化]	42000	15000	22500	4500	2	精英	ELITES	True	1			[90029]			['呜呜好累…', '飞啦！', '呼啦突击！', '才没有卡顿！']	['黑鲨碧使用锤子进行五段连续的狂暴攻击，在这之后会陷入短暂的脱力虚弱状态，此时受到的伤害提升', '黑鲨碧向敌人发起冲击后侧跳抡起锤子将敌人砸飞', '黑鲨碧向右闪现，随后向敌人突进，抡起锤子对敌人造成伤害', '黑鲨碧在一阵闪烁后突然跃向敌人发动攻击']	
30302603	Mb1AolajiangMd010002	鲨士碧儿[黑化]	84000	30000	45000	9000	3	骑士	KNIGHT	True	1			[90029]			['呜呜好累…', '飞啦！', '呼啦突击！', '才没有卡顿！']	['黑鲨碧使用锤子进行五段连续的狂暴攻击，在这之后会陷入短暂的脱力虚弱状态，此时受到的伤害提升', '黑鲨碧向敌人发起冲击后侧跳抡起锤子将敌人砸飞', '黑鲨碧向右闪现，随后向敌人突进，抡起锤子对敌人造成伤害', '黑鲨碧在一阵闪烁后突然跃向敌人发动攻击']	
30302604	Mb1AolajiangMd010002	鲨士碧儿[黑化]	168000	60000	90000	18000	4	混沌	CHAOS		1			[90029]			['呜呜好累…', '飞啦！', '呼啦突击！', '才没有卡顿！']	['黑鲨碧使用锤子进行五段连续的狂暴攻击，在这之后会陷入短暂的脱力虚弱状态，此时受到的伤害提升', '黑鲨碧向敌人发起冲击后侧跳抡起锤子将敌人砸飞', '黑鲨碧向右闪现，随后向敌人突进，抡起锤子对敌人造成伤害', '黑鲨碧在一阵闪烁后突然跃向敌人发动攻击']	
30302605	Mb1AolajiangMd010002	鲨士碧儿[黑化]	336000	120000	180000	36000	5	地狱	HELL		1			[90029]			['烧夷战术', '呜呜好累…', '飞啦！', '呼啦突击！', '才没有卡顿！']	['预装的战术让boss学会如何 “改造”战场，处于被它改造过的战场之中会让人物不断受到额外伤害', '黑鲨碧使用锤子进行五段连续的狂暴攻击，在这之后会陷入短暂的脱力虚弱状态，此时受到的伤害提升', '黑鲨碧向敌人发起冲击后侧跳抡起锤子将敌人砸飞', '黑鲨碧向右闪现，随后向敌人突进，抡起锤子对敌人造成伤害', '黑鲨碧在一阵闪烁后突然跃向敌人发动攻击']	
30302701	Mb1TifaMd010001UI	苦刑之女·幻妄	21000	7500	11250	2250	1	实验	TEST	True	1			[90024]			['荆棘之吻', '尖刺胄甲', '无妄刑刺']	['苦刑之女·幻妄同时释放大量尖刺吞噬敌人。', '苦刑之女·幻妄用尖刺包裹住自己身躯进行守护，随后在周围生成4道荆棘刺桩。', '苦刑之女·幻妄召唤巨型尖刺攻击敌人，落下后在敌人脚下生成荆棘刺桩。']	
30302702	Mb1TifaMd010001UI	苦刑之女·幻妄	42000	15000	22500	4500	2	精英	ELITES	True	1			[90024]			['荆棘之吻', '尖刺胄甲', '无妄刑刺']	['苦刑之女·幻妄同时释放大量尖刺吞噬敌人。', '苦刑之女·幻妄用尖刺包裹住自己身躯进行守护，随后在周围生成4道荆棘刺桩。', '苦刑之女·幻妄召唤巨型尖刺攻击敌人，落下后在敌人脚下生成荆棘刺桩。']	
