Key	Text
PlanetRunningQuickBuildClose	快速回收已关闭
PlanetRunningNoEnoughCoin	所需资源不足
PlanetRunningClearBuildTitle	确定回收?
PlanetRunningClearBuildContest	确定要回收星球上所有建筑吗
PlanetRunningTipSure	确认
PlanetRunningTipCancel	取消
CanNotClaimRewardsRepeatedly	无法重复领取奖励
DefaultKeyCodesTip	当前操作类型所有按键映射将恢复默认设置，是否继续？
PlanetRunningBossRound	{0}/{1} 圈
PlanetRunningNoLeader	当前队伍为空，请先设置队伍
PlanetLevelText	等级{0}
UiMonsterCombatChapterOpenTime	{0}开启
UiMonsterCombatChapterClearUnlock	通关{0}章节解锁
UiMonsterCombatChapterNotOpen	章节未开启
UiMonsterCombatChapterNotClear	{0}章节未通关
UiMonsterCombatStageNotClear	未通关
UiMonsterCombatStageDetailScoreDesc	最高作战记录：{0}
UiMonsterCombatCheckMonsterNil	怪物不能为空
UiMonsterCombatMonsterFightTimeDesc	{0}s
UiMonsterCombatMonsterCoolingTimeDesc	[冷却时间：{0}s]
UiMonsterCombatMaxAllScore	{0}
UiMonsterCombatMaxAllHistoryScore	{0}
UiMonsterCombatMonsterNotUnlock	未解锁
PlanetConfigChangeKickOutContext	内容更新，请重新登录！
PlanetConfigChangeKickOutTitle	提示
PlanetRunningBuildBanned	当前关卡不可携带该建筑图纸
PlanetRunningBuildSureBring	当前关卡必须携带该建筑图纸
PlanetRunningBuildBringInLimit	携带建筑图纸数量已达上限
PlanetRunningStageFullName	{0}：{1}
PcRechargeCloseTip	该功能无法使用，请前往移动端
PcPurchaseBuyHongKaCountTips	虹卡数量不足，请前往移动端
PcUnableFullScreen	当前仅支持2560×2048及以下分辨率开启全屏模式
PcControllerTypePollingIntervalTip	检测到使用了新的手柄设备，请在键位设置界面确认设备型号是否正确
JoystickSimulatedBehaviorClose	手柄虚拟指针功能已关闭
JoystickSimulatedBehaviorOpen	手柄虚拟指针功能已开启
FitterCharCareer	适配成员职业
FitterCharElement	适配成员能量
SlotMachineTimeNotOpen	活动未开放
SlotMachineTimeEnd	活动已结束
SlotMachineTimeTextDesc	倒计时：
SlotMachineTipsLock	鲨鲨冰车未启动
SlotMachineTipsUnLockDesc	10次抽取必定获得隐藏款
SlotMachineTipsUnLock	当前次数:{0}/{1}
SlotMachineBtnStartLockName	{0}次点单
SlotMachineBtnStartUnLockName	{0}次点单
SlotMachineIsLocked	「鲨鲨冰车」奖池抽取完毕后开放
SlotMachineIsFinish	冰车已清空
SlotMachineTaskNumProcess	<size=40><color=#0f70bc>{0}</color></size>/{1}
SlotMachineLogNameText	{0}  {1}  {2}
SlotMachineLogScoreText	积分+{0}
SlotMachineRecoveryEndTips	积分已达上限，回收多出的抽取道具
SlotMachineCoinNotEnough	点单所需的道具不足，可通过任务获取
ReformMob	第{0}波
ReformMobAmount	敌兵数量：{0}/{1}
ReformMobAmountCanSelect	剩余:{0}
ReformMobLevel	危险:{0}
ReformNextStar	距离下一个积分还差<color=#ff8340>{0}</color>压力值
ReformLockedTip	通关{0}解锁
ReformDiffUnlockedTip	{0}高难已解锁!
ReformTaskStarNumber	<size=50><color=#168bd2>{0}</color></size>/{1}
ReformPressureMax	达到压力值上限
ReformAffixMax	词缀数量超过上限
ReformExtraStar	特殊目标：{0}
ReformRoleRoomStar	当前积分：    <color=#2272BF>{0}</color>
ReformRoleRoomPressure	当前压力值：{0}
ReformReset	是否重置选择
ReformFullStar	达到最大积分
SceneSettingUsing	使用中
SceneSettingLock	未解锁
SceneSettingNormal	同步主界面
SceneSettingObtain	已获得场景——{0}
CheckPaidGemTip	本次购买将消耗黑卡，确认购买？
FubenRepeatchallengeEndFightTime	作战时间已结束
CerbrusGameStoryProgress	剧情进度：{0}
CerbrusGameChallengeProgress	挑战进度：{0}
CerbrusGameChallengeLimit	击破光辉行进者后解锁
CerbrusGameChallengeLimit1	未到达开启时间，无法挑战
CerbrusGameChapterLineNameStory	<color=#875461>S T O R Y</color>
CerbrusGameChapterLineNameFight	F I G H T
TransfiniteLevel	(等级:{0}-{1})
TransfiniteTime	本期剩余时间:<color=#0e70bd><size=32>{0}</size></color>
TransfiniteTimeFight	{0}
TransfiniteTimeReset	当前章节未完成，是否重置挑战
TransfiniteTimeLockTeam	开启挑战后将无法调整阵容，是否继续
TransfiniteTimeLockTeam2	无法修改阵容
TransfiniteTimeLowOnMember	所选成员不足三人，是否继续挑战？\n开启挑战后将无法调整阵容
TransfiniteSave	是否保存本关挑战成绩
TransfiniteSettle	结算
TransfiniteSave2	当前队伍中有角色<color=#0E70BD>死亡</color>，保存成绩后<color=#0E70BD>无法</color>在接下来的战斗中出场
TransfiniteStageNotStartAnchorTips	关卡不是起始锚点
CerbrusGameTeamLimit2	需要上阵{0}
EquipOverrun	武器谐振
EquipOverrunActiveTips	<color=#FF0000FF>（武器谐振吸收激活）</color>
EquipOverrunNotEquip	武器未装备
EquipOverrunActive2	当前武器穿戴成员可额外激活意识二件套效果
EquipOverrunActive4	当前武器穿戴成员可额外激活意识四件套效果
EquipOverrunActive6	当前武器穿戴成员可额外激活意识六件套效果
EquipOverrunNotActive	<color=#FF0000FF>当前武器穿戴成员无意识套装效果可额外激活</color>
EquipOverrunBlindNotMatchTips	该武器绑定意识套装与穿戴角色不匹配，谐振吸收效果无法生效，是否继续？
EquipOverrunActive	谐振激活
EquipOverrunLevelUpTips	是否要对<color=#0E70BD>【{0}】</color>进行谐振？
EquipOverrunActiveEffectTips1	可额外激活{0}件套意识套装效果，是否要激活并绑定<color=#0E70BD>【{1}】</color>?
EquipOverrunActiveEffectTips2	无意识套装效果可额外激活，是否要激活并绑定<color=#0E70BD>【{0}】</color>?
TransfiniteRewardReceive	已领取
TransfiniteTimeExtra	{0}秒内通关可获得额外算符
TransfiniteTimeExtra2	{0}秒内通关
TransfiniteTimeExtra3	<color=#ee2746>{0}秒内通过可获得额外奖励</color>
TransfiniteRewardCanReceive	可领取
TransfiniteNotRewardCanReceive	没有奖励可领取
TransfiniteLockGoOn	当前成绩未达标无法解锁下一关，是否要重新挑战
TransfiniteLockGoOn2	本关卡挑战未达成，是否重新挑战本关卡
TransfiniteLockGoOn3	当前队伍中有角色阵亡保存成绩后在接下来的战斗中无法再使用，本关卡挑战未达成，是否重新挑战本关卡
TransfiniteLockGoOn4	当前队伍中有角色阵亡保存成绩后在接下来的战斗中无法再使用，是否重新挑战本关卡
TransfiniteRechallenge	重新挑战
TransfiniteGoOn	继续挑战
TransfiniteResult	<b>指挥官<color=#0093df>{0}</color>于<color=#0093df>{1}</color>，进行了<color=#0093df>{2}</color>的挑战</b>
ItemRebackTips	每{0}分钟会自然恢复{1}点
EquipResonanceCharBlind	成员已绑定
EquipResonanceCharChange	更换成员
EquipResonanceCharSelect	绑定成员
EquipResonanceCharDisable	选择成员
EquipResonanceItemBlind	材料已选择
EquipResonanceItemSelect	消耗材料或武器
EquipResonanceItemSelect2	消耗材料或意识
EquipResonanceItemDisable	选择材料
EquipResonanceItemNoConsume	无材料消耗
EquipResonanceSkillBlind	技能已绑定
EquipResonanceSkillChange	更换技能
EquipResonanceSkillSelect	绑定技能
EquipResonanceSkillDisable	选择技能
EquipResonanceRandomSkill	随机技能
EquipLevel	等级
ItemOwn	拥有
ItemCost	消耗
EquipWeaponBtnName	共鸣&谐振
EquipAwarenessBtnName	共鸣&超频
EquipResonanceName	共鸣
EquipOverrunClickTips	谐振吸收功能未解锁，无法绑定意识
EquipOverrunUnlockTips	80级解锁谐振
EquipStrengthenExpOverflowTips	当前选中的强化材料经验溢出较多， 溢出经验无法保留，是否继续？
Theatre3EquipExchange	交换
Theatre3EquipExchangeSuitSite	请选择要更换位置的套装
Theatre3EquipCapcityTip	该位置容量已达上限
Theatre3EquipSiteTip	同个套装的装备只能装备在同个位置
Theatre3EquipExchangeSuitTip	确认将[{0}]与[{1}]位置交换
Theatre3EquipExchangeEmptySuitTip	确认将[{0}]置入空槽{1}
Theatre3EquipRebuildEquipTipBtn	选择
Theatre3EquipRebuildEquipTip	重铸后[{0}]将消失，是否继续
Theatre3EquipRebuildSuitComplete	已集齐的套装不可作为重铸目标
Theatre3SettlementTipTitle	藏品效果
Theatre3EquipRebuildTimes	重铸次数：
Theatre3EquipRebuildNoTimes	剩余次数不足
Theatre3EquipRebuildCloseTip	还有剩余次数，是否确定离开界面？
Theatre3SaveTeamSettingTip	尚未进行修改
Theatre3SetTeamBackTip	修改未保存，是否保存
Theatre3RoleJoin	编入
Theatre3RoleExit	下阵
Theatre3EnergyNoEnoughTip	招募能量不足
Theatre3AdventureOptionSelectTip	请先选择选项！
Theatre3AdventureSuitBtnName	套装
Theatre3AdventurePropBtnName	藏品
Theatre3AdventureBtnBattleName	出击
Theatre3AdventureBtnStartName	开始演算
Theatre3SettleRewardTip	是否暂停演算，回到主界面
Theatre3GiveUpTitle	提示
Theatre3GiveUpContent	是否确认终止演算？\n将<color=#998f72>重置正在进行的演算</color>并进入<color=#998f72>结算流程</color>重置正在进行的演算
Theatre3EndFightRewardTitle	提示
Theatre3EndFightRewardContent	有尚未领取的奖励，是否确认结束领取？
Theatre3EndShopTitle	提示
Theatre3EndShopContent	是否结束购物
Theatre3ShopItemBuyTip	该商品已售出
Theatre3PlayRoleNoEquipTip	该角色无装备
Theatre3RestartTipsDesc	算力单元不足
Theatre3EquipExchangeTimes	交换次数：
Theatre3EquipTimes	<color=#00487c><size=60>{0}</size></color>/{1}
Theatre3EnergyUnused	招募能量{0}
Theatre3EquipBackTip	是否离开演算？
Theatre3EquipShowTitle	成员套装
Theatre3EquipRebuildTitle	请选择装备进行重铸
Theatre3EquipEmptySlotTip	当前槽位暂无角色，是否继续选中？
Theatre3EnergyNum	<color=#356a91>{0}</color><size=55>/{1}</size>
Theatre3EnergyQuantumNum	<color=#ffffff>{0}</color><size=55>/{1}</size>
Theatre3EquipSuitNumNewLine	{0}
Theatre3SetBagBtnName	置入
Theatre3RoleRoomTitle	当前槽位套装配置
Theatre3ItemDetroy	经过{0}场战斗后销毁
Theatre3TxtFightResult	{0}W
Theatre3TxtFightResultEquipNumber	<color=#5A83AE>{0}</color>/{1}
Theatre3AchievementProcess	已完成数量：<color=#66b2ec>{0}</color>/{1}
Theatre3CantSwitchChapter	当前线路不可切换
Theatre3EquipQuantumSelectTitle	选择套装熵变
Theatre3EquipQuantumTimes	剩余次数：
Theatre3EquipQuantumTipContent	是否确定将[{0}]熵变？
Theatre3EquipQuantumTitle	熵变
Theatre3AlreadyQuantum	该装备已熵变！
Theatre3RefreshTimes	剩余次数 {0}/{1}
Theatre3RefreshBoxTip	算力单元不足
UnWearAwareness	未穿戴意识
UiCharacterUniframeBubbleV2P6Text	此类机体为特遣区使用的机体，拥有专属的独域技能(闪袭、终结技）
EmptyCharacter	暂无可选成员
EmptySupporter	暂未有好友/指挥局成员提供支援角色
UiCharacterCareerTipsV2P6	职业详情
UiCharacterElementDetail	能量详情
FashionHeadLiberation	泛用式·终阶
FilterAwarenessEmpty	暂未拥有该部位意识
CurrentFilterSuit	套装筛选：{0}
SummerEpisodeMapUnLock	{0}解锁
CharacterQualityActiveEnable	可进化
TurntableTime	剩余时间：{0}
TurntableTimes	已转动{0}次
TurntableNoItemTip	已抽取所有道具
TurntableRotateTimes	转动{0}次
TurntableRecordNum	仅显示最近{0}条记录
FashionStoryTrialPreStagePassTip	通过{0}关卡后解锁
FashionStoryTrialOutTime	{0}解锁
FavorabilityDropDownJPNCV	日语：
FavorabilityDropDownCNCV	普通话：
FavorabilityDropDownENCV	英语：
FavorabilityDropDownHKCV	粤语：
TransfiniteTeamMemberDead	当前成员已被淘汰
TransfiniteRepeatChallengeStage	重新挑战
TransfiniteBeginChallengeStage	开始挑战
EquipStrengthenNoItemTips	所选升级道具不足
RomanOne	Ⅰ
RomanTwo	Ⅱ
RomanThree	Ⅲ
RomanFour	Ⅳ
RomanFive	Ⅴ
RomanSix	Ⅵ
RomanSeven	Ⅶ
RomanEight	Ⅷ
RomanNine	Ⅸ
RomanTen	Ⅹ
FashionStoryGroupPassTip	通过{0}章节后解锁
FashionStoryGroupOutTime	未处于开启时间
CharacterExhibitionGroupNullText	Punishing
TransfiniteTimeExtra4	<color=#64EE64>{0}秒内通过可获得额外奖励（已达成）</color>
BlackRockChessMoveInterval	行动间隔：{0}
BlackRockChessStageUnlock	需要通关前置关卡才解锁
BlackRockChessPreStageUnlock	通关{0}解锁
BlackRockChessArchiveUnlock	剧情暂未解锁
BlackRockChessSkillUnlock	技能暂未解锁
BlackRockChessWeaponUnlock	武器暂未解锁
BlackRockChessChessUnlock	棋子暂未解锁
BlackRockChessOtherFightTip	正在挑战其他关卡
BlackRockChessCoinTip	金币不足
BlackRockChessShopRefreshTip	商店刷新次数已达上限
BlackRockChessPrepareLimitTip	备战栏棋子已达上限
BlackRockChessPrepareMoreTip	备战栏棋子已超上限
BlackRockChessLayoutLimitTip	上阵棋子已超上限
BlackRockChessPrepareBar	可上阵：{0}/{1}
BlackRockChessShopCloseCoinTip	当前还有可购买商品，结束交易后金币将清空，是否继续结束交易
BlackRockChessTipBtnText1	继续购买
BlackRockChessTipBtnText2	结束交易
BlackRockChessShopClosePieceTip	当前还有棋子可上阵，是否直接开始作战
BlackRockChessTipBtnText3	上阵并开始
BlackRockChessTipBtnText4	直接开始
BlackRockChessShopCloseClashTip	当前有棋子与其他棋子位置存在冲突
BlackRockChessShopSellOutTip	该商品已售罄
BlackRockChessFightNodeEnter	进入下一关
BlackRockChessSellPiece	暂无棋子可出售
BlackRockChessDontSwitchStage	挑战中无法切换
UiNewActivityCalendarBeginCountDown	准备中:{0}
UiNewActivityCalendarEndCountDown	进行中:{0}
FavorabilityCharacterSelectOverflowTips	最多可选4名助理
ExpensiveItemExpiration	珍稀道具到期
TransfiniteTimeExtra5	{0}秒内通关可开启14关挑战
TransfiniteTimeExtra6	<color=#64EE64>{0}秒内通关可开启14关挑战（已达成）</color>
TransfiniteTimeExtra7	<color=#ee2746>{0}秒内通关可开启14关挑战</color>
FavorabilityCharacterSelectChangeTips	您已做出修改，是否保存后退出？
PcMouseButtonAttack	攻击
PcMouseButtonDodge	闪避
RiftChapterPrivilegeTarget	权限解锁
RiftSeasonStart	{0}已开启
RiftLayerUnlockTip	通关{0}后解锁
FavorabilityStoryCharName	{0} {1}
FavorabilityStoryNoOne	暂无剧情数据
RiftReNameTitle	请输入预设模板名称
RiftReNameSuccess	预设模板改名成功
RiftPluginFilterTagName	{0}星
RiftGoldTagName	超源
RiftOneKeyEquipTip	一键装备会将当前装备的插件全部卸下，是否继续？
RiftPluginBuySuccess	解锁成功！
RiftSweepForbidTip	至少通关一个维域后才能执行云端回溯
RiftDropAddition	掉落加成
RiftExtraDrop	额外掉落
RiftChangeAddition	转化加成
ConnectingLineReset1	重置关卡
ConnectingLineReset2	是否重置当前关卡
ConnectingLineMoney	【黑金熊卡】不足，无法开启关卡
ConnectingLineStage	第{0}关：{1}
ConnectingLineTextReward	通关奖励
ConnectingLineHole	此地块无法通行，换条路吧。
ConnectingLineCompleteStage	已完成该关卡
ConnectingLineUnlockTime	{0} 解锁
LessThan	小于
RiftSeasonLock	{0}解锁
RiftChapterRankLock	{0}暂未开启
RiftPluginLock	{0}掉落
RiftPluginBuy	通关{0}可解锁
RiftHandbookTitle	{0}星图鉴
RiftHandbookNoEffect	暂未获得加成
RiftMopupForbid	当前竞技未首通，无法消耗充能值获取奖励
RiftAttrLimitMaxCanUnlockTip	已达属性点上限，完成更多竞技可解锁上限
RiftAttrLimitMaxTip	已达属性点上限
RiftFightError1	时序已变更，无法进入战斗
RiftFightError2	关卡未解锁
RiftPluginNoGain	未获得
RiftOneKeyEquipFail	没有适合当前角色的插件
CharNeedWearSixStarEquip	成员尚未穿戴6星意识或武器！
CharNeedWearSixStarEquip2	请先穿戴6星意识再进行操作！
SettleWinTutorialSyncTeaching	已同步通关赛利卡补习班：{0}
SettleWinTutorialSyncPractice	已同步{0}：{1}
PreloadIndexDownloadFail	预下载文件列表下载失败
PreloadPreIndexLoadFail	解析预下载文件列表失败
PreloadDisable	当前无需预下载
PreloadNone	预下载
PreloadStart	开始预下载
PreloadCheckIndex	检查预下载文件清单
PreloadResolveIndex	分析预下载文件列表
PreloadDownloading	正在预下载文件…
PreloadPausing	预下载暂停中…
PreloadPause	预下载已暂停
PreloadComplete	预下载完成
PreloadBtnLabelPreload	预下载
PreloadBtnLabelPause	暂停下载
PreloadBtnLabelPausing	暂停中
PreloadBtnLabelResume	恢复下载
PreloadBtnLabelDownloading	下载中
PreloadBtnLabelComplete	已完成预下载
PreloadBtnLabelFull	全速下载
PreloadBtnLabelFullExit	退出全速
PreloadNetworkTip	当前非wifi状态，是否继续下载？
PreloadScrollTip	正在预下载
PreloadPauseScrollTip	预下载暂停中…
PreloadHasScrollTip	有可预下载内容！
PreloadErrorTip	受网络波动影响，部分资源下载失败，点击确定可重新尝试下载
PreloadLeftTime	预计时间：
PreloadCheckSubPackage	当前游戏必要资源未下载，需要先下载必要资源包才可以进行预下载
PreloadSkipSubPackage	前往下载
PreloadFullDownloadTip	开启全速下载期间，需要停留在下载界面至所有已开始下载内容下载完成，期间可退出全速下载模式，是否要开始全速下载？
PreloadUnableToExit	需要退出全速下载模式才可以进行该操作，是否确认？
PreloadFixErrorDownload	检查文件中
FileChecking	检查中
QuitFullDownloadTip	已退出全速下载状态
NewCharActivity	进度：{0}/{1}
RandomFashionAllSelect	已全部编入
RandomFashionAllCancel	已恢复默认
RandomFashionLeastSelectOne	至少选中一个随机组合
RandomFashionSaveSuccess	预设保存成功
SingleStoryQuitText	确定退出生日剧情？\n单人邀约剧情可以在图鉴中查看。
SingleStoryInviteText	邀请{0}
SingleStoryInviteContentText	你确定要和【{0}】一起共度生日吗？
StrongholdPluginAddAttr	攻击力 <color=#03AE00>+{0}</color>
StrongholdTeamEmpty	请配置编队
StrongholdPowerCondition	上阵成员平均战力参数达到{0}/{1}
StrongholdQuickDeployTitle	当前修改未保存，是否退出
StrongholdQuickDeployBack	直接退出
StrongholdQuickDeploySave	保存并退出
AssistAndCoatingOnlyOne	单个助理且无可随机涂装
FubenBossSingleRankEmpty	晋升<color=#34AFF8>高级区</color>后开启排行榜
ResonanceBindCharNotCur	共鸣技能没有绑定当前角色
AwarenessNeedMaxLvAndResonance	需要意识满级并共鸣后才可进行超频操作
KickOutRestart	游戏资源已更新，请重新启动
DlcCasualDifficultyLocked	困难模式未解锁
DlcRubikCubeTeamScore	团队得分：<color=#0F70BC>{0}</color>
DlcRubikCubePlayerScore	得分：{0}
DlcCasualCubeTopRank	<color=#{0}>{1}</color>
DlcCasualPlayerRoomAutoCreate	当前匹配人数过多，已自动创建房间
DlcCasualPlayerRoomLevel	等级<color=#0F70BC><size=32>{0}</size></color>
DlcCasualPlayerRoomChangeWorld	已切换至{0}
DlcCasualTeamScore	团队积分<color=#00ffffff><size=34>{0}</size></color>
DlcCasualLoadingComplete	就绪
DlcRoomAddLikeSuccess	点赞成功
BossSingleDetailAllScore	<color=#0E70BDFF>{0}</color>
ActivityOpenMonthDayTime	{0}月{1}日开启
StartEnhance	{0}开启跃升
EnhanceTip	跃升提醒
AnniverReviewPlayDays	<color=#ffe1a6>{0}</color>
AnniverReviewSignUpDay	{0}天
ShopAlreadyHasCharacterTip	已拥有该角色
ShopAlreadyHasEquipTip	已拥有该武器
ShopAlreadyHasPartnerTip	已拥有该辅助机
FangKuaiStageCondition	{0}解锁
FangKuaiItemFull	道具已满，\n溢出道具转化为狂热值
FangKuaiReset	是否重置当前关卡
FangKuaiRankDetailsTitle	分数档位——{0}
FangKuaiResetTime	活动剩余时间：{0}
FangKuaiActivityEnd	活动已结束
FangKuaiOtherPlaying2	存在未结算的对局需处理
FangKuaiAbandonTip	是否放弃本局游戏？
FangKuaiPreStageLock	需要先通关{0}关卡
FangKuaiActivityProgress	进度:{0}/{1}
FangKuaiMaxFrozenTip	冻结已达上限，无法使用
FangKuaiRandomBlock1	所有
FangKuaiRandomBlock2	进行{0}效果
FangKuaiRandomLine1	随机一行，生效{0}效果
FangKuaiUseConvertTip	无生效对象，无法使用
FangKuaiDifficultLockTip	通关常规模式后解锁
FangKuaiGoToDifficult	前往拓展
FangKuaiRestart	重新开始
FangKuaiAdvanceSettle	是否以当前成绩提前结算
FangKuaiCollectionTitle	藏品已升级
AnniverReviewAwarenessProcess	{0}/{1} 序列位
AnniverReviewMainLineProcess	{0} {1}
AnniverReviewReportLoveLabel	好感度达{0}的成员数量
AnniverReviewSavePhotoSuccess	保存成功
AnniverReviewShareErrCodeUnInstalled	分享失败，应用未安装
AnniverReviewShareErrCodeInvalidParameter	分享失败，传递参数错误
AnniverReviewShareErrCodeImageExceedsTheSizeLimit	分享失败，图片大小超过限制
AnniverReviewShareErrCodeInvalid	分享失败，存在未知的错误
AnniverReviewShareErrCodeInPC	分享失败，应用平台不支持
AnniverReviewShareReward	首次分享可获{0}
ToolMoreThenThreeMonth	>3个月前
PayQuickBuyAmount	￥{0}
PayQuickBuyNumber	x{0}
PayQuickBuyDesc	充值<color=#0f70bc>{0}</color>元获得<color=#0f70bc>{1}</color>虹卡
MailInvalidation	已失效
MailCanCollect	收藏
MailCanReceive	领取
AccumulateExpendMaxProgress	{0}(MAX)
TempleScore	获得<color=#C84C00>{0}</color>分
TempleRow	行
TempleColumn	列
TempleStageLockPreStage	请先完成上一关卡，才可解锁本关卡
TempleStageLockTime	未到开放时间
TempleTimeUnlock	{0}后解锁
TempleAbandon	是否放弃当前关卡
TempleRestart	是否重新开始?
TempleStageContinue	有其他关卡正在进行中
TempleRechallengeStage	是否确认挑战此关卡?\n再次挑战，现有拼图将会被新的拼图覆盖掉
TempleTask1001	新禧任务
TempleTask1002	倾诺任务
TempleTask1003	宵晖任务
TempleFailInsert	摆放失败
TempleMessage1	新春贺言
TempleMessage3	元夕祝词
MailHyperLink	<color=#34AFF8><u>{0}</u></color>
GachaLamiyaFashionBtn	替换涂装
GachaLamiyaBgBtn	立即使用
GachaLamiyaRewardTitle1	已获得历程奖励——{0}
GachaLamiyaRewardTitle2	历程奖励——{0}
GachaLamiyaSettingSuccess	设置成功
GachaLamiyaTime	剩余：{0}
GachaLamiyaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【历程奖励】中获取
GachaLamiyaItemNoEnough	道具不足10个
HeroSdkNotInit	SDK初始化中，请稍后重试(3)
TeamEntityNoEnoughTip	本关卡需要上阵3名队员
BattleRoleRoomNoGeneralSkillTips	当前队伍无可激活效应
QuickResonanceCost	<color=#0F70BCFF>{0}</color>/{1}
QuickResonanceCostNoEnough	<color=#EE2323FF>{0}</color>/{1}
QuickResonanceNotSixStarEquipTips	需要装备6星意识才可以使用此功能！
QuickResonanceNotEnoughItemTips	6星意识自选共鸣材料不够！
GachaAlphaFashionBtn	替换涂装
GachaAlphaBgBtn	立即使用
GachaAlphaRewardTitle1	已获得历程奖励——{0}
GachaAlphaRewardTitle2	历程奖励——{0}
GachaAlphaSettingSuccess	设置成功
GachaAlphaTime	{0}
GachaAlphaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【历程奖励】中获取
GachaAlphaItemNoEnough	道具不足10个
GachaLuciaFashionBtn	替换涂装
GachaLuciaBgBtn	立即使用
GachaLuciaRewardTitle1	已获得历程奖励——{0}
GachaLuciaRewardTitle2	历程奖励——{0}
GachaLuciaSettingSuccess	设置成功
GachaLuciaTime	{0}
GachaLuciaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【历程奖励】中获取
GachaLuciaItemNoEnough	研发剩余不足10次
GachaSelenaFashionBtn	替换涂装
GachaSelenaBgBtn	立即使用
GachaSelenaRewardTitle1	已获得历程奖励——{0}
GachaSelenaRewardTitle2	历程奖励——{0}
GachaSelenaSettingSuccess	设置成功
GachaSelenaTime	{0}
GachaSelenaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【历程奖励】中获取
GachaSelenaItemNoEnough	研发剩余不足10次
GachaBiankaFashionBtn	替换涂装
GachaBiankaBgBtn	立即使用
GachaBiankaRewardTitle1	已获得历程奖励——{0}
GachaBiankaRewardTitle2	历程奖励——{0}
GachaBiankaSettingSuccess	设置成功
GachaBiankaTime	{0}
GachaBiankaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【历程奖励】中获取
GachaBiankaItemNoEnough	研发剩余不足10次
ResonanceSuccess	共鸣成功
AwarenessResonancePos1	上位共鸣
AwarenessResonancePos2	下位共鸣
AwarenessAwakePos1	上位超频
AwarenessAwakePos2	下位超频
ResonanceTokenCost	<color=#0E70BD>{0}</color>/{1}
ResonanceTokenCostNoEnough	<color=#EE2323>{0}</color>/{1}
ResonanceSelectTitleItem	选择1个消耗
ResonanceSelectTitleToken	选择1种消耗
ResonanceSameSkillTips	与目标共鸣技能相同，无需共鸣
ResonanceBackTips	返回将保存上次共鸣结果，是否确认？
RemainingBusinessTime	营业时间剩余：{0}
RemainingRedemptionTime	兑换时间剩余：{0}
RestaurantLevelText	店铺等级: {0}
QuickResonanceConfirmTips	消耗{0}个6星意识自选共鸣材料对{1}个部位进行快速共鸣，是否继续？
DlcMultiplayerInvitedLockedTips	指挥官{0}级解锁
DlcMultiplayerInvitedInRoomTips	已在房间内
DlcMultiplayerCurrencyReward	<color=#be4f2f>{0}</color>/{1} (+{2})
DlcMultiplayerCantInvitedTip	匹配中，无法邀请好友
DlcMultiplayerFullInvitedTip	房间已满，无法发送邀请
DlcMultiplayerInMatching	匹配状态下，无法查看好友详情
DlcMultiplayerInReady	准备状态下，无法查看好友详情
NameplateDescFormat	{0}\n\n{1}
HeadFrameOutTime	已过期
DunhuangSavePainting	尚未保存， 是否保存
DunhuangSaveSuccess	保存成功
DunhuangPaintingEmpty	请放置至少一张素材
DunhuangClear	确定清空？
BossInshotBossProgress	{0}/{1}
BossInshotTeamCharLimitTips	关卡最大上阵人数：{0}
BossInshotNextScoreLevelTips	{0}分可达到{1}等级
BossInshotFightTime	战斗时长:{0}
BossInshotBossUnlockTips	{0}后解锁
BossInshotSavePlaybackRepeat	该战斗录像已存在
BossInshotTalentUnlock	{0}天赋解锁
BossInshotDeletePlaybackConfirm	删除的录像不可恢复，是否确定删除？
BossInshotPlaybackDisabledTips	回放功能已禁用！
BossInshotFightTips	教学关尚未完成，是否立即前往？
DlcRoomKickOutTip	是否将该玩家踢出房间？
LottoKareninaRewardTitle1	获得武器涂装——{0}
LottoKareninaRewardTitle2	获得头像——{0}
LottoKareninaSettingSuccess	设置成功
LottoKareninaBgBtn	立即使用
LottoKareninaFashionBtn	替换涂装
LottoKareninaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【炸裂霓虹】活动中获取
LottoLunaFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【罪妄月华】活动中获取
LottoVeraFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【绮影凛然】活动中获取
LottoLifuFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【绮愿稚梦】活动中获取
LottoCibeizheFashionDesc	* <color=#0E70BD>武器涂装</color>  可从【夜诏终章】活动中获取
DrawNeedChooseCharTip	需要先选择UP成员
CharacterGeneralSkillDesc1	效应：{0}
CharacterGeneralSkillDesc2	效应筛选：{0}
CharacterGeneralSkillAll	全部
CharacterGeneralSkillTip	点击选择无当前筛选效应的角色
LineArithmeticGoOnStage	有其它章节关卡正在挑战中，是否前往该关卡？
LineArithmeticChapterLock	章节未开放
LineArithmeticProgress	通关进度:{0}
LineArithmeticHasUnpassedGame	有其它关卡正在挑战中
LineArithmeticAbandon	是否放弃本关
LineArithmeticHelpText	又见面啦，欢迎来到赛利卡补习班。
LineArithmeticTarget	目标{0}
LineArithmeticStageLock	通关前置关卡可解锁
LineArithmeticManualSettle	是否结算当前关卡
