Id	Cvs	CvContent
121007	[121007, 221007, 321007, 421007]	['希望可以和各位一同 完成一场完美的演出。', '希望可以和各位一同 完成一场完美的演出。', '希望可以和各位一同 完成一场完美的演出。', '希望可以和各位一同 完成一场完美的演出。']
121008	[121008, 221008, 321008, 421008]	['由我指挥这场“歌剧”？明白了。', '由我指挥这场“歌剧”？明白了。', '由我指挥这场“歌剧”？明白了。', '由我指挥这场“歌剧”？明白了。']
121009	[121009, 221009, 321009, 421009]	['我听见了……暴风雨深处传来的信号。', '我听见了……暴风雨深处传来的信号。', '我听见了……暴风雨深处传来的信号。', '我听见了……暴风雨深处传来的信号。']
121010	[121010, 221010, 321010, 421010]	['凡是过往，皆是序章——过去的事情，我已经记得不是很清楚了。', '凡是过往，皆是序章——过去的事情，我已经记得不是很清楚了。', '凡是过往，皆是序章——过去的事情，我已经记得不是很清楚了。', '凡是过往，皆是序章——过去的事情，我已经记得不是很清楚了。']
121011	[121011, 221011, 321011, 421011]	['请不要太过于靠近我， 现在的我并不能好好地控制自己。', '请不要太过于靠近我， 现在的我并不能好好地控制自己。', '请不要太过于靠近我， 现在的我并不能好好地控制自己。', '请不要太过于靠近我， 现在的我并不能好好地控制自己。']
121012	[121012, 221012, 321012, 421012]	['谢谢你，让我拥有了躲避风雨的地方…这里就够了，不如说这里才好。', '谢谢你，让我拥有了躲避风雨的地方…这里就够了，不如说这里才好。', '谢谢你，让我拥有了躲避风雨的地方…这里就够了，不如说这里才好。', '谢谢你，让我拥有了躲避风雨的地方…这里就够了，不如说这里才好。']
121013	[121013, 221013, 321013, 421013]	['不要再向我絮语了，我已经…… 是你，刚刚？刚刚……没什么， 我只是偶尔会自言自语而已。', '不要再向我絮语了，我已经…… 是你，刚刚？刚刚……没什么， 我只是偶尔会自言自语而已。', '不要再向我絮语了，我已经…… 是你，刚刚？刚刚……没什么， 我只是偶尔会自言自语而已。', '不要再向我絮语了，我已经…… 是你，刚刚？刚刚……没什么， 我只是偶尔会自言自语而已。']
121014	[121014, 221014, 321014, 421014]	['怒海呼啸，狂风悲叹，殉难者的嘶鸣…这就是一直萦绕在我耳畔的声音， 自那以后，从未断绝。', '怒海呼啸，狂风悲叹，殉难者的嘶鸣…这就是一直萦绕在我耳畔的声音， 自那以后，从未断绝。', '怒海呼啸，狂风悲叹，殉难者的嘶鸣…这就是一直萦绕在我耳畔的声音， 自那以后，从未断绝。', '怒海呼啸，狂风悲叹，殉难者的嘶鸣…这就是一直萦绕在我耳畔的声音， 自那以后，从未断绝。']
121015	[121015, 221015, 321015, 421015]	['我可否将你比作一个夏日 ……没什么，只是一段诗歌而已。', '我可否将你比作一个夏日 ……没什么，只是一段诗歌而已。', '我可否将你比作一个夏日 ……没什么，只是一段诗歌而已。', '我可否将你比作一个夏日 ……没什么，只是一段诗歌而已。']
121016	[121016, 221016, 321016, 421016]	['只要和你进行意识链接，在我耳畔缭绕不绝的暴雨狂澜就会戛然而止。', '只要和你进行意识链接，在我耳畔缭绕不绝的暴雨狂澜就会戛然而止。', '只要和你进行意识链接，在我耳畔缭绕不绝的暴雨狂澜就会戛然而止。', '只要和你进行意识链接，在我耳畔缭绕不绝的暴雨狂澜就会戛然而止。']
121017	[121017, 221017, 321017, 421017]	['我做了一个十分漫长的噩梦，在孤独  之中徘徊到忘了自己最初的模样， 然后我看见了光，我循着光走了很久， 最后我看见了你。', '我做了一个十分漫长的噩梦，在孤独  之中徘徊到忘了自己最初的模样， 然后我看见了光，我循着光走了很久， 最后我看见了你。', '我做了一个十分漫长的噩梦，在孤独  之中徘徊到忘了自己最初的模样， 然后我看见了光，我循着光走了很久， 最后我看见了你。', '我做了一个十分漫长的噩梦，在孤独  之中徘徊到忘了自己最初的模样， 然后我看见了光，我循着光走了很久， 最后我看见了你。']
121018	[121018, 221018, 321018, 421018]	['我们都是梦中的人物，我们的一生都在酣睡之中……我很担心，现在这样平静的时光也只是一场幻梦。如果这也只是一场梦的话，请让我酣睡得更久一点。', '我们都是梦中的人物，我们的一生都在酣睡之中……我很担心，现在这样平静的时光也只是一场幻梦。如果这也只是一场梦的话，请让我酣睡得更久一点。', '我们都是梦中的人物，我们的一生都在酣睡之中……我很担心，现在这样平静的时光也只是一场幻梦。如果这也只是一场梦的话，请让我酣睡得更久一点。', '我们都是梦中的人物，我们的一生都在酣睡之中……我很担心，现在这样平静的时光也只是一场幻梦。如果这也只是一场梦的话，请让我酣睡得更久一点。']
121019	[121019, 221019, 321019, 421019]	['如果那个时候，有你在身边的话， 我是不是就不用忍耐那么漫长苦难了？', '如果那个时候，有你在身边的话， 我是不是就不用忍耐那么漫长苦难了？', '如果那个时候，有你在身边的话， 我是不是就不用忍耐那么漫长苦难了？', '如果那个时候，有你在身边的话， 我是不是就不用忍耐那么漫长苦难了？']
121020	[121020, 221020, 321020, 421020]	['希望我祈祷的歌声， 能够成为你跨越荆棘时的抚慰。', '希望我祈祷的歌声， 能够成为你跨越荆棘时的抚慰。', '希望我祈祷的歌声， 能够成为你跨越荆棘时的抚慰。', '希望我祈祷的歌声， 能够成为你跨越荆棘时的抚慰。']
121021	[121021, 221021, 321021, 421021]	['就像是你在暴风雨中呼唤我的名字 那样，无论发生什么， 我都会无数次呼唤你的名字。', '就像是你在暴风雨中呼唤我的名字 那样，无论发生什么， 我都会无数次呼唤你的名字。', '就像是你在暴风雨中呼唤我的名字 那样，无论发生什么， 我都会无数次呼唤你的名字。', '就像是你在暴风雨中呼唤我的名字 那样，无论发生什么， 我都会无数次呼唤你的名字。']
121022	[121022, 221022, 321022, 421022]	['不需要意识链接，我想继续聆听你的呼吸声和心跳声……它们柔软而平和，会让我意识海中的狂岚短暂地停歇下来。', '不需要意识链接，我想继续聆听你的呼吸声和心跳声……它们柔软而平和，会让我意识海中的狂岚短暂地停歇下来。', '不需要意识链接，我想继续聆听你的呼吸声和心跳声……它们柔软而平和，会让我意识海中的狂岚短暂地停歇下来。', '不需要意识链接，我想继续聆听你的呼吸声和心跳声……它们柔软而平和，会让我意识海中的狂岚短暂地停歇下来。']
121023	[121023, 221023, 321023, 421023]	['我无法想象这场战争结束之后，这个世界会变成什么模样， 但是我能想象得出，你在那样和平安逸的世界里，所绽放的笑容——我想，这就是我奋战至今的全部意义。', '我无法想象这场战争结束之后，这个世界会变成什么模样， 但是我能想象得出，你在那样和平安逸的世界里，所绽放的笑容——我想，这就是我奋战至今的全部意义。', '我无法想象这场战争结束之后，这个世界会变成什么模样， 但是我能想象得出，你在那样和平安逸的世界里，所绽放的笑容——我想，这就是我奋战至今的全部意义。', '我无法想象这场战争结束之后，这个世界会变成什么模样， 但是我能想象得出，你在那样和平安逸的世界里，所绽放的笑容——我想，这就是我奋战至今的全部意义。']
121024	[121024, 221024, 321024, 421024]	['感谢你的慷慨。', '感谢你的慷慨。', '感谢你的慷慨。', '感谢你的慷慨。']
121025	[121025, 221025, 321025, 421025]	['……谢谢？', '……谢谢？', '……谢谢？', '……谢谢？']
121026	[121026, 221026, 321026, 421026]	['请不要靠我太近，我现在这幅身躯， 可能会给你造成负担。', '请不要靠我太近，我现在这幅身躯， 可能会给你造成负担。', '请不要靠我太近，我现在这幅身躯， 可能会给你造成负担。', '请不要靠我太近，我现在这幅身躯， 可能会给你造成负担。']
121027	[121027, 221027, 321027, 421027]	['不必给百合花镀金。', '不必给百合花镀金。', '不必给百合花镀金。', '不必给百合花镀金。']
121028	[121028, 221028, 321028, 421028]	['胸口的亮度提高了一点？ 那是你的错觉……', '胸口的亮度提高了一点？ 那是你的错觉……', '胸口的亮度提高了一点？ 那是你的错觉……', '胸口的亮度提高了一点？ 那是你的错觉……']
121029	[121029, 221029, 321029, 421029]	['谢谢你的礼物，我会珍惜它的。', '谢谢你的礼物，我会珍惜它的。', '谢谢你的礼物，我会珍惜它的。', '谢谢你的礼物，我会珍惜它的。']
121030	[121030, 221030, 321030, 421030]	['可以靠近一点，只是近一点点， 应该不会有什么问题。', '可以靠近一点，只是近一点点， 应该不会有什么问题。', '可以靠近一点，只是近一点点， 应该不会有什么问题。', '可以靠近一点，只是近一点点， 应该不会有什么问题。']
121031	[121031, 221031, 321031, 421031]	['鸢尾花的另一个名字是伊利斯，暴风雨后的彩虹，谢谢你将彩虹送给了我。', '鸢尾花的另一个名字是伊利斯，暴风雨后的彩虹，谢谢你将彩虹送给了我。', '鸢尾花的另一个名字是伊利斯，暴风雨后的彩虹，谢谢你将彩虹送给了我。', '鸢尾花的另一个名字是伊利斯，暴风雨后的彩虹，谢谢你将彩虹送给了我。']
121032	[121032, 221032, 321032, 421032]	['就跟被解救的爱丽儿一样，因为你， 我在痛苦之中窥见了光明。', '就跟被解救的爱丽儿一样，因为你， 我在痛苦之中窥见了光明。', '就跟被解救的爱丽儿一样，因为你， 我在痛苦之中窥见了光明。', '就跟被解救的爱丽儿一样，因为你， 我在痛苦之中窥见了光明。']
121033	[121033, 221033, 321033, 421033]	['可以将手收回得慢一点么？是的， 我想要和你指尖交汇得更久一些。', '可以将手收回得慢一点么？是的， 我想要和你指尖交汇得更久一些。', '可以将手收回得慢一点么？是的， 我想要和你指尖交汇得更久一些。', '可以将手收回得慢一点么？是的， 我想要和你指尖交汇得更久一些。']
121034	[121034, 221034, 321034, 421034]	['我绝对不会让你遭受到 我曾忍耐的痛苦。', '我绝对不会让你遭受到 我曾忍耐的痛苦。', '我绝对不会让你遭受到 我曾忍耐的痛苦。', '我绝对不会让你遭受到 我曾忍耐的痛苦。']
121035	[121035, 221035, 321035, 421035]	['请给我一点时间，现在和你进行意识链接的话，内心反而没有办法平静下来。', '请给我一点时间，现在和你进行意识链接的话，内心反而没有办法平静下来。', '请给我一点时间，现在和你进行意识链接的话，内心反而没有办法平静下来。', '请给我一点时间，现在和你进行意识链接的话，内心反而没有办法平静下来。']
121036	[121036, 221036, 321036, 421036]	['不可以在这种地方睡着。', '不可以在这种地方睡着。', '不可以在这种地方睡着。', '不可以在这种地方睡着。']
121037	[121037, 221037, 321037, 421037]	['去别的地方休息吧， 我演奏的声音有点吵闹。', '去别的地方休息吧， 我演奏的声音有点吵闹。', '去别的地方休息吧， 我演奏的声音有点吵闹。', '去别的地方休息吧， 我演奏的声音有点吵闹。']
121038	[121038, 221038, 321038, 421038]	['睡着了么？……这样的话，稍微在你的胸口上依偎一下，也不会被发现吧？', '睡着了么？……这样的话，稍微在你的胸口上依偎一下，也不会被发现吧？', '睡着了么？……这样的话，稍微在你的胸口上依偎一下，也不会被发现吧？', '睡着了么？……这样的话，稍微在你的胸口上依偎一下，也不会被发现吧？']
121039	[121039, 221039, 321039, 421039]	['呼——哈——', '呼——哈——', '呼——哈——', '呼——哈——']
121040	[121040, 221040, 321040, 421040]	['要是时间能凝固在这一刻就好了。', '要是时间能凝固在这一刻就好了。', '要是时间能凝固在这一刻就好了。', '要是时间能凝固在这一刻就好了。']
121041	[121041, 221041, 321041, 421041]	['唉——', '唉——', '唉——', '唉——']
121042	[121042, 221042, 321042, 421042]	['你也在发呆吗？', '你也在发呆吗？', '你也在发呆吗？', '你也在发呆吗？']
121043	[121043, 221043, 321043, 421043]	['虽然我很想要这样一直和你保持链接，但是长时间和现在的我进行意识链接，会给你的身体造成负担。', '虽然我很想要这样一直和你保持链接，但是长时间和现在的我进行意识链接，会给你的身体造成负担。', '虽然我很想要这样一直和你保持链接，但是长时间和现在的我进行意识链接，会给你的身体造成负担。', '虽然我很想要这样一直和你保持链接，但是长时间和现在的我进行意识链接，会给你的身体造成负担。']
121044	[121044, 221044, 321044, 421044]	['略感疲惫的话，就休憩片刻吧， 我来给你唱一首安眠曲如何？', '略感疲惫的话，就休憩片刻吧， 我来给你唱一首安眠曲如何？', '略感疲惫的话，就休憩片刻吧， 我来给你唱一首安眠曲如何？', '略感疲惫的话，就休憩片刻吧， 我来给你唱一首安眠曲如何？']
121045	[121045, 221045, 321045, 421045]	['过来，枕在我的腿上， 嗯，就这样静静地……', '过来，枕在我的腿上， 嗯，就这样静静地……', '过来，枕在我的腿上， 嗯，就这样静静地……', '过来，枕在我的腿上， 嗯，就这样静静地……']
121046	[121046, 221046, 321046, 421046]	['对于还是人类之躯的你而言， 一直往我这个地方跑并不是什么好事。', '对于还是人类之躯的你而言， 一直往我这个地方跑并不是什么好事。', '对于还是人类之躯的你而言， 一直往我这个地方跑并不是什么好事。', '对于还是人类之躯的你而言， 一直往我这个地方跑并不是什么好事。']
121047	[121047, 221047, 321047, 421047]	['……嗯？抱歉，刚刚在发呆。', '……嗯？抱歉，刚刚在发呆。', '……嗯？抱歉，刚刚在发呆。', '……嗯？抱歉，刚刚在发呆。']
121048	[121048, 221048, 321048, 421048]	['是你来了，嗯， 我早就听见你的脚步声了。', '是你来了，嗯， 我早就听见你的脚步声了。', '是你来了，嗯， 我早就听见你的脚步声了。', '是你来了，嗯， 我早就听见你的脚步声了。']
121049	[121049, 221049, 321049, 421049]	['看见你， 意识海中的暴风雨就会平静下来。', '看见你， 意识海中的暴风雨就会平静下来。', '看见你， 意识海中的暴风雨就会平静下来。', '看见你， 意识海中的暴风雨就会平静下来。']
121050	[121050, 221050, 321050, 421050]	['上次的鸢尾花已经枯萎了， 你今天给我带来了新的鸢尾花么？', '上次的鸢尾花已经枯萎了， 你今天给我带来了新的鸢尾花么？', '上次的鸢尾花已经枯萎了， 你今天给我带来了新的鸢尾花么？', '上次的鸢尾花已经枯萎了， 你今天给我带来了新的鸢尾花么？']
121051	[121051, 221051, 321051, 421051]	['是，就算有再多的杂音， 我也不会错认你的声音。', '是，就算有再多的杂音， 我也不会错认你的声音。', '是，就算有再多的杂音， 我也不会错认你的声音。', '是，就算有再多的杂音， 我也不会错认你的声音。']
121052	[121052, 221052, 321052, 421052]	['看见你，不知道为什么， 意识海再次掀起了波澜。', '看见你，不知道为什么， 意识海再次掀起了波澜。', '看见你，不知道为什么， 意识海再次掀起了波澜。', '看见你，不知道为什么， 意识海再次掀起了波澜。']
121053	[121053, 221053, 321053, 421053]	['今天的鸢尾花十分美丽， 请你一定要多看她一眼。', '今天的鸢尾花十分美丽， 请你一定要多看她一眼。', '今天的鸢尾花十分美丽， 请你一定要多看她一眼。', '今天的鸢尾花十分美丽， 请你一定要多看她一眼。']
121054	[121054, 221054, 321054, 421054]	['指挥……在哪里？我不要…… 一个人呆在这样的地方……', '指挥……在哪里？我不要…… 一个人呆在这样的地方……', '指挥……在哪里？我不要…… 一个人呆在这样的地方……', '指挥……在哪里？我不要…… 一个人呆在这样的地方……']
121055	[121055, 221055, 321055, 421055]	['头发乱了。', '头发乱了。', '头发乱了。', '头发乱了。']
121056	[121056, 221056, 321056, 421056]	['我的裙摆……', '我的裙摆……', '我的裙摆……', '我的裙摆……']
121057	[121057, 221057, 321057, 421057]	['啊——，可以握住我的手么？', '啊——，可以握住我的手么？', '啊——，可以握住我的手么？', '啊——，可以握住我的手么？']
121058	[121058, 221058, 321058, 421058]	['嗯？', '嗯？', '嗯？', '嗯？']
121059	[121059, 221059, 321059, 421059]	['……再停留一会儿，也没有关系。', '……再停留一会儿，也没有关系。', '……再停留一会儿，也没有关系。', '……再停留一会儿，也没有关系。']
121060	[121060, 221060, 321060, 421060]	['可以将手，一直贴在我的脸颊上么？', '可以将手，一直贴在我的脸颊上么？', '可以将手，一直贴在我的脸颊上么？', '可以将手，一直贴在我的脸颊上么？']
121061	[121061, 221061, 321061, 421061]	['任务就跟声乐辅导一样重要， 不好好完成可不行。', '任务就跟声乐辅导一样重要， 不好好完成可不行。', '任务就跟声乐辅导一样重要， 不好好完成可不行。', '任务就跟声乐辅导一样重要， 不好好完成可不行。']
121062	[121062, 221062, 321062, 421062]	['今天已经足够活跃了， 现在来休息一下吧。给，这是润喉糖， 虽然我已经不再需要它了。', '今天已经足够活跃了， 现在来休息一下吧。给，这是润喉糖， 虽然我已经不再需要它了。', '今天已经足够活跃了， 现在来休息一下吧。给，这是润喉糖， 虽然我已经不再需要它了。', '今天已经足够活跃了， 现在来休息一下吧。给，这是润喉糖， 虽然我已经不再需要它了。']
121063	[121063, 221063, 321063, 421063]	['合格的首席会严谨地遵从指挥的每一个命令。', '合格的首席会严谨地遵从指挥的每一个命令。', '合格的首席会严谨地遵从指挥的每一个命令。', '合格的首席会严谨地遵从指挥的每一个命令。']
121064	[121064, 221064, 321064, 421064]	['嗯。', '嗯。', '嗯。', '嗯。']
121065	[121065, 221065, 321065, 421065]	['……', '……', '……', '……']
121066	[121066, 221066, 321066, 421066]	['啊——', '啊——', '啊——', '啊——']
121067	[121067, 221067, 321067, 421067]	['嗯？', '嗯？', '嗯？', '嗯？']
121068	[121068, 221068, 321068, 421068]	['序曲开始。', '序曲开始。', '序曲开始。', '序曲开始。']
121069	[121069, 221069, 321069, 421069]	['现在是咏叹调的时间。', '现在是咏叹调的时间。', '现在是咏叹调的时间。', '现在是咏叹调的时间。']
121070	[121070, 221070, 321070, 421070]	['慈悲不是出于勉强。', '慈悲不是出于勉强。', '慈悲不是出于勉强。', '慈悲不是出于勉强。']
121071	[121071, 221071, 321071, 421071]	['由我献上终曲。', '由我献上终曲。', '由我献上终曲。', '由我献上终曲。']
121072	[121072, 221072, 321072, 421072]	['嗯？！', '嗯？！', '嗯？！', '嗯？！']
121073	[121073, 221073, 321073, 421073]	['这种程度，和那时相比——', '这种程度，和那时相比——', '这种程度，和那时相比——', '这种程度，和那时相比——']
121074	[121074, 221074, 321074, 421074]	['如果现在不把暴风雨挡住的话…… 那指挥……', '如果现在不把暴风雨挡住的话…… 那指挥……', '如果现在不把暴风雨挡住的话…… 那指挥……', '如果现在不把暴风雨挡住的话…… 那指挥……']
121075	[121075, 221075, 321075, 421075]	['回旋曲的时间到了。', '回旋曲的时间到了。', '回旋曲的时间到了。', '回旋曲的时间到了。']
121076	[121076, 221076, 321076, 421076]	['介意和我一同演奏大协奏曲么？', '介意和我一同演奏大协奏曲么？', '介意和我一同演奏大协奏曲么？', '介意和我一同演奏大协奏曲么？']
121077	[121077, 221077, 321077, 421077]	['慢板，行板，演奏开始。', '慢板，行板，演奏开始。', '慢板，行板，演奏开始。', '慢板，行板，演奏开始。']
121078	[121078, 221078, 321078, 421078]	['这首安魂曲， 献给所有在战场上消逝的生命。', '这首安魂曲， 献给所有在战场上消逝的生命。', '这首安魂曲， 献给所有在战场上消逝的生命。', '这首安魂曲， 献给所有在战场上消逝的生命。']
121079	[121079, 221079, 321079, 421079]	['啊', '啊', '啊', '啊']
121080	[121080, 221080, 321080, 421080]	['啊', '啊', '啊', '啊']
121081	[121081, 221081, 321081, 421081]	['啊', '啊', '啊', '啊']
121082	[121082, 221082, 321082, 421082]	['啊', '啊', '啊', '啊']
121083	[121083, 221083, 321083, 421083]	['啊', '啊', '啊', '啊']
121084	[121084, 221084, 321084, 421084]	['啊', '啊', '啊', '啊']
121085	[121085, 221085, 321085, 421085]	['啊', '啊', '啊', '啊']
121086	[121086, 221086, 321086, 421086]	['啊', '啊', '啊', '啊']
121087	[121087, 221087, 321087, 421087]	['啊', '啊', '啊', '啊']
121088	[121088, 221088, 321088, 421088]	['啊', '啊', '啊', '啊']
121089	[121089, 221089, 321089, 421089]	['啊', '啊', '啊', '啊']
121090	[121090, 221090, 321090, 421090]	['啊', '啊', '啊', '啊']
121091	[121091, 221091, 321091, 421091]	['啊', '啊', '啊', '啊']
121092	[121092, 221092, 321092, 421092]	['啊', '啊', '啊', '啊']
121093	[121093, 221093, 321093, 421093]	['啊', '啊', '啊', '啊']
121094	[121094, 221094, 321094, 421094]	['你会是我的斐迪南吗？ 还是说，你是我的伊利斯？', '你会是我的斐迪南吗？ 还是说，你是我的伊利斯？', '你会是我的斐迪南吗？ 还是说，你是我的伊利斯？', '你会是我的斐迪南吗？ 还是说，你是我的伊利斯？']
121095	[121095, 221095, 321095, 421095]	['如果鸢尾花的话，可以帮我将它别在我的鬓发上么？……嗯，发带上面。', '如果鸢尾花的话，可以帮我将它别在我的鬓发上么？……嗯，发带上面。', '如果鸢尾花的话，可以帮我将它别在我的鬓发上么？……嗯，发带上面。', '如果鸢尾花的话，可以帮我将它别在我的鬓发上么？……嗯，发带上面。']
121096	[121096, 221096, 321096, 421096]	['爱无坦途，我已经准备好和你面临 接下来的所有暴风雨。', '爱无坦途，我已经准备好和你面临 接下来的所有暴风雨。', '爱无坦途，我已经准备好和你面临 接下来的所有暴风雨。', '爱无坦途，我已经准备好和你面临 接下来的所有暴风雨。']
121097	[121097, 221097, 321097, 421097]	['我可以再提一个要求么？嗯，是，能拥抱一下我么？没什么，我只是想更加直观地感受你的体温，倾听你的心跳而已……它们会让我很平静。', '我可以再提一个要求么？嗯，是，能拥抱一下我么？没什么，我只是想更加直观地感受你的体温，倾听你的心跳而已……它们会让我很平静。', '我可以再提一个要求么？嗯，是，能拥抱一下我么？没什么，我只是想更加直观地感受你的体温，倾听你的心跳而已……它们会让我很平静。', '我可以再提一个要求么？嗯，是，能拥抱一下我么？没什么，我只是想更加直观地感受你的体温，倾听你的心跳而已……它们会让我很平静。']
121098	[121098, 221098, 321098, 421098]	['序曲开始。', '序曲开始。', '序曲开始。', '序曲开始。']
121099	[121099, 221099, 321099, 421099]	['现在是咏叹调的时间。', '现在是咏叹调的时间。', '现在是咏叹调的时间。', '现在是咏叹调的时间。']
121100	[121100, 221100, 321100, 421100]	['慈悲不是出于勉强。', '慈悲不是出于勉强。', '慈悲不是出于勉强。', '慈悲不是出于勉强。']
121101	[121101, 221101, 321101, 421101]	['嗯？！', '嗯？！', '嗯？！', '嗯？！']
121102	[121102, 221102, 321102, 421102]	['这种程度，和那时相比——', '这种程度，和那时相比——', '这种程度，和那时相比——', '这种程度，和那时相比——']
121103	[121103, 221103, 321103, 421103]	['回旋曲的时间到了。', '回旋曲的时间到了。', '回旋曲的时间到了。', '回旋曲的时间到了。']
121104	[121104, 221104, 321104, 421104]	['介意和我一同演奏大协奏曲么？', '介意和我一同演奏大协奏曲么？', '介意和我一同演奏大协奏曲么？', '介意和我一同演奏大协奏曲么？']
122001	[122001, 222001, 322001, 422001]	['突击鹰小队，万事，报道。 又有什么麻烦的任务了吗……？ 真让人困……ZZZZZ……', '突击鹰小队，万事，报道。 又有什么麻烦的任务了吗……？ 真让人困……ZZZZZ……', '突击鹰小队，万事，报道。 又有什么麻烦的任务了吗……？ 真让人困……ZZZZZ……', '突击鹰小队，万事，报道。 又有什么麻烦的任务了吗……？ 真让人困……ZZZZZ……']
122002	[122002, 222002, 322002, 422002]	['感觉更有精神了……大概。', '感觉更有精神了……大概。', '感觉更有精神了……大概。', '感觉更有精神了……大概。']
122003	[122003, 222003, 322003, 422003]	['如果这算是你的认可的话， 我倒是愿意接受。', '如果这算是你的认可的话， 我倒是愿意接受。', '如果这算是你的认可的话， 我倒是愿意接受。', '如果这算是你的认可的话， 我倒是愿意接受。']
122004	[122004, 222004, 322004, 422004]	['稍微想要认真起来一下呢。', '稍微想要认真起来一下呢。', '稍微想要认真起来一下呢。', '稍微想要认真起来一下呢。']
122005	[122005, 222005, 322005, 422005]	['装填，架设，预瞄，砰——休息时间。', '装填，架设，预瞄，砰——休息时间。', '装填，架设，预瞄，砰——休息时间。', '装填，架设，预瞄，砰——休息时间。']
122006	[122006, 222006, 322006, 422006]	['精度，射程，容弹量…… 真是可靠的枪械。', '精度，射程，容弹量…… 真是可靠的枪械。', '精度，射程，容弹量…… 真是可靠的枪械。', '精度，射程，容弹量…… 真是可靠的枪械。']
122007	[122007, 222007, 322007, 422007]	['呼……准备开工。', '呼……准备开工。', '呼……准备开工。', '呼……准备开工。']
122008	[122008, 222008, 322008, 422008]	['作为队长的话， 有没有休整时间加长的特权……？ 好吧，看样子好像是没有呢。', '作为队长的话， 有没有休整时间加长的特权……？ 好吧，看样子好像是没有呢。', '作为队长的话， 有没有休整时间加长的特权……？ 好吧，看样子好像是没有呢。', '作为队长的话， 有没有休整时间加长的特权……？ 好吧，看样子好像是没有呢。']
122009	[122009, 222009, 322009, 422009]	['唔……', '唔……', '唔……', '唔……']
122010	[122010, 222010, 322010, 422010]	['又有麻烦的事情吗？嗯…… 库洛姆队长现在应该在基地候命哦， 距离下个任务出发应该还有5分钟。', '又有麻烦的事情吗？嗯…… 库洛姆队长现在应该在基地候命哦， 距离下个任务出发应该还有5分钟。', '又有麻烦的事情吗？嗯…… 库洛姆队长现在应该在基地候命哦， 距离下个任务出发应该还有5分钟。', '又有麻烦的事情吗？嗯…… 库洛姆队长现在应该在基地候命哦， 距离下个任务出发应该还有5分钟。']
122011	[122011, 222011, 322011, 422011]	['收复地球，战胜帕弥什。 真是宏伟的目标呢……', '收复地球，战胜帕弥什。 真是宏伟的目标呢……', '收复地球，战胜帕弥什。 真是宏伟的目标呢……', '收复地球，战胜帕弥什。 真是宏伟的目标呢……']
122012	[122012, 222012, 322012, 422012]	['“有求必应，万事如意”…… 这是谁教你的？神威吗？', '“有求必应，万事如意”…… 这是谁教你的？神威吗？', '“有求必应，万事如意”…… 这是谁教你的？神威吗？', '“有求必应，万事如意”…… 这是谁教你的？神威吗？']
122013	[122013, 222013, 322013, 422013]	['基地休整室的位置是…… 好，我记住了。', '基地休整室的位置是…… 好，我记住了。', '基地休整室的位置是…… 好，我记住了。', '基地休整室的位置是…… 好，我记住了。']
122014	[122014, 222014, 322014, 422014]	['“有求必应愿望机”是只对小孩子生效的设定，你是小孩子吗？', '“有求必应愿望机”是只对小孩子生效的设定，你是小孩子吗？', '“有求必应愿望机”是只对小孩子生效的设定，你是小孩子吗？', '“有求必应愿望机”是只对小孩子生效的设定，你是小孩子吗？']
122015	[122015, 222015, 322015, 422015]	['我打起精神的样子？我倒是希望你不会遇到需要我变成那副样子的情况。', '我打起精神的样子？我倒是希望你不会遇到需要我变成那副样子的情况。', '我打起精神的样子？我倒是希望你不会遇到需要我变成那副样子的情况。', '我打起精神的样子？我倒是希望你不会遇到需要我变成那副样子的情况。']
122016	[122016, 222016, 322016, 422016]	['啊？你想知道……构造体会梦到指挥官吗？……嗯，会哦。', '啊？你想知道……构造体会梦到指挥官吗？……嗯，会哦。', '啊？你想知道……构造体会梦到指挥官吗？……嗯，会哦。', '啊？你想知道……构造体会梦到指挥官吗？……嗯，会哦。']
122017	[122017, 222017, 322017, 422017]	['又见面了，指挥官。 嗯？你说什么时候？昨晚睡觉的时候啊…… 队长，别敲了，梦里，梦里！', '又见面了，指挥官。 嗯？你说什么时候？昨晚睡觉的时候啊…… 队长，别敲了，梦里，梦里！', '又见面了，指挥官。 嗯？你说什么时候？昨晚睡觉的时候啊…… 队长，别敲了，梦里，梦里！', '又见面了，指挥官。 嗯？你说什么时候？昨晚睡觉的时候啊…… 队长，别敲了，梦里，梦里！']
122018	[122018, 222018, 322018, 422018]	['理论上，构造体是没有寿命期限的， 而意识海储存的情感数据，只会自然增长。简直像是无限期，无限延展的梦境……真是厉害，不是吗？', '理论上，构造体是没有寿命期限的， 而意识海储存的情感数据，只会自然增长。简直像是无限期，无限延展的梦境……真是厉害，不是吗？', '理论上，构造体是没有寿命期限的， 而意识海储存的情感数据，只会自然增长。简直像是无限期，无限延展的梦境……真是厉害，不是吗？', '理论上，构造体是没有寿命期限的， 而意识海储存的情感数据，只会自然增长。简直像是无限期，无限延展的梦境……真是厉害，不是吗？']
122019	[122019, 222019, 322019, 422019]	['有你在，清醒的世界看起来， 似乎也没那么坏。', '有你在，清醒的世界看起来， 似乎也没那么坏。', '有你在，清醒的世界看起来， 似乎也没那么坏。', '有你在，清醒的世界看起来， 似乎也没那么坏。']
