Id	ConditionId	BornMagic	EnemyBornMagic	PartnerBornMagic	Description
2251125		[764885, 764954]			肉鸽3.0-高级道具-大喇叭-所有成员额外伤害加成+50%，但敌人狂暴时间加快30秒
2251126		[764955]			肉鸽3.0-高级道具-干扰雷达-敌人狂暴时间推迟30秒
2251127		[764888]	[764886]		肉鸽3.0-高级道具-信号球A-普攻伤害-50%，每2秒获得一个信号球
2251128		[764889, 764890]			肉鸽3.0-高级道具-信号球B-闪避消耗双倍闪避值，每2秒获得一个信号球
2251129		[764892]			肉鸽3.0-高级道具-信号球C-三消时，获得一颗同色信号球
2251130		[764893]			肉鸽3.0-高级道具-信号球D-每隔10秒，获得一组三消球
2251131		[764894]			肉鸽3.0-高级道具-信号球加成-每有一个信号球，额外伤害加成+5%
2251132		[764896]			肉鸽3.0-高级道具-能量获取-三消时，额外获得5必杀能量
2251133			[764898]		肉鸽3.0-高级道具-敌人削弱-所有敌人生命值-20%（对boss级敌人效果减半）
2251134		[764899]			肉鸽3.0-高级道具-站场-每隔10秒，获得8%攻击加成，最多可叠加4层
2251135		[764902]			肉鸽3.0-高级道具-切人-切人后10秒内获得30%攻击力加成
2251136		[764904]			肉鸽3.0-高级道具-超算-超算冷却-2秒
2251137		[764905]			肉鸽3.0-高级道具-背水-每降低20%生命值，伤害加成+20%，加成上限80%
2251138		[764851]			肉鸽3.0-普通道具-攻击加成-所有成员攻击力+15%
2251139		[764852]			肉鸽3.0-普通道具-伤害加成-所有成员额外伤害加成+25%
2251140		[764853]			肉鸽3.0-普通道具-属性伤害-1-所有成员物理伤害加成+30%
2251141		[764854]			肉鸽3.0-普通道具-属性伤害-2-所有成员火伤害加成+30%
2251142		[764855]			肉鸽3.0-普通道具-属性伤害-3-所有成员雷伤害加成+30%
2251143		[764856]			肉鸽3.0-普通道具-属性伤害-4-所有成员冰伤害加成+30%
2251144		[764857]			肉鸽3.0-普通道具-属性伤害-5-所有成员暗伤害加成+30%
2251145			[764858]		肉鸽3.0-普通道具-抗性减少-所有敌人额外伤害减免-10%
2251146		[764859]			肉鸽3.0-普通道具-生命增加-所有成员最大生命值+30%
2251147		[764860]			肉鸽3.0-普通道具-生命回复-所有成员每秒回复1%最大生命值
2251148		[764861]			肉鸽3.0-普通道具-闪避提升-所有成员闪避值+500
2251149		[764862]			肉鸽3.0-普通道具-闪避回复-所有成员闪避回复速度提升50%
2251150		[764863]			肉鸽3.0-普通道具-防御提升-所有成员额外伤害减免+20%
2251151			[764864]		肉鸽3.0-普通道具-套娃A-所有成员普攻伤害+40%，必杀伤害-20%
2251152			[764865]		肉鸽3.0-普通道具-套娃A-所有成员必杀伤害+40%，消球伤害-20%
2251153			[764866]		肉鸽3.0-普通道具-套娃A-所有成员消球伤害+40%，普攻伤害-20%
2251154		[764868]			肉鸽3.0-普通道具-套娃B-进攻/先锋型成员额外伤害加成+40%，闪避回复速度-25%
2251155		[764869]			肉鸽3.0-普通道具-套娃B-装甲型成员额外伤害加成+40%，闪避回复速度-25%
2251156		[764870]			肉鸽3.0-普通道具-套娃B-辅助/增幅型成员额外伤害加成+40%，闪避回复速度-25%
2251157		[764873]			肉鸽3.0-普通道具-回球效率-普攻回球效率提升50%
2251158		[764874]			肉鸽3.0-普通道具-能量提升-必杀能量上限+100
2251159		[764875]			肉鸽3.0-普通道具-移速提升-移动速度+100%
2251160		[764876]			肉鸽3.0-普通道具-初动-进入战斗时，额外获得2组信号球
2251161		[764652]			肉鸽3.0-道具效果-红蓝色胶囊
2251162		[764653]			肉鸽3.0-道具效果-权限密钥
2251163		[764654, 764668]			肉鸽3.0-道具效果-光束蓄能剑
2251164		[764655, 764666]			肉鸽3.0-道具效果-被遗弃的光线枪
2251165		[764656, 764667]			肉鸽3.0-道具效果-魅影G720频闪灯
2251166		[764662]			肉鸽3.0-道具效果-虚空辉光舰
2251167		[764663]			肉鸽3.0-道具效果-魔方
2251168		[764664, 764665]			肉鸽3.0-道具效果-纤维束
2251169		[761666, 761667]			肉鸽3.0-道具效果-福音残片1
2251170		[761668, 761669]			肉鸽3.0-道具效果-福音残片2
2251171		[761671]	[761670]		肉鸽3.0-道具效果-福音残片3
2251172		[761672, 761673]			肉鸽3.0-道具效果-福音残片4
2251173		[761674]			肉鸽3.0-道具效果-空血清
2251174			[761677]		肉鸽3.0-道具效果-实验室工作证
2251175		[761678]			肉鸽3.0-道具效果-研究日志2
2251176		[761679]			肉鸽3.0-道具效果-数据结晶1
2251177		[761680]			肉鸽3.0-道具效果-数据结晶2
2251178		[761681, 761682]			肉鸽3.0-道具效果-100个愿望
2251179		[781675]			肉鸽3.0-道具效果-+30%空属性伤害
2252101		[781611]			肉鸽3.0DLC-金色道具-已使用招募能量加攻
2252102		[781613]			肉鸽3.0DLC-金色道具-量子值加伤害
2252103		[781615]			肉鸽3.0DLC-金色道具-量子值阈值提供强化
2252104		[781618]			肉鸽3.0DLC-金色道具-闪避全队回血
2252105		[781619]			肉鸽3.0DLC-金色道具-入场100%护盾
2252106			[781620]		肉鸽3.0DLC-金色道具-造成伤害追加30%真伤
2252107		[781621]			肉鸽3.0DLC-金色道具-根据造成伤害的属性加伤
2252108		[781623]			肉鸽3.0DLC-紫色道具-角色超算内加伤
2252109			[781625]		肉鸽3.0DLC-紫色道具-怪物超算内减抗
2252110		[781627]			肉鸽3.0DLC-紫色道具-闪避超级加速
2252111		[781629]			肉鸽3.0DLC-紫色道具-全程加伤
2252112		[781630]			肉鸽3.0DLC-紫色道具-受伤后提升伤害加成
2252113		[781632]			肉鸽3.0DLC-紫色道具-闪避后加伤
2252114		[781634]			肉鸽3.0DLC-紫色道具-两侧量子值相等，大幅加攻
2252115		[781636]			肉鸽3.0DLC-紫色道具-α量子值大于阈值强化
2252116		[781638]			肉鸽3.0DLC-紫色道具-β量子值大于阈值强化
2252117			[781640]		肉鸽3.0DLC-紫色道具-打人的怪减速
2252118		[781642]			肉鸽3.0DLC-紫色道具-入场50%护盾
2252119			[781643]		肉鸽3.0DLC-紫色道具-造成伤害追加20%属性伤害
2252120		[781644]			肉鸽3.0DLC-紫色道具-根据造成伤害的属性加伤
2252121			[781646]		肉鸽3.0DLC-紫色道具-攻击量子化敌人加伤50%
2252122		[781648]			肉鸽3.0DLC-蓝色道具-闪避小幅加速
2252123			[781650]		肉鸽3.0DLC-蓝色道具-怪物超算内减抗
2252124		[781652]			肉鸽3.0DLC-蓝色道具-全程加伤
2252125		[781653]			肉鸽3.0DLC-蓝色道具-受伤后提升伤害加成
2252126		[781655]			肉鸽3.0DLC-蓝色道具-闪避给少量盾
2252127		[781657]			肉鸽3.0DLC-蓝色道具-停止移动，霸体+减伤
2252128		[781660]			肉鸽3.0DLC-蓝色道具-闪避30%减伤
2252129		[781662]			肉鸽3.0DLC-蓝色道具-闪避自己回血
2252130		[781663]			肉鸽3.0DLC-蓝色道具-受伤进超算
2252131		[781664]			肉鸽3.0DLC-蓝色道具-入场20%护盾
2252132		[781665]			肉鸽3.0DLC-蓝色道具-造成伤害的效果-物理伤害
2252133		[781666]			肉鸽3.0DLC-蓝色道具-造成伤害的效果-雷伤害
2252134		[781667]			肉鸽3.0DLC-蓝色道具-造成伤害的效果-冰伤害
2252135		[781668]			肉鸽3.0DLC-蓝色道具-造成伤害的效果-暗伤害
2252136		[781669]			肉鸽3.0DLC-蓝色道具-造成伤害的效果-火伤害
2252137		[781670]			肉鸽3.0DLC-蓝色道具-造成伤害的效果-空伤害
2252138		[781671]			肉鸽3.0DLC-蓝色道具-停止移动每秒+100hp上限
2252139		[781673]			肉鸽3.0DLC-蓝色道具-停止移动每秒+50atk
2252140		[781680]			肉鸽3.0DLC-蓝色道具-根据造成伤害的属性给护盾
2252141		[781607]	[781610]		肉鸽3.0DLC-金色道具-怪物受伤+20%，自身受伤+5%
2252142		[781606]	[781609]		肉鸽3.0DLC-紫色道具-怪物受伤+10%，自身受伤+3%
2252143		[781605]	[781608]		肉鸽3.0DLC-蓝色道具-怪物受伤+5%，自身受伤+1%
2252144		[781676]			肉鸽3.0DLC-净化效果-免疫上面三个弱点并转化为增伤
2252145		[781721]			肉鸽3.0DLC-金色道具补充-根据双刃道具数加伤，每个20%
2252146		[781723]			肉鸽3.0DLC-金色道具补充-根据双刃道具数加血，每个15%
2252147			[781725]		肉鸽3.0DLC-紫色道具补充-造成伤害追加10%物理/空属性伤害，CD1s--给怪加防CD
2252148			[781726]		肉鸽3.0DLC-紫色道具补充-造成伤害追加10%雷属性/暗属性伤害，CD1s--给怪加防CD
2252149			[781727]		肉鸽3.0DLC-紫色道具补充-造成伤害追加10%火属性/冰属性伤害，CD1s--给怪加防CD
2252150		[781728]			肉鸽3.0DLC-紫色道具补充-无条件60%物理伤害
2252151		[781729]			肉鸽3.0DLC-紫色道具补充-无条件60%火属性伤害
2252152		[781730]			肉鸽3.0DLC-紫色道具补充-无条件60%雷属性伤害
2252153		[781731]			肉鸽3.0DLC-紫色道具补充-无条件60%冰属性伤害
2252154		[781732]			肉鸽3.0DLC-紫色道具补充-无条件60%暗属性伤害
2252155		[781733]			肉鸽3.0DLC-紫色道具补充-无条件60%空属性伤害
2252156		[781734]			肉鸽3.0DLC-蓝色道具补充-α值≥β值，hp+45%
2252157		[781736]			肉鸽3.0DLC-蓝色道具补充-α值≤β值，攻击+45%
2252161			[781738]		添火道具-红色-<color=#b73a3a>护盾4</color>
2252162		[776962]			添火道具-红色-<color=#b73a3a>过载</color>
2252163			[781742]		添火道具-红色-<color=#b73a3a>汲取</color>
2252164			[781743]		添火道具-红色-<color=#b73a3a>急救</color>
2252165		[781745]			添火道具-红色-<color=#b73a3a>失速</color>
2252166			[781762]		添火道具-金色-<color=#FC8B1E>强攻</color>
2252167			[781764]		添火道具-金色-<color=#FC8B1E>冻结</color>
2252168			[781719]		添火道具-金色-<color=#FC8B1E>适应性装甲</color>
2252169			[781768]		添火道具-金色-<color=#FC8B1E>刚体</color>
2252170		[781750]			添火道具-金色-<color=#FC8B1E>粉碎</color>
2252171			[781739]		添火道具-金色-<color=#FC8B1E>护盾3</color>
2252172			[776929]		添火道具-紫色-<color=#CC68C1>暴击2</color>
2252173		[776934]			添火道具-紫色-<color=#CC68C1>减速</color>
2252174			[776930]		添火道具-紫色-<color=#CC68C1>攻击2</color>
2252175			[776931]		添火道具-紫色-<color=#CC68C1>劣化</color>
2252176			[761874]		添火道具-紫色-<color=#CC68C1>散失</color>
2252177		[776933]			添火道具-紫色-<color=#CC68C1>失能</color>
2252178			[780253]		添火道具-紫色-<color=#CC68C1>暴走3</color>
2252179			[781740]		添火道具-紫色-<color=#CC68C1>护盾2</color>
2252180			[776939]		添火道具-紫色-<color=#CC68C1>生命2</color>
2252181			[776942]		添火道具-蓝色-<color=#3E70BB>电盾</color>
2252182			[776936]		添火道具-蓝色-<color=#3E70BB>暴击1</color>
2252183			[780213]		添火道具-蓝色-<color=#3E70BB>迅捷3</color>
2252184			[776945]		添火道具-蓝色-<color=#3E70BB>自爆虫</color>
2252185			[780221]		添火道具-蓝色-<color=#3E70BB>不动</color>
2252186		[776937]			添火道具-蓝色-<color=#3E70BB>失衡</color>
2252187			[776940]		添火道具-蓝色-<color=#3E70BB>生命值1</color>
2252188			[781741]		添火道具-蓝色-<color=#3E70BB>护盾1</color>
2251201		[764970]	[764970]		肉鸽3.0-标记-首通难度属性调整
2251202		[764951]	[764951]		肉鸽3.0-标记-简单难度属性调整
2251203		[764952]	[764952]		肉鸽3.0-标记-普通难度属性调整
2251204		[764953]	[764953]		肉鸽3.0-标记-困难难度属性调整
2251205		[764978]	[764977]		肉鸽3.0-boss属性-3章boss1-哈姆雷特
2251206		[764980]	[764979, 761606]		肉鸽3.0-boss属性-3章boss2-安博莉亚
2251207		[764982]	[764981]		肉鸽3.0-boss属性-5章boss1-芬里尔
2251208		[764984]	[764983]		肉鸽3.0-boss属性-6章boss1-莉莉丝
2251209		[764989]	[764988]		肉鸽3.0-第三章事件boss-暴动
2251210		[764991]	[764990]		肉鸽3.0-第五章事件boss-苦刑
2251211		[764993]	[764992]		肉鸽3.0-第五章事件boss-蔷薇之剑
2251212		[764995]	[764994]		肉鸽3.0-第二章事件boss-构造体
2251213		[764997]	[764996]		肉鸽3.0-第四章事件boss-白毛
2251214		[764999]			肉鸽3.0-生存关标记-暴走调控
2251215		[764995]	[764937]		肉鸽3.0-第三章事件boss-构造体
2251216		[764991]	[764938]		肉鸽3.0-第五章事件boss-旧苦刑
2251217			[781601]		肉鸽3.0-boss属性-3章boss3-柯雷多尔
2251218			[781602, 764694]		肉鸽3.0-boss属性-β-3章boss1-幻影莉莉丝
2251219			[781603, 764694]		肉鸽3.0-boss属性-β-5章boss1-幻影马基
2251220			[781604]		肉鸽3.0-boss属性-β-6章boss1-奈捷尔
2251221			[781683, 764694]		肉鸽3.0-boss属性-β5事件boss-管家
2251222			[781684]		肉鸽3.0-boss属性-α5事件boss-枢蛉后
2251223			[781685, 764694]		肉鸽3.0-boss属性-β2事件boss-苦刑
2251224			[781686, 764694]		肉鸽3.0-boss属性-β4事件boss-修女
2251225			[781687, 764694]		肉鸽3.0-boss属性-β4事件boss-加百列
2251226			[781688, 764694]		肉鸽3.0-boss属性-β5事件boss-异种
2251227			[781689, 764694]		肉鸽3.0-boss属性-β3事件精英-心象
2251228			[781690]		肉鸽3.0-boss属性-α3事件精英-重型收割机
2251229			[781691, 764694]		肉鸽3.0-boss属性-β5事件精英-异合巨象
2251230			[781718, 764694]		肉鸽3.0-boss属性-β3事件精英-皮克曼
2251231			[776946, 764694]		肉鸽3.0-boss属性-结局5-道中boss-母体
2251232			[776947, 764694]		肉鸽3.0-boss属性-结局6-道中boss-巴拉德
2251233			[776948]		肉鸽3.0-boss属性-结局5-最终boss-未元一阶
2251234			[776949, 764694]		肉鸽3.0-boss属性-结局6-表面最终boss-国王
2251235			[776950, 764694]		肉鸽3.0-boss属性-结局6-最终boss-未元一阶
2251236			[776951, 764694]		肉鸽3.0-boss属性-结局6-真最终boss-未元全阶
2251237			[776952]		肉鸽3.0-boss属性-结局5-4章boss-红华胥
2251238			[776953]		肉鸽3.0-boss属性-结局6-4章boss-绿华胥
2251239			[776954, 764694]		肉鸽3.0-boss属性-结局6-连战boss-幻影麻鸡
2251240			[776955, 764694]		肉鸽3.0-boss属性-结局6-连战boss-安博莉亚
2251241			[776956, 764694]		肉鸽3.0-boss属性-结局6-连战boss-芬里尔
2251242			[776957, 764694]		肉鸽3.0-boss属性-结局6-连战boss-幻影莉莉丝
2251243			[776958, 764694]		肉鸽3.0-boss属性-结局6-连战boss-新苦刑
2251244			[776959, 764694]		肉鸽3.0-boss属性-结局6-连战boss-奈捷尔
2251245			[776960, 764694]		肉鸽3.0-boss属性-结局6-连战boss-巴拉德
2251246			[776961, 764694]		肉鸽3.0-boss属性-结局6-连战boss-国王
2251247		[781800]			肉鸽3.0-连战标记-连战不逃课
2251250		[778907]	[778901]		肉鸽3.0-DLC-α量子效果-穿甲暴击
2251251			[778940]		肉鸽3.0-DLC-α量子效果-正量化词缀
2251252		[778924]	[778920]		肉鸽3.0-DLC-β量子效果-穿甲加抗
2251253			[778950]		肉鸽3.0-DLC-β量子效果-逆量化词缀
2251254		[781771]			受到伤害时，移动速度-30%
2251255					工坊重铸次数+1
2251256		[781773]			受到的伤害不超过最大生命值40%
2251257			[781776]		敌方生命值高于50%时，敌方攻击力-30%
2251258			[781778]		敌方生命值低于50%时，敌方受到伤害+50%
2251259			[781780]		造成伤害时，额外造成攻击*1000%的6种属性伤害，冷却2秒
2251260					获得500算力单元
2251261		[781781]			受到攻击时，治疗全队5%最大生命值，冷却2秒
2251262		[781782]			进入超算时，移动速度+40%，叠加上限200%；
2251263		[781784]			进入超算时，获得最大生命值20%的护盾，持续10秒
2251264		[781786]			进入超算时，攻击力+30%，叠加上限120%
2251265			[781788]		进入超算时，对敌方造成已损失生命值20%的真实伤害，冷却8秒
2251266					可在【天台扭蛋机】进行作弊
2251267		[781789]			QTE伤害+1000%
2251301		[764643]			肉鸽3.0-外循环-中节点-攻击+50
2251302		[764644]			肉鸽3.0-外循环-中节点-所有属性伤害+15%
2251303		[764645]			肉鸽3.0-外循环-小节点-血量+500
2251304		[764646]			肉鸽3.0-外循环-小节点-血量+5%
2251305		[764647]			肉鸽3.0-外循环-小节点-防御+500
2251306		[764648]			肉鸽3.0-外循环-小节点-额外伤害加成+5%
2251307		[764649]			肉鸽3.0-外循环-小节点-攻击+5%
2251308		[764641]			肉鸽3.0-角色精通-结局1-攻击+10%
2251309		[764642]			肉鸽3.0-角色精通-结局2-额外伤害加成+10%
2251311		[781751]			肉鸽3.0DLC-外循环加成-生命值+8%
2251312		[781752]			肉鸽3.0DLC-外循环加成-生命值+600
2251313		[781753]			肉鸽3.0DLC-外循环加成-攻击力+30
2251314		[781754]			肉鸽3.0DLC-外循环加成-全属性伤害+10%
2251315		[781755]			肉鸽3.0DLC-外循环加成-生命值+250
2251316		[781756]			肉鸽3.0DLC-外循环加成-生命值+3%
2251317		[781757]			肉鸽3.0DLC-外循环加成-攻击力+30
2251318		[781758]			肉鸽3.0DLC-外循环加成-额外伤害加成+3%
2251319		[781759]			肉鸽3.0DLC-外循环加成-攻击力+3%
2251320		[778945]			肉鸽3.0DLC-外循环加成-量子化buff持续时间标记
2251321			[781760]		肉鸽3.0外循环-角色精通-结局3-敌人全属性弱点率+10%
2251322			[781761]		肉鸽3.0外循环-角色精通-结局4-敌人全属性抗性-10%
2251323		[776941]			肉鸽3.0外循环-角色精通-结局5-物理&全元素伤害+10%
2251401		[751307, 781709, 781796]	[781710]		肉鸽3.0-氛围环境-2章后镜头扭曲
2251402		[751324]			肉鸽3.0-氛围环境-3章随机扭曲黑洞
2251403		[751325]			肉鸽3.0-氛围环境-4章随机地面扭曲
2251404		[751326]			肉鸽3.0-氛围环境-5章空间裂缝
2251405		[751327]			肉鸽3.0-氛围环境-6章空间裂缝
2251406			[764985]		肉鸽3.0-氛围环境-3~4章怪物随机数据化
2251407			[764986]		肉鸽3.0-氛围环境-5~6章怪物随机数据化
2251408		[761640]			肉鸽3.0-背水装备-上
2251409		[761645]			肉鸽3.0-背水装备-中
2251410		[761650]			肉鸽3.0-背水装备-下
2251411		[761653]			肉鸽3.0-背水装备-套装
2251412		[761654]			肉鸽3.0-单点装备-上
2251413		[761657]			肉鸽3.0-单点装备-中
2251414		[761660]			肉鸽3.0-单点装备-下
2251415		[761663]			肉鸽3.0-单点装备-套装
2251416		[764669]			肉鸽3.0-轮切加攻换人装备-上
2251417		[764672]			肉鸽3.0-轮切加攻换人装备-下
2251418		[764673]			肉鸽3.0-轮切加攻换人装备-套装
2251419		[934453]			肉鸽3.0-后台暖机装备-上
2251420		[934454]			肉鸽3.0-后台暖机装备-下
2251421		[934458]			肉鸽3.0-后台暖机装备-套装
2251422		[746457]			肉鸽3.0DLC-氛围环境换色-3章随机扭曲黑洞
2251423		[746458]			肉鸽3.0DLC-氛围环境换色-4章随机地面扭曲
2251424		[746459]			肉鸽3.0DLC-氛围环境换色-5章空间裂缝
2251425		[746460]			肉鸽3.0DLC-氛围环境换色-6章空间裂缝
2251426		[751307, 781709, 781796]	[781711]		肉鸽3.0DLC-氛围特效-boss特供混乱特效
2251427		[776927]			肉鸽3.0DLC-关卡音效滤镜
2251428		[776963]			肉鸽3.0黑色骰子
2251429		[776965]			肉鸽3.0稳态指针
2251430			[776969]		肉鸽3.0红添火弱点率
2251431			[776970]		肉鸽3.0金添火弱点率
2260101		[763751]			夜刃成功背刺时将进入超算，冷却  10秒(源望契约1级解锁)
2260102			[763752]		夜刃的背刺额外造成50%伤害(源望契约3级解锁)
2260103		[763754]			夜刃3消黄球获得一组蓝球，3消蓝球获得一组红球(源望契约5级解锁)
2260201		[763755]			深红之渊普攻回球效率提升100%(源望契约1级解锁)
2260202		[763756]			深红之渊退出剑意状态时，进入超算(源望契约3级解锁)
2260203		[763757]			深红之渊使用剑气球时，50%概率获得一个剑气球(源望契约5级解锁)
2260301		[763759]			释放万兆创星击后，进入超算并重排信号球(源望契约1级解锁)
2260302		[763760]			每次“简直完美”/“哎呀可惜”，获得3/1颗红球(源望契约2级解锁)
2260303		[763761]			释放万兆创星击后，每个球转化为9点必杀能量(源望契约3级解锁)
2260401			[763764]		跃升击、辉耀旋击与普攻伤害+50%(源望契约1级解锁)
2260402		[763765]			每次辉晓释放必杀后进入超算(源望契约2级解锁)
2260403		[763766]			每次触发重力过载，随机获取一组3消球(源望契约3级解锁)
2260501		[763769]			逆旅处决效率提升100%、每秒回复5%生命值(源望契约1级解锁)
2260502		[763772]			逆旅成功触发核心被动升档后，立即获得一组3消(源望契约2级解锁)
2260503			[763773]		逆旅释放必杀后，移除受伤目标20%的最大处决值(源望契约3级解锁)
2260601			[763775]		降雷坠伤害、必杀伤害提升100%
2260602		[763777]			释放必杀后，自动进入超算
2260603		[763779]			释放必杀衔接降雷坠，重新排球&随机获得1组三消球
2265101		[782201, 782202, 782210]			效应玩法-深痕buff1-剑气普攻触发次元斩+基础行为次元斩充能
2265102		[782203]			效应玩法-深痕buff2-二段大附加次元斩次数*倍率伤害
2265103		[782205]			效应玩法-含英buff1-一段大后次元斩充能效率翻倍
2265104		[782206]			效应玩法-含英buff2-所有触发的斩击计算造成两次伤害并计算两次计数
2265105		[782251, 782253]			效应玩法-回音buff1-QTE回复充能+基础行为次元斩充能
2265106		[782256]			效应玩法-回音buff2-合击提升爆伤并触发次元斩
2265201		[782211, 782213]			效应玩法-启明buff1-冰锥激活时，消球附加冰结伤害+基础行为冰结充能
2265202		[782214]			效应玩法-启明buff2-冰锥激活时，二段大附加蓄能槽*倍率的冰爆伤害
2265203		[782216]			效应玩法-万事buff1-冰锥时间延长
2265204		[782316]			效应玩法-万事buff2-额外消耗冰刺生成冰锥时，造成额外效果
2265205		[782217, 782219]			效应玩法-37buff1-QTE冰结充能&冰伤+基础行为冰结充能
2265206		[782223]			效应玩法-37buff2-QTE给球
2266101			[782351]		高难继承玩法-环境词缀-维罗妮卡-锁血buff总控【无法主动回血&获取护盾值；敌人每扣除20%最大生命，玩家所有角色回血20%】
2266102			[782352]		高难继承玩法-环境词缀-回音-环境攻击总控【环境攻击生成玩家减速格子，继承至后续战斗】
2266103			[782353]		高难继承玩法-环境词缀-斯凯奇-环境攻击总控【环境攻击生成玩家减攻击格子，继承至后续战斗】
2266104			[782354]		高难继承玩法-环境词缀-完美程式体-锁血buff总控【无法主动回血；敌人每扣除20%最大生命，玩家所有角色回血20%】
2266105			[782355]		高难继承玩法-环境词缀-心象-格子染色总控【每场战斗开始随机生成一个玩家减速格子，继承至后续战斗】
2266106			[782356]		高难继承玩法-环境词缀-异合巨象-格子染色总控【每场战斗开始随机生成一个玩家减攻击格子，继承至后续战斗】
2266107		[782357, 782358]			高难继承玩法-环境词缀-不是空怪则清除免疫效果-默认免疫上述所有buff，检测到不是空怪才移除免疫（记得补充技能标记buff）
2266111		[781771]			高难继承玩法-难度词缀-怪物主宰
2266112		[781771]	[782371]		高难继承玩法-难度词缀-怪物加攻
2266113		[782372, 781771]	[782371]		高难继承玩法-难度词缀-玩家必杀限制-累计释放X次必杀后，必杀在Y秒内不再可用
2266121		[782332]			高难继承玩法-驻守词缀-进攻型-角色额外伤害加成+50%；角色成功闪避敌人攻击时，造成一次4000%攻击力倍率的对应属性伤害，有1秒冷却时间；
2266122		[782333]			高难继承玩法-驻守词缀-装甲型-角色造成伤害后，削减敌人25%额外伤害减免与25%对应属性抗性，物理属性额外削减100%防御；角色成功闪避敌人攻击时，获取一组三消球；
2266123		[782334]			高难继承玩法-驻守词缀-辅助型-角色攻击力+50%、对应属性伤害加成+50%，物理属性额外提供+100%暴击率；角色成功闪避敌人攻击时，回复10%最大生命值；
2266124		[782332]			高难继承玩法-驻守词缀-进攻型-角色额外伤害加成+50%；角色成功闪避敌人攻击时，造成一次4000%攻击力倍率的对应属性伤害，有1秒冷却时间；
2266125		[782333]			高难继承玩法-驻守词缀-装甲型-角色造成伤害后，削减敌人25%额外伤害减免与60%对应属性抗性；角色成功闪避敌人攻击时，获取一组三消球；
2266126		[782334]			高难继承玩法-驻守词缀-辅助型-角色攻击力+50%、对应属性伤害加成+50%；角色成功闪避敌人攻击时，回复10%最大生命值；
2266127		[782337]	[784159]		高难继承玩法-关卡环境-根据4秒内连续成功闪避的次数获得持续8秒的加成，每次成功触发时刷新buff持续时间，并重新计算4秒缓冲时间；1次：获得20%额外伤害加成；2次：获得50%额外伤害加成；3次：获得100%额外伤害加成、霸体与30%额外伤害减免；
2266128		[782332]			高难继承玩法-驻守词缀-湮灭型-角色额外伤害加成+50%；角色成功闪避敌人攻击时，造成一次4000%攻击力倍率的对应属性伤害，有1秒冷却时间；
2266129		[784167]			高难继承玩法-驻守词缀-观测型-观测者拥有辅助能力时，角色攻击力+50%、对应属性伤害加成+50%；角色成功闪避敌人攻击时，回复10%最大生命值；观测者拥有装甲能力时，角色造成伤害后，削减敌人25%额外伤害减免与60%对应属性抗性；角色成功闪避敌人攻击时，获取一组三消球；
2266131		[782337]	[782381, 782369]		高难继承玩法-天气词缀-物理-怪物弱点变化
2266132		[782337]	[782382, 782369]		高难继承玩法-天气词缀-火-怪物弱点变化
2266133		[782337]	[782383, 782369]		高难继承玩法-天气词缀-雷-怪物弱点变化
2266134		[782337]	[782384, 782369]		高难继承玩法-天气词缀-冰-怪物弱点变化
2266135		[782337]	[782385, 782369]		高难继承玩法-天气词缀-暗-怪物弱点变化
2266136		[782337]	[782386, 782369]		高难继承玩法-天气词缀-空-怪物弱点变化
2266141			[782364]		高难继承玩法-技能词缀-通用召唤替身-维罗妮卡
2266142			[782365]		高难继承玩法-技能词缀-通用召唤替身-回音
2266143			[782366]		高难继承玩法-技能词缀-通用召唤替身-斯凯奇
2266144			[784176, 784138]		高难继承玩法-环境词缀-芬里尔-【受击时，有15%-25%的几率在攻击者的位置释放雷电，造成1000真伤，冷却时间2秒，与目标距离越远，概率越高】
2266145			[784110, 784139, 784109]		高难继承玩法-环境词缀-蒙扎诺夫人-【攻击命中目标叠加一层禁疗，最高5层】
2266146			[784116, 784140, 784113]		高难继承玩法-环境词缀-国王-【闪避消耗提升50%，闪避值清空后降低移速】
2266147			[784175, 784159]		高难继承玩法-环境词缀-异合螳螂-【受击时，有15%-25%的几率在攻击者的位置释放雷电，造成2000真伤，冷却时间2秒，与目标距离越远，概率越高】
2266148			[784109, 784159]		高难继承玩法-环境词缀-机械采矿跳蛛-【攻击命中目标叠加一层禁疗，最高3层】
2266149			[784113, 784159]		高难继承玩法-环境词缀-海仙女-【闪避消耗提升50%】
2266150			[784143, 784138]		高难继承玩法-技能词缀-通用召唤替身-芬里尔
2266151			[784144, 784139]		高难继承玩法-技能词缀-通用召唤替身-蒙扎诺夫人
2266152			[784145, 784140]		高难继承玩法-技能词缀-通用召唤替身-国王
2267101			[783909]		新矿区-教学章弱点（暂无使用）+基础抗性设置
2267102		[783924, 580602]	[783909, 783997, 783998]		新矿区-第一章弱点（暂无使用）+基础抗性设置+洁塔薇大招真时停彩蛋
2267103			[783909]		新矿区-第二章弱点（暂无使用）+基础抗性设置
2267104			[783909]		新矿区-第三章弱点（暂无使用）+基础抗性设置
2267105			[783909, 783907]		新矿区-第四章弱点（暂无使用）+基础抗性设置+投技减伤宝宝巴士保底
2267111			[770005]		新矿区-第三章-boss词缀-加攻击类-1-强攻
2267112			[780433]		新矿区-第三章-boss词缀-加攻击类-2-火焰
2267113			[770005]		新矿区-第三章-boss词缀-加攻击类-3-强攻
2267114			[780453]		新矿区-第三章-boss词缀-加攻击类-4-冻结
2267115			[712002]		新矿区-第四章-boss词缀-强机制类-1-主宰
2267116			[783913]		新矿区-第四章-boss词缀-强机制类-2-冰径
