Id	BankId	HelperId	Type	Chat	ChatReply	PreChatId	Weight	Question	RightAnswer	Answers	RightReply	WrongReply	HelperIcon	HelperName
21023202	10232	1023	2				2000	指挥官觉得最符合我的描述是什么？	2	{1: '代行者', 2: '无暇者', 3: '执行者'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>无暇者</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023203	10232	1023	2				3000	你知道荣光机体耳部的耳钉状外设有什么作用吗？	2	{1: '帅气的装饰物', 2: '增幅雷达感知', 3: '最大限度脱离任何指挥官管辖'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>增幅雷达感知</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023301	10233	1023	2				3000	我的姓氏是？	2	{1: '兰斯顿', 2: '史密斯', 3: '约翰'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>史密斯</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023302	10233	1023	2				3000	在九龙夜航船上是哪位九龙众成员协助了我们突击鹰小队？	1	{1: '嘲风', 2: '蒲牢', 3: '睚眦'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>嘲风</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
21023303	10233	1023	2				3000	我是在什么情况下首次选择启用荣光机体的？	3	{1: '实力达到瓶颈寻求突破', 2: '执行特殊任务前', 3: '与升格者交战后，身受重伤后'}	不愧是你，答得丝毫不差。	抽丝剥茧，排除错误，你会找到正确答案就是<color=#3291DB>与升格者交战后，身受重伤后</color>的。	Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
31023101		1023	3	指挥官果然很了解身边的同伴。嗯，我很乐意为你效劳。	感谢								Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
41023101		1023	4	以这样的状态贸然采取行动可能会有风险。以防万一，请容我先去拟定几份行动方案。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadR3Kuluomu3Q.png	库洛姆
11024101		1024	1	如果能证明你与守林人羁绊的话。									Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
11024102		1024	1	那么我的长枪，将很乐意为你效劳。		11024101							Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024101	10241	1024	2				3000	我还在地球时，居住在哪个地区？	3	{1: '九龙', 2: '阿迪莱', 3: '北极航线联合'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>北极航线联合</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024102	10241	1024	2				3000	试着说出一个凛冽机体的技能释放方式吧。	2	{1: '长按方向可变身人马形态', 2: '长按普攻可释放电磁炮', 3: '长按必杀可使用光翼冲刺'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>长按普攻可释放电磁炮</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024103	10241	1024	2				3000	你知道曾经与我交战的升格者是谁吗？	3	{1: '拉弥亚', 2: '罗兰', 3: '阿尔法'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>阿尔法</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024201	10242	1024	2				3000	指挥官，你知道我的发型是怎么来的吗？	1	{1: '守林人的大家投票得出的', 2: '我设计的', 3: '罗塞塔自己设计的'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>守林人的大家投票得出的</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024202	10242	1024	2				3000	我比较喜欢什么动物？	2	{1: '鲨鱼', 2: '鲸鱼', 3: '鱿鱼'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>鲸鱼</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024203	10242	1024	2				3000	指挥官还记得凛冽机体的涂装吗？	3	{1: '记得，夜莺玫瑰', 2: '记得，哥特机兵', 3: '记得，旌风雪冠'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>旌风雪冠</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024301	10243	1024	2				3000	以下哪张卡牌是我和工程部那群人玩得时候使用过的？	2	{1: '武藏玖型', 2: '闪刃抓锚', 3: '你还会打牌吗'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>闪刃抓锚</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024302	10243	1024	2				3000	在极地召唤熊人的办法是什么？	1	{1: '朝水里丢石头', 2: '在雪松林里学熊叫', 3: '在雪地画童话书里的召唤阵'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>朝水里丢石头</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
21024303	10243	1024	2				3000	指挥官，你知道我习惯以什么姿势入睡吗？	1	{1: '站立悬浮', 2: '平躺', 3: '侧躺'}	是吗，你果然还记得这些。	很抱歉，正确答案应该是<color=#3291DB>站立悬浮</color>。	Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
31024101		1024	3	启程，让我们一同踏破所有障碍。	感谢								Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
41024101		1024	4	比起其他事物，让我们先增进彼此的了解如何？	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadLuosaita3Q.png	罗塞塔
11025101		1025	1	很好，看来你也开始学会‘掠夺’了。									Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
11025102		1025	1	但想从我这儿掠夺力量，还要看你有没有这个本事。		11025101							Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
11025103		1025	1	不过是几个简单的问题，总能回答出来吧？		11025102							Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025101	10251	1025	2				3000	我是在哪里首次使用绯耀机体与你合作进行任务的？	1	{1: '亚特兰蒂斯', 2: '空中花园', 3: '黑野集团秘密基地'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>亚特兰蒂斯</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025102	10251	1025	2				3000	你猜，为什么绯耀的武装不是太刀而是旗枪呢？	2	{1: '便于指挥和引导队友', 2: '太刀纤细不符合机体作战风格', 3: '为了叉鱼？'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>太刀不符合机体作战风格</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025103	10251	1025	2				3000	话说，你知道绯耀机体比较适用于什么样的作战情况吗？	3	{1: '集体冲锋', 2: '潜入作战', 3: '单兵突破'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>单兵突破</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025201	10252	1025	2				3000	我在亚特兰蒂斯，与哪个升格者发生了冲突？	1	{1: '拉弥亚', 2: '罗兰', 3: '加百列'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>拉弥亚</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025202	10252	1025	2				3000	你知道我为什么要头发扎起来吗？	1	{1: '防止进攻时视线受阻？', 2: '换个心情？', 3: '模仿比安卡？'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>防止视线受阻</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025203	10252	1025	2				3000	下面哪个人不是三头犬小队的？	2	{1: '诺克提', 2: '卡列尼娜', 3: '21号'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>卡列尼娜</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025301	10253	1025	2				3000	我是怎么处理来找茬的人呢？	2	{1: '直接揍他', 2: '优先使用言语攻击', 3: '打小报告'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>优先使用言语攻击</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025302	10253	1025	2				3000	我喝咖啡会加几勺糖？	3	{1: '一勺', 2: '五勺', 3: '我记得你好像不喜欢加糖来着？'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>根本不加</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
21025303	10253	1025	2				3000	我偶尔会去艺术协会干什么呢？	1	{1: '看舞台剧演出', 2: '在后台帮忙', 3: '学习艺术'}	能答出来是当然的，可别得意忘形，指挥官。	你就这点能耐么……真是难看，答案是<color=#3291DB>看舞台剧</color>，还要再挣扎一下么，指挥官？	Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
31025101		1025	3	不错，看来你还有点能耐。走吧，让你见识一下，你获得的‘奖赏’。	感谢								Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
41025101		1025	4	呵呵，看你挣扎而不得的样子，真是让人心情愉悦啊。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadR3Weila3Q.png	薇拉
11026101		1026	1	按理说我可不会白白帮忙的。									Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
11026102		1026	1	来打个赌吧，只要你能答对我几个问题，我就给你提供免费帮助，如何？		11026101							Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026101	10261	1026	2				3000	你猜猜我之前在什么地方工作过吧。	1	{1: '九龙剧院', 2: '空中花园艺术协会', 3: '极地'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>九龙剧院</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026102	10261	1026	2				3000	你知道我手上的铜币产地在哪里吗？	3	{1: '空中花园艺术协会', 2: '九龙剧院', 3: '夜航船'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>夜航船</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026103	10261	1026	2				3000	你知道我的游麟机体核心被动该怎么触发吗？	2	{1: '使用钩锁', 2: '三消点亮追击球', 3: '长按普攻'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>三消点亮追击球</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026201	10262	1026	2				3000	嘿嘿，你知道我擅长什么游戏吗？	2	{1: '消消乐', 2: '麻将、纸牌', 3: '变魔术'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>麻将、纸牌</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026202	10262	1026	2				3000	猜猜我有多少个秘密基地？	1	{1: '48个？', 2: '1个', 3: '你没有秘密基地'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>48个</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026203	10262	1026	2				3000	指挥官知道我和苏菲亚、七实组成了什么同盟吗？	3	{1: '打牌同盟', 2: '大人同盟', 3: '小孩子同盟'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>小孩子同盟</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026301	10263	1026	2				3000	我跟你说过夜航船上有个卖粽子的大叔，你还记得他的名字吗？	2	{1: '旺财', 2: '阿福叔', 3: '翠花'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>阿福叔</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026302	10263	1026	2				3000	还记得我喜欢什么口味的粽子吗？	1	{1: '咸的', 2: '甜的', 3: '变态辣的'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>咸的</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
21026303	10263	1026	2				3000	我曾主演过哪首剧目？	3	{1: '霸王别姬', 2: '顺便惊情一百年', 3: '长坂坡'}	呦，答得漂亮。	这次就免费告诉你正确答案是<color=#3291DB>长坂坡</color>好了，下次，我可要看情况收费喽~	Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
31026101		1026	3	愿赌服输，说吧，要我帮你做些什么~	感谢								Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
41026101		1026	4	愿赌服输，欢迎下次光临~	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadChangYu3Q.png	常羽
11027101		1027	1	人类总是这样渴求远超自己的力量。									Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
11027102		1027	1	而这力量的代价，真的是你能够承受的吗？		11027101							Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
11027103		1027	1	也罢……要我帮你，就先要回答我几个问题。		11027102							Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027101	10271	1027	2				3000	你知道银冕机体的涂装是什么吗？	3	{1: '末世绀华', 2: '薄纱紫荆', 3: '街头红芒'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>街头红芒</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027102	10271	1027	2				3000	下面哪个人不是我的同伴？	2	{1: '罗兰', 2: '灰唁', 3: '拉弥亚'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>灰唁</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027103	10271	1027	2				3000	你知道人类是怎么称呼我的吗？	1	{1: '代行者', 2: '升格者', 3: '露娜娜'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>代行者</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027201	10272	1027	2				3000	你知道本质上，银冕这个机体外部的附着物是什么吗？	1	{1: '帕弥什病毒', 2: '污垢', 3: '装饰物'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>帕弥什病毒</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027202	10272	1027	2				3000	你肯定不知道我比较喜欢什么礼物吧。	2	{1: '简约抱枕', 2: '小夜灯', 3: '百合胸针'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>小夜灯</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027203	10272	1027	2				3000	我背后的异聚体有什么作用吗？	1	{1: '改变其形状制造出不同的武器', 2: '帅气的装饰物', 3: '使机体漂浮'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>改变其形状制造出不同的武器</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027301	10273	1027	2				3000	床头柜上的小夜灯，颜色是什么？	2	{1: '白色', 2: '红色', 3: '绿色'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>红色</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027302	10273	1027	2				3000	你知道在终焉福音中，有谁背刺了我？	3	{1: '加百列', 2: '华胥', 3: '加百列和华胥'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>加百列和华胥</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
21027303	10273	1027	2				3000	你还记得我童年时期的发色吗？	3	{1: '红色', 2: '白色', 3: '金色'}	嗯，回答得不错。	是否需要给你点惩罚，才能让你记住答案是<color=#3291DB>金色</color>呢。	Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
31027101		1027	3	走吧，让我们去革新这个世界。	感谢								Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
41027101		1027	4	果然还是这样的结果。就这样结束吧。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadLuna3Q.png	露娜
11028101		1028	1	唔……没想到我换了这么多次通讯信道都没躲过。									Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
11028102		1028	1	虽然很麻烦……但是不问问题看来是越不过这件事了。		11028101							Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028101	10281	1028	2				3000	你知道我现在隶属于哪个部队吗？	1	{1: '突击鹰', 2: '圣甲虫小队', 3: '灰鸦小队'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>突击鹰</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028102	10281	1028	2				3000	你知道我喜欢什么礼物吗？	3	{1: '天气瓶', 2: '播放装置', 3: '简约抱枕'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>简约抱枕</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028103	10281	1028	2				3000	你知道明觉机体的长距离突进技能是怎么触发的吗？	1	{1: '红色信号球', 2: '黄色信号球', 3: '蓝色信号球'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>红色信号球</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028201	10282	1028	2				3000	猜猜我最大的愿望是什么吧。	2	{1: '一天可以睡24个小时', 2: '一天可以睡25个小时', 3: '一天可以睡8个小时'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>一天可以睡25个小时</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028202	10282	1028	2				3000	你知道我为什么离开生命之星并成为构造体吗？	1	{1: '在生命之星缺乏认同和归属感', 2: '加班太多', 3: '生命之星的工作过于无聊'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>在生命之星缺乏认同和归属感</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028203	10282	1028	2				3000	你知道我使用的武器是什么吗？	1	{1: '枪械组', 2: '枪盾', 3: '双枪'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>枪械组</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028301	10283	1028	2				3000	放在我修整室里的罐头是什么味道的？	2	{1: '水果罐头', 2: '鲱鱼罐头', 3: '牛肉罐头'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>鲱鱼罐头</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028302	10283	1028	2				3000	以下哪个科室是我没待过的？	1	{1: '生化科', 2: '儿科', 3: '构造体维护科'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>生化科</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
21028303	10283	1028	2				3000	还记得我一般在休息的地方贴的纸条，上面写的什么吗？	3	{1: '勿扰', 2: '万事安眠舱', 3: '万事休息屋'}	唔……这你都知道啊……	错了，答案是<color=#3291DB>万事休息屋</color>。	Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
31028101		1028	3	哎……走吧，结束后我要找队长申请调休……	感谢								Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
41028101		1028	4	……问完了，答完了。好了，事情结束，晚安。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadWanShi3Q.png	万事
11029101		1029	1	既然找了我帮忙，那就不需要找其他人了。									Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
11029102		1029	1	前提是，你能回答出我接下来的几个问题。		11029101							Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029101	10291	1029	2				3000	我属于哪个小队	1	{1: '突击鹰小队', 2: '灰鸦小队', 3: '三头犬小队'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>突击鹰小队</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029102	10291	1029	2				3000	释放必杀技时我喜欢说什么？	3	{1: '我就是光明', 2: '瓦就是黑暗', 3: '我就是黑暗'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>我就是黑暗</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029103	10291	1029	2				3000	你知道我蓝色信号球在普通状态下释放会有什么效果吗？	2	{1: '牵引周边怪物', 2: '解除自身受击', 3: '增加自身攻击力'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>解除自身受击</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029201	10292	1029	2				3000	我作为专业代打，擅长黄金时代的什么类型游戏	2	{1: '回合制', 2: '动作类', 3: '连连看'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>动作类</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029202	10292	1029	2				3000	下面哪个东西是我不讨厌的？	3	{1: '黑野', 2: '世界', 3: '战斗'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>战斗</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029203	10292	1029	2				3000	我和神威现在关系怎么样？	1	{1: '逐渐和解', 2: '势不两立', 3: '好兄弟'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>逐渐和解</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029301	10293	1029	2				3000	问什么呢，真麻烦。算了，你知道波旬夜叉是谁给我搞来的吗？	2	{1: '神威和里', 2: '七实和苏菲亚', 3: '艾拉和丽芙'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>七实和苏菲亚</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029302	10293	1029	2				3000	你知道我那个混蛋师傅的名字是什么吗？	1	{1: '毛镇', 2: '尼科拉', 3: '阿西莫夫'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>毛镇</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
21029303	10293	1029	2				3000	喂，下面哪个吃的我们没有一起吃过？	3	{1: '金黄鸡蛋地狱饭', 2: '双倍辣章鱼丸子', 3: '牛奶泡芙可可饼干'}	还不赖。	你这家伙，难道忘了答案应该是<color=#3291DB>牛奶泡芙可可饼干</color>吗？！	Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
31029101		1029	3	来吧，解开我的镣铐，一起去大闹一场。	感谢								Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
41029101		1029	4	哈？我怎么感受你不是认真来找我的帮忙的！这次可别指望着用吃的把我糊弄过去。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadKamu3Q.png	卡穆
11030101		1030	1	华胥已告诉了我你的来意。									Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
11030102		1030	1	想要获得九龙的帮助，可不是那么容易的。		11030101							Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
11030103		1030	1	但你明知其中的困难，仍要尝试的精神值得赞赏。		11030102							Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
11030104		1030	1	因此，我可以破例给你一个证明自己的机会。只要你能回答出我的问题即可。		11030103							Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030101	10301	1030	2				3000	我使用的武器是什么	1	{1: '龙枪', 2: '战术枪', 3: '双枪'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>龙枪</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030102	10301	1030	2				3000	如何触发我的雀翎机体核心被动	3	{1: '极限闪避', 2: '消球消耗所有同调值', 3: '消球积攒同调值至上限'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>消球积攒同调值至上限</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030103	10301	1030	2				3000	我最喜欢呆在九龙的什么地方？	1	{1: '观星台', 2: '商业街', 3: '夜航船'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>观星台</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030201	10302	1030	2				3000	我最喜欢什么类型的人类书籍	2	{1: '艺术类', 2: '历史学', 3: '图画类'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>历史学</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030202	10302	1030	2				3000	九龙商会嘲风众的负责人是谁	1	{1: '墨鸢', 2: '维利耶', 3: '胤'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>墨鸢</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030203	10302	1030	2				3000	你可否还记得，我的仿生孔雀，名字叫什么？	3	{1: '阿兰', 2: '角宫', 3: '徽羽'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>徽羽</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030301	10303	1030	2				3000	你可知，我为何要成为构造体？	2	{1: '为了一统世界', 2: '为了守护万世铭', 3: '为了守护九龙'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>为了守护万世铭</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030302	10303	1030	2				3000	下面哪种机体不是我九龙制造的？	1	{1: '命运之轮', 2: '禄存', 3: '至尊'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>命运之轮</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
21030303	10303	1030	2				3000	星瀚云渺是把不错的武器，你知道是谁送给我的吗？	3	{1: '维里耶', 2: '连山', 3: '墨鸢'}	不错，果然只有你才能匹配。	正确答案是<color=#3291DB>墨鸢</color>。对于你来说，答错可不是常见的事。	Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
31030101		1030	3	也罢，出席人民的纪典，也是王的责任之一。	感谢								Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
41030101		1030	4	看来比起协助你，我们首先要做的，是增进你对九龙的了解才对。	我会继续努力								Assets/Product/Texture/Image/Role/RoleHeadQu3Q.png	曲
11031101		1031	1	指挥的共奏邀请么。									Assets/Product/Texture/Image/Role/RoleHeadR3Sailinna3Q.png	赛琳娜
