Group	Text	Duration	CvId	WordsIndex
1022011907	骑士被风车击倒了无数次，也不曾气馁。	[6.0, 6.0, 6.0, 6.0]	100001144	1
1022011908	骑士并非认不清现实，即便背负着残酷的真相，也依旧要以骑士之身前行。	[9.0, 9.0, 9.0, 9.0]	100001145	1
1022011909	我只是情不自禁地想站在那位骑士的身旁，想在她的诗篇里留下一笔。	[9.0, 9.0, 9.0, 9.0]	100001146	1
1022011910	旅行者自出发之日起，就已经选好了自己的归宿。	[8.0, 8.0, 8.0, 8.0]	100001147	1
1022011911	或遭遇彻夜的暴雨，或受困于惊天的浪啸。	[6.0, 6.0, 6.0, 6.0]	100001148	1
1022011912	有时亦会茫然，自己是为何而前行。	[5.0, 5.0, 5.0, 5.0]	100001149	1
1022011913	她只是个无名的行者，只会在这片大地上孤独地走下去。	[8.0, 8.0, 8.0, 8.0]	100001150	1
1022011914	可她……应该是错了。	[6.0, 6.0, 6.0, 6.0]	100001151	1
1022011915	你叫……艾拉是吗？	[4.0, 4.0, 4.0, 4.0]	100001152	1
1022011916	我叫……	[2.0, 2.0, 2.0, 2.0]	100001153	1
1022011917	不……等我真正地取回那个名字所代表的意义之后……	[7.0, 7.0, 7.0, 7.0]	100001154	1
1022011918	届时，我们再相见吧。	[5.0, 5.0, 5.0, 5.0]	100001155	1
1022011919	塞万提斯：你认为……你的出现能改变她的结局吗？	[5.0, 5.0, 5.0, 5.0]	100001163	1
1022011920	我不知道，但即使是悲剧，也值得一场盛大的落幕。	[8.0, 8.0, 8.0, 8.0]	100001156	1
1022011921	塞万提斯：是么……那么就让我见证……不，参与到最后吧！	[9.0, 9.0, 9.0, 9.0]	100001164	1
1022011922	这样一来，乐章即将进入尾声……	[5.0, 5.0, 5.0, 5.0]	100001157	1
1022011923	请让我聆听……你所奏响的终曲。	[6.0, 6.0, 6.0, 6.0]	100001158	1
1022011400	欢迎来到生命栖息之地，普利亚森林公园展厅。	[4.0, 4.0, 4.0, 4.0]		1
1022011401	自然不存在偏爱，平等地孕育着生命。	[3.0, 3.0, 3.0, 3.0]		1
1022011401	不管它是来自哪里，最终又将去往何方。	[3.0, 3.0, 3.0, 3.0]		2
1022011402	最初，只是对静态植物的模仿。	[6.0, 6.0, 6.0, 6.0]		1
1022011403	为了将足迹遍布大地，它们生出了双腿。	[6.0, 6.0, 6.0, 6.0]		1
1022011404	从植物到动物……	[4.5, 4.5, 4.5, 4.5]		1
1022011405	从陆行到飞行……	[6.0, 6.0, 6.0, 6.0]		1
1022011406	……它们找到了新的目标，自然选择出的新成果——人类。	[3.5, 3.5, 3.5, 3.5]		1
1022011407	或者说，类人	[5.0, 5.0, 5.0, 5.0]		1
1022011408	…	[3.0, 3.0, 3.0, 3.0]		1
1022021400	正在载入……普利亚森林公园遭遇战。	[3.0, 3.0, 3.0, 3.0]		1
1022021401	希卡：这里的雾气不仅能干扰视野，也影响了侦察设备的感应范围，请小心行事。	[6.0, 6.0, 6.0, 6.0]		1
1022021402	希卡：适合莱娜发挥的优势地形……唔……	[4.0, 4.0, 4.0, 4.0]		1
1022021403	希卡：这场战役之后，有不少司令部的前辈递交了重回前线的申请……	[5.0, 5.0, 5.0, 5.0]		1
1022031400	正在载入……普利亚森林公园撤退战。	[3.0, 3.0, 3.0, 3.0]		1
1022031401	猩红的汹流下，千疮百孔的堤坝护住了最后的火光。	[5.0, 5.0, 5.0, 5.0]		1
1022031402	一号阵地在378秒内，五次易手…	[5.0, 5.0, 5.0, 5.0]		1
1022031402	...最后队长达勒殉爆，争取到了17s的撤离时间，保存了有生力量。	[5.0, 5.0, 5.0, 5.0]		2
1022031403	突击队潜行位置出现游荡的异合生物…	[5.0, 5.0, 5.0, 5.0]		1
1022031403	...后勤队员伦纳德选择独自引开，后经确认死亡。	[5.0, 5.0, 5.0, 5.0]		2
1022031404	突击队全员阵亡，有效阻击敌人682s	[1.0, 1.0, 1.0, 1.0]		1
1022031404	突击队全员阵亡，有效阻击敌人683s	[1.0, 1.0, 1.0, 1.0]		2
1022031404	突击队全员阵亡，有效阻击敌人684s	[1.0, 1.0, 1.0, 1.0]		3
1022031404	突击队全员阵亡，有效阻击敌人685s	[1.0, 1.0, 1.0, 1.0]		4
1022031404	突击队全员阵亡，有效阻击敌人686s	[1.0, 1.0, 1.0, 1.0]		5
1022031404	突击队全员阵亡，有效阻击敌人687s	[1.0, 1.0, 1.0, 1.0]		6
1022031404	突击队全员阵亡，有效阻击敌人688s	[1.0, 1.0, 1.0, 1.0]		7
1022031404	突击队全员阵亡，有效阻击敌人689s	[1.0, 1.0, 1.0, 1.0]		8
1022031404	突击队全员阵亡，有效阻击敌人690s	[1.0, 1.0, 1.0, 1.0]		9
1022031404	突击队全员阵亡，有效阻击敌人691s	[1.0, 1.0, 1.0, 1.0]		10
1022031404	突击队全员阵亡，有效阻击敌人692s	[1.0, 1.0, 1.0, 1.0]		11
1022031404	突击队全员阵亡，有效阻击敌人692s。	[7.0, 7.0, 7.0, 7.0]		12
1022041400	滚开，你这个怪物！！	[5.0, 5.0, 5.0, 5.0]		1
1022041401	队长，我就先走一步了。	[3.0, 3.0, 3.0, 3.0]		1
1022041402	——顺利完成诱敌任务，协助汉斯再次重启天基武器。	[5.0, 5.0, 5.0, 5.0]		1
2100023100	载	[0.2, 0.2, 0.2, 0.2]		1
2100023100	载入	[0.1, 0.1, 0.1, 0.1]		2
2100023100	载	[0.3, 0.3, 0.3, 0.3]		3
2100023100	载入	[0.1, 0.1, 0.1, 0.1]		4
2100023100	载	[0.1, 0.1, 0.1, 0.1]		5
2100023100	载入	[0.3, 0.3, 0.3, 0.3]		6
2100023100	载入中	[0.1, 0.1, 0.1, 0.1]		7
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		8
2100023100	载入中..	[0.1, 0.1, 0.1, 0.1]		9
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		10
2100023100	载入中..	[0.3, 0.3, 0.3, 0.3]		11
2100023100	载入中...	[0.2, 0.2, 0.2, 0.2]		12
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		13
2100023100	载入中..	[0.2, 0.2, 0.2, 0.2]		14
2100023100	载入中...	[0.3, 0.3, 0.3, 0.3]		15
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		16
2100023100	载入中..	[0.1, 0.1, 0.1, 0.1]		17
2100023100	载入中...	[0.2, 0.2, 0.2, 0.2]		18
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		19
2100023100	载入中..	[0.2, 0.2, 0.2, 0.2]		20
2100023100	载入中...	[0.3, 0.3, 0.3, 0.3]		21
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		22
2100023100	载入中..	[0.1, 0.1, 0.1, 0.1]		23
2100023100	载入中...	[0.2, 0.2, 0.2, 0.2]		24
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		25
2100023100	载入中..	[0.2, 0.2, 0.2, 0.2]		26
2100023100	载入中...	[0.3, 0.3, 0.3, 0.3]		27
2100023100	载入中.	[0.1, 0.1, 0.1, 0.1]		28
2100023100	载入中..	[0.1, 0.1, 0.1, 0.1]		29
2100023100	载入中...	[0.2, 0.2, 0.2, 0.2]		30
2100023500	阿尔卡纳：先哲大人…感染体已经侵入到地下区域。	[4.0, 4.0, 4.0, 4.0]		1
2100023501	七实：七实也作为玩家！不能让它们妨碍那个机械体的！	[4.0, 4.0, 4.0, 4.0]		1
2100023502	阿尔卡纳：先哲大人只要消灭敌人就好了，其他事情交给我吧。	[6.0, 6.0, 6.0, 6.0]		1
301304121	比安卡：这个人影有些眼熟……	[2.0, 2.0, 2.0, 2.0]	100001295	1
301304122	比安卡：消失了？有谁破坏了这里的信息……	[5.0, 5.0, 5.0, 5.0]	100001296	1
301304122	比安卡：（能干扰帕弥什的只有升格者，但他们怎么知道溯源装置需要调查哪里？）	[7.0, 7.0, 7.0, 7.0]	100001297	2
301304122	比安卡：（能这样精准地破坏溯源装置所需要的信息……除非……）	[6.0, 6.0, 6.0, 6.0]	100001298	3
301304123	比安卡：这里的信息被破坏了。	[2.0, 2.0, 2.0, 2.0]	100001299	1
301304123	构造体队员：是吗？呃，我也不知道怎么回事。	[4.0, 4.0, 4.0, 4.0]	100001300	2
301304123	比安卡：这片地区一直是你们在管理。	[3.0, 3.0, 3.0, 3.0]	100001301	3
301304123	构造体队员：可能只是不小心……不小心吧。	[5.0, 5.0, 5.0, 5.0]	100001302	4
301304123	比安卡：如果是法奥斯之矛，不小心破坏确实会导致这种结果，但溯源装置不会。	[8.0, 8.0, 8.0, 8.0]	100001303	5
301304123	比安卡：你们见过……升格者了？	[4.0, 4.0, 4.0, 4.0]	100001304	6
301304124	构造体队员：动手！	[2.0, 2.0, 2.0, 2.0]	100001305	1
301304125	瑞楠：你们要做什么！	[2.0, 2.0, 2.0, 2.0]	100001306	1
301304125	瑞楠：队长，我来帮忙！	[3.0, 3.0, 3.0, 3.0]	100001307	2
301304126	瑞楠：可恶……动不了了！	[5.0, 5.0, 5.0, 5.0]	100001308	1
301304127	构造体队员：你这个假仁义的家伙……！	[3.0, 3.0, 3.0, 3.0]	100001309	1
301304127	构造体队员：平时都说叛逃者要抓回去审问，对自己人倒是毫不留情地下手！	[5.0, 5.0, 5.0, 5.0]	100001310	2
301304127	比安卡：如果你们表现出投降的意向，我自然会停手。	[4.0, 4.0, 4.0, 4.0]	100001311	3
301304127	构造体队员：好好好，我们投降，我们投降！	[5.0, 5.0, 5.0, 5.0]	100001312	4
301304127	比安卡：放下武器，把枷锁戴在脖子上，我知道你们身上有。	[5.0, 5.0, 5.0, 5.0]	100001313	5
301304127	构造体队员：……	[2.0, 2.0, 2.0, 2.0]		6
301304128	构造体队员：趁现在！	[2.0, 2.0, 2.0, 2.0]	100001314	1
301304129	构造体队员：我们已经暴露了，绝对不能让她活着回去！	[3.2, 3.2, 3.2, 3.2]	100001315	1
301304129	构造体队员：只要清理部队的队长在调查中殉职，事情就会被掩盖。	[4.5999, 4.5999, 4.5999, 4.5999]	100001316	2
301304129	比安卡：为什么要协助升格者？幕后主使者是谁？	[3.7, 3.7, 3.7, 3.7]	100001317	3
301304129	构造体队员：去地狱里问问千子吧，她也多少摸到了一些线索，只是没机会继续了。	[6.5, 6.5, 6.5, 6.5]	100001318	4
301304129	比安卡：那时突然调换任务是因为这个？她的死和这件事有关？？	[4.8, 4.8, 4.8, 4.8]	100001319	5
301304129	构造体队员：我说了，去地狱里问她吧！	[3.5, 3.5, 3.5, 3.5]	100001320	6
301304130	构造体队员：哈……不愧是……队长……	[5.0, 5.0, 5.0, 5.0]	100001321	1
301304131	构造体队员：半吊子……是装出来的吗？	[4.0, 4.0, 4.0, 4.0]	100001322	1
301304132	构造体队员：你会下地狱的……魔女……	[3.7999, 3.7999, 3.7999, 3.7999]	100001323	1
301304133	？？？：圣女！终于找到圣女了！救救我，救救我！！	[6.8, 6.8, 6.8, 6.8]	100001605	1
301304133	？？？：救救我！！！	[3.4, 3.4, 3.4, 3.4]	100001606	2
301304135	比安卡：咳……	[1.2999, 1.2999, 1.2999, 1.2999]	100001607	1
301304135	比安卡：那些叛逃者竟然对活着的人类……！	[3.2, 3.2, 3.2, 3.2]	100001608	2
301304136	？？？：你就是她提起过的圣女？？请救救我！！	[6.8, 6.8, 6.8, 6.8]	100001609	1
301304137	比安卡：交给我吧。	[0.8999, 0.8999, 0.8999, 0.8999]	100001610	1
301304138	？？？：谢谢……圣女大人！	[3.7999, 3.7999, 3.7999, 3.7999]	100001611	1
301304138	比安卡：你身上的电磁脉冲环是谁给你安装的？	[3.0, 3.0, 3.0, 3.0]	100001612	2
301304138	？？？：您是说刚刚被拆下来的那个？我不知道……	[4.8, 4.8, 4.8, 4.8]	100001613	3
301304138	？？？：有个人让我们逃出来找您，还说只有您能救我们。	[6.1999, 6.1999, 6.1999, 6.1999]	100001614	4
301304138	比安卡：她在哪里？	[1.0, 1.0, 1.0, 1.0]	100001615	5
301304138	？？？：在我们的圣坛，圣女大人，请救救我们的圣坛！	[5.0999, 5.0999, 5.0999, 5.0999]	100001616	6
301304138	比安卡：圣坛？你是赤音神启的教徒吗？	[3.5, 3.5, 3.5, 3.5]	100001617	7
301304138	？？？：没错，神启之子已经不在了，我们不知该去何方，圣女大人……请救救我们……	[7.5, 7.5, 7.5, 7.5]	100001618	8
301304139	？？？：圣女大人在这里！我不会再害怕你们了！	[4.5, 4.5, 4.5, 4.5]	100001619	1
301304140	？？？：阿德琳姐姐！	[4.5, 4.5, 4.5, 4.5]	100001620	1
301304140	阿德琳：小月！太好了，圣女保佑！	[3.4, 3.4, 3.4, 3.4]	100001621	2
301304140	比安卡：先让我帮你解除身上的……	[1.7, 1.7, 1.7, 1.7]	100001622	3
301304140	小月：有人帮我把它拆下来了，她就在圣坛附近。	[4.8, 4.8, 4.8, 4.8]	100001623	4
301304140	比安卡：会是瑞楠吗……	[1.2999, 1.2999, 1.2999, 1.2999]	100001624	5
301304141	比安卡：这个感染体是瑞楠，她的逆元装置被人为破坏了。	[4.5999, 4.5999, 4.5999, 4.5999]	100001625	1
301304141	比安卡：看来你也被背叛，抛弃了。	[2.7, 2.7, 2.7, 2.7]	100001626	2
301304142	比安卡：逆元装置被破坏时损伤到了瑞楠的意识海，记忆也会丢失，这和之前的手段很像。	[7.6999, 7.6999, 7.6999, 7.6999]	100001627	1
301304142	比安卡：……趁着场地还没被干扰，就在这里调查吧。	[3.2999, 3.2999, 3.2999, 3.2999]	100001628	2
301311501	里：丽芙和露西亚？	[3.0, 3.0, 3.0, 3.0]		1
301311505	卡列尼娜：这是在吸收零点能吗？	[3.0, 3.0, 3.0, 3.0]		1
301311506	卡列尼娜：无论是多少次，我都会消灭它们！	[3.0, 3.0, 3.0, 3.0]		1
301311510	艾拉：已经把艾伦先生安顿好了，接下来……这次不会再有这个机会了。	[2.0, 2.0, 2.0, 2.0]		1
301311511	艾拉：有能量反应，是因为上面的无人机吗？	[3.0, 3.0, 3.0, 3.0]		1
301311512	艾拉：先上去解决掉那些无人机吧。	[3.0, 3.0, 3.0, 3.0]		1
1023010701	空中卫队：地面单位请注意，“虎鲸“即将降落。	[3.5, 3.5, 3.5, 3.5]		1
1023010702	地面部队：地面单位收到，已执行接收程序。	[2.0, 2.0, 2.0, 2.0]		1
1023010703	空中卫队：“虎鲸”已到达指定区域，空中护卫任务已结束。	[2.0, 2.0, 2.0, 2.0]		1
1023010704	地面部队：感谢护卫，接下来由我方接手押送任务。	[2.0, 2.0, 2.0, 2.0]		1
1023010705	空中卫队：当前任务已交接，前往下个任务地点。	[2.0, 2.0, 2.0, 2.0]		1
1023010706	阿尔法：空中花园的运输机……利用它应该就能到达凛冬堡的位置。	[2.5, 2.5, 2.5, 2.5]		1
1023010707	阿尔法：意识海……啧……	[1.5, 1.5, 1.5, 1.5]		1
1023010708	阿尔法：为了不加重机体的负担，用更保险的手段夺取运输机或许比较好。	[2.5, 2.5, 2.5, 2.5]		1
1023010709	阿尔法：不过……哪怕不用这种麻烦的方式，这副机体也足够撑到把这群人全解决掉。	[2.5, 2.5, 2.5, 2.5]		1
1023011301	系统：消杀已完成	[2.0, 2.0, 2.0, 2.0]		1
1023011302	露西亚：看来这一层是大脑和意识海的研究中心。	[2.5, 2.5, 2.5, 2.5]		1
1023011302		[0.5, 0.5, 0.5, 0.5]		2
1023011302	阿尔法：大厅里没有详细资料，继续向前走。	[2.5, 2.5, 2.5, 2.5]		3
1023011303	阿尔法：好了，走吧。	[1.0, 1.0, 1.0, 1.0]		1
1023011304	露西亚：这个电梯能前往下一层。	[1.5, 1.5, 1.5, 1.5]		1
1023011305	阿尔法：看来还要操作其他的控制台。	[2.5, 2.5, 2.5, 2.5]		1
1023011305		[0.5, 0.5, 0.5, 0.5]		2
1023011305	露西亚：交给我吧。	[1.0, 1.0, 1.0, 1.0]		3
1023011306	阿尔法：什么！	[1.5, 1.5, 1.5, 1.5]		1
1023011307	露西亚：有敌人！	[1.5, 1.5, 1.5, 1.5]		1
1023011308	阿尔法：有敌人！	[1.5, 1.5, 1.5, 1.5]		1
1023011309	露西亚：我知道。	[1.5, 1.5, 1.5, 1.5]		1
1023011310	露西亚：看来是为了阻隔感染体，关闭了大门的感应器。	[3.0, 3.0, 3.0, 3.0]		1
1023011310		[0.5, 0.5, 0.5, 0.5]		2
1023011310	阿尔法：我可以在这边帮你把门打开！	[2.5, 2.5, 2.5, 2.5]		3
1023011311	露西亚：这次很顺利。	[2.0, 2.0, 2.0, 2.0]		1
1023011311		[0.5, 0.5, 0.5, 0.5]		2
1023011311	阿尔法：这是应该……等等，有动静。	[2.5, 2.5, 2.5, 2.5]		3
1023011601	莉莉丝：想看看纸牌魔术吗？	[4.0, 4.0, 4.0, 4.0]	100001891	1
1502051101	蒲牢：可恶的‘摇篮’，居然毁掉了上山的栈道……	[2.0, 2.0, 2.0, 2.0]		1
1502051101		[0.3, 0.3, 0.3, 0.3]		2
1502051101	蒲牢：虽然费了点功夫……	[2.0, 2.0, 2.0, 2.0]		3
1502051101		[1.0, 1.0, 1.0, 1.0]		4
1502051101	蒲牢：嘿……咻——！	[1.5, 1.5, 1.5, 1.5]		5
1502051101		[0.8, 0.8, 0.8, 0.8]		6
1502051141	蒲牢：呼……终于上来啦。	[2.0, 2.0, 2.0, 2.0]		1
1502051141		[1.0, 1.0, 1.0, 1.0]		2
1502051141	蒲牢：……前面应该就是‘摇篮’的大本营，得抓紧时间了！	[3.0, 3.0, 3.0, 3.0]		3
1502051102	蒲牢：不是这边，‘摇篮’应该在山顶才对！	[3.0, 3.0, 3.0, 3.0]		1
1502051103	··········	[3.0, 3.0, 3.0, 3.0]		1
1502051104	蒲牢：咦！？	[1.0, 1.0, 1.0, 1.0]		1
1502051104		[0.5, 0.5, 0.5, 0.5]		2
1502051104	蒲牢：什么人！	[2.0, 2.0, 2.0, 2.0]		3
1502051104		[3.0, 3.0, 3.0, 3.0]		4
1502051104	蒲牢：身影消失了！？难道是什么障眼之法？	[2.0, 2.0, 2.0, 2.0]		5
1502051105	蒲牢：果然有伏兵！	[3.0, 3.0, 3.0, 3.0]		1
1502051105		[3.0, 3.0, 3.0, 3.0]		2
1502051105	蒲牢：你们不是我的对手！速速退散！	[2.0, 2.0, 2.0, 2.0]		3
1502051106	蒲牢：山雾？为什么会在这个时候……？	[2.0, 2.0, 2.0, 2.0]		1
1502051107	蒲牢：歌……？	[2.0, 2.0, 2.0, 2.0]		1
1502051167	蒲牢：为什么这里会有歌声？	[3.0, 3.0, 3.0, 3.0]		1
1502051108	蒲牢：这里是？栈道！为什么会回到这个地方！？	[3.0, 3.0, 3.0, 3.0]		1
1502051108		[0.5, 0.5, 0.5, 0.5]		2
1502051108	蒲牢：这身装扮又是怎么回事！？	[2.0, 2.0, 2.0, 2.0]		3
1502051109	蒲牢：唔……不管了！此路不通，那就换条路走！	[3.0, 3.0, 3.0, 3.0]		1
1502051110	蒲牢：栈道怎么又恢复了？我、我眼花了吗？	[4.0, 4.0, 4.0, 4.0]		1
1502051110		[0.5, 0.5, 0.5, 0.5]		2
1502051110	蒲牢：唔！	[1.0, 1.0, 1.0, 1.0]		3
1502051110		[0.5, 0.5, 0.5, 0.5]		4
1502051110	蒲牢：在那种地方居然还有敌人！	[3.0, 3.0, 3.0, 3.0]		5
1502051111	蒲牢：想偷袭我吗？哼！	[2.0, 2.0, 2.0, 2.0]		1
1502051112	蒲牢：打不中就没有意义！	[2.0, 2.0, 2.0, 2.0]		1
1502051113	蒲牢：石、石狮子？	[3.0, 3.0, 3.0, 3.0]		1
1502051113		[0.5, 0.5, 0.5, 0.5]		2
1502051113	蒲牢：怎么天上会落下石狮子！！！	[3.0, 3.0, 3.0, 3.0]		3
1502051114	蒲牢：可恶！有胆下来！	[2.0, 2.0, 2.0, 2.0]		1
1502051184	蒲牢：又回来了……这究竟是……	[2.0, 2.0, 2.0, 2.0]		1
1502051194	蒲牢：这个地方到底……！	[2.0, 2.0, 2.0, 2.0]		1
1502051115	蒲牢：又是山雾……这是什么诡道幻术吗？	[2.0, 2.0, 2.0, 2.0]		1
1502051116	蒲牢：放冷枪的！你过来呀！	[3.0, 3.0, 3.0, 3.0]		1
1502051116		[0.5, 0.5, 0.5, 0.5]		2
1502051116	蒲牢：好呀，居然真的敢下来！	[2.0, 2.0, 2.0, 2.0]		3
1502051117	蒲牢：这下应该清理干净了，得赶紧上山才行——	[4.0, 4.0, 4.0, 4.0]		1
1502051118	蒲牢：这身……？我没见过的衣服……	[4.0, 4.0, 4.0, 4.0]		1
1502051118	蒲牢：乐队？还有这些人……有点眼熟……但又好像……	[2.5, 2.5, 2.5, 2.5]		2
1502051118	蒲牢：不管了，统统放倒再说！	[3.0, 3.0, 3.0, 3.0]		3
1502051119	蒲牢：石狮子……栈道……乐队……变来变去的衣服……	[3.0, 3.0, 3.0, 3.0]		1
1502051119		[0.5, 0.5, 0.5, 0.5]		2
1502051119	蒲牢：这是梦吗？还是幻觉？	[2.0, 2.0, 2.0, 2.0]		3
1502051119		[0.5, 0.5, 0.5, 0.5]		4
1502051119	蒲牢：集中精神……想想嘲风教的口诀……	[3.0, 3.0, 3.0, 3.0]		5
1502051120	··········	[6.0, 6.0, 6.0, 6.0]		1
1502051121	蒲牢：唔！	[2.0, 2.0, 2.0, 2.0]		1
1502051122	蒲牢：疼疼疼······	[3.0, 3.0, 3.0, 3.0]		1
1502051122		[0.5, 0.5, 0.5, 0.5]		2
1502051122	蒲牢：这里究竟是怎么回事？	[3.0, 3.0, 3.0, 3.0]		3
1502051123	蒲牢：··········	[1.0, 1.0, 1.0, 1.0]		1
1502051123		[0.5, 0.5, 0.5, 0.5]		2
1502051123	蒲牢：这——是——啥——啊！？	[3.0, 3.0, 3.0, 3.0]		3
1502051124	蒲牢：呀！	[2.0, 2.0, 2.0, 2.0]		1
1502051201	弥苦：到了，到了。	[3.0, 3.0, 3.0, 3.0]		1
1502051201		[1.0, 1.0, 1.0, 1.0]		2
1502051201	弥苦：再过这里，往前，就是山门了。	[3.0, 3.0, 3.0, 3.0]		3
1502051202	含英：这里是？	[2.0, 2.0, 2.0, 2.0]		1
1502051202		[0.5, 0.5, 0.5, 0.5]		2
1502051202	含英：通过下层抵达的上层栈道吗？	[2.0, 2.0, 2.0, 2.0]		3
1502051203	弥苦：跟着他走吧。	[2.0, 2.0, 2.0, 2.0]		1
1502051203		[0.5, 0.5, 0.5, 0.5]		2
1502051203	弥苦：“他们”就在前面等着呢。	[2.0, 2.0, 2.0, 2.0]		3
1502051203		[0.5, 0.5, 0.5, 0.5]		4
1502051203	弥苦：你会找到你想找的。	[2.0, 2.0, 2.0, 2.0]		5
1502051204	含英：前面还不知道有什么在等待着。	[3.0, 3.0, 3.0, 3.0]		1
1502051204		[0.5, 0.5, 0.5, 0.5]		2
1502051204	含英：但事到如今，只能向前了。	[3.0, 3.0, 3.0, 3.0]		3
1502051205	含英：这个高度如果失足掉下去……后果不堪设想。	[3.0, 3.0, 3.0, 3.0]		1
1502051205		[0.5, 0.5, 0.5, 0.5]		2
1502051205	弥苦：但我想这对你来说应该轻而易举吧？	[3.0, 3.0, 3.0, 3.0]		3
1502051205		[0.5, 0.5, 0.5, 0.5]		4
1502051205	含英：只是保持平衡而已……走吧。	[2.0, 2.0, 2.0, 2.0]		5
1502051206	含英：这些都是九龙形制的机械体。	[3.0, 3.0, 3.0, 3.0]		1
1502051206		[0.5, 0.5, 0.5, 0.5]		2
1502051206	含英：但它们看起来好像都没有敌意。	[3.0, 3.0, 3.0, 3.0]		3
1502051206		[0.5, 0.5, 0.5, 0.5]		4
1502051206	含英：有些奇怪……	[2.0, 2.0, 2.0, 2.0]		5
1502051207	含英：它们……在说话？	[4.0, 4.0, 4.0, 4.0]		1
1502051208	含英：你们是谁？为什么在这里？	[4.0, 4.0, 4.0, 4.0]		1
1502051209	弥苦：他们就是生活在这里的人。	[3.0, 3.0, 3.0, 3.0]		1
1502051209		[0.5, 0.5, 0.5, 0.5]		2
1502051209	弥苦：他们……就是这里的真相。	[3.0, 3.0, 3.0, 3.0]		3
1502051210	含英：不，机械体不会这样说话。	[2.0, 2.0, 2.0, 2.0]		1
1502051210		[0.5, 0.5, 0.5, 0.5]		2
1502051210	含英：他们……到底是……	[2.0, 2.0, 2.0, 2.0]		3
1502051210		[0.5, 0.5, 0.5, 0.5]		4
1502051210	弥苦：你现在不是正好好地说着话吗？孩子。	[3.0, 3.0, 3.0, 3.0]		5
1502051211	弥苦：哦，“他”还真是心急啊……	[2.0, 2.0, 2.0, 2.0]		1
1502051211		[0.5, 0.5, 0.5, 0.5]		2
1502051211	弥苦：其实你已经意识到了什么是真相。	[2.0, 2.0, 2.0, 2.0]		3
1502051211		[0.5, 0.5, 0.5, 0.5]		4
1502051211	弥苦：只是……你不愿意接受它。	[2.0, 2.0, 2.0, 2.0]		5
1502051212	含英：这是……你们的……记忆吗？	[2.0, 2.0, 2.0, 2.0]		1
1502051212		[0.5, 0.5, 0.5, 0.5]		2
1502051212	含英：但是机械体怎么会有父母儿女，怎么会有疾病……	[4.0, 4.0, 4.0, 4.0]		3
1502051212		[0.5, 0.5, 0.5, 0.5]		4
1502051212	含英：不，你们……只有人类才会这样。	[3.0, 3.0, 3.0, 3.0]		5
1502051213	弥苦：我说过了，他们就是生活在这里的人。	[3.0, 3.0, 3.0, 3.0]		1
1502051213		[1.0, 1.0, 1.0, 1.0]		2
1502051213	含英：这些机械……都是……人？	[4.0, 4.0, 4.0, 4.0]		3
1502050401	难民A：我的同伴就在那边……嘿！嘿！！	[3.0, 3.0, 3.0, 3.0]		1
1502050402	难民A：怎么回事？是演奏声太大了吗？	[3.0, 3.0, 3.0, 3.0]		1
1502050403	难民A：快跑，这些机器人有危险。	[2.0, 2.0, 2.0, 2.0]		1
1502050404	难民B：什么情况？！这是是什么鬼地方啊？！	[2.0, 2.0, 2.0, 2.0]		1
1502050405	难民小孩：这些破机器，想打架是吗？那就来吧！	[2.0, 2.0, 2.0, 2.0]		1
1502050406	含英：诸位，请保持冷静。	[2.0, 2.0, 2.0, 2.0]		1
1502050407	含英：阁下，有劳先将他们带到一旁，这里就交给我。	[2.0, 2.0, 2.0, 2.0]		1
1502050408	难民A：明白。各位！快到这边来！	[2.0, 2.0, 2.0, 2.0]		1
1502050409	难民B：她是谁啊？我怎么没见过？	[3.0, 3.0, 3.0, 3.0]		1
1502050410	难民A：我在路上遇到的，要不是她，我估计都没办法站在这里。	[2.0, 2.0, 2.0, 2.0]		1
1502050411	难民B：快，先离开这个鬼地方吧。	[2.0, 2.0, 2.0, 2.0]		1
1502050701	未知机械体：怪物入侵，必须清除！	[2.0, 2.0, 2.0, 2.0]		1
1502050702	含英：被损毁的部位都恢复了。	[2.0, 2.0, 2.0, 2.0]		1
1502050703	含英：是钟声的缘故吗？	[2.0, 2.0, 2.0, 2.0]		1
1502050801	蒲牢：这是钟声？	[2.0, 2.0, 2.0, 2.0]		1
1502050802	蒲牢众：大人，发现敌人！准备应敌！	[2.0, 2.0, 2.0, 2.0]		1
1502050803	蒲牢众：这里交由我们守着即可，大人放心上山吧。	[3.0, 3.0, 3.0, 3.0]		1
1502051001	含英：指示的方向是夜航船中央的舞台。	[3.0, 3.0, 3.0, 3.0]		1
1024010401	21号：小家伙，走，该回我们的地盘了。	[2.0, 2.0, 2.0, 2.0]		1
1024010402	21号：唔呣，我听见了，小家伙。	[2.0, 2.0, 2.0, 2.0]		1
1024010402	21号：先回去小家伙身边吧。	[2.0, 2.0, 2.0, 2.0]		2
1024010403	21号：先回去小家伙身边吧。	[2.0, 2.0, 2.0, 2.0]		1
1024010404	居民A：真的一点消息都没有吗？	[3.0, 3.0, 3.0, 3.0]		1
