Id	Priority	Ignore	Desc	GuideType	ConditionId	CompleteId	ActiveUi	CheckNodeActive	RewardId	GroupId
64427	64427	1	v4.2 引导罗塞塔主线下一阶段	1	[862112, 1007206, 863142]	64427	UiMainLineLuosaitaMain	UiMainLineLuosaitaPhase02(Clone)		64427
64431	64431	1	v4.2 引导躲猫猫3.0 首次进入	1	[862112, 774800]	64431	UiDlcMultiPlayerRoomCute			64431
64432	64432	1	v4.2 引导躲猫猫3.0 技能选择	1	[862112, 774800]	64432	UiDlcMultiPlayerRoomCute			64432
64441	64441	1	v4.2 引导众志行征驻扎	1	[862112, 774800]	64441	UiGuildWarStageDetail	PanelStay		64441
64460	64460	1	v4.2 引导七夕打牌-欢迎	1	[862112, 774800, 862782]	64460	UiPokerGuessing2Main			64460
64461	64461	1	v4.2 引导七夕打牌-关卡11回合1	1	[862112, 774800, 863134]	64461	UiPokerGuessing2Game			64461
64462	64462	1	v4.2 引导七夕打牌-关卡11回合2	1	[862112, 774800, 863135]	64462	UiPokerGuessing2ToastRound			64462
64501	64501	1	v4.3 引导玩家好感剧情领角色	1	[862112, 863205]	64501	UiMain			64501
64511	64511	1	v4.3 minirpg2.0主界面	1	[862112, 774800]	64511	UiSoloReformMain			64511
64512	64512	1	v4.3 minirpg2.0裁断模式	1	[862112, 774800, 863143]	64512	UiSoloReformMain			64512
64513	64513	1	v4.3 minirpg2.0覆写模式	1	[862112, 774800]	64513	UiSoloReformMain			64513
64514	64514	1	v4.3 minirpg2.0奖励介绍	1	[862112, 774800]	64514	UiSoloReformPopupReward			64514
64531	64531	1	v4.3 幸运房东2.0主界面	1	[862112, 774800]	64531	UiLuckyTenant2Main			64531
64532	64532	1	v4.3 幸运房东2.0 101	1	[862112, 774800, 863210]	64532	UiLuckyTenant2Game			64532
64533	64533	1	v4.3 幸运房东2.0 102教程	1	[862112, 774800, 863211]	64533	UiPopupTeach			64533
64534	64534	1	v4.3 幸运房东2.0 102侵蚀羁绊描述	1	[862112, 774800, 863211]	64534	UiLuckyTenant2Chess			64534
64535	64535	1	v4.3 幸运房东2.0 102侵蚀羁绊技能	1	[862112, 774800, 863212]	64535	UiLuckyTenant2Game			64535
64537	64537	1	v4.3 幸运房东2.0 201	1	[862112, 774800, 863222]	64537	UiLuckyTenant2Chess			64537
64539	64539	1	v4.3 幸运房东2.0 202棋盘	1	[862112, 774800, 863214]	64539	UiLuckyTenant2Game			64539
64540	64540	1	v4.3 幸运房东2.0 301商店	1	[862112, 774800, 863223]	64540	UiLuckyTenant2Chess			64540
64541	64541	1	v4.3 幸运房东2.0 302棋盘	1	[862112, 774800, 863216]	64541	UiLuckyTenant2Game			64541
64542	64542	1	v4.3 幸运房东2.0 401商店	1	[862112, 774800, 863224]	64542	UiLuckyTenant2Chess			64542
64543	64543	1	v4.3 幸运房东2.0 402棋盘	1	[862112, 774800, 863218]	64543	UiLuckyTenant2Game			64543
64544	64544	1	v4.3 幸运房东2.0 601商店红潮	1	[862112, 774800, 863225]	64544	UiLuckyTenant2Chess			64544
64545	64545	1	v4.3 幸运房东2.0 602商店红潮	1	[862112, 774800, 863220]	64545	UiLuckyTenant2Chess			64545
64546	64546	1	v4.3 幸运房东2.0 删除棋子	1	[862112, 774800]	64546	UiLuckyTenant2PopupDeleteChess			64546
64601	64601	1	v4.4 战双兄弟 主界面介绍	1	[862112, 774800]	64601	UiPBRMain			64601
64602	64602	1	v4.4 战双兄弟 商店介绍	1	[862112, 774800]	64602	UiPBRShopNew			64602
64603	64603	1	v4.4 战双兄弟 商店升阶	1	[862112, 774800, 863144]	64603	UiPBRShopNew			64603
64604	64604	1	v4.4 战双兄弟 养成界面	1	[862112, 774800]	64604	UiPBRGenius			64604
64605	64605	1	v4.4 战双兄弟 关卡失败	1	[862112, 774800]	64605	UiPBRSettlement	TxtResultFail		64605
64606	64606	1	v4.4 战双兄弟 关卡胜利	1	[862112, 774800]	64606	UiPBRSettlement	BtnNext		64606
64611	64611	1	v4.4 疾速追缉	1	[862112, 774800]	64611	UiBountyChallengeMain			64611
64621	64621	1	v4.4 神威大连线 主界面	1	[862112, 774800]	64621	UiLineArithmetic3Main			64621
64622	64622	1	v4.4 神威大连线 101	1	[862112, 774800, 863145]	64622	UiLineArithmetic3Game			64622
64623	64623	1	v4.4 神威大连线 102	1	[862112, 774800, 863146]	64623	UiLineArithmetic3Game			64623
64624	64624	1	v4.4 神威大连线 201	1	[862112, 774800, 863147]	64624	UiLineArithmetic3Game			64624
64625	64625	1	v4.4 神威大连线 301	1	[862112, 774800, 863148]	64625	UiLineArithmetic3Game			64625
64626	64626	1	v4.4 神威大连线 401	1	[862112, 774800, 863149]	64626	UiLineArithmetic3Game			64626
64701	64701		v4.5 肉鸽6占位引导1	1	[862112, 774800, 200000]	64701	UiTheatre6Main			64701
64702	64702		v4.5 肉鸽6占位引导2	1	[862112, 774800, 200000]	64702	UiTheatre6Main			64702
64703	64703		v4.5 肉鸽6占位引导3	1	[862112, 774800, 200000]	64703	UiTheatre6Main			64703
64704	64704		v4.5 肉鸽6占位引导4	1	[862112, 774800, 200000]	64704	UiTheatre6Main			64704
