Id	Group	Name	Describe	IconType	Icon	Icon2	IconCustom	TimeOut	OnlyTrue	IsMySelf	AndOr	ForbidMoveType	MoveType	EffectType	EffectButton	SkillId	MissileId
3754	111979	三消蓝球	莉莉丝-蓝三消	1	102			2000	True	True				[1]	[1]	[102518, 102545]	
3755	111980	点击必杀	莉莉丝-一段必杀	1	3			-1						[1]	[17]	[102525]	
3756	111981	三消黄球	莉莉丝-三消黄球	1	103			-1	True	True				[1]	[2]	[102521]	
3757	111981	三消黄球	莉莉丝-三消黄球	1	103			2000	True	True				[1]	[2]	[102553]	
3758	111981	三消黄球	莉莉丝-三消黄球	1	103			2000	True	True				[1]	[2]	[102560]	
3759	111981	点击红球	莉莉丝-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Lilith63.png	2000	True	True				[1]	[1]	[102561, 102562, 102563]	
3760	111982	点击必杀	莉莉丝-二段必杀	1	3			-1	True					[1]	[17]	[102526, 102527]	
3761	111983	点击必杀	莉莉丝-一段必杀	1	3			-1	True					[1]	[17]	[102525]	
3762	111984	长按普攻	莉莉丝-长按普攻	4	1			-1	True	True				[2]	[15]	[102564, 102565, 102566]	
3763	111985	三消黄球	莉莉丝-三消黄球	1	103			-1	True	True				[1]	[2]	[102521]	
3764	111985	点击红球	莉莉丝-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Lilith61.png	2000	True	True				[1]	[1]	[102547, 102548, 102549]	
3765	111985	三消黄球	莉莉丝-三消黄球	1	103			2000	True	True				[1]	[2]	[102553]	
3766	111985	点击红球	莉莉丝-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Lilith62.png	2000	True	True				[1]	[1]	[102554, 102555, 102556]	
3767	111985	三消黄球	莉莉丝-三消黄球	1	103			2000	True	True				[1]	[2]	[102560]	
3768	111985	点击红球	莉莉丝-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Lilith63.png	2000	True	True				[1]	[1]	[102561, 102562, 102563]	
3769	111986	长按普攻	莉莉丝-长按普攻	4	1			-1	True	True				[2]	[15]	[102564]	
3770	111986	消黄球	莉莉丝-消黄球	1	103			1000	True	True				[1]	[2]	[102565]	
3771	111986	消黄球	莉莉丝-消黄球	1	103			1000		True				[1]	[2]		[10256564]
3772	111986	消黄球	莉莉丝-消黄球	1	103			1000		True				[1]	[2]		[10256564]
3773	111986	消黄球	莉莉丝-消黄球	1	103			1000		True				[1]	[2]		[10256564]
3774	111986	消黄球	莉莉丝-消黄球	1	103			1000		True				[1]	[2]		[10256564]
3775	111986	消黄球	莉莉丝-消黄球	1	103			1000		True				[1]	[2]	[102566]	
3776	111987	三消红球	赛琳娜-蓝三消	1	101			-1	True	True						[112509, 112515]	
3777	111987	三消红球	赛琳娜-蓝三消	1	101			-1	True	True						[112509, 112515]	
3778	111987	锐骁行进曲	赛琳娜-辅助机教学技能	1	8			-1						[1]	[23]	[422801, 422802, 422803, 422804, 422805, 422806]	
3779	111988	三消红球	赛琳娜-蓝三消	1	101			-1	True	True						[112509, 112515]	
3780	111988	三消红球	赛琳娜-蓝三消	1	101			-1	True	True						[112509, 112515]	
3781	111988	熠辉回旋调	赛琳娜-辅助机教学技能	1	8			-1						[1]	[23]	[422807, 422808, 422809, 422810, 422811, 422812]	
3782	111989	点击必杀	赛琳娜-一段必杀	1	3			-1	True					[1]	[17]	[112516]	
3783	111990	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna41.png	-1	True	True				[1]	[2]	[112531, 112534, 112537, 112540, 112568, 112571]	
3784	111990	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna42.png	2000		True				[1]	[2]	[112568]	[11253305]
3785	111990	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna43.png	2000		True				[1]	[2]	[112534]	[11253305]
3786	111990	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna44.png	2000		True				[1]	[2]	[112537]	[11253305]
3787	111990	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna45.png	2000		True				[1]	[2]	[112571]	[11253305]
3788	111990	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna46.png	2000		True				[1]	[2]	[112531]	[11253305]
3789	111991	长按闪避	赛琳娜-长按闪避	4	2			-1	True	True				[2]	[16]	[112556]	
3790	111992	三消红球	赛琳娜-红三消	1	101			-1	True	True				[1]	[2]	[112509]	
3791	111992	三消红球	赛琳娜-红三消	1	101			2000	True	True				[1]	[2]	[112515]	
3792	111993	三消黄球	赛琳娜-黄三消	1	103			-1	True	True				[1]	[2]	[112512, 112564]	
3793	111993	三消黄球	赛琳娜-黄三消	1	103			2000	True	True				[1]	[2]	[112567, 112548]	
3794	111994	三消红球	赛琳娜-红三消	1	101			-1	True	True				[1]	[2]	[112509]	
3795	111995	长按普攻	赛琳娜-长按普攻	4	1			8000		True				[2]	[15]	[112524, 112525, 112526, 112506]	
3796	111995	点按蓝球	赛琳娜-点按蓝球	1	102			2000		True				[1]	[1]	[112544, 112549]	
3797	111996	点击必杀	赛琳娜-一段必杀	1	3			-1	True					[1]	[17]	[112516]	
3798	111997	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna41.png	-1	True	True				[1]	[2]	[112531, 112534, 112537, 112540, 112568, 112571]	
3799	111997	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna42.png	2000		True				[1]	[2]	[112568]	[11253305]
3800	111997	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna43.png	2000		True				[1]	[2]	[112534]	[11253305]
3801	111997	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna44.png	2000		True				[1]	[2]	[112537]	[11253305]
3802	111997	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna45.png	2000		True				[1]	[2]	[112571]	[11253305]
3803	111997	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna46.png	2000		True				[1]	[2]	[112531]	[11253305]
3804	111998	长按闪避	赛琳娜-闪避	4	2			-1						[1]	[16]	[112556]	
3805	111999	点击必杀	赛琳娜-二段必杀	1	3			-1	True					[1]	[17]	[112574]	
3806	112000	<color=#ffda58>长按</color>普攻	回音-蓄力普攻	4	1			-1						[2]	[15]	[102830, 102805]	
3807	112000	消除<color=#ffda58>密语球</color>	回音-红	1	99			1000		True				[1]	[1]	[102981]	
3808	112000	消除<color=#ffda58>密语球</color>	回音-蓝	1	99			1000		True				[1]	[1]	[102982]	
3809	112000	消除<color=#ffda58>密语球</color>	回音-黄	1	99			1000		True				[1]	[1]	[102983]	
3810	112000	消除<color=#ffda58>密语球</color>	回音-红	1	99			1000		True				[1]	[1]	[102984]	
3811	112000	消除<color=#ffda58>密语球</color>	回音-蓝	1	99			1000		True				[1]	[1]	[102985]	
3812	112000	消除<color=#ffda58>密语球</color>	回音-黄	1	99			1000		True				[1]	[1]	[102986, 102903]	
3813	112001	三消红球	回音-三消红球	1	101			-1		True				[1]	[1]	[102813]	
3814	112002	单消红球	回音-锁链合击	1	101			-1	True	True				[1]	[1]	[102831]	
3815	112003	三消红球	回音-三消红球	1	101			-1		True				[1]	[1]	[102813]	
3816	112004	点击必杀	回音-必杀	1	3			-1	True					[1]	[17]	[102839]	
3817	112005	消除红球	回音-红单消	1	101			-1	True	True				[1]	[1]	[102828, 102831]	
3818	112006	<color=#ffda58>长按</color>闪避	回音-长按闪避	4	2			-1		True				[1]	[16]	[102863, 102865]	
3819	112006	<color=#ffda58>点按</color>闪避	回音-点按闪避	1	2			2000		True				[1]	[16]	[102860, 102859, 102861, 102862]	
3820	112006	<color=#ffda58>点按</color>闪避	回音-点按闪避	1	2			2000		True				[1]	[16]	[102860, 102859, 102861, 102862]	
3821	112006	<color=#ffda58>点按</color>闪避	回音-点按闪避	1	2			2000		True				[1]	[16]	[102860, 102859, 102861, 102862]	
3822	112007	<color=#ffda58>长按</color>普攻	回音-长按普攻	4	1			-1		True				[2]	[15]	[102864]	
3823	112008	点击必杀	回音-必杀	1	3			-1	True					[1]	[17]	[102839]	
3824	112009	三消红球	赛琳娜-红三消	1	101			-1	True	True				[1]	[2]	[112509]	
3825	112009	三消红球	赛琳娜-红三消	1	101			2000	True	True				[1]	[2]	[112515]	
3826	112010	长按普攻	赛琳娜-长按普攻	4	1			8000		True				[2]	[15]	[112524, 112525, 112526, 112506]	
3827	112010	点按蓝球	赛琳娜-点按蓝球	1	102			2000		True				[1]	[1]	[112544, 112549]	
3828	112011	点击必杀	赛琳娜-一段必杀	1	3			-1	True					[1]	[17]	[112516]	
3829	112012	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna41.png	-1	True	True				[1]	[2]	[112531, 112534, 112537, 112540, 112568, 112571]	
3830	112012	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna42.png	2000		True				[1]	[2]	[112568]	[11253305]
3831	112012	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna43.png	2000		True				[1]	[2]	[112534]	[11253305]
3832	112012	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna44.png	2000		True				[1]	[2]	[112537]	[11253305]
3833	112012	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna45.png	2000		True				[1]	[2]	[112571]	[11253305]
3834	112012	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna46.png	2000		True				[1]	[2]	[112531]	[11253305]
3835	112013	长按闪避	赛琳娜-闪避	4	2			-1						[1]	[16]	[112556]	
3836	112014	点击必杀	赛琳娜-二段必杀	1	3			-1	True					[1]	[17]	[112574]	
3837	112015	点击普攻	赛琳娜-点击普攻	1	1			-1	True	True				[1]	[15]	[112501]	
3838	112015	点击普攻	赛琳娜-点击普攻	1	1			2000	True	True				[1]	[15]	[112502]	
3839	112015	点击普攻	赛琳娜-点击普攻	1	1			2000	True	True				[1]	[15]	[112503]	
3840	112015	点击普攻	赛琳娜-点击普攻	1	1			2000	True	True				[1]	[15]	[112504]	
3841	112015	点击普攻	赛琳娜-点击普攻	1	1			2000	True	True				[1]	[15]	[112505]	
3842	112016	长按必杀	赛琳娜-一段长按必杀	4	3			-1	True					[1]	[17]	[112516]	
3843	112017	点击必杀	赛琳娜-二段必杀	1	3			-1	True					[1]	[17]	[112575, 112574]	
3844	112030	长按黄球蓄满	洁塔薇-长按黄球	4	103			-1	True	True				[1]	[1]	[133132, 133133]	
3845	112030	松开黄球	洁塔薇-松开黄球	1	103			3000		True				[1]	[1]	[133137]	
3846	112031	长按蓝球蓄满	洁塔薇-长按蓝球	4	102			-1	True	True				[1]	[2]	[133176, 133122]	
3847	112031	松开蓝球	洁塔薇-松开蓝球	1	102			3000		True				[1]	[2]	[133130]	
3848	112032	点击必杀	洁塔薇-点击必杀	1	3			-1	True					[1]	[17]	[133141]	
3849	112033	长按红球蓄满	洁塔薇-长按红球	4	101			-1	True	True				[1]	[3]	[133112, 133162, 133163]	
3850	112033	松开红球	洁塔薇-松开红球	1	101			3000		True				[1]	[3]	[133167]	
3851	112033	点按/长按普攻	洁塔薇-长按普攻	4	1			2000		True				[2]	[15]	[133168]	
3852	112034	长按红球未蓄满	洁塔薇-长按红球	4	101			-1	True	True				[1]	[3]	[133112, 133162, 133163]	
3853	112034	松开红球	洁塔薇-松开红球	1	101			3000		True				[1]	[3]	[133155]	
3854	112034	点按/长按普攻	洁塔薇-长按普攻	4	1			2000		True				[2]	[15]	[133156]	
3855	112035	点击必杀	洁塔薇-点击必杀	1	3			-1	True					[1]	[17]	[133142]	
3856	112036	消球	维吉尔-消球	1	99			-1	True	True				[1]	[2]	[101081, 101082, 101086]	
3857	112036	消球	维吉尔-消球	1	99			-1	True	True				[1]	[2]	[101081, 101082, 101086]	
3858	112036	急袭	维吉尔-辅助机技能1	1	8			-1						[1]	[23]		[10109614, 10109615]
3859	112037	消球	维吉尔-消球	1	99			-1	True	True				[1]	[2]	[101081, 101082, 101086]	
3860	112037	消球	维吉尔-消球	1	99			-1	True	True				[1]	[2]	[101081, 101082, 101086]	
3861	112037	暴雨	维吉尔-辅助机技能1	1	8			-1						[1]	[23]		[10109614, 10109615]
3862	112038	点击红球	维吉尔-红球技能	1	101			-1	True	True				[1]	[2]	[101081]	
3863	112039	点击必杀	维吉尔-真魔人	1	3		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Vergil51B.png	-1	True					[1]	[17]	[101094]	
3864	112040	长按普攻	维吉尔-次元斩	1	1			-1						[1]	[15]	[101017]	
3865	112041	消球	但丁-消球	1	99			-1		True				[1]	[2]	[126507, 126531, 126562, 126590, 126591, 146521]	
3866	112041	消球	但丁-消球	1	99			-1		True				[1]	[2]	[126507, 126531, 126562, 126590, 126591, 146521]	
3867	112041	科沃兹·冲击	但丁-辅助机技能1	1	8			-1						[1]	[23]	[422901, 422902, 422903, 422904, 422905, 422906]	
3868	112042	消球	但丁-消球	1	99			-1		True				[1]	[2]	[126507, 126531, 126562, 126590, 126591, 146521]	
3869	112042	消球	但丁-消球	1	99			-1		True				[1]	[2]	[126507, 126531, 126562, 126590, 126591, 146521]	
3870	112042	科沃兹·旋击	但丁-辅助机技能1	1	8			-1						[1]	[23]	[422907, 422908, 422909, 422910, 422911, 422912]	
3871	112043	点击异界装备	但丁-飞燕	1	8			-1						[1]	[23]	[126592]	
3872	112043	空中连段	但丁-空斩	1	8			2000						[1]	[23]	[126594]	
3873	112043	空中连段	但丁-空中连段	1	8			2000						[1]	[15]	[126595]	
3874	112043	空中连段	但丁-空中连段	1	8			2000						[1]	[15]	[126596]	
3877	112018	点蓝球	维吉尔-蓝球连段	1	102			-1	True	True				[1]	[3]	[101082]	
3878	112019	点红球	维吉尔-红球连段	1	101			-1	True	True				[1]	[2]	[101081]	
3879	112020	点击必杀	维吉尔-真魔人	1	3			-1	True					[1]	[17]	[101094]	
3880	112021	点击普攻	维吉尔-普攻连段	1	1			-1	True					[1]	[15]	[101001]	
3881	112021	点击普攻	维吉尔-普攻连段	1	1			2000	True					[1]	[15]	[101002]	
3882	112021	点击普攻	维吉尔-普攻连段	1	1			2000	True					[1]	[15]	[101003]	
3883	112021	点击普攻	维吉尔-普攻连段	1	1			2000	True					[1]	[15]	[101005]	
3884	112021	点击普攻	维吉尔-普攻连段	1	1			2000	True					[1]	[15]	[101006]	
3885	112022	点击必杀	维吉尔-次元斩	1	3			-1	True					[1]	[17]	[101091]	
3886	112023	点黄球	维吉尔-黄球连段	1	103			-1	True	True				[1]	[4]	[101086]	
3887	112024	点黄球	维吉尔-黄球日升踢	1	103			-1	True	True				[1]	[4]	[101086]	
3888	112024	长按普攻	维吉尔-黄球日升踢	4	1			3000	True					[1]	[15]	[101087]	
3889	112025	长按跳跃	维吉尔-强化双龙破	4	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Vergil61.png	-1		True				[1]	[1]		[10106924]
3890	112026	点红球	维吉尔-蓝球连段	1	101			-1	True	True				[1]	[2]	[101081]	
3891	112027	点蓝球	维吉尔-蓝球连段	1	102			-1	True	True				[1]	[3]	[101082]	
3892	112027	长按普攻后松开	维吉尔-长按普攻	1	1			4000						[1]	[15]	[101085]	
3893	112028	长按普攻	维吉尔-长按普攻	4	1			-1	True	True				[1]	[15]	[101001]	
3894	112028	松开普攻	维吉尔-长按普攻	1	1			2000	True	True				[1]	[15]	[101017]	
3895	112029	点击普攻	维吉尔-普攻连段	1	1			2000	True	True				[1]	[15]	[101041]	
3896	112029	点击普攻	维吉尔-普攻连段	1	1			2000		True				[1]	[15]	[101042]	
3897	112029	点击普攻	维吉尔-普攻连段	1	1			2000		True				[1]	[15]	[101043]	
3898	112029	点击普攻	维吉尔-普攻连段	1	1			2000		True				[1]	[15]		[10104309]
3899	112029	点击普攻	维吉尔-普攻连段	1	1			2000		True				[1]	[15]		[10104309]
3900	112029	点击普攻	维吉尔-普攻连段	1	1			2000		True				[1]	[15]		[10104309]
3901	112029	点击普攻	维吉尔-普攻连段	1	1			2000		True				[1]	[15]		[10104309]
3902	112050	点击红球	但丁-红球连段	1	101			-1	True	True				[1]	[2]	[126507]	
3903	112050	点击红球	但丁-红球连段	1	101			2000	True	True				[1]	[2]	[126589]	
3904	112051	长按普攻	但丁-长按普攻	4	99		Assets/Product/Texture/Image/UiFight/FightIconBalrog.png	7000		True				[2]	[15]	[126588]	
3905	112052	点击蓝球	但丁-蓝球连段	1	102			-1	True	True				[1]	[3]	[126531]	
3906	112052	点击蓝球	但丁-蓝球连段	1	102			2000	True	True				[1]	[3]	[126562]	
3907	112053	长按普攻	但丁-长按普攻	4	99		Assets/Product/Texture/Image/UiFight/FightIconDevilsword.png	7000		True				[2]	[15]	[126532]	
3908	112054	长按黄球	但丁-长按黄球	4	103			3000		True				[2]	[4]	[146521]	
3909	112054	松开黄球	但丁-松开黄球	1	103			-1		True				[1]	[4]	[126599]	
3910	112055	长按必杀	但丁-600审判长按必杀	4	3			-1	True					[2]	[17]	[146511]	
3911	112056	长按必杀	但丁-1000审判长按必杀	4	3			-1	True					[2]	[17]	[146502]	
3912	112057	点按必杀	但丁-真魔人	1	3			-1	True					[1]	[17]	[146501, 146516]	
3913	112058	长按红球	但丁-长按红球	4	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Dante41E.png	5000	True					[2]	[2]	[146510]	
3914	112059	长按黄球	但丁-长按黄球	4	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Dante41G.png	5000	True	True				[2]	[4]	[146512]	
3915	112060	长按蓝球	但丁-长按蓝球	4	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Dante41F.png	5000	True	True				[2]	[3]	[146513]	
3916	112061	点按必杀	但丁-审判必杀	1	3			-1	True					[1]	[17]	[146511]	
3917	112062	长按红球	但丁-长按黄球	4	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Dante41E.png	7000	True	True				[2]	[2]	[146508]	
3918	112062	松开红球	但丁-松开黄球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Dante41E.png	7000		True				[1]	[2]	[146510]	
3919	112063	点按必杀	但丁-退出真魔人	1	3			-1	True					[1]	[17]	[146502]	
3920	112064	三消蓝球	薇拉-蓝三消	1	102			-1	True	True				[1]	[1]	[112324]	
3921	112064	三消蓝球	薇拉-蓝三消	1	102			-1	True	True				[1]	[1]	[112324]	
3922	112064	猎鹰追踪	薇拉-辅助机技能教学	1	8			-1						[1]	[23]	[423002, 423003, 423004, 423005, 423006, 423007]	
3923	112065	三消蓝球	薇拉-蓝三消	1	102			-1	True	True				[1]	[1]	[112324]	
3924	112065	三消蓝球	薇拉-蓝三消	1	102			-1	True	True				[1]	[1]	[112324]	
3925	112065	蚀月撕咬	薇拉-辅助机技能教学	1	8			-1						[1]	[23]	[423008, 423009, 423010, 423011, 423012, 423013]	
3926	112066	点击必杀	薇拉-点击必杀	1	3			-1						[1]	[17]	[112317]	
3927	112067	三消红球	薇拉-红三消	1	101			-1	True	True				[1]	[1]	[112321]	
3928	112067	三消红球	薇拉-红三消	1	101			2000	True	True				[1]	[1]	[112321, 112339]	
3929	112068	长按普攻	薇拉-长按普攻	4	1			-1		True				[2]	[15]	[112334]	
3930	112069	三消蓝球	薇拉-蓝三消	1	102			-1	True	True				[1]	[1]	[112324]	
3931	112069	三消蓝球	薇拉-蓝三消	1	102			2000	True	True				[1]	[1]	[112324]	
3932	112070	长按普攻	薇拉-长按普攻	4	1			-1		True				[2]	[15]		[11232905]
3933	112071	点击必杀	薇拉-点击必杀	1	3			-1						[1]	[17]	[112317]	
3934	112072	三消红球	薇拉-红三消	1	101			-1	True	True				[1]	[1]	[112321]	
3935	112072	三消红球	薇拉-红三消	1	101			2000	True	True				[1]	[1]	[112321, 112339]	
3936	112073	长按普攻	薇拉-长按普攻	4	1			8000		True				[2]	[15]	[112334]	
3937	112073	长按普攻	薇拉-长按普攻	4	1			2000		True				[2]	[15]	[112335]	
3938	112073	长按普攻	薇拉-长按普攻	4	1			2000		True				[2]	[15]	[112336]	
3939	112074	点击必杀	薇拉-二段必杀	1	3			-1						[1]	[17]	[112318]	
3940	112075	长按必杀	薇拉-点击必杀	1	3			-1						[1]	[17]	[112317]	
3941	112076	消球	维吉尔-消球	1	99			-1	True	True				[1]	[2]	[101081, 101082, 101086]	
3942	112076	消球	维吉尔-消球	1	99			-1	True	True				[1]	[2]	[101081, 101082, 101086]	
3943	112077	急袭幻影剑	维吉尔-辅助机技能1	2	4	8		-1						[1]	[23]		[10109613]
3944	112078	暴雨幻影剑	维吉尔-辅助机技能2	1	8			-1						[1]	[23]		[10109614, 10109615]
3945	112079	怒风幻影剑	维吉尔-辅助机技能3	2	4	8		-1						[1]	[23]		[10109612]
3946	112080	点击异界装备	维吉尔-辅助机技能3	1	8			20000						[1]	[23]		[10109639]
3947	112081	环形幻影剑	维吉尔-辅助机技能4	4	8			-1						[1]	[23]		[10109611]
3948	112082	点击异界装备	维吉尔-辅助机技能4	1	8			20000						[1]	[23]		[10109639]
3949	112083	长按普攻	薇拉-长按普攻	4	1			-1		True				[2]	[15]		[11232905]
3950	112083	三消蓝球	薇拉-蓝三消	1	102			8000	True	True				[1]	[1]	[112324]	
3951	112084	点击必杀	薇拉-点击必杀	1	3			-1						[1]	[17]	[112317]	
3952	112085	三消红球	薇拉-红三消	1	101			-1	True	True				[1]	[1]	[112321]	
3954	112086	长按普攻	薇拉-长按普攻	4	1			8000		True				[2]	[15]	[112334]	
3955	112086	长按普攻	薇拉-长按普攻	4	1			2000		True				[2]	[15]	[112335]	
3956	112086	长按普攻	薇拉-长按普攻	4	1			2000		True				[2]	[15]	[112336]	
3957	112087	三消红球	薇拉-红三消	1	101			-1	True	True				[1]	[1]	[112321]	
3959	112088	长按普攻	薇拉-长按普攻	4	1			8000		True				[2]	[15]	[112334]	
3960	112088	长按普攻	薇拉-长按普攻	4	1			2000		True				[2]	[15]	[112335]	
3961	112088	长按普攻	薇拉-长按普攻	4	1			2000		True				[2]	[15]	[112336]	
3962	112089	点击必杀	薇拉-二段必杀	1	3			-1						[1]	[17]	[112318]	
3963	112090	三消红球	赛琳娜-红三消	1	101			-1	True	True				[1]	[2]	[112509]	
3964	112090	三消红球	赛琳娜-红三消	1	101			2000	True	True				[1]	[2]	[112515]	
3965	112091	三消红球	赛琳娜-红三消	1	101			-1	True	True				[1]	[2]	[112509]	
3966	112092	长按普攻	赛琳娜-长按普攻	4	1			-1		True				[2]	[15]	[112524, 112525, 112526, 112506]	
3967	112092	点按蓝球	赛琳娜-点按蓝球	1	102			2000		True				[1]	[1]	[112544, 112549]	
3968	112093	长按闪避	赛琳娜-闪避	4	2			-1						[1]	[16]	[112556]	
3969	112094	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna41.png	-1	True	True				[1]	[2]	[112531, 112534, 112537, 112540, 112568, 112571]	
3970	112094	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna42.png	2000		True				[1]	[2]	[112568]	[11253305]
3971	112094	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna43.png	2000		True				[1]	[2]	[112534]	[11253305]
3972	112094	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna44.png	2000		True				[1]	[2]	[112537]	[11253305]
3973	112094	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna45.png	2000		True				[1]	[2]	[112571]	[11253305]
3974	112094	消协奏球	赛琳娜-消协奏球	1	99		Assets/Product/Texture/Image/UiFight/FightSkillIconR5Sailinna46.png	2000		True				[1]	[2]	[112531]	[11253305]
3976	112095	长按闪避	赛琳娜-闪避	4	2			4000	True	True				[1]	[16]	[112556]	
3978	112096	三消蓝球	莉莉丝-蓝三消	1	102			-1	True	True				[1]	[1]	[102518, 102545]	
3979	112096	三消蓝球	莉莉丝-蓝三消	1	102			2000	True	True				[1]	[1]	[102518, 102545]	
3980	112097	三消黄球	莉莉丝-三消黄球	1	103			-1	True	True				[1]	[2]	[102521]	
3982	112097	三消黄球	莉莉丝-三消黄球	1	103			2000	True	True				[1]	[2]	[102553]	
3983	112097	三消黄球	莉莉丝-三消黄球	1	103			2000	True	True				[1]	[2]	[102560]	
3984	112097	闪避	莉莉丝-闪避	1	2			4000	True	True				[1]	[16]	[102528, 102529, 102509]	
3985	112097	点击红球	莉莉丝-点击红球	1	101		Assets/Product/Texture/Image/UiFight/FightSkillIconR3Lilith63.png	2000	True	True				[1]	[1]	[102561, 102562, 102563]	
3986	112098	三消蓝球	薇拉-蓝三消	1	102			-1	True	True				[1]	[1]	[112324, 112322]	
3987	112098	三消蓝球	薇拉-蓝三消	1	102			4000	True	True				[1]	[1]	[112324, 112322]	
3988	112098	长按普攻	薇拉-长按普攻	4	1			4000		True				[2]	[15]		[11232905]
3989	112099	三消红球	比安卡-红三消	1	101			-1	True	True				[1]	[2]	[106418, 106431, 106436]	
3990	112099	三消红球	比安卡-红三消	1	101			-1	True	True				[1]	[2]	[106418, 106431, 106436]	
3991	112099	凛锋贯棘	比安卡-辅助机技能教学	1	8			-1						[1]	[23]	[423108, 423109, 423110, 423111, 423112, 423113]	
3992	112100	三消红球	比安卡-红三消	1	101			-1	True	True				[1]	[2]	[106418, 106431, 106436]	
3993	112100	三消红球	比安卡-红三消	1	101			-1	True	True				[1]	[2]	[106418, 106431, 106436]	
3994	112100	霜冠圣裁	比安卡-辅助机技能教学	1	8			-1						[1]	[23]	[423114, 423115, 423116, 423117, 423118, 423119]	
3995	112101	三消红球	比安卡-红三消	1	101			-1	True	True				[1]	[2]	[106418, 106431, 106436]	
3996	112101	三消红球	比安卡-红三消	1	101			2000	True	True				[1]	[2]	[106418, 106431, 106436]	
3997	112101	三消红球	比安卡-红三消	1	101			2000	True	True				[1]	[2]	[106418, 106431, 106436]	
3998	112102	长按蓝球	比安卡-覆海球	4	102			-1		True				[2]	[1]	[106412]	
3999	112103	三消黄球	比安卡-黄三消	1	103			-1	True	True				[1]	[2]	[106453, 106468]	
4000	112103	三消黄球	比安卡-黄三消	1	103			2000	True	True				[1]	[2]	[106453, 106468]	
4001	112103	三消黄球	比安卡-黄三消	1	103			2000	True	True				[1]	[2]	[106453, 106468]	
4002	112104	长按蓝球	比安卡-覆海球	4	102			-1		True				[2]	[1]	[106464, 106462]	
4003	112105	三消红球	比安卡-红三消	1	101			-1	True	True				[1]	[2]	[106418]	
4004	112105	三消红球	比安卡-红三消	1	101			2000	True	True				[1]	[2]	[106431]	
4005	112105	三消红球	比安卡-红三消	1	101			2000	True	True				[1]	[2]	[106436]	
4006	112106	长按闪避	比安卡-长按闪避	4	2			-1	True					[2]	[16]	[106419]	
4007	112106	三消红球	比安卡-红三消	1	101			2000						[1]	[2]	[106419]	[10642004]
